lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,G4M-P_x,G4M-Q_x,G4M-R_x,G4M-S_x,G4M-P_y,G4M-Q_y,G4M-R_y,G4M-S_y,Blank1
DG(37:3)_C18:0,0,4.3401778229150505,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.001870556461349e-05,3.353881252997372e-05,1.9925658845661895e-05,2.7744023517873074e-05,1.001870556461349e-05,3.353881252997372e-05,1.9925658845661895e-05,2.7744023517873074e-05,1.6164686027611983e-05
DG(37:3)_C18:1,0,4.525538951712333,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0211834404443149e-05,3.744301968142949e-05,3.131184734530087e-05,2.7090998681429414e-05,1.0211834404443149e-05,3.744301968142949e-05,3.131184734530087e-05,2.7090998681429414e-05,1.597076762785826e-05
DG(37:3)_C18:2,0,4.700115842345388,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.2971434796628096e-05,4.020563728905555e-05,3.09316187861853e-05,3.225023234608189e-05,1.2971434796628096e-05,4.020563728905555e-05,3.09316187861853e-05,3.225023234608189e-05,1.9628929704780967e-05
DG(37:4)_C16:0,0,5.096625423245984,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.9759768583025428e-05,6.916882102118349e-05,2.8941665010671e-05,3.3984152383372154e-05,1.9759768583025428e-05,6.916882102118349e-05,2.8941665010671e-05,3.3984152383372154e-05,2.9409236063995614e-05
DG(37:4)_C16:1,0,4.343891624256557,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.051327140102913e-05,3.294329071560552e-05,2.1742760922799857e-05,2.5393604478009316e-05,1.051327140102913e-05,3.294329071560552e-05,2.1742760922799857e-05,2.5393604478009316e-05,1.586155653544491e-05
DG(37:4)_C18:0,0,4.661700476850738,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.2978409224338979e-05,4.638649687208784e-05,3.214953089403185e-05,2.6138203781728453e-05,1.2978409224338979e-05,4.638649687208784e-05,3.214953089403185e-05,2.6138203781728453e-05,1.4797358143886718e-05
DG(37:4)_C18:1,0,5.44730381011239,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.804848018668886e-05,7.947094114143534e-05,4.1971876052970925e-05,4.6212644659325654e-05,1.804848018668886e-05,7.947094114143534e-05,4.1971876052970925e-05,4.6212644659325654e-05,5.7719059906395844e-05
DG(37:4)_C18:2,0,4.616860234682662,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0904452367235385e-05,3.846028368163169e-05,3.068131277788536e-05,3.172113386483313e-05,1.0904452367235385e-05,3.846028368163169e-05,3.068131277788536e-05,3.172113386483313e-05,1.856473128227131e-05
DG(37:5)_C16:0,0,4.350479101234187,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.603831951919972e-06,3.5770818074749616e-05,2.103954252357271e-05,2.3654466436016395e-05,9.603831951919972e-06,3.5770818074749616e-05,2.103954252357271e-05,2.3654466436016395e-05,1.9915182659287413e-05
DG(37:5)_C16:1,0,4.495373752456982,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0888760090730832e-05,3.529584291369819e-05,2.6344117410636718e-05,2.840070054458311e-05,1.0888760090730832e-05,3.529584291369819e-05,2.6344117410636718e-05,2.840070054458311e-05,1.797762073553757e-05
DG(37:5)_C18:0,0,4.26296662212582,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,8.932547343992174e-06,3.2903108170304975e-05,1.9440719951262666e-05,2.227223555652463e-05,8.932547343992174e-06,3.2903108170304975e-05,1.9440719951262666e-05,2.227223555652463e-05,2.0302695334981213e-05
DG(37:5)_C18:1,0,4.409625707470257,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0442296732661316e-05,3.7631566905159405e-05,2.3444249890596223e-05,2.5669633139883533e-05,1.0442296732661316e-05,3.7631566905159405e-05,2.3444249890596223e-05,2.5669633139883533e-05,1.5544309210306887e-05
DG(37:5)_C18:2,0,4.53905300258748,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.1458505835934165e-05,3.8272422891675964e-05,2.416995492014856e-05,3.136866254624807e-05,1.1458505835934165e-05,3.8272422891675964e-05,2.416995492014856e-05,3.136866254624807e-05,1.7648689570226686e-05
DG(37:6)_C16:0,0,6.091263490378882,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,3.5041571187352704e-05,0.00015312334955210253,6.049791282134943e-05,8.297900058495836e-05,3.5041571187352704e-05,0.00015312334955210253,6.049791282134943e-05,8.297900058495836e-05,3.478864734645675e-05
DG(37:6)_C16:1,0,5.1992829088811465,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.3252256347538335e-05,0.00010087847999852935,2.659192454343038e-05,4.021332388187841e-05,1.3252256347538335e-05,0.00010087847999852935,2.659192454343038e-05,4.021332388187841e-05,3.340931168445381e-05
DG(37:6)_C18:0,0,4.307017351193032,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.680140056817019e-06,3.457256207671835e-05,2.1515850419812038e-05,2.2941174812178438e-05,9.680140056817019e-06,3.457256207671835e-05,2.1515850419812038e-05,2.2941174812178438e-05,1.673248570342082e-05
DG(37:6)_C18:1,0,4.466277932782156,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0078397919760538e-05,3.44606007257505e-05,2.8481710798964643e-05,2.7715585867471715e-05,1.0078397919760538e-05,3.44606007257505e-05,2.8481710798964643e-05,2.7715585867471715e-05,1.5948860423665205e-05
DG(37:6)_C18:2,0,4.548247581883655,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.1655019322779755e-05,3.719986504279798e-05,2.7409393540995776e-05,2.9097034138317965e-05,1.1655019322779755e-05,3.719986504279798e-05,2.7409393540995776e-05,2.9097034138317965e-05,1.7289250777131188e-05
"DG(37:7),DG(36:0)_C16:0",0,4.367157443894402,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.1029170846623328e-05,3.385546274651743e-05,2.209823176886155e-05,2.542543371452645e-05,1.1029170846623328e-05,3.385546274651743e-05,2.209823176886155e-05,2.542543371452645e-05,1.5139920213612745e-05
"DG(37:7),DG(36:0)_C16:1",0,6.4557812031001385,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,3.124288987356308e-05,0.0002835179513109781,5.798758537759364e-05,8.144205702797804e-05,3.124288987356308e-05,0.0002835179513109781,5.798758537759364e-05,8.144205702797804e-05,6.722771912498082e-05
"DG(37:7),DG(36:0)_C18:0",0,5.390721469892598,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.7627555306527916e-05,9.118081338890605e-05,4.0038933593590766e-05,4.7196225483223456e-05,1.7627555306527916e-05,9.118081338890605e-05,4.0038933593590766e-05,4.7196225483223456e-05,3.757409590304901e-05
"DG(37:7),DG(36:0)_C18:1",0,5.040036452443006,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.4780569884218289e-05,6.299276968434779e-05,3.86072846229276e-05,3.8998327567489574e-05,1.4780569884218289e-05,6.299276968434779e-05,3.86072846229276e-05,3.8998327567489574e-05,2.164032682900015e-05
"DG(37:7),DG(36:0)_C18:2",0,4.504015130301667,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.1411736393937048e-05,3.686123479625803e-05,2.515346128482715e-05,2.7736979144345644e-05,1.1411736393937048e-05,3.686123479625803e-05,2.515346128482715e-05,2.7736979144345644e-05,1.83260249265346e-05
DG(38:3)_C16:0,0,4.2537169039061,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0282809033685713e-05,3.0465726474605486e-05,2.0557556227342343e-05,2.384283402217738e-05,1.0282809033685713e-05,3.0465726474605486e-05,2.0557556227342343e-05,2.384283402217738e-05,1.3880667286622111e-05
DG(38:3)_C16:1,0,4.329863964096747,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0119628869799906e-05,3.337396217399059e-05,2.164622742978268e-05,2.5029653539125988e-05,1.0119628869799906e-05,3.337396217399059e-05,2.164622742978268e-05,2.5029653539125988e-05,1.5907642658061965e-05
DG(38:3)_C18:0,0,4.614239028963522,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.4633902707616726e-05,3.553487593642429e-05,2.9327571666516034e-05,2.8971542715118384e-05,1.4633902707616726e-05,3.553487593642429e-05,2.9327571666516034e-05,2.8971542715118384e-05,1.4550051178849618e-05
DG(38:3)_C18:1,0,4.522082124899099,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0441373728918856e-05,4.005383729748366e-05,2.729355328872285e-05,2.7898474148109965e-05,1.0441373728918856e-05,4.005383729748366e-05,2.729355328872285e-05,2.7898474148109965e-05,1.7126975893229022e-05
DG(38:3)_C18:2,0,4.583714889284359,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.108578647046184e-05,3.832119126337068e-05,2.8981641040185844e-05,3.015079610285519e-05,1.108578647046184e-05,3.832119126337068e-05,2.8981641040185844e-05,3.015079610285519e-05,1.8581121015182034e-05
DG(38:4)_C16:0,0,4.2411279974916045,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.145573857247257e-06,2.908785187033881e-05,2.297339333806278e-05,2.343505242103218e-05,9.145573857247257e-06,2.908785187033881e-05,2.297339333806278e-05,2.343505242103218e-05,1.4677761408886048e-05
DG(38:4)_C16:1,0,4.359221030142613,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.81860204275884e-06,3.36703495258169e-05,2.293432536039626e-05,2.6563465566757973e-05,9.81860204275884e-06,3.36703495258169e-05,2.293432536039626e-05,2.6563465566757973e-05,1.5740337231433267e-05
DG(38:4)_C18:0,0,4.270501596937883,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.19152280365355e-06,3.2873916033036495e-05,2.1031365464690807e-05,2.5364123017666576e-05,9.19152280365355e-06,3.2873916033036495e-05,2.1031365464690807e-05,2.5364123017666576e-05,1.4058358262983712e-05
DG(38:4)_C18:1,0,4.424796493101715,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0035423431262639e-05,3.8783115797988255e-05,2.232945764096006e-05,2.754704629113154e-05,1.0035423431262639e-05,3.8783115797988255e-05,2.232945764096006e-05,2.754704629113154e-05,1.6584815642948336e-05
DG(38:4)_C18:2,0,4.600762411101762,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.1525070149765712e-05,4.4292896525730867e-05,2.4287158030009502e-05,3.252443473865555e-05,1.1525070149765712e-05,4.4292896525730867e-05,2.4287158030009502e-05,3.252443473865555e-05,1.7291198181839664e-05
DG(38:5)_C16:0,0,4.363845950279661,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0755323703861346e-05,3.133840331107026e-05,2.4917238051623842e-05,2.484676481062879e-05,1.0755323703861346e-05,3.133840331107026e-05,2.4917238051623842e-05,2.484676481062879e-05,1.4746079230927472e-05
DG(38:5)_C16:1,0,4.3334353502367735,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.81747386621211e-06,3.3567661352096614e-05,2.165349574364691e-05,2.5841303399616244e-05,9.81747386621211e-06,3.3567661352096614e-05,2.165349574364691e-05,2.5841303399616244e-05,1.6010849412540136e-05
DG(38:5)_C18:0,0,4.2511955598788935,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.30403600520351e-06,3.299824059407916e-05,2.0932787771937783e-05,2.3541237341284786e-05,9.30403600520351e-06,3.299824059407916e-05,2.0932787771937783e-05,2.3541237341284786e-05,1.4190287828619867e-05
DG(38:5)_C18:1,0,4.405686390191809,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.915833137349163e-06,3.4331468311545204e-05,2.4408222439733893e-05,2.7170311417382186e-05,9.915833137349163e-06,3.4331468311545204e-05,2.4408222439733893e-05,2.7170311417382186e-05,1.66834787523043e-05
DG(38:5)_C18:2,0,4.522478576624273,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0904144666716858e-05,3.6265025958564724e-05,2.6153321507331048e-05,3.0204540919313797e-05,1.0904144666716858e-05,3.6265025958564724e-05,2.6153321507331048e-05,3.0204540919313797e-05,1.8050969131256997e-05
"DG(38:6),DG(dO-40:6)_C16:0",0,4.496323658185286,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.2335432320736001e-05,4.571267064405995e-05,2.0177327668226767e-05,2.6100895637785427e-05,1.2335432320736001e-05,4.571267064405995e-05,2.0177327668226767e-05,2.6100895637785427e-05,1.5309822097315484e-05
"DG(38:6),DG(dO-40:6)_C16:1",0,4.399380215891156,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0634912953482295e-05,3.342204365337151e-05,2.2192493659273026e-05,2.810223469636937e-05,1.0634912953482295e-05,3.342204365337151e-05,2.2192493659273026e-05,2.810223469636937e-05,1.6619866946806625e-05
"DG(38:6),DG(dO-40:6)_C18:0",0,4.320160279030748,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,8.751623605936878e-06,4.044535733510676e-05,2.1385473496487573e-05,2.3866053966448726e-05,8.751623605936878e-06,4.044535733510676e-05,2.1385473496487573e-05,2.3866053966448726e-05,1.4413415658572656e-05
"DG(38:6),DG(dO-40:6)_C18:1",0,4.74566194776117,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.2003430992854997e-05,4.827369020500527e-05,3.2539981231642184e-05,3.1665301826588614e-05,1.2003430992854997e-05,4.827369020500527e-05,3.2539981231642184e-05,3.1665301826588614e-05,1.9364908635407722e-05
"DG(38:6),DG(dO-40:6)_C18:2",0,4.579598585303838,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.2020661850202685e-05,3.75704349958616e-05,2.6890383726773245e-05,3.090165707193205e-05,1.2020661850202685e-05,3.75704349958616e-05,2.6890383726773245e-05,3.090165707193205e-05,1.7898593054240764e-05
"DG(38:7),DG(37:0)_C16:0",0,5.067373816500488,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,2.0460796850593797e-05,7.220790708612062e-05,3.2287630980283306e-05,2.963448135742403e-05,2.0460796850593797e-05,7.220790708612062e-05,3.2287630980283306e-05,2.963448135742403e-05,2.0064313134009627e-05
"DG(38:7),DG(37:0)_C16:1",0,4.677803920616345,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0985786051642141e-05,6.187110073818042e-05,2.6154457265310808e-05,2.641005824884139e-05,1.0985786051642141e-05,6.187110073818042e-05,2.6154457265310808e-05,2.641005824884139e-05,1.6695811582939784e-05
"DG(38:7),DG(37:0)_C18:0",0,4.528546944087775,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0507630420482369e-05,4.4637708999611956e-05,2.1768427597486833e-05,2.638996918701102e-05,1.0507630420482369e-05,4.4637708999611956e-05,2.1768427597486833e-05,2.638996918701102e-05,2.311491846233324e-05
"DG(38:7),DG(37:0)_C18:1",0,4.459512984573306,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0918298616692391e-05,3.9312354338233464e-05,2.3494220079120573e-05,2.617159843458502e-05,1.0918298616692391e-05,3.9312354338233464e-05,2.3494220079120573e-05,2.617159843458502e-05,1.7027339050567347e-05
"DG(38:7),DG(37:0)_C18:2",0,4.5048030271779655,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0906811384981472e-05,3.776447742360755e-05,2.5366289402626095e-05,2.889040385915137e-05,1.0906811384981472e-05,3.776447742360755e-05,2.5366289402626095e-05,2.889040385915137e-05,1.7410794669228554e-05
"DG(38:8),DG(dO-40:8),DG(37:1)_C16:0",0,4.591143984368523,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.3841489498809057e-05,3.5298590679470356e-05,2.76183602722851e-05,2.835321739348222e-05,1.3841489498809057e-05,3.5298590679470356e-05,2.76183602722851e-05,2.835321739348222e-05,1.777218086703252e-05
"DG(38:8),DG(dO-40:8),DG(37:1)_C16:1",0,5.243381452143251,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.276404940085815e-05,0.00013037055961081346,2.85546220769692e-05,2.9686399556247334e-05,1.276404940085815e-05,0.00013037055961081346,2.85546220769692e-05,2.9686399556247334e-05,2.535999109004788e-05
"DG(38:8),DG(dO-40:8),DG(37:1)_C18:0",0,5.162293424756038,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,2.6418255724122972e-05,6.876528023705764e-05,2.55014363708317e-05,4.247034178706928e-05,2.6418255724122972e-05,6.876528023705764e-05,2.55014363708317e-05,4.247034178706928e-05,1.4193208749973744e-05
"DG(38:8),DG(dO-40:8),DG(37:1)_C18:1",0,4.545771768669854,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0490091862616153e-05,4.058273271910024e-05,2.3343173625598507e-05,2.881291739249915e-05,1.0490091862616153e-05,4.058273271910024e-05,2.3343173625598507e-05,2.881291739249915e-05,2.369342836881512e-05
"DG(38:8),DG(dO-40:8),DG(37:1)_C18:2",0,4.536204637370878,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0957888438611735e-05,3.706180289750202e-05,2.6669605952962234e-05,2.9615175053525475e-05,1.0957888438611735e-05,3.706180289750202e-05,2.6669605952962234e-05,2.9615175053525475e-05,1.8675402696079976e-05
"DG(38:9),DG(dO-40:9),DG(37:2)_C16:0",0,4.317330489441161,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0421578817959184e-05,3.3610934781797926e-05,1.9334646671744824e-05,2.5445522875881042e-05,1.0421578817959184e-05,3.3610934781797926e-05,1.9334646671744824e-05,2.5445522875881042e-05,1.6288339510130534e-05
"DG(38:9),DG(dO-40:9),DG(37:2)_C16:1",0,4.357148065162377,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0015013099703286e-05,3.370847106664776e-05,2.262132980926345e-05,2.5643804466952446e-05,1.0015013099703286e-05,3.370847106664776e-05,2.262132980926345e-05,2.5643804466952446e-05,1.6472196824431198e-05
"DG(38:9),DG(dO-40:9),DG(37:2)_C18:0",0,4.269437684244597,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.260343490141173e-06,3.344951862536116e-05,2.0137351465419584e-05,2.4720751532220614e-05,9.260343490141173e-06,3.344951862536116e-05,2.0137351465419584e-05,2.4720751532220614e-05,1.5281586214713295e-05
"DG(38:9),DG(dO-40:9),DG(37:2)_C18:1",0,5.374577494364367,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.7855453698509843e-05,5.857065778133011e-05,7.842544152578448e-05,3.091548446840471e-05,1.7855453698509843e-05,5.857065778133011e-05,7.842544152578448e-05,3.091548446840471e-05,2.981605911539077e-05
"DG(38:9),DG(dO-40:9),DG(37:2)_C18:2",0,4.784288239427051,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.2996665691393885e-05,4.8500016309477043e-05,3.374585532732805e-05,3.266271024600748e-05,1.2996665691393885e-05,4.8500016309477043e-05,3.374585532732805e-05,3.266271024600748e-05,1.8163101052169808e-05
DG(39:4)_C16:0,0,4.202002406858184,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.01322443954333e-05,2.9091629647053378e-05,1.9335327970569577e-05,2.2252146395170044e-05,1.01322443954333e-05,2.9091629647053378e-05,1.9335327970569577e-05,2.2252146395170044e-05,1.4657477114170152e-05
DG(39:4)_C16:1,0,4.344137041156285,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.81706359885407e-06,3.362570250800495e-05,2.1933329336589516e-05,2.63508346244811e-05,9.81706359885407e-06,3.362570250800495e-05,2.1933329336589516e-05,2.63508346244811e-05,1.5979854949054142e-05
DG(39:4)_C18:0,0,4.424101828638804,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.714191425903861e-06,4.5980209370280326e-05,2.0228433571407794e-05,2.4637525802802433e-05,9.714191425903861e-06,4.5980209370280326e-05,2.0228433571407794e-05,2.4637525802802433e-05,1.735237574692748e-05
DG(39:4)_C18:1,0,4.452951773568511,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0312039859128741e-05,3.955722548708723e-05,2.3679337539112117e-05,2.7040123944212748e-05,1.0312039859128741e-05,3.955722548708723e-05,2.3679337539112117e-05,2.7040123944212748e-05,1.666270755998408e-05
DG(39:4)_C18:2,0,4.491526216728567,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.1059632513265717e-05,3.7307018016557945e-05,2.417177193362999e-05,2.9136429454284797e-05,1.1059632513265717e-05,3.7307018016557945e-05,2.417177193362999e-05,2.9136429454284797e-05,1.7293794546059282e-05
DG(39:5)_C16:0,0,4.35611086223245,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0535117687904237e-05,3.165264960103264e-05,2.507441758090738e-05,2.3547498757831968e-05,1.0535117687904237e-05,3.165264960103264e-05,2.507441758090738e-05,2.3547498757831968e-05,1.5770520363986567e-05
DG(39:5)_C16:1,0,4.34381230044297,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,9.821268761023454e-06,3.42737705362881e-05,2.2267903379553023e-05,2.514731773134211e-05,9.821268761023454e-06,3.42737705362881e-05,2.2267903379553023e-05,2.514731773134211e-05,1.6345135801517692e-05
DG(39:5)_C18:0,0,4.281326190788863,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,DAG,1.0163629085380773e-05,3.362638946582441e-05,1.973577194731241e-05,2.4796933435494536e-05,1.0163629085380773e-05,3.362638946582441e-05,1.973577194731241e-05,2.4796933435494536e-05,1.3849835163606189e-05
