lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDM-P,GDM-Q,GDM-R,GDM-S,G2M-P,G2M-Q,G2M-R,G2M-S,Blank1
[TG(40:1)]_FA18:1,-0.0690667782411375,3.650814954443703,0.0473279001663762,0.8277799288021926,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.083057738196773e-06,1.959569375164055e-05,1.3835858257258954e-05,1.4823167781454386e-05,1.2156932522461033e-05,8.134048439091241e-06,1.6344943115988546e-05,1.7271117855375217e-05,1.0638253303723315e-05
[TG(40:2)]_FA14:0,0.1773680536183529,3.3936297721766944,0.3114643086767754,0.5767830140928775,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.017814057970244e-06,2.286423515030984e-05,1.1170658413014559e-05,1.2073473179942446e-05,1.1185346829984783e-05,7.07710014050485e-06,1.1528708651851468e-05,1.105418643316375e-05,8.89996481768504e-06
[TG(40:2)]_FA16:0,-0.0052974691374272,3.283552253679062,0.0002778181288540793,0.9867015739168284,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.9975839113448085e-06,1.5024282287034087e-05,1.1131474647390406e-05,1.1747137316526005e-05,1.1147245461945471e-05,6.723181388408385e-06,1.1534526758769887e-05,1.1324670079415173e-05,8.010374140664506e-06
[TG(40:2)]_FA16:1,0.2756619013365446,3.8401519665101858,0.7537838241794255,0.3852808875201403,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,8.659451286541798e-06,2.116266741408785e-05,1.8956027008040464e-05,2.1729776480180844e-05,1.5069102005303775e-05,7.4120713471149806e-06,1.988724631310765e-05,1.468370010692197e-05,8.508557827797843e-06
[TG(40:2)]_FA18:0,-0.0227892328594955,3.257701507063292,0.0051404721471726,0.942842975196514,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.020237456031876e-06,1.4199071468078813e-05,1.1158457380317072e-05,1.1279651143992549e-05,1.1785326180756795e-05,6.73208954365867e-06,1.0714627980127452e-05,1.1046964184140671e-05,7.792925751046452e-06
[TG(40:2)]_FA18:1,0.0263288822756594,3.44912150664088,0.006869266792711,0.933946130046436,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.454131961079593e-06,1.6386673039493514e-05,1.2118576957452224e-05,1.4072666800841419e-05,1.269670214226945e-05,7.457742872901459e-06,1.1816478862911565e-05,1.253054744269813e-05,1.002907336708381e-05
[TG(40:2)]_FA18:2,-0.0729142168293391,3.4973667093512346,0.052703849898716,0.8184234411943294,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.059772027176741e-06,1.6849676671533948e-05,1.2664568740142178e-05,1.2795410879751025e-05,1.5357214526437557e-05,7.776312102665179e-06,1.3183722806310897e-05,1.25263538457803e-05,8.861830406760164e-06
[TG(41:0)]_FA14:0,0.0579241031164241,3.439310898174768,0.0332369796543199,0.8553393575944667,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.2209584461632934e-06,1.7479576653839557e-05,1.1975450670267794e-05,1.2949176575464766e-05,1.2080964671532928e-05,6.974586706435429e-06,1.1315006882175284e-05,1.2510977427433201e-05,1.1485165738987936e-05
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,-0.0461985799541505,4.328092568109655,0.021242957079643,0.8841190339978362,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,DAG,1.200048116471437e-05,2.8072126329274673e-05,2.0833093628518186e-05,2.5161658175990124e-05,2.397495058011012e-05,1.7084103451983983e-05,2.1647433219773505e-05,2.2291257826183065e-05,1.4409683375334618e-05
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,-0.0461985799541505,4.328092568109655,0.021242957079643,0.8841190339978362,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.831445348577395e-06,1.5351196321996063e-05,1.1133117073444565e-05,1.296655262236261e-05,1.251066386196854e-05,8.592177329403611e-06,1.3560106683369931e-05,1.2179221487796274e-05,1.0233701904656164e-05
