lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,G4M-P,G4M-Q,G4M-R,G4M-S,G4F-J,G4F-L,G4F-M,G4F-N,Blank1
DG(28:2)_C18:1,-6.799569157699934,10.353504351505483,378.29120978491824,2.930852096873324e-84,9.457859716610215e-81,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,9.554806235079893e-06,3.226774738780444e-05,2.1198539066337683e-05,2.431636166647751e-05,0.0025039040595409255,0.0027225277324302863,0.0024763937696032114,0.0035777585732223215,0.0015222316877198884
CAR(22:5)_QUAL,5.367303828989647,12.821254869118214,269.669380658318,1.3395732216971506e-60,2.1614013932083524e-57,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,CAR,0.008439314535474486,0.01965190208944158,0.015584532410014985,0.017878989254609814,0.0004749661952037352,0.00048068216826290043,0.00048007786485601794,0.00031904280126554427,0.00010623973124092007
FA(16:3),-4.668381750807438,15.642278227087347,218.1498044567179,2.2906883234686058e-49,2.46401707327773e-46,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.004864158007344311,1.77986908806805e-05,1.1781180612798913e-05,1.3570284576920211e-05,0.09307026667930544,0.10185096914475336,0.09332502632275567,0.01999658142876758,0.1225598421053951
"LPC(18:0),PC(O-18:0),LPC(O-19:0)",-4.061482742871724,8.06095617496021,174.7354571143469,6.838743069493809e-40,5.294012664211425e-37,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,1.2788254392477354e-05,3.627979375027741e-05,5.070532230333819e-05,3.3919711052881856e-05,0.00039049360890905453,0.0009043416851392243,0.0005813760382965006,0.0007718185224661897,2.4504965066893083e-05
"LPC(18:2),LPC(P-19:1)",-4.0587601773126245,7.236924818833435,174.37379088056684,8.202684636212311e-40,5.294012664211425e-37,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,8.000236017863314e-06,1.9798532194856952e-05,3.093366294259806e-05,1.507070190193352e-05,0.00022272569610350639,0.0004989883400941257,0.00031752420735748217,0.00045838034053052596,1.5729302660286266e-05
"LPC(16:0),PC(O-16:0),LPC(O-17:0)",-3.8665605398009326,8.659025784969996,161.37836392932718,5.6558807382740114e-37,3.041921190401705e-34,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,2.4345940425517134e-05,4.3325087330997586e-05,0.00010875378060019102,4.167147566239663e-05,0.0005225681771901481,0.0013164467863250446,0.0009614469621749669,0.00116593843406675,4.009974173542063e-05
CE(20:0),3.36137120025028,8.78865793986867,127.79235073792056,1.2462261699052119e-29,5.745102643263028e-27,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,CE,0.00021074235361261066,0.0024193708300323195,0.0006440861080932334,0.0009175209820949315,9.41643712745725e-05,0.0001096403364071742,9.64842753175013e-05,0.0001010949884728146,6.45920491669322e-05
"LPC(18:1),PC(O-18:1),PC(P-18:0)",-3.2395123436543383,6.9826193741470615,119.8256448555018,6.907251813393015e-28,2.7862127002274075e-25,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,1.214876497660656e-05,3.053716150658761e-05,2.851532743292527e-05,3.4948426853609274e-05,0.00020868400095068763,0.0003819679112002431,0.0002863321411684285,0.0003084494157367163,1.373088769763139e-05
DG(29:2)_C18:0,-3.192776503058379,6.554894595681065,116.77658964367168,3.2129601901183683e-27,1.1520247259457747e-24,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,8.531827837775181e-06,2.845970326061618e-05,1.8911716107999873e-05,2.1746789464590673e-05,0.00023157396415923024,0.00014293599943674732,0.00018550761057941557,0.00025860060894510376,5.112875260524792e-05
CAR(22:4)_QUAL,2.955558343630422,8.29526034589296,102.37533924369096,4.593848513058191e-24,1.4824349151638781e-21,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,CAR,0.0003245242293428093,0.0007997160535446054,0.0006217916289907141,0.000647745369966392,7.452787306676931e-05,0.00011554248521097613,6.79016666434684e-05,0.00011907034112109042,3.798432627817881e-05
"[TG(51:8),TG(50:1)]_FA22:5",-2.642715761814234,5.821783253069726,83.75372513275565,5.604135850612939e-20,1.6440496718116325e-17,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,TAG,8.006082249464842e-06,2.5286333089120293e-05,1.560618045376508e-05,1.963561279786668e-05,3.169769848431556e-05,8.339336441874046e-05,0.0003009502407645517,4.690959882706332e-05,1.2446644304623752e-05
DG(30:2)_C18:1,-2.4602663700808654,8.900216346828584,73.89479823709826,8.239314445718016e-18,2.215688976361003e-15,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,5.146635276981883e-05,0.0001612882525811505,0.00014885994590207202,0.0002095715920674886,0.0008039184481644259,0.0008495431678562903,0.0008160896195973427,0.0011539734235877063,0.00047890736684128135
"PC(16:0),PC(O-17:0),LPC(O-18:0)",-2.393176527129271,5.33619354638179,69.96570803782252,6.034444664398658e-17,1.4979348409241903e-14,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,6.513973887688301e-06,1.8748984714445903e-05,1.5121468572327931e-05,1.5597452457721568e-05,6.385145739175543e-05,0.00012017916181152486,6.733898879271688e-05,9.692796942573393e-05,9.04860873526912e-06
"DG(39:7),DG(38:0),DG(dO-40:0)_C18:0",2.365730335077195,8.866301478205212,68.82941953798809,1.0735913418714001e-16,2.4746280430135773e-14,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,0.0005981532833907921,0.0016751557848369316,0.00038197641075865627,0.0007473390635188044,0.0003376220417037699,0.000130797093355194,0.00011053241949668402,0.00020883738900919914,1.6854191966939728e-05
CAR(7:0),2.279126396238793,6.16578037987112,64.1511176233731,1.1523261213487021e-15,2.479037595728174e-13,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,CAR,3.886876606296327e-05,0.00018332669036845987,0.00015880153949700805,0.00016628177149703399,2.541196790933759e-05,3.302492892861075e-05,2.8082894098305792e-05,3.913444701181326e-05,1.6776137709433917e-05
SM(40:2),2.235069399017664,5.491365666243988,61.79809092467232,3.8054310056037545e-15,7.675078659427072e-13,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,SM,2.8806573058278587e-05,0.00014787183404580445,8.065866031195815e-05,8.688932078024948e-05,2.191094366844021e-05,2.5123148202916807e-05,1.2696776952830365e-05,2.0230516467268415e-05,1.099038971605544e-05
DG(41:5)_C16:0,-2.2206472397219548,9.235759543041784,61.3097938933638,4.876485165987302e-15,9.203839542150368e-13,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,8.806710833234495e-05,0.000753972470584738,4.5669224295880865e-05,0.00010859567171607721,0.00025692855339023253,0.00128357630864379,0.002498342681678862,0.00026319555281983134,0.0004703424964316991
FA(5:0),2.218341542622132,11.4311517904034,61.208537228306064,5.133842942631131e-15,9.203839542150368e-13,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.0018986714393911504,0.003328921938753136,0.004421285129499546,0.0035619863259337627,0.000805418464870725,0.0008934019724704934,0.0010369803655634368,0.0007312201194545213,0.005520755561334651
"PE(dO-38:9),PE(35:2),PE(O-36:2),PE(P-36:1)",-2.1700521238774577,5.759039204071655,58.5769843001784,1.9549000154676974e-14,3.3202433420601368e-12,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PE,1.0475630212122092e-05,3.078375027925982e-05,1.5874202917539838e-05,2.9341755568169953e-05,9.994277063075188e-05,5.916339434135284e-05,9.995995437248493e-05,0.0002081591310807118,1.0730100806114347e-05
FA(9:0) | FA(10:7),2.1399483080814106,10.417715345355086,57.27909261342461,3.781538248663439e-14,5.919125339462225e-12,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.0010825926947635545,0.001841740875895061,0.002535079874512633,0.002915621072554491,0.0004987489941466255,0.0005641065359950091,0.0005264605830764009,0.000767679497884156,0.0010974649097413227
FA(9:0) | FA(10:7)_2,2.1392149546501567,10.422197493049254,57.24282114333437,3.8519253835979774e-14,5.919125339462225e-12,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.001065189651421794,0.001856753254724078,0.002568653534746251,0.0028913764679945595,0.0004869924902468164,0.0006128521655763599,0.0004889947160705622,0.0007719761827510139,0.0011382153650697081
"PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)",-2.112437948211278,6.706795682153251,55.832420956218016,7.891926835529613e-14,1.1576021771933664e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PE,2.142798021746395e-05,5.6715060839790774e-05,3.793427515049096e-05,5.2923171033115494e-05,0.0001717081536201228,0.00015871844485452937,0.00016119030885638054,0.000408738094722854,2.2304679992792294e-05
"PC(33:5),PC(P-34:4)",-2.091126506527548,9.037143471420736,54.87398718965051,1.2851069615267846e-13,1.727933402019556e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,9.319225913514551e-05,0.0003116798907494084,0.00027369984978901506,0.00022964863943445075,0.0014561236463710907,0.0012605495605814677,0.0005944653943411225,0.0011582450199549483,1.4654394038055039e-05
"PE(36:3),PE(P-37:2)",-2.0952767130897985,6.102430438549872,54.94481849987898,1.2396175627787858e-13,1.727933402019556e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PE,9.047932456173644e-06,5.285309645203733e-05,2.3592116603018094e-05,3.898684819600185e-05,0.00012229854384399288,8.590987447034003e-05,0.00010176357636592785,0.00028506958372000743,1.3365606938022252e-05
FA(30:2),-2.078013367596204,11.58238106612072,54.25330694253353,1.7624029933989933e-13,2.2749097838794207e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.002124751970513834,0.000154563039486181,9.161010469259159e-05,0.00017585512115075866,0.009104730057432502,0.0028877389576640023,0.004509761127459771,0.008854817713170104,0.000710629048150088
FA(12:6),2.056851609778624,11.21186650571294,53.230810505336194,2.9657048786575973e-13,3.680896016703102e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.0018540816341693093,0.0029970642774922855,0.003998641477213127,0.004648537601238018,0.0007738496698403526,0.0008641769390839119,0.0008948546011444073,0.001581774041341629,0.002589331397176763
LPC(20:4),-2.043806680593935,5.3608843049415205,52.37205975253224,4.592111018909261e-13,5.4884230585259947e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,9.679422128065702e-06,2.0606299214298025e-05,1.8621206840607583e-05,1.743834012343415e-05,5.207175677210775e-05,9.731755814969689e-05,8.091185093609437e-05,0.00011025013658138056,9.522289039698612e-06
"LPC(16:1),LPC(P-17:0)",-2.0394895858992474,5.421169916918382,52.16646903077645,5.098941302253889e-13,5.876529850847607e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,8.185262409936356e-06,2.4519435441787896e-05,2.2817803809298573e-05,1.3514713640447361e-05,4.698330698737073e-05,0.00010451350635268966,8.278008112469807e-05,0.00010483117930433357,2.1164699088910712e-05
LPC(O-20:4),-2.0221715148770354,7.977414690635093,51.54206981175503,7.007918891669497e-13,7.798122159799128e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,4.309124365891712e-05,0.00013646933602088664,0.00015535358960045746,0.00011422295416736603,0.0005906269617559949,0.0006310909952150109,0.0003011231584007617,0.000612809685328335,1.1705210554728557e-05
"PE(34:1),PE(O-35:1),PE(P-35:0)",-2.0214529832884964,6.337984161777991,51.4253467593868,7.437208801053798e-13,7.999957600333536e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PE,1.7554529399183035e-05,4.4499646264765094e-05,3.1648465328061727e-05,4.106149873028303e-05,0.00011629309185226842,0.00010438629132132369,0.00012994021106075627,0.0003324405783866707,2.447737839141382e-05
FA(29:3),-2.013775671889168,13.309836205308638,51.18009531946879,8.4268780832341e-13,8.772108249869817e-11,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.007716017375995288,0.000629198252251752,0.0001317194489124342,0.00015550673888283523,0.028032972930799285,0.013193221099448291,0.007230141180768961,0.03987724675655373,0.000809904275851627
"PC(34:1),PC(O-35:1),PC(P-35:0)",-1.95341930852274,8.515338119998376,48.33236252141592,3.597655404657219e-12,3.6280106221340136e-10,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,8.434494213514333e-05,0.00015961501716420018,0.0002157447472802642,0.00016598226397864942,0.0008068379184724753,0.0007625225693629661,0.0005175406707814537,0.0009305641798555107,5.83368406070931e-05
"PC(41:7),PC(P-42:6),PC(40:0),PC(O-41:0)",-1.94486345705454,6.746383216877993,47.87970285591609,4.531890298140039e-12,4.4316393915448185e-10,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,1.7181604919594315e-05,6.799185776780074e-05,6.258826078322117e-05,5.151719905081331e-05,0.00011947599624218982,0.00019333089070632038,0.00018202558947632322,0.00041112550040497834,2.364020236066212e-05
FA(28:0),-1.9298658698011864,12.141824323353616,47.2695108964399,6.1867087477919044e-12,5.871914449742493e-10,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.003439640889211987,0.0003113247848476802,0.0002322356327721933,0.00021564996313554007,0.010784363377315512,0.007442262304715059,0.0033980344495667105,0.017087531104230582,0.000497232747605783
DG(28:1)_C18:1,-1.92442615127916,5.752506925569798,46.84248255059554,7.692761594603192e-12,7.092726190224142e-10,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,9.550498427820506e-06,3.226706049549065e-05,2.1200583179427364e-05,2.4310882858575826e-05,0.00010210808344066552,8.813213328334197e-05,8.056555231851227e-05,0.00011050818375868476,5.261762472153674e-05
"PE(O-38:8),PE(36:1),PE(O-37:1),PE(P-37:0)",-1.8629636373739509,5.470301140939689,44.06499779231088,3.176506410856513e-11,2.8473850521761014e-09,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PE,8.882085613148468e-06,3.0933832974541566e-05,2.523841096490014e-05,1.8702385005263305e-05,7.852206780722973e-05,6.202253173773087e-05,6.0124030707330486e-05,0.0001649339218211303,1.1706021885661248e-05
FA(9:1),1.8543445322259016,10.512120770189917,43.8547350469612,3.5367447254864056e-11,3.084614926795846e-09,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.0012226285166841233,0.002341746568416396,0.0024030969575189907,0.0031349984662113455,0.0005987589086452287,0.000707716027754813,0.0006972819447692963,0.0011247158246850313,0.0007382928596495404
"DG(O-38:9),DG(36:2)_C18:0",1.8524546101567283,7.311288055793096,43.72834942300133,3.7726706804528815e-11,3.203791654163539e-09,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,0.0001659035139525524,0.0005602612341974724,0.00015383948856885816,0.00022968020871372467,0.00011723792747806997,8.265973759910011e-05,5.179076496497418e-05,0.00010798371005978209,1.565952448589806e-05
"PE(34:2),PE(O-35:2),PE(P-35:1)",-1.8095358467638103,5.860319163299796,41.75715749753593,1.0334324137225227e-10,8.550990766878413e-09,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PE,1.3363128655719769e-05,4.725024364993365e-05,2.6430429991620807e-05,2.5665197942874808e-05,9.22981344195568e-05,6.256266137118422e-05,9.752857796914187e-05,0.00021985194430935282,1.7073587730314785e-05
FA(11:0),1.7893852569671402,10.634438376352966,41.00561401973846,1.5179257216094723e-10,1.2024772833701158e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.0014820666574517256,0.0021886616561423884,0.002531205562474147,0.0030222299854593634,0.0007532590613049272,0.0008616657707661984,0.0007393418085247401,0.001057581821540832,0.0010146732502802304
SM(38:0),1.7918190777756402,5.911400457284113,40.99296281110403,1.5277833473249068e-10,1.2024772833701158e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,SM,3.808383941180955e-05,0.00017369633350659656,0.00010982405270531618,9.386439579751843e-05,3.336471337516137e-05,3.543319987353004e-05,2.95721687975895e-05,3.454625518630459e-05,2.3456506984462394e-05
PC(38:4),-1.7911821358619135,5.474146617271974,40.92220313204663,1.5841116181301126e-10,1.2171257599299697e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,1.149091613558886e-05,2.3896438327901773e-05,2.6720938739136085e-05,1.829068991303164e-05,5.0487261814248314e-05,9.951442749100838e-05,9.415298039370504e-05,0.00010070727725544677,1.5642323267297283e-05
"PC(34:2),PC(O-35:2),PC(P-35:1)",-1.7831358118177585,8.438445581214575,40.71993017191767,1.7568616763192471e-10,1.3184634022051654e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,8.134031433665117e-05,0.0002003471500096417,0.00023880081982219446,0.00014395240093127395,0.0008312357211840914,0.0007996320150153556,0.00038044400599734196,0.0007570629531266035,6.203183868069484e-05
"PE(35:3),PE(O-36:3),PE(P-36:2)",-1.7802557306171385,5.521461467605051,40.460386829152064,2.0064296907782368e-10,1.4715337754866753e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PE,1.0014089998147704e-05,3.4059121404633905e-05,1.947138359714668e-05,2.8122323907486064e-05,8.845042678862107e-05,6.433004526584945e-05,5.84108595597594e-05,0.00016230488148034778,1.1439242111598309e-05
FA(24:0),1.7642509724474007,10.511570106983328,39.924150454176925,2.6401855258653576e-10,1.859924348742128e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.002904589020183111,0.0006396123231765609,0.001359498686896443,0.0012869398329691446,0.0008548563999038004,0.0007009100058881978,0.0007547274593227203,0.0009293514982408723,0.0006742796533031218
FA(6:2),1.7639981006656895,11.557291481337188,39.91596626013029,2.651271150980411e-10,1.859924348742128e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.003436265253288588,0.005480115299529017,0.003498294727512238,0.005901306142963557,0.001349064804026863,0.001750732303520986,0.000970136867511666,0.003166177829140747,0.0008194495943958896
SM(38:1),1.7616551860129142,5.961896294128628,39.70523707556825,2.9533250270753577e-10,2.0277403962494003e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,SM,4.260469699056207e-05,0.00017408428400782534,9.170887321231058e-05,0.00012207949766956686,4.109102101395437e-05,3.649350066795548e-05,2.205039221163764e-05,4.387884621068042e-05,1.9857171138273132e-05
"DG(36:7),DG(35:0)_C16:0",-1.7564885582649037,9.838684095793663,39.589073475223344,3.1343206089494785e-10,2.1071776260583267e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,0.00020466807357377115,0.0013012269777501106,0.00012121614557815425,0.00019138578420324287,0.00025619270543035115,0.0019114268469495289,0.0034489811788901504,0.00039048765303508376,0.0008270854406532996
DG(42:5)_C16:1,-1.7556265402511186,6.746495313441866,39.494743161201534,3.2894373270080547e-10,2.1663294396438764e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,2.0209411493557103e-05,0.00012571628465629815,3.837537675883498e-05,4.5443781651155895e-05,4.623476162215657e-05,0.00021943969269953143,0.00043083806169254583,8.10099033873981e-05,4.023248198200857e-05
"DG(42:11),DG(41:4)_C16:0",-1.745035495984463,7.353773939959659,39.06596653368104,4.0972452738605806e-10,2.6443620997496197e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,3.065847746156241e-05,0.0002404538782118046,3.6448113305969066e-05,4.55003969947154e-05,7.92320389439007e-05,0.0003137441716557126,0.0006471698225958857,8.674192670520243e-05,0.0001002623373667571
FA(12:2),1.7172837198051991,10.803246563712936,37.93665292967808,7.307931272045673e-10,4.624057689194391e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.0012829673325251713,0.002896636761097887,0.0026082320711495978,0.003234957381427787,0.0006738573500336534,0.0008743100604877753,0.0008000282819149875,0.0014005520709123194,0.0018997831640554948
"PC(O-38:8),PC(36:1),PC(O-37:1),PC(P-37:0)",-1.7173515198825478,6.881115132766301,37.88785874368142,7.493010610387147e-10,4.6499894691767936e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,2.944606274802612e-05,6.048635740729273e-05,7.97164906682282e-05,5.93532321049213e-05,0.00021636501260109735,0.000247248794739211,0.000182652168002239,0.0002816693033941441,2.5724947416328647e-05
SM(40:1),1.7179201912867537,5.492937496293165,37.8177196649215,7.767304365158438e-10,4.729262487993638e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,SM,2.4729018513589038e-05,0.00014031481669625603,7.669510501580073e-05,7.306153163480496e-05,2.8491111590103252e-05,2.4386850210479714e-05,1.9382889629510828e-05,3.1907561801796305e-05,1.853000444269286e-05
FA(14:5),1.7027626020593016,12.159476185654308,37.333389255421935,9.956529830096787e-10,5.9499484743930255e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.003910072286945734,0.010588465227504902,0.0055845754048904316,0.008974330003013075,0.0033462710417566568,0.0036856631532720353,0.001733541057036543,0.001569670076349411,0.001999345121240402
FA(5:2),1.6983458337975907,14.31331472684385,37.15100150697981,1.0932658348566743e-09,6.414488816513615e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.016918613547687106,0.03518259562433235,0.03371933202390754,0.04088268284228331,0.007230796215992418,0.011201270154737372,0.01200266999358213,0.017969746824816276,0.00811880248421998
FA(18:1),1.696431320379831,14.225634174205942,37.07148617254279,1.138768223857314e-09,6.562151889977773e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,FA,0.018233093428499037,0.016371602461014625,0.02921441275167759,0.025986481646792514,0.007494115655806949,0.009698830006325276,0.007780766691464703,0.013333642920591512,0.02579851639848362
DG(29:2)_C18:2,-1.6822922122957171,5.730144424056288,36.351722223943625,1.647335800623264e-09,9.326232681774164e-08,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,1.0688041324340119e-05,3.556818942757555e-05,2.3689785724045776e-05,2.7142917278349565e-05,7.337600152770813e-05,8.120745233518805e-05,8.608002644450013e-05,0.000122275318317434,5.385870285137825e-05
"PC(O-38:9),PC(36:2),PC(O-37:2),PC(P-37:1)",-1.6637285912568065,7.936767780874407,35.701436289527464,2.299943832516379e-09,1.2796411633673026e-07,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,6.633123165710773e-05,0.00014174523738342632,0.00018948239898546168,9.385917908663053e-05,0.0005165107242825012,0.0004973535204071514,0.0003015871578922483,0.0006299996367491945,3.647322360767009e-05
"LPC(14:0),PC(O-14:0),LPC(O-15:0)",-1.6441495113881075,5.119224786604074,34.75208879790561,3.744767005051207e-09,2.048197139881398e-07,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,PC,8.173980311904455e-06,1.9677642160888936e-05,2.077379144578822e-05,2.0296725121109662e-05,4.392247526633116e-05,6.175019384221246e-05,6.0094193160952136e-05,9.70212795633207e-05,1.6197790267227994e-05
DG(29:2)_C18:1,-1.6355524762593194,5.556232441113848,34.438265333819416,4.399874786846009e-09,2.3663993228586785e-07,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,9.547319012296716e-06,3.226980780272321e-05,2.1196040234154487e-05,2.4305664903635275e-05,5.824884201751789e-05,6.162912565347398e-05,8.504300879766514e-05,0.0001102971127964212,5.07477316293657e-05
DG(36:6)_C16:0,-1.6225660470413927,7.612452261433689,34.0301662897607,5.426422235385974e-09,2.870666320260744e-07,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_Female,DAG,4.872695759507684e-05,0.00028190207782178406,3.782343204270742e-05,5.217439688772769e-05,9.608676084480239e-05,0.0003874654298557006,0.0007255004241925988,7.90687711344654e-05,0.00014683424738979665
