lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N2M-P_x,N2M-Q_x,N2M-R_x,N2M-S_x,N2M-P_y,N2M-Q_y,N2M-R_y,N2M-S_y,Blank1
DG(32:5)_C18:0,0,4.6572705823313925,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.510499683197726e-05,2.659545232566363e-05,2.4328628049169222e-05,2.2251739275431563e-05,3.510499683197726e-05,2.659545232566363e-05,2.4328628049169222e-05,2.2251739275431563e-05,1.4710541029464857e-05
DG(32:5)_C18:1,0,7.446106427191039,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,0.00021122570213047434,0.0003113691962945862,9.856401317368512e-05,0.00014313284562480978,0.00021122570213047434,0.0003113691962945862,9.856401317368512e-05,0.00014313284562480978,3.209050357567749e-05
DG(32:5)_C18:2,0,5.178791933112243,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.53913296217172e-05,3.761936895213612e-05,4.443584796691494e-05,2.9411972713499066e-05,4.53913296217172e-05,3.761936895213612e-05,4.443584796691494e-05,2.9411972713499066e-05,1.8269553316087587e-05
DG(33:0)_C16:0,0,6.947168468338519,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,0.00018324134110765238,0.00015710940282547486,0.0001057565013182455,0.00011694970938727946,0.00018324134110765238,0.00015710940282547486,0.0001057565013182455,0.00011694970938727946,2.681121550730732e-05
DG(33:0)_C18:0,0,4.603630759430616,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.6042798785127125e-05,2.191535259272769e-05,2.4283983340460346e-05,2.313425015808946e-05,3.6042798785127125e-05,2.191535259272769e-05,2.4283983340460346e-05,2.313425015808946e-05,1.4729364909931018e-05
"DG(33:1),DG(O-34:1)_C16:0",0,4.802283708329367,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.9686276111409696e-05,2.460975407799482e-05,2.974442130076496e-05,2.8755495538865884e-05,3.9686276111409696e-05,2.460975407799482e-05,2.974442130076496e-05,2.8755495538865884e-05,1.4172762083836308e-05
"DG(33:1),DG(O-34:1)_C16:1",0,5.344077529910931,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,5.9925928958067154e-05,3.068260816864871e-05,4.714429585378025e-05,4.4039567748310594e-05,5.9925928958067154e-05,3.068260816864871e-05,4.714429585378025e-05,4.4039567748310594e-05,1.9322717167450245e-05
"DG(33:1),DG(O-34:1)_C18:0",0,4.730170896501575,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.96904342771555e-05,2.2322010230342182e-05,2.7495097692094235e-05,2.5830182509820538e-05,3.96904342771555e-05,2.2322010230342182e-05,2.7495097692094235e-05,2.5830182509820538e-05,1.632971961620384e-05
"DG(33:1),DG(O-34:1)_C18:1",0,5.521781940472162,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,6.710137699793307e-05,3.065581227322863e-05,6.455105960637051e-05,3.9128090558559934e-05,6.710137699793307e-05,3.065581227322863e-05,6.455105960637051e-05,3.9128090558559934e-05,2.8835918916904446e-05
DG(33:2)_C16:0,0,4.55800948823511,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.3089536526509934e-05,1.9912076069206386e-05,2.4062413291018333e-05,2.44940588366013e-05,3.3089536526509934e-05,1.9912076069206386e-05,2.4062413291018333e-05,2.44940588366013e-05,1.4582668397055413e-05
DG(33:2)_C16:1,0,4.670166990682484,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.908791263600512e-05,2.132155083996689e-05,2.5866666927137237e-05,2.4112787220871456e-05,3.908791263600512e-05,2.132155083996689e-05,2.5866666927137237e-05,2.4112787220871456e-05,1.636655595334906e-05
DG(33:2)_C18:0,0,4.551727490209805,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.6668377536446525e-05,1.8549547954182982e-05,2.4686612597300453e-05,2.2423710458283474e-05,3.6668377536446525e-05,1.8549547954182982e-05,2.4686612597300453e-05,2.2423710458283474e-05,1.4862754951719852e-05
DG(33:2)_C18:1,0,5.266577464935293,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,5.195140337704299e-05,3.175852538603742e-05,4.744468317380391e-05,3.765166046159209e-05,5.195140337704299e-05,3.175852538603742e-05,4.744468317380391e-05,3.765166046159209e-05,2.0319409439317367e-05
DG(33:2)_C18:2,0,4.994285717043726,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.3706235170198864e-05,2.5776563661195672e-05,3.956902022391708e-05,3.010706632827822e-05,4.3706235170198864e-05,2.5776563661195672e-05,3.956902022391708e-05,3.010706632827822e-05,1.8008777508542162e-05
DG(33:3)_C16:0,0,4.570924368848196,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.672167444288066e-05,1.8912045385354242e-05,2.3645177705295396e-05,2.281708168078215e-05,3.672167444288066e-05,1.8912045385354242e-05,2.3645177705295396e-05,2.281708168078215e-05,1.677987008552637e-05
DG(33:3)_C16:1,0,4.702429808553114,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.686039806181077e-05,2.030265588335561e-05,2.960552637694951e-05,2.5247849086859613e-05,3.686039806181077e-05,2.030265588335561e-05,2.960552637694951e-05,2.5247849086859613e-05,1.721768763135899e-05
DG(33:3)_C18:0,0,4.526565493239237,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.219747237786182e-05,1.9089971676494958e-05,2.3618445945728637e-05,2.4710567268993923e-05,3.219747237786182e-05,1.9089971676494958e-05,2.3618445945728637e-05,2.4710567268993923e-05,1.3982575905417679e-05
DG(33:3)_C18:1,0,4.677470803872161,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.6937886949449984e-05,2.0143165608214516e-05,2.8133076606489828e-05,2.558329582100037e-05,3.6937886949449984e-05,2.0143165608214516e-05,2.8133076606489828e-05,2.558329582100037e-05,1.6189838617438754e-05
DG(33:3)_C18:2,0,4.933572278767153,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.075637514550528e-05,2.4669991699027287e-05,3.8245110382830545e-05,2.8450169711514333e-05,4.075637514550528e-05,2.4669991699027287e-05,3.8245110382830545e-05,2.8450169711514333e-05,1.8485054331948635e-05
DG(33:4)_C16:0,0,4.541365008233437,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.267336588600913e-05,1.9016871878465484e-05,2.3987454085736117e-05,2.3451933629292322e-05,3.267336588600913e-05,1.9016871878465484e-05,2.3987454085736117e-05,2.3451933629292322e-05,1.618432123901084e-05
DG(33:4)_C16:1,0,4.72526699018164,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.0160657828009135e-05,2.2601332626432067e-05,2.6555629093231e-05,2.563195233426136e-05,4.0160657828009135e-05,2.2601332626432067e-05,2.6555629093231e-05,2.563195233426136e-05,1.635633246552298e-05
DG(33:4)_C18:0,0,4.793792362457223,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.570714032697529e-05,2.5247930451791837e-05,3.4496330336349566e-05,2.5013576851394366e-05,3.570714032697529e-05,2.5247930451791837e-05,3.4496330336349566e-05,2.5013576851394366e-05,1.4825756212201617e-05
DG(33:4)_C18:1,0,4.949793964872591,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.3470745573053954e-05,2.68550532812737e-05,3.4528298116770736e-05,3.04020944382575e-05,4.3470745573053954e-05,2.68550532812737e-05,3.4528298116770736e-05,3.04020944382575e-05,1.6710578715888065e-05
DG(33:4)_C18:2,0,4.954846628312001,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.5960209448968356e-05,2.53411806421499e-05,3.4141101173692e-05,3.0641515434202576e-05,4.5960209448968356e-05,2.53411806421499e-05,3.4141101173692e-05,3.0641515434202576e-05,1.762467302322422e-05
DG(33:5)_C16:0,0,5.019176606164139,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.225285087300399e-05,2.9926529609677742e-05,3.412373956446276e-05,3.324888793702566e-05,4.225285087300399e-05,2.9926529609677742e-05,3.412373956446276e-05,3.324888793702566e-05,1.8580471931864998e-05
DG(33:5)_C16:1,0,4.689437913435172,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.670315285154826e-05,2.0062991600570405e-05,2.743253998167961e-05,2.6526048419030402e-05,3.670315285154826e-05,2.0062991600570405e-05,2.743253998167961e-05,2.6526048419030402e-05,1.735529682303872e-05
DG(33:5)_C18:0,0,4.825167298260125,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.056397640189219e-05,2.4487992798135648e-05,2.9551787582086783e-05,2.8192470164116895e-05,4.056397640189219e-05,2.4487992798135648e-05,2.9551787582086783e-05,2.8192470164116895e-05,1.7063851109141558e-05
DG(33:5)_C18:1,0,7.651982846689728,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,0.0002838442666021749,0.00017499097797365473,0.00019822540980923446,0.00019181846689269073,0.0002838442666021749,0.00017499097797365473,0.00019822540980923446,0.00019181846689269073,0.00014749616810836433
DG(33:5)_C18:2,0,5.002894506086907,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.9786066609974774e-05,2.6073250245645907e-05,4.112938145623952e-05,3.264930550847506e-05,3.9786066609974774e-05,2.6073250245645907e-05,4.112938145623952e-05,3.264930550847506e-05,1.6950258773979016e-05
DG(34:0)_C16:0,0,5.064675347674364,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.755061392253767e-05,3.092162969830621e-05,4.069946920504703e-05,3.527881783849148e-05,3.755061392253767e-05,3.092162969830621e-05,4.069946920504703e-05,3.527881783849148e-05,1.663171312744956e-05
DG(34:0)_C18:0,0,5.388374339373045,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.975866469472239e-05,3.798508174356242e-05,4.6055183752136376e-05,5.1239704472921935e-05,4.975866469472239e-05,3.798508174356242e-05,4.6055183752136376e-05,5.1239704472921935e-05,1.6351464387072413e-05
DG(34:1)_C16:0,0,4.675391612968207,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.371587164223053e-05,2.2556315334043364e-05,2.741517805706859e-05,2.6186225071531064e-05,3.371587164223053e-05,2.2556315334043364e-05,2.741517805706859e-05,2.6186225071531064e-05,1.5192010457504689e-05
DG(34:1)_C16:1,0,4.988078432283949,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.075561899739358e-05,2.397222131596518e-05,2.971713846410347e-05,4.1496813476011884e-05,4.075561899739358e-05,2.397222131596518e-05,2.971713846410347e-05,4.1496813476011884e-05,1.9770433396362918e-05
DG(34:1)_C18:0,0,5.148944290317265,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,5.847027672121271e-05,2.856914613648256e-05,4.0651241759331576e-05,3.358613660966616e-05,5.847027672121271e-05,2.856914613648256e-05,4.0651241759331576e-05,3.358613660966616e-05,1.5699768549147063e-05
DG(34:1)_C18:1,0,5.2567171482174935,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,5.2918311120579925e-05,3.581545527254118e-05,4.005542723364588e-05,3.8180446647894706e-05,5.2918311120579925e-05,3.581545527254118e-05,4.005542723364588e-05,3.8180446647894706e-05,1.9942282684774125e-05
DG(34:2)_C16:0,0,4.949577474004788,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.643402144050414e-05,2.8968515395215056e-05,3.86584880083813e-05,3.06736958746456e-05,3.643402144050414e-05,2.8968515395215056e-05,3.86584880083813e-05,3.06736958746456e-05,1.4314752611119637e-05
DG(34:2)_C16:1,0,4.928239052048784,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.7214955536482336e-05,2.1417588256483284e-05,3.111462887159005e-05,4.193369289322013e-05,3.7214955536482336e-05,2.1417588256483284e-05,3.111462887159005e-05,4.193369289322013e-05,1.720584163642489e-05
DG(34:2)_C18:0,0,5.262900648008219,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.758331323737364e-05,3.610206633372629e-05,4.0879150299199254e-05,4.556027833441871e-05,4.758331323737364e-05,3.610206633372629e-05,4.0879150299199254e-05,4.556027833441871e-05,1.4710216472330604e-05
DG(34:2)_C18:1,0,7.073787257890195,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,0.00015790973850009392,0.00012776445611711507,0.0001689544417372725,0.00012367718218082746,0.00015790973850009392,0.00012776445611711507,0.0001689544417372725,0.00012367718218082746,7.372179539057959e-05
DG(34:2)_C18:2,0,5.01816264351308,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.83294717298641e-05,2.8370640991815725e-05,3.7283595125851115e-05,2.7872727404775984e-05,4.83294717298641e-05,2.8370640991815725e-05,3.7283595125851115e-05,2.7872727404775984e-05,1.8627856252067604e-05
DG(34:3)_C16:0,0,4.64270935862546,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.7312100021331994e-05,1.9404665161545627e-05,2.814465111776991e-05,2.459600587522331e-05,3.7312100021331994e-05,1.9404665161545627e-05,2.814465111776991e-05,2.459600587522331e-05,1.478113050383429e-05
DG(34:3)_C16:1,0,4.686461096436125,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.719832409913967e-05,2.1567646497463814e-05,2.8238901175185598e-05,2.5021042593372626e-05,3.719832409913967e-05,2.1567646497463814e-05,2.8238901175185598e-05,2.5021042593372626e-05,1.5294568159617287e-05
DG(34:3)_C18:0,0,4.71651754136064,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.469600830080052e-05,2.1726279400446205e-05,3.115045487500155e-05,2.592080194148549e-05,3.469600830080052e-05,2.1726279400446205e-05,3.115045487500155e-05,2.592080194148549e-05,1.568581302569472e-05
DG(34:3)_C18:1,0,7.480896321642202,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,0.00025403344466743517,9.864588288979551e-05,0.00027952871952303065,0.00016314226494624636,0.00025403344466743517,9.864588288979551e-05,0.00027952871952303065,0.00016314226494624636,0.00010184613866873582
DG(34:3)_C18:2,0,5.63311101628272,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,6.368431700548162e-05,3.483836220717596e-05,7.825561673845663e-05,4.390698564375745e-05,6.368431700548162e-05,3.483836220717596e-05,7.825561673845663e-05,4.390698564375745e-05,2.39551778477633e-05
"DG(34:4),DG(dO-36:4)_C16:0",0,4.674638842841525,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.5554052921976065e-05,2.3161693021568914e-05,2.5593286905227688e-05,2.51425551280512e-05,3.5554052921976065e-05,2.3161693021568914e-05,2.5593286905227688e-05,2.51425551280512e-05,1.6094421017522395e-05
"DG(34:4),DG(dO-36:4)_C16:1",0,4.74075603288296,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.7753596216336903e-05,2.3330186542572207e-05,2.9017152758697104e-05,2.6084277934702745e-05,3.7753596216336903e-05,2.3330186542572207e-05,2.9017152758697104e-05,2.6084277934702745e-05,1.5450676674628924e-05
"DG(34:4),DG(dO-36:4)_C18:0",0,4.86355634815847,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.059459427221314e-05,2.4999476642648154e-05,3.632896896331942e-05,2.5114236503483803e-05,4.059459427221314e-05,2.4999476642648154e-05,3.632896896331942e-05,2.5114236503483803e-05,1.6444610334660765e-05
"DG(34:4),DG(dO-36:4)_C18:1",0,5.468251284745972,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,8.387823320118136e-05,3.250195622349196e-05,4.509642440626692e-05,4.120255780777278e-05,8.387823320118136e-05,3.250195622349196e-05,4.509642440626692e-05,4.120255780777278e-05,2.25224529395446e-05
"DG(34:4),DG(dO-36:4)_C18:2",0,4.976210495495471,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.3881246328357575e-05,2.623231177337624e-05,3.5964095057922305e-05,2.97051992287007e-05,4.3881246328357575e-05,2.623231177337624e-05,3.5964095057922305e-05,2.97051992287007e-05,1.9710067409819564e-05
DG(34:5)_C16:0,0,6.0570440486069765,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,6.640360073753675e-05,7.830914289568824e-05,6.386016840762704e-05,6.425777353989581e-05,6.640360073753675e-05,7.830914289568824e-05,6.386016840762704e-05,6.425777353989581e-05,4.275066399073944e-05
DG(34:5)_C16:1,0,4.693028315838092,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.5431961172967654e-05,2.1013288647852738e-05,2.786658604697342e-05,2.629435061290822e-05,3.5431961172967654e-05,2.1013288647852738e-05,2.786658604697342e-05,2.629435061290822e-05,1.7154400259189693e-05
DG(34:5)_C18:0,0,4.775411104302123,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.877795809479926e-05,2.2091563689787365e-05,3.350725596827047e-05,2.4919867750975018e-05,3.877795809479926e-05,2.2091563689787365e-05,3.350725596827047e-05,2.4919867750975018e-05,1.6268379741597428e-05
DG(34:5)_C18:1,0,6.773790733158453,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,0.0001294517548647408,9.000724896118177e-05,0.00011761353916489504,9.49046946422881e-05,0.0001294517548647408,9.000724896118177e-05,0.00011761353916489504,9.49046946422881e-05,0.0001100595190255735
DG(34:5)_C18:2,0,5.02595781238288,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.258359501729833e-05,2.6229096208683184e-05,4.267100296608686e-05,3.078310870434903e-05,4.258359501729833e-05,2.6229096208683184e-05,4.267100296608686e-05,3.078310870434903e-05,1.7753843729413326e-05
DG(34:6)_C16:0,0,4.744529524445353,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.740055060530972e-05,2.219038780092326e-05,2.761084333053137e-05,2.9727081853565177e-05,3.740055060530972e-05,2.219038780092326e-05,2.761084333053137e-05,2.9727081853565177e-05,1.493026110236239e-05
DG(34:6)_C16:1,0,4.893580641143327,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.02377686415925e-05,2.249157598786079e-05,3.2729004489886224e-05,3.020000288875108e-05,4.02377686415925e-05,2.249157598786079e-05,3.2729004489886224e-05,3.020000288875108e-05,2.184300811662139e-05
DG(34:6)_C18:0,0,4.687091771677709,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.813990535091795e-05,2.095905344968323e-05,2.8401771842330573e-05,2.5464100218717086e-05,3.813990535091795e-05,2.095905344968323e-05,2.8401771842330573e-05,2.5464100218717086e-05,1.4712488186561553e-05
DG(34:6)_C18:1,0,5.077976993495777,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,5.2299157825797375e-05,2.6589235733533316e-05,3.7952439508787524e-05,3.0545747291160945e-05,5.2299157825797375e-05,2.6589235733533316e-05,3.7952439508787524e-05,3.0545747291160945e-05,2.1471236276230106e-05
DG(34:6)_C18:2,0,4.872470507563917,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.017237581665232e-05,2.496474908367954e-05,3.401929263594019e-05,2.7708221816592868e-05,4.017237581665232e-05,2.496474908367954e-05,3.401929263594019e-05,2.7708221816592868e-05,1.733355189741279e-05
DG(35:3)_C16:0,0,4.553521061116582,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.4628725682353125e-05,1.9450539948755837e-05,2.395328157642697e-05,2.2213895080613146e-05,3.4628725682353125e-05,1.9450539948755837e-05,2.395328157642697e-05,2.2213895080613146e-05,1.656031226024449e-05
DG(35:3)_C16:1,0,4.690690993413829,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.57593034438209e-05,2.255159915341267e-05,2.642224604419911e-05,2.5013319403549744e-05,3.57593034438209e-05,2.255159915341267e-05,2.642224604419911e-05,2.5013319403549744e-05,1.7638790856195164e-05
DG(35:3)_C18:0,0,4.638052414636668,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.7972076518372796e-05,2.3137040372551367e-05,2.501786580637398e-05,2.2711015820368273e-05,3.7972076518372796e-05,2.3137040372551367e-05,2.501786580637398e-05,2.2711015820368273e-05,1.4192072830955324e-05
DG(35:3)_C18:1,0,4.938957819778929,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.17232823843667e-05,2.8082743402185134e-05,2.8783181372078382e-05,3.276052066950346e-05,4.17232823843667e-05,2.8082743402185134e-05,2.8783181372078382e-05,3.276052066950346e-05,1.8877597178951308e-05
DG(35:3)_C18:2,0,4.879604270944167,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.71769697105613e-05,2.445755230439854e-05,2.9681587788984822e-05,2.8280772810696025e-05,4.71769697105613e-05,2.445755230439854e-05,2.9681587788984822e-05,2.8280772810696025e-05,1.7289413086649786e-05
"DG(35:4),DG(O-36:4),DG(dO-37:4)_C16:0",0,4.565241357626843,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.336131373497996e-05,2.116677662279368e-05,2.4424256009576262e-05,2.3351273829893426e-05,3.336131373497996e-05,2.116677662279368e-05,2.4424256009576262e-05,2.3351273829893426e-05,1.4132680361057375e-05
"DG(35:4),DG(O-36:4),DG(dO-37:4)_C16:1",0,4.717626829800988,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.2741218517906186e-05,2.2571749872842095e-05,2.586253321816317e-05,2.410609387153022e-05,4.2741218517906186e-05,2.2571749872842095e-05,2.586253321816317e-05,2.410609387153022e-05,1.6137910590210997e-05
"DG(35:4),DG(O-36:4),DG(dO-37:4)_C18:0",0,4.701178376633932,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.5862873601496925e-05,2.5018341119845312e-05,2.7041209592444966e-05,2.3773993517441142e-05,3.5862873601496925e-05,2.5018341119845312e-05,2.7041209592444966e-05,2.3773993517441142e-05,1.5707882322746072e-05
