lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N2M-P_x,N2M-Q_x,N2M-R_x,N2M-S_x,N2M-P_y,N2M-Q_y,N2M-R_y,N2M-S_y,Blank1
[TG(37:0)]_FA14:0,0,3.756576267444,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8021588249350227e-05,1.1638940353875546e-05,1.3107916411267362e-05,1.439692731468677e-05,1.8021588249350227e-05,1.1638940353875546e-05,1.3107916411267362e-05,1.439692731468677e-05,9.20828716209725e-06
[TG(37:0)]_FA16:0,0,4.393512317585667,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.825103017562812e-05,1.7145646204673026e-05,1.530102058969461e-05,3.930212206071615e-05,1.825103017562812e-05,1.7145646204673026e-05,1.530102058969461e-05,3.930212206071615e-05,8.874650165951447e-06
[TG(37:0)]_FA18:0,0,6.524030859922838,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.7994750687008738e-05,0.0003036849454750273,1.3892506274950013e-05,1.3129025748991392e-05,1.7994750687008738e-05,0.0003036849454750273,1.3892506274950013e-05,1.3129025748991392e-05,1.0593952214393184e-05
[TG(38:0)]_FA14:0,0,4.52247235716718,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.4761209330539894e-05,1.214935257518679e-05,2.1882261579426148e-05,3.3679073366551645e-05,2.4761209330539894e-05,1.214935257518679e-05,2.1882261579426148e-05,3.3679073366551645e-05,2.1262713114949643e-05
[TG(38:0)]_FA16:0,0,4.0043153728756815,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.4639873297064155e-05,1.2588808531084314e-05,1.5126024176483925e-05,1.6986278664798952e-05,2.4639873297064155e-05,1.2588808531084314e-05,1.5126024176483925e-05,1.6986278664798952e-05,1.0681742969266337e-05
[TG(38:0)]_FA18:0,0,4.234378186145089,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.2628948870915964e-05,2.3292243459798145e-05,1.7086810252140283e-05,1.558116024590306e-05,2.2628948870915964e-05,2.3292243459798145e-05,1.7086810252140283e-05,1.558116024590306e-05,1.1317211352848087e-05
[TG(38:1)]_FA14:0,0,3.908970369182214,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.4391153991824684e-05,1.0265908090839076e-05,1.3237165698761555e-05,1.63503970231166e-05,2.4391153991824684e-05,1.0265908090839076e-05,1.3237165698761555e-05,1.63503970231166e-05,1.1667887165221652e-05
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0,4.85963338678291,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.700327948600416e-05,2.7148738552073446e-05,3.1403166404604415e-05,2.896093440138394e-05,3.700327948600416e-05,2.7148738552073446e-05,3.1403166404604415e-05,2.896093440138394e-05,1.6807619008621288e-05
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0,4.85963338678291,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.0887155711618883e-05,1.3100721368333198e-05,1.867390313890223e-05,1.579277795489836e-05,2.0887155711618883e-05,1.3100721368333198e-05,1.867390313890223e-05,1.579277795489836e-05,9.293968388452163e-06
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",0,4.860393435123191,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.719719009326163e-05,2.2490289745628528e-05,2.912821340081092e-05,3.634128103270035e-05,3.719719009326163e-05,2.2490289745628528e-05,2.912821340081092e-05,3.634128103270035e-05,1.713557653348088e-05
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",0,4.860393435123191,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.9807228482387322e-05,1.1090799259945199e-05,1.5141732501865327e-05,1.5801015745791556e-05,1.9807228482387322e-05,1.1090799259945199e-05,1.5141732501865327e-05,1.5801015745791556e-05,9.155872392022528e-06
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",0,4.466491316433391,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.215513709566968e-05,1.8292948271335794e-05,2.3350301944673513e-05,2.186248687472475e-05,3.215513709566968e-05,1.8292948271335794e-05,2.3350301944673513e-05,2.186248687472475e-05,1.384464231136106e-05
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",0,4.466491316433391,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8443806704911052e-05,1.1949132072888504e-05,1.4028094263124392e-05,1.2430842956489397e-05,1.8443806704911052e-05,1.1949132072888504e-05,1.4028094263124392e-05,1.2430842956489397e-05,7.791465243942308e-06
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",0,4.893527868899183,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,4.739620616070888e-05,2.1814813655499196e-05,3.19284307622748e-05,2.970236740061618e-05,4.739620616070888e-05,2.1814813655499196e-05,3.19284307622748e-05,2.970236740061618e-05,1.8255435421213696e-05
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",0,4.893527868899183,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.1349819511671616e-05,1.5204536992633408e-05,1.955853036820424e-05,1.3814336198365442e-05,2.1349819511671616e-05,1.5204536992633408e-05,1.955853036820424e-05,1.3814336198365442e-05,9.907529536889386e-06
[TG(39:0)]_FA14:0,0,3.802760918118047,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.0342467432993793e-05,1.1446865847943577e-05,1.3115357318700641e-05,1.4216717997219577e-05,2.0342467432993793e-05,1.1446865847943577e-05,1.3115357318700641e-05,1.4216717997219577e-05,1.0198812910316474e-05
[TG(39:0)]_FA16:0,0,3.869474491209684,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.4048313929024297e-05,1.1161541069878335e-05,1.4080455260123026e-05,1.3911649224887412e-05,2.4048313929024297e-05,1.1161541069878335e-05,1.4080455260123026e-05,1.3911649224887412e-05,1.0403766097877499e-05
[TG(39:0)]_FA18:0,0,3.6658212552724727,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8421883240137548e-05,1.0445549208072394e-05,1.3122246886221039e-05,1.2414366638155676e-05,1.8421883240137548e-05,1.0445549208072394e-05,1.3122246886221039e-05,1.2414366638155676e-05,8.511965770561932e-06
[TG(39:1)]_FA14:0,0,3.667947398909253,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8017430227797433e-05,1.0190450345600867e-05,1.3119215541690967e-05,1.2460706366330842e-05,1.8017430227797433e-05,1.0190450345600867e-05,1.3119215541690967e-05,1.2460706366330842e-05,9.299485735928605e-06
[TG(39:1)]_FA16:0,0,3.731944373012148,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.9704414472823002e-05,1.0254546652442517e-05,1.3749753548653276e-05,1.4075897119710127e-05,1.9704414472823002e-05,1.0254546652442517e-05,1.3749753548653276e-05,1.4075897119710127e-05,8.206402223693833e-06
[TG(39:1)]_FA16:1,0,3.9201857208894006,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.255297235159663e-05,1.1842590712797056e-05,1.4205570838643157e-05,1.7822965009589863e-05,2.255297235159663e-05,1.1842590712797056e-05,1.4205570838643157e-05,1.7822965009589863e-05,8.510018458707876e-06
[TG(39:1)]_FA18:0,0,3.696195201736076,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.811192869893168e-05,1.1339895863104184e-05,1.4292931328538449e-05,1.2226691480503912e-05,1.811192869893168e-05,1.1339895863104184e-05,1.4292931328538449e-05,1.2226691480503912e-05,7.798118603291585e-06
[TG(39:1)]_FA18:1,0,4.057792337116537,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.835932815201709e-05,1.2066391872923191e-05,1.9042635635235078e-05,1.4510974107387082e-05,2.835932815201709e-05,1.2066391872923191e-05,1.9042635635235078e-05,1.4510974107387082e-05,1.0176743582313653e-05
[TG(40:0)]_FA14:0,0,4.730684553111259,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.5039412211836275e-05,2.2105711904578625e-05,1.7327395825422927e-05,2.0567554070994548e-05,2.5039412211836275e-05,2.2105711904578625e-05,1.7327395825422927e-05,2.0567554070994548e-05,4.812325948052682e-05
[TG(40:0)]_FA16:0,0,4.158830644781001,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.1639362235458853e-05,1.483067755063914e-05,1.9747030693290133e-05,1.806933709733972e-05,2.1639362235458853e-05,1.483067755063914e-05,1.9747030693290133e-05,1.806933709733972e-05,1.3273272414221008e-05
[TG(40:0)]_FA18:0,0,3.843342978539293,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.9601600246969165e-05,1.3718317866414003e-05,1.6392060725279224e-05,1.2217938548405694e-05,1.9601600246969165e-05,1.3718317866414003e-05,1.6392060725279224e-05,1.2217938548405694e-05,8.28948686916882e-06
[TG(40:1)]_FA14:0,0,3.849973860627877,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.9179381719311844e-05,1.1311813725451848e-05,1.3562907138178773e-05,1.5695721983395765e-05,1.9179381719311844e-05,1.1311813725451848e-05,1.3562907138178773e-05,1.5695721983395765e-05,1.1627318544838394e-05
[TG(40:1)]_FA16:0,0,4.184447614735842,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,3.6932594417343646e-05,1.608988023825258e-05,1.6998071806690015e-05,1.3092468842499242e-05,3.6932594417343646e-05,1.608988023825258e-05,1.6998071806690015e-05,1.3092468842499242e-05,9.522938092064178e-06
[TG(40:1)]_FA16:1,0,3.954066782829051,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.1451121657591565e-05,1.1409994511033584e-05,1.449603708892546e-05,2.0374729809140873e-05,2.1451121657591565e-05,1.1409994511033584e-05,1.449603708892546e-05,2.0374729809140873e-05,8.572007447582807e-06
[TG(40:1)]_FA18:0,0,3.7293486622840746,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.0038560346365442e-05,1.0183590468804004e-05,1.5825182950866413e-05,1.2209700413790412e-05,2.0038560346365442e-05,1.0183590468804004e-05,1.5825182950866413e-05,1.2209700413790412e-05,7.794223979583473e-06
[TG(40:1)]_FA18:1,0,4.031676136926478,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.774622238390854e-05,1.1937127431600609e-05,1.794994179529359e-05,1.4410314209781872e-05,2.774622238390854e-05,1.1937127431600609e-05,1.794994179529359e-05,1.4410314209781872e-05,1.0638253303723315e-05
[TG(40:2)]_FA14:0,0,3.726057245087456,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.9403153904585565e-05,1.0188306608547094e-05,1.4026992003807662e-05,1.3313096735024761e-05,1.9403153904585565e-05,1.0188306608547094e-05,1.4026992003807662e-05,1.3313096735024761e-05,8.89996481768504e-06
[TG(40:2)]_FA16:0,0,3.903129235862672,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.304738766736584e-05,1.1463801002679939e-05,1.837627162486127e-05,1.3637730856104023e-05,2.304738766736584e-05,1.1463801002679939e-05,1.837627162486127e-05,1.3637730856104023e-05,8.010374140664506e-06
[TG(40:2)]_FA16:1,0,3.9931304480299703,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.197955642873682e-05,1.530571880565241e-05,1.4922367023620399e-05,1.6900035699183112e-05,2.197955642873682e-05,1.530571880565241e-05,1.4922367023620399e-05,1.6900035699183112e-05,8.508557827797843e-06
[TG(40:2)]_FA18:0,0,3.6591995040321295,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8004578377469205e-05,1.100526623676749e-05,1.312059333955506e-05,1.233842119349947e-05,1.8004578377469205e-05,1.100526623676749e-05,1.312059333955506e-05,1.233842119349947e-05,7.792925751046452e-06
[TG(40:2)]_FA18:1,0,3.845257767162516,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.0786231495561778e-05,1.1857382212254856e-05,1.4268679626152513e-05,1.4337458188364283e-05,2.0786231495561778e-05,1.1857382212254856e-05,1.4268679626152513e-05,1.4337458188364283e-05,1.002907336708381e-05
[TG(40:2)]_FA18:2,0,3.911252759903282,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.0393496543961367e-05,1.4735283459676889e-05,1.4824258743214387e-05,1.4560660412026556e-05,2.0393496543961367e-05,1.4735283459676889e-05,1.4824258743214387e-05,1.4560660412026556e-05,8.861830406760164e-06
[TG(41:0)]_FA14:0,0,3.8955380147147496,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.0275184237774384e-05,1.1650087582117142e-05,1.6711188188287036e-05,1.3772888077444407e-05,2.0275184237774384e-05,1.1650087582117142e-05,1.6711188188287036e-05,1.3772888077444407e-05,1.1485165738987936e-05
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,0,4.691495670390587,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.3554846700760595e-05,2.1339986692416103e-05,2.9693713587614158e-05,2.7514882413534177e-05,3.3554846700760595e-05,2.1339986692416103e-05,2.9693713587614158e-05,2.7514882413534177e-05,1.4409683375334618e-05
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,0,4.691495670390587,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.913893623062693e-05,1.1462300550292717e-05,1.372054162677844e-05,1.574000198150449e-05,1.913893623062693e-05,1.1462300550292717e-05,1.372054162677844e-05,1.574000198150449e-05,1.0233701904656164e-05
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,0,4.566572669393104,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.4300627191291694e-05,2.1515983415770404e-05,2.3904227620196668e-05,2.26487148168581e-05,3.4300627191291694e-05,2.1515983415770404e-05,2.3904227620196668e-05,2.26487148168581e-05,1.4422340855958774e-05
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,0,4.566572669393104,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.7993238607074856e-05,1.1899398477206297e-05,1.3113152642376296e-05,1.2213819382891744e-05,1.7993238607074856e-05,1.1899398477206297e-05,1.3113152642376296e-05,1.2213819382891744e-05,7.795359960504835e-06
[TG(41:1)]_FA14:0,0,3.648101959292386,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8006846533418274e-05,1.0184662378218494e-05,1.3104885066737285e-05,1.2297230618629368e-05,1.8006846533418274e-05,1.0184662378218494e-05,1.3104885066737285e-05,1.2297230618629368e-05,8.559999143130104e-06
[TG(41:1)]_FA16:0,0,3.7155912637914175,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.941676154254298e-05,1.0255189732671044e-05,1.5363853733529338e-05,1.2235702007756214e-05,1.941676154254298e-05,1.0255189732671044e-05,1.5363853733529338e-05,1.2235702007756214e-05,8.025952542642538e-06
[TG(41:1)]_FA16:1,0,3.763312225620661,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.9687404817231474e-05,1.144965270611348e-05,1.4200059121550479e-05,1.3297392612915437e-05,1.9687404817231474e-05,1.144965270611348e-05,1.4200059121550479e-05,1.3297392612915437e-05,8.511479027714966e-06
[TG(41:1)]_FA18:0,0,3.716463482948871,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8001554722276952e-05,1.104964061247808e-05,1.4225137281887627e-05,1.3202396567891913e-05,1.8001554722276952e-05,1.104964061247808e-05,1.4225137281887627e-05,1.3202396567891913e-05,8.213866759218441e-06
[TG(41:1)]_FA18:1,0,3.827091628116945,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.0237763413632748e-05,1.1725545368242954e-05,1.516212566587916e-05,1.4075639819174973e-05,2.0237763413632748e-05,1.1725545368242954e-05,1.516212566587916e-05,1.4075639819174973e-05,8.95838383284053e-06
[TG(41:2)]_FA14:0,0,3.688805363358378,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8674004779300637e-05,1.0982757406578922e-05,1.3227520220131188e-05,1.2956539424934456e-05,1.8674004779300637e-05,1.0982757406578922e-05,1.3227520220131188e-05,1.2956539424934456e-05,7.818402928958948e-06
[TG(41:2)]_FA16:0,0,3.7012044507260153,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8660018778901364e-05,1.1050712399229757e-05,1.3189213896720721e-05,1.319287109584721e-05,1.8660018778901364e-05,1.1050712399229757e-05,1.3189213896720721e-05,1.319287109584721e-05,8.102383921622666e-06
[TG(41:2)]_FA16:1,0,3.817801160532488,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.1686611398929472e-05,1.1094014742863046e-05,1.5295508872601936e-05,1.3665791983723646e-05,2.1686611398929472e-05,1.1094014742863046e-05,1.5295508872601936e-05,1.3665791983723646e-05,8.510667511073442e-06
[TG(41:2)]_FA18:0,0,3.720489327335669,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8001554505987445e-05,1.1418354840217673e-05,1.5340428962167286e-05,1.221227469582401e-05,1.8001554505987445e-05,1.1418354840217673e-05,1.5340428962167286e-05,1.221227469582401e-05,7.794223979583473e-06
[TG(41:2)]_FA18:1,0,3.817847407967285,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.105422861234185e-05,1.206017511724246e-05,1.4270333172818494e-05,1.3908045004165858e-05,2.105422861234185e-05,1.206017511724246e-05,1.4270333172818494e-05,1.3908045004165858e-05,8.502878263657219e-06
[TG(41:2)]_FA18:2,0,3.883718136016282,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.174822470895171e-05,1.1534542689950266e-05,1.5815537419672417e-05,1.527583417303574e-05,2.174822470895171e-05,1.1534542689950266e-05,1.5815537419672417e-05,1.527583417303574e-05,8.856962049746344e-06
[TG(42:0)]_FA14:0,0,4.851631817294888,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.788721437507723e-05,1.683481173253237e-05,1.9180703733153907e-05,2.718098071018323e-05,2.788721437507723e-05,1.683481173253237e-05,1.9180703733153907e-05,2.718098071018323e-05,5.620162738132205e-05
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",0,5.157459961464365,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,5.0037623579937465e-05,3.130492109268583e-05,3.621212138094734e-05,3.439347478402696e-05,5.0037623579937465e-05,3.130492109268583e-05,3.621212138094734e-05,3.439347478402696e-05,2.4271613594356855e-05
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",0,5.157459961464365,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,3.1725736170302295e-05,1.7071260655062533e-05,2.42743380720845e-05,2.188720137677691e-05,3.1725736170302295e-05,1.7071260655062533e-05,2.42743380720845e-05,2.188720137677691e-05,1.2067083464428016e-05
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",0,4.679747209432152,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.643402151260065e-05,1.95883791747431e-05,2.478031184043956e-05,2.830291293250828e-05,3.643402151260065e-05,1.95883791747431e-05,2.478031184043956e-05,2.830291293250828e-05,1.8225576907697594e-05
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",0,4.679747209432152,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.862713340149985e-05,1.5252984264308146e-05,1.5322791709263422e-05,1.3009572453347705e-05,1.862713340149985e-05,1.5252984264308146e-05,1.5322791709263422e-05,1.3009572453347705e-05,8.204779345168143e-06
[TG(42:1)]_FA14:0,0,4.027162712830265,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.9354014587125217e-05,1.493764761725374e-05,1.3107089690498e-05,1.4419067485602176e-05,1.9354014587125217e-05,1.493764761725374e-05,1.3107089690498e-05,1.4419067485602176e-05,1.8787534493186898e-05
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",0,4.600085496615572,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.419667903165633e-05,2.068594744128564e-05,2.345667780071854e-05,2.5741879912344565e-05,3.419667903165633e-05,2.068594744128564e-05,2.345667780071854e-05,2.5741879912344565e-05,1.552856862261614e-05
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",0,4.600085496615572,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.110034391412744e-05,1.1432074512036191e-05,1.5479875068204728e-05,1.2685710577595999e-05,2.110034391412744e-05,1.1432074512036191e-05,1.5479875068204728e-05,1.2685710577595999e-05,9.371048850749328e-06
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",0,4.858712190318983,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,3.975544910013633e-05,2.4871498607108248e-05,3.3627686445340025e-05,2.5719225484080923e-05,3.975544910013633e-05,2.4871498607108248e-05,3.3627686445340025e-05,2.5719225484080923e-05,1.9251316114536348e-05
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",0,4.858712190318983,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.969307470242865e-05,1.2063176308230137e-05,1.5102323814010872e-05,1.4665696481061939e-05,1.969307470242865e-05,1.2063176308230137e-05,1.5102323814010872e-05,1.4665696481061939e-05,9.909963715396298e-06
"[TG(42:1)]_FA18:0 | DG(44:8),DG(43:1)_C18:0",0,4.9203050325297175,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,DAG,5.7831468045509226e-05,2.773074958748809e-05,2.532211140195159e-05,2.7654416493748903e-05,5.7831468045509226e-05,2.773074958748809e-05,2.532211140195159e-05,2.7654416493748903e-05,1.383944964482476e-05
