lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N4F-J,N4F-L,N4F-M,N4F-N,N4M-P,N4M-Q,N4M-R,N4M-S,N2F-J,N2F-L,N2F-M,N2F-N,N2M-P,N2M-Q,N2M-R,N2M-S,Blank1
"[TG(57:8),TG(56:1)]_FA18:1",-0.0023046034325852,3.83920555923454,0.00011977252517070268,0.9912680750349968,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0817673950582424e-05,1.195207227838836e-05,1.4449271761993838e-05,1.067044519274412e-05,2.153552899024352e-05,1.2977765775328812e-05,2.297989047745391e-05,1.6577569673939187e-05,1.570606546785735e-05,1.6381607263045663e-05,1.3456183768897189e-05,1.3318533179191458e-05,1.9583078655636765e-05,1.1512677267091055e-05,1.5221927570311074e-05,1.3303828661721521e-05,9.521639832575688e-06
"[TG(57:8),TG(56:1)]_FA18:2",-0.0192807219102779,4.21296955928772,0.0084050257882566,0.9269531401126078,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.1801617695442143e-05,1.5409420296790163e-05,2.4063471921719845e-05,1.3600412704147722e-05,2.9953579842157985e-05,1.8436712859776384e-05,2.5983328038510623e-05,1.99588793107482e-05,2.3916346854193326e-05,2.4972765698760013e-05,1.5995807469908044e-05,1.5212218820937296e-05,2.385175752434092e-05,1.9870702843595872e-05,1.7623373740234277e-05,1.449552748222554e-05,9.924892910251404e-06
"[TG(57:8),TG(56:1)]_FA18:3",-0.0351310823617071,4.123438841482631,0.0278871975757084,0.8673742951382006,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.303135722761752e-05,1.7718028450055925e-05,1.7169257990210312e-05,1.418595867097254e-05,2.3938560353949107e-05,1.450924769492112e-05,2.5873240504760958e-05,1.860200338119681e-05,2.3629830095175946e-05,1.8920776644435454e-05,1.8231024820991107e-05,1.8318920030860954e-05,2.3284011558774787e-05,1.2477765527617962e-05,1.7024803723947657e-05,1.5107982106594623e-05,1.0776511423962717e-05
"[TG(57:8),TG(56:1)]_FA20:4",0.0164697661725987,4.084634473776354,0.006127825014117,0.9376049878761692,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.2589800005207468e-05,1.4289296729230962e-05,1.73354334947718e-05,1.3336326892474168e-05,2.5723681570517836e-05,1.5531317448311992e-05,2.774206578631827e-05,2.0082406249403162e-05,1.8763835849454923e-05,1.964937549163056e-05,1.615301109221462e-05,1.5977211206673302e-05,2.36204254440733e-05,1.3331810866453724e-05,1.7218539754506197e-05,1.6046100692524612e-05,1.0145262221223334e-05
"[TG(57:8),TG(56:1)]_FA22:5",0.0033995904563442,4.218175323948223,0.00026129800343899223,0.98710298532224,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.3184884325201703e-05,1.578165919728198e-05,1.915840283996819e-05,1.4414439634996533e-05,2.8202350541104016e-05,1.7059552899084464e-05,3.034421599275546e-05,2.2273249180096897e-05,2.0718308795745783e-05,2.161603000053788e-05,1.8001758740709048e-05,1.7550118175546253e-05,2.5818078584444398e-05,1.4663898651290435e-05,1.8886379102190387e-05,1.7738009234093974e-05,1.1226661924236714e-05
"[TG(57:8),TG(56:1)]_FA22:6",0.0034505371109421,4.3582766988867,0.0002693949331415979,0.9869047053725776,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.4337004062494419e-05,1.7730973865406382e-05,2.1885554079250222e-05,1.578329038741798e-05,3.103399314472414e-05,1.8666447609769847e-05,3.320516072815566e-05,2.391942146539402e-05,2.328648910145262e-05,2.4985564615052458e-05,1.932119351147418e-05,1.912150136627635e-05,2.8353657906337405e-05,1.6100169767234648e-05,2.0564139572179584e-05,1.9214953686616345e-05,1.2516422540914906e-05
"[TG(57:9),TG(56:2)]_FA14:0",0.020018391407477,3.704142978202963,0.0090276626092312,0.9243036967510324,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.316075359352285e-06,1.093891915962724e-05,1.3265650651820355e-05,1.0461089048685486e-05,2.0418743176011785e-05,1.1852564935119875e-05,2.1094641059820406e-05,1.5237654533280935e-05,1.4401189396733304e-05,1.5013377931410652e-05,1.2326009053975807e-05,1.2227428824417902e-05,1.801138226854441e-05,1.0194094494154261e-05,1.3116459525453741e-05,1.2300577195093674e-05,8.187902838458979e-06
"[TG(57:9),TG(56:2)]_FA16:0",-0.0365560677651848,3.7432511891253,0.0301153995088094,0.8622286471983105,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.166733587723882e-06,1.0930515986917244e-05,1.323120306071084e-05,9.793143486725308e-06,2.063077533661306e-05,1.3193017298340236e-05,2.244276990233711e-05,1.5226133807403244e-05,1.4409264564873397e-05,1.5036790304338058e-05,1.5441619164847526e-05,1.223657217147861e-05,1.7967156976555553e-05,1.0749952877927773e-05,1.3099924479302974e-05,1.3712903957226367e-05,7.819863405111623e-06
"[TG(57:9),TG(56:2)]_FA16:1",0.0115915496275595,3.8352509931806607,0.0030300088270719,0.9561022022468284,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0011228166071688e-05,1.2010440466690995e-05,1.5485457209551315e-05,1.0739823472030734e-05,2.1316056854375785e-05,1.3309632647364843e-05,2.2973232226974326e-05,1.6848945104003767e-05,1.6364933678138667e-05,1.655610899732598e-05,1.3520552847174579e-05,1.3445270101814556e-05,1.9563422986329826e-05,1.109251416781301e-05,1.4199783635566745e-05,1.32927586008154e-05,9.206664531183336e-06
"[TG(57:9),TG(56:2)]_FA18:0",-0.0031918256879737,3.701729575761717,0.0002295120707516141,0.9879127859005412,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.141240735467921e-06,1.0922339802881692e-05,1.3294862291499905e-05,9.841362690446455e-06,1.9604093279210217e-05,1.1890271402109494e-05,2.2478725894274005e-05,1.5237974497492177e-05,1.4339280496890076e-05,1.5015874970155126e-05,1.271914675339708e-05,1.2273907618343772e-05,1.8159555864361644e-05,1.0638909751798609e-05,1.3116183934342744e-05,1.22091853707917e-05,7.794224010534943e-06
"[TG(57:9),TG(56:2)]_FA18:1",-0.0678879554415274,3.8692511389001054,0.1039478871516692,0.7471424864873393,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0433190100359114e-05,1.2384950510162265e-05,1.4452027689126086e-05,1.0679600681755759e-05,2.1525608891831278e-05,1.2976017848929656e-05,2.297367605389465e-05,1.657180940255821e-05,1.76303315044105e-05,1.7171703057546556e-05,1.4172961169663604e-05,1.4263852100813739e-05,2.0090345749637704e-05,1.2848623615074139e-05,1.427474263059444e-05,1.3298679753932239e-05,9.46192274364054e-06
"[TG(57:9),TG(56:2)]_FA18:2",-0.0067530314749447,3.924970763353314,0.0010291124653144,0.9744084260896686,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0784190943787695e-05,1.2848943214485352e-05,1.552872323134211e-05,1.1470840387481512e-05,2.3019754508623322e-05,1.4063512222148974e-05,2.484427698180315e-05,1.7920685067095616e-05,1.6884730720811658e-05,1.7620287511920583e-05,1.4452748107807466e-05,1.4342586402925002e-05,2.1180478527096075e-05,1.2402736407127696e-05,1.5386451626431143e-05,1.449321069713972e-05,9.19936205756555e-06
"[TG(57:9),TG(56:2)]_FA18:3",0.0149900024956488,4.001074117395389,0.0050734177536373,0.9432163543831315,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.1765851813269356e-05,1.3230948129421254e-05,1.615043444731366e-05,1.2707851849776179e-05,2.393690720129918e-05,1.5600487590689544e-05,2.586303070757655e-05,1.8819615423832162e-05,1.7467932200051984e-05,1.8201855444872806e-05,1.624558971852439e-05,1.4874169742026247e-05,2.1901689683331257e-05,1.2489555754312877e-05,1.6692723951795666e-05,1.4903573084558202e-05,9.501355599762738e-06
"[TG(57:9),TG(56:2)]_FA20:4",0.0165467079243901,4.085518441936054,0.0061852497385851,0.9373139127889965,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.2692912507201184e-05,1.4870707252685585e-05,1.7329370728408106e-05,1.2774788874879403e-05,2.572078819862666e-05,1.5518082665341362e-05,2.7763372865192767e-05,2.0091686920609286e-05,1.8826044004958774e-05,1.9643756588814123e-05,1.615839656561395e-05,1.5974925224578785e-05,2.3631765358660652e-05,1.3334597683736021e-05,1.7231492116214e-05,1.6052794090969008e-05,1.0143801776022132e-05
"[TG(57:9),TG(56:2)]_FA22:5",-0.0015398856541396,4.2140415962851305,5.36103599795279e-05,0.9941580135846104,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.3176703776831631e-05,1.581141108800777e-05,1.913773425376472e-05,1.4087689468415654e-05,2.8212270008842853e-05,1.7049564442047506e-05,3.0329567333695502e-05,2.1949071048738293e-05,2.0724290258107754e-05,2.1634760053686916e-05,1.7775057022498477e-05,1.756586504565713e-05,2.584038033956326e-05,1.4667114256871088e-05,1.8870946367919984e-05,1.7729770952169223e-05,1.1231854621724485e-05
"[TG(57:9),TG(56:2)]_FA22:6",0.0139608033546905,4.352527854736993,0.0044098661453798,0.947053938200784,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.5222781698634236e-05,1.768600541635068e-05,2.1379311221897544e-05,1.532307328563229e-05,3.103027343301052e-05,1.866619784476161e-05,3.3218921733374975e-05,2.3929022222888535e-05,2.256810432527689e-05,2.3906402141296304e-05,1.9808191822585215e-05,1.911667570550063e-05,2.8337404470954078e-05,1.6102527837106193e-05,2.0564966082694425e-05,1.920980487703337e-05,1.2263922909341507e-05
"[TG(58:10),TG(57:3)]_FA14:0",-0.0015748627377199,3.7539929540810486,5.5896264804206064e-05,0.994034767031554,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.554451520470998e-06,1.141631168983416e-05,1.3827009476234288e-05,1.0224673397369085e-05,2.0535712121834366e-05,1.2373213764226074e-05,2.2021063461353646e-05,1.5905851873178207e-05,1.5038524091515548e-05,1.5658939909954332e-05,1.2863271473692298e-05,1.2768663533513703e-05,1.878437853966586e-05,1.0630763878095108e-05,1.3678652618925015e-05,1.282369947971145e-05,8.445432919904494e-06
"[TG(58:10),TG(57:3)]_FA16:0",-0.0077542042879971,3.754270146100141,0.0013551363131948,0.9706347654628354,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.555402582471839e-06,1.1402911993905676e-05,1.3806616582613615e-05,1.0221824989377937e-05,2.0548938367878128e-05,1.2429898275771536e-05,2.2030385435362457e-05,1.5887610983285804e-05,1.5037626780889989e-05,1.568453744483324e-05,1.2832753970447211e-05,1.2765361747767064e-05,1.8754139248076262e-05,1.070343484693862e-05,1.3671211764055362e-05,1.3238438382282197e-05,8.16664484138885e-06
"[TG(58:10),TG(57:3)]_FA16:1",0.0103460123429203,3.821332935464087,0.0024136932373153,0.9608162120551966,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0018076901064541e-05,1.2012030297099527e-05,1.4545449629382697e-05,1.074511348346035e-05,2.212078751994104e-05,1.2936813030034235e-05,2.360357237284427e-05,1.654300767942184e-05,1.5742852066055593e-05,1.6563913240717512e-05,1.3525938173832094e-05,1.344730185444814e-05,1.955548508937658e-05,1.1094014865525858e-05,1.4204192883088177e-05,1.3293273496504643e-05,8.515373527617191e-06
"[TG(58:10),TG(57:3)]_FA18:0",0.0028159691186991,3.760384701315559,0.00017872646247255042,0.9893335094060232,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.53885149104889e-06,1.1388830898769371e-05,1.4270695294936827e-05,1.0638909593611057e-05,2.0464621433665763e-05,1.2405176922001755e-05,2.2064565696280676e-05,1.5906812193081958e-05,1.4972428065338772e-05,1.5661125071905836e-05,1.2935334078409595e-05,1.3389648106157316e-05,1.8785512689736897e-05,1.0630978210912881e-05,1.3691329599776346e-05,1.2748268832538176e-05,8.130132999474943e-06
"[TG(58:10),TG(57:3)]_FA18:1",-0.0307368181112097,3.828713937721712,0.0213045686418364,0.8839522974881376,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.988589189256557e-06,1.194753007906635e-05,1.4447342649795316e-05,1.0681228210415432e-05,2.1526435704658774e-05,1.297551836654191e-05,2.2979890731456344e-05,1.6582370174763595e-05,1.8327780648918473e-05,1.6529886934825572e-05,1.344874664931607e-05,1.3313961505661104e-05,1.9592906562386736e-05,1.1140318563697238e-05,1.4276120638713054e-05,1.3308720219872499e-05,8.509044725402168e-06
"[TG(58:10),TG(57:3)]_FA18:2",0.0036250146401474,3.930548649659764,0.0002965537827201992,0.98626051891031,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0780386006346028e-05,1.373627555799719e-05,1.5531203571017425e-05,1.1474095716443696e-05,2.3024300717827733e-05,1.3961130335098172e-05,2.4850491574697378e-05,1.791300452213858e-05,1.688802059356419e-05,1.762372119324432e-05,1.444377249815969e-05,1.4913028773261806e-05,2.1184258474593023e-05,1.1980858604419859e-05,1.5386176193011036e-05,1.4487546991867501e-05,9.200011078979644e-06
"[TG(58:10),TG(57:3)]_FA18:3",0.0090877833074895,3.97798728743325,0.00186441327305,0.965558962902624,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.1114835649492978e-05,1.3965205981930362e-05,1.6149883324962726e-05,1.192475033063447e-05,2.3921614396191736e-05,1.4513742417237489e-05,2.586303079224403e-05,1.8613843766092873e-05,1.747182029890307e-05,1.8199982397879066e-05,1.5041813468593625e-05,1.4876709420707449e-05,2.1912273449806916e-05,1.2483767786930505e-05,1.6039863643042552e-05,1.4905632618212024e-05,9.501842342609704e-06
"[TG(58:10),TG(57:3)]_FA20:4",0.0018071671673814,4.083828708116839,7.377820853340933e-05,0.99314671529454,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.2247360134949294e-05,1.4294066090501213e-05,1.7778567770619946e-05,1.2780892573026616e-05,2.5712108713626538e-05,1.552332649216755e-05,2.775715810296359e-05,2.0092966655377105e-05,1.8762041513426503e-05,1.9654682100865643e-05,1.67333573969536e-05,1.596400396680052e-05,2.3596990043558917e-05,1.333502643114678e-05,1.7229838832366168e-05,1.6061032372893755e-05,1.014428854982057e-05
"[TG(58:10),TG(57:3)]_FA22:5",0.0049281159392937,4.216497464246475,0.0005490854504167364,0.9813052230968,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.360132933787349e-05,1.5781204960022397e-05,1.9153993440657287e-05,1.4097862221048772e-05,2.8194497474760508e-05,1.7051312368446667e-05,3.036197186359505e-05,2.1946830933028147e-05,2.070784112252326e-05,2.1620400443523277e-05,1.77691586375537e-05,1.755113402764149e-05,2.58180785123479e-05,1.4655967110404703e-05,1.888114308133597e-05,1.7730800890857178e-05,1.1236236112085454e-05
"[TG(58:10),TG(57:3)]_FA22:6",0.0025299301688127,4.346578017792929,0.00014481337956925508,0.9903986141249728,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.434099928490871e-05,1.7551781295117604e-05,2.073693173510012e-05,1.581543640681372e-05,3.1030686445253395e-05,1.866644756214113e-05,3.3233126819517044e-05,2.392902203977281e-05,2.2700296434674983e-05,2.3562393524260174e-05,1.9324527143035965e-05,1.9684070325779275e-05,2.8349500173170614e-05,1.6099741019823895e-05,2.056441505816332e-05,1.9217013367579632e-05,1.2270576175836367e-05
"[TG(58:11),TG(57:4)]_FA14:0",1.0650089520240396e-05,3.751398382041528,2.555913869439763e-09,0.9999596621108092,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.550266121942766e-06,1.1412450629809276e-05,1.3833072295160914e-05,1.0229963098349742e-05,2.0527032558000063e-05,1.2375211503262181e-05,2.220839000269815e-05,1.5881850833981973e-05,1.5039720315534495e-05,1.5652384364558633e-05,1.2862758562146851e-05,1.2758504189028419e-05,1.878286674811798e-05,1.0632693077893085e-05,1.3673967675165332e-05,1.2818035627129764e-05,8.155447805965897e-06
"[TG(58:11),TG(57:4)]_FA16:0",-0.0126280490988808,3.7565788620991274,0.0035940892248937,0.9521948811561152,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.557685675567255e-06,1.1404501607721964e-05,1.3806616635176546e-05,1.0226504464126517e-05,2.0554724953992125e-05,1.241691344832402e-05,2.204148314038994e-05,1.588537086757566e-05,1.5042112934706006e-05,1.5678606367517847e-05,1.2834805714456878e-05,1.276383782429487e-05,1.876056520928863e-05,1.1388128883736356e-05,1.3671762946277354e-05,1.2767577175369047e-05,8.160640627259555e-06
"[TG(58:11),TG(57:4)]_FA16:1",-0.0009843414334718725,3.815650116434924,2.184786015257956e-05,0.9962705659323148,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0014272145054008e-05,1.2015891227169064e-05,1.4554543910335575e-05,1.0747758508578218e-05,2.1322256610401006e-05,1.2933816659623674e-05,2.2956807921563176e-05,1.6540127696327786e-05,1.5730589885671027e-05,1.6563913240717512e-05,1.352157862135154e-05,1.3442984168163151e-05,1.9550193278235255e-05,1.1086726323093448e-05,1.4206397559412517e-05,1.3297135017761355e-05,8.512452575311843e-06
"[TG(58:11),TG(57:4)]_FA18:0",0.0022520048206231,3.7546902343991344,0.0001143011861558796,0.9914698404025823,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.539231952135453e-06,1.1393600216721171e-05,1.4279789523326769e-05,1.0263126614203673e-05,2.0464208027252016e-05,1.2404677439614007e-05,2.207743913232683e-05,1.5901371885912218e-05,1.497392314570656e-05,1.566331017431614e-05,1.3110745767095942e-05,1.281082420516656e-05,1.878815855925931e-05,1.063054950438973e-05,1.3686093421231038e-05,1.2743892464695378e-05,8.128834801889397e-06
"[TG(58:11),TG(57:4)]_FA18:1",-0.0134585362233536,3.828985873963887,0.0040846792618536,0.9490406988787096,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.98992082120264e-06,1.195661456434727e-05,1.4442382338385212e-05,1.067512458988046e-05,2.2618422337121275e-05,1.296802717855754e-05,2.2969681188274376e-05,1.6583010042147507e-05,1.649144363787996e-05,1.6392221017386608e-05,1.345515799472023e-05,1.3317771314341588e-05,1.9583456513403108e-05,1.1308383746165811e-05,1.4267577366835786e-05,1.4163427520961706e-05,8.509693839670676e-06
"[TG(58:11),TG(57:4)]_FA18:2",0.0050326073036002,3.926805808908586,0.0005715542751000835,0.9809266301006682,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.078609346693787e-05,1.2844400885207997e-05,1.555021852735344e-05,1.1781110487572063e-05,2.3553760970293214e-05,1.3953888673978432e-05,2.4842944823702366e-05,1.7922285315421854e-05,1.688652539910732e-05,1.7624970069863738e-05,1.4526092942474444e-05,1.4345888091785413e-05,2.1177076509461968e-05,1.2073251545282037e-05,1.5387829634549757e-05,1.4488576635936523e-05,9.203418928889318e-06
"[TG(58:11),TG(57:4)]_FA18:3",-0.0122361395366008,3.988774812213424,0.003380248363932,0.9536371898398446,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.110931861901866e-05,1.3233219272400703e-05,1.61438203483473e-05,1.2640101099149237e-05,2.391706779281645e-05,1.4523481014008765e-05,2.5874128412604033e-05,1.8611283930325786e-05,1.74778017042205e-05,2.0446650882819078e-05,1.5045916760957207e-05,1.4868836009873566e-05,2.1922101356556887e-05,1.2480981092311015e-05,1.6045375255007965e-05,1.4908721894141177e-05,9.500219618841373e-06
"[TG(58:11),TG(57:4)]_FA20:4",0.022729893888509,4.092642462927625,0.0116720563757863,0.9139661109025956,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.1932125318838404e-05,1.663060927209134e-05,1.733350417232155e-05,1.2779671926531861e-05,2.5722441745447474e-05,1.5536062078522757e-05,2.7738958320536202e-05,2.0074405740234885e-05,1.8758153471619957e-05,1.96468781551801e-05,1.661000500728177e-05,1.597670328062569e-05,2.3620803518129147e-05,1.3336098177010854e-05,1.722983862211165e-05,1.6057942802345667e-05,1.014931906159563e-05
"[TG(58:11),TG(57:4)]_FA22:5",-0.0077189913637087,4.221836615021574,0.00134714193866,0.9707214719519048,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.3179747828386402e-05,1.577961534620611e-05,1.915454482582288e-05,1.4520236603874788e-05,2.8198630750556223e-05,1.704481985946547e-05,3.0330010906613387e-05,2.1951311103409863e-05,2.109724022069295e-05,2.1629765321244803e-05,1.77663375751398e-05,1.816678520723422e-05,2.6140506901922655e-05,1.4661540663194095e-05,1.8885001041508147e-05,1.7731573136184735e-05,1.1229096009889208e-05
"[TG(58:11),TG(57:4)]_FA22:6",0.0145254290164058,4.346425678597092,0.004773613775697,0.9449169112825736,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.4841912573452426e-05,1.7137753649705603e-05,2.074795486543685e-05,1.5708622135507868e-05,3.102076697751456e-05,1.8670443135470788e-05,3.417908090757603e-05,2.392326176839183e-05,2.256750621326742e-05,2.3562393464718983e-05,1.932375787354567e-05,1.9120993246456277e-05,2.8362351951402345e-05,1.6105957734617025e-05,2.05668952204714e-05,1.9216498275477767e-05,1.226992693776197e-05
"[TG(58:12),TG(57:5)]_FA14:0",0.0224291620141647,3.761973561322204,0.0113385984774737,0.9151992575377376,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.548363635078816e-06,1.2143528951456666e-05,1.3839686236438474e-05,1.0223452634455972e-05,2.052744580674546e-05,1.3245456757320127e-05,2.2015736606967542e-05,1.5890171124245767e-05,1.5025663627987889e-05,1.5663934701937647e-05,1.2857629740175995e-05,1.275393246705495e-05,1.8786646695614932e-05,1.0637409258523782e-05,1.3666802411406674e-05,1.2829105688035889e-05,8.155447805965897e-06
"[TG(58:12),TG(57:5)]_FA16:0",-0.0047467739663128,3.763823656692321,0.0005078570029617424,0.9820206483973872,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.55882702254072e-06,1.1401776400756725e-05,1.3807167704964545e-05,1.0221824989377937e-05,2.055100484810763e-05,1.3245956096821713e-05,2.2036600028256682e-05,1.5876730307907747e-05,1.5036430556871045e-05,1.5921472649916214e-05,1.28296765990024e-05,1.3669535510729928e-05,1.8745823565453177e-05,1.0702363101074542e-05,1.3668180472088918e-05,1.2778647039862553e-05,8.158693315405499e-06
"[TG(58:12),TG(57:5)]_FA16:1",0.0170698187402992,3.831233043165151,0.0065709369305526,0.935393189870246,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.001560377700009e-05,1.2009986316068313e-05,1.6300074914710987e-05,1.0739416667478056e-05,2.182443803095652e-05,1.2930819908183346e-05,2.297589552716616e-05,1.6532447212409327e-05,1.629973479145383e-05,1.6561103789309293e-05,1.3520296342487917e-05,1.3439428540500486e-05,1.955094899376794e-05,1.1160897866986996e-05,1.4205846324626894e-05,1.3293015999556866e-05,8.509693901573624e-06
"[TG(58:12),TG(57:5)]_FA18:0",-0.0053747682344795,3.767722220375195,0.0006511469894618926,0.9796421246713848,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,9.539231952135453e-06,1.1394508691240333e-05,1.3879094296646895e-05,1.0881835747627348e-05,2.046338152976122e-05,1.2711573145243302e-05,2.20610147422482e-05,1.591417259071203e-05,1.4976614963494162e-05,1.6876080535189604e-05,1.2942258237531327e-05,1.2817681860791435e-05,1.9419407484161896e-05,1.062604765657681e-05,1.367920385371064e-05,1.275496223098257e-05,8.131755723243274e-06
"[TG(58:12),TG(57:5)]_FA18:1",-0.0035954443771484,3.818307560261569,0.00029149561959618264,0.9863781849560992,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0153150492934277e-05,1.1948438380311718e-05,1.4445964765073592e-05,1.0676345313987454e-05,2.151362302269711e-05,1.2972022323228715e-05,2.297855899669295e-05,1.657628951190135e-05,1.6059276308016438e-05,1.6391596668388694e-05,1.3443617827345216e-05,1.3314977454642565e-05,1.9582700797870425e-05,1.1331106827396945e-05,1.4270884512731376e-05,1.3303571213876902e-05,8.502391551761725e-06
"[TG(58:12),TG(57:5)]_FA18:2",0.0284661839250961,3.9356250325970032,0.0182873745391951,0.8924293804722999,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.1083064953448255e-05,1.2849397451744932e-05,1.5576674345026608e-05,1.1474706059094135e-05,2.3503749831014403e-05,1.3955386882998075e-05,2.4827408426134287e-05,2.0029603242916263e-05,1.689131035222764e-05,1.7628091576688518e-05,1.4445567590740883e-05,1.4337252816101663e-05,2.1177832369187648e-05,1.1976142505564371e-05,1.5387829634549757e-05,1.4496042377914783e-05,9.20179623607246e-06
