lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDF-J,NDF-L,NDF-M,NDF-N,N4F-J,N4F-L,N4F-M,N4F-N,Blank1
FA(14:2),-1.7019188033167043,15.56387001827662,101.57449841790368,6.882567252577388e-24,2.2210044524067232e-20,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.060974212732110754,0.008127495285058546,0.0027377583152811405,0.0035497556974348034,0.17845464170020045,0.007659342267195692,0.0021589321172215733,0.0020834755158699253,0.10344257331284291
DG(33:5)_C18:1,-1.5167188608121265,8.26893042317973,81.41555585850045,1.8291250799360056e-19,2.951293316476745e-16,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.00018206361855957424,0.0001792713571725856,0.0001765525229947194,0.0001977436893615437,0.00011555745913881982,0.00017782846764126154,0.00022546838665854006,0.0012729438891647513,0.00014749616810836433
FA(22:3),-1.4967299299389465,13.323001915295436,79.48932897752093,4.848368790557087e-19,5.215228695709241e-16,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.005726709239275563,0.0016321526337559642,0.0082572075968721,0.010715114204222661,0.0012141331349559237,0.041603813358983284,0.026846600608881832,0.001892993442580543,0.0011813512645744513
FA(22:2),-1.2560554683607232,11.873929331412448,56.66596628550181,5.164977817502231e-14,3.3334766834159394e-11,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.002265038725770519,0.001150825311055633,0.002972330430284226,0.004329481197893074,0.0007430498888326215,0.01351932744054075,0.00921421714790833,0.0010071845578751941,0.0008428439539508924
FA(5:0),1.2584652603896005,11.2148522564571,56.86801665526036,4.660644628957492e-14,3.3334766834159394e-11,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.0038072430760537914,0.0012253867749678472,0.0017433489899465748,0.004036657314077597,0.0005328118209649724,0.0009004955214001246,0.0014197393337348496,0.0012173343086188267,0.005520755561334651
"DG(36:4),DG(O-37:4)_C18:1",-1.1207251861207927,6.661085047290838,45.19485155681152,1.7837339597099432e-11,9.593515813306644e-09,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,7.632372690752387e-05,6.756211324650739e-05,6.568783875822559e-05,8.72602383999328e-05,4.693423151563083e-05,6.120571134326902e-05,8.258726742986967e-05,0.00036030402023149875,4.3570314586222304e-05
"DG(44:9),DG(43:2)_C18:1",-0.9938884539206538,7.071459572657528,35.77098975916718,2.2192802136802284e-09,8.952021561932624e-07,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,5.754249578795921e-05,5.92793623414361e-05,0.0001898023552303789,0.00012106430021167524,8.651095362914756e-05,0.00047586149415359354,0.00017842557942890526,5.391762926486679e-05,2.651814706964183e-05
FA(15:0) | FA(16:7),-0.9933498243893156,12.69657016636772,35.84161776842302,2.1402685704735077e-09,8.952021561932624e-07,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.0068457844653732275,0.003335888704914154,0.0021903829733202,0.004258304577222004,0.01662865476633346,0.002554189824896427,0.003655031398242203,0.004110213580196977,0.010762694628226347
FA(30:1),-0.9281150688794296,12.865585061387907,31.36504136072472,2.137959423201152e-08,7.665772287411239e-06,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.004184752401502187,0.0025863218837821073,0.01437425701470968,0.0033350291067090745,0.004438405907038408,0.020717722438419763,0.017713953763170403,0.0029729014644298978,0.0004117529935430478
FA(16:2),-0.8914816544003782,12.355736105079238,28.97275922355766,7.340329856988086e-08,2.3687244448500557e-05,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.0030998292896724693,0.004237184117566255,0.0010926725545200603,0.0017306063822680254,0.011779012694582196,0.0011530790405894138,0.0009698718118923094,0.0010193797036597266,0.015035396679523368
DG(32:5)_C18:1,0.8818717239020512,7.776669894178915,28.311661711503803,1.0327196048237257e-07,3.029623786151057e-05,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.00013130069172675876,0.001045012195070059,0.00010367183802713617,9.934959235517636e-05,0.0002166687158960743,0.00012618264167703973,0.00019952131898949725,0.00012019764196467948,3.209050357567749e-05
FA(17:2),0.8588679215448627,12.979778551580788,26.923660759916856,2.1165188820603715e-07,5.6916720270073485e-05,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.005687258052793978,0.009287489238815854,0.02452617106365483,0.005814381279775274,0.003941014556570287,0.007714441375741847,0.007126248184230862,0.004678553349733354,0.005029463036432863
"DG(36:7),DG(35:0)_C16:0",-0.8561941939739144,9.353358005025944,26.739738317417505,2.327846491340209e-07,5.778431251965273e-05,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.0011599181893256851,0.00029015742742762463,0.00019169290711469418,0.00021232374757368746,0.0022388403636916126,0.00014535896358776153,0.00015601531860575434,0.00011264007141801475,0.0008270854406532996
DG(36:6)_C16:0,-0.7620835970822398,7.156733489126666,21.193289737100717,4.152156997569119e-06,0.0009113803319474668,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.0002489886763712507,5.7309175574509124e-05,6.868808228147755e-05,6.526767491823756e-05,0.00046690566865579197,4.737336655420074e-05,4.9650632201278484e-05,3.443530815473088e-05,0.00014683424738979665
FA(24:10),-0.7557668714006026,12.641920594648829,20.91500170131985,4.801197906137879e-06,0.0009113803319474668,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.004693359413751164,0.00610089435470861,0.005284553906334945,0.005294712039367714,0.007955049477407545,0.007900976809374518,0.010013455584862031,0.006548243617283244,0.0038895663619059944
FA(30:2),-0.7577578872495041,12.642590032946435,21.02422124907025,4.535136764118615e-06,0.0009113803319474668,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.0044576761782592084,0.0032263456469121873,0.010825359806220547,0.004176745771066751,0.0046087282719068385,0.015805445157759574,0.013484305022915246,0.003003879706089832,0.000710629048150088
FA(46:0),-0.7605075377232217,7.559840531281588,21.127998727466547,4.296051675798957e-06,0.0009113803319474668,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.00012814804025624305,0.0001378884645032733,0.00016347358634701657,0.00020950420348855636,9.733033905589677e-05,0.00032999810541723697,0.00039951085302619254,0.0001856795025022788,0.00010460302604275629
"PC(38:8),PC(37:1),PC(O-38:1),PC(P-38:0)",-0.7538593800365783,4.695812374933969,20.477928026729906,6.032287792557281e-06,0.0010814551503656,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,1.4979939860722245e-05,2.0276873433806086e-05,2.9741207203206028e-05,2.4517528672718964e-05,2.6126826847387254e-05,4.146410207924832e-05,3.407561148611935e-05,3.3786487684378895e-05,1.014509984980179e-05
"PC(O-40:9),PC(38:2),PC(P-39:1)",-0.7469195756673997,5.648683899685207,20.2695490944476,6.7262638881958736e-06,0.0011424028193267,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,1.771042075625331e-05,6.304051569477969e-05,5.355279099842212e-05,4.547447740508842e-05,6.105036196957882e-05,8.254551832085588e-05,5.442921021457802e-05,6.81658447488777e-05,9.77154319278388e-06
DG(28:1)_C18:0,0.7392026452797867,6.966012468756079,19.951427637892955,7.943462066218817e-06,0.0012714934023659,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,9.140338142543215e-05,0.00038219317473531255,0.0001088564944181566,0.00014387990608665636,7.751353705425408e-05,8.938776403457777e-05,0.0001297893611609608,9.577012438350901e-05,5.469587888212995e-05
FA(26:6),0.7365980419063576,10.520778626444049,19.873401163245035,8.274360536003876e-06,0.0012714934023659,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.0018039025791494988,0.001753338969877251,0.0017603919565104432,0.002142593672969444,0.0007325377671177134,0.0010581933080205629,0.0012022302907074168,0.0010310159600219451,0.0017488185139611096
DG(34:2)_C18:1,-0.7294118628608849,7.155958214540028,19.43928675418809,1.038487123666278e-05,0.0015232717945777,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.00013881373227073515,0.00011420365262305211,0.00011467218485766329,0.00012257334594396538,0.00011429347545995927,9.075430668038538e-05,0.00013203562332611318,0.0003643857533752132,7.372179539057959e-05
"PC(19:1),LPC(20:1),PC(O-20:1),PC(P-20:0)",-0.703297944937592,4.580015541537471,17.8290272725297,2.416682239908672e-05,0.0033907102557327,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,1.448037725769209e-05,2.6644697572708094e-05,2.179135317014405e-05,2.2719839239787162e-05,2.561963542476496e-05,3.0597859711555863e-05,3.388049966652058e-05,3.416633967946606e-05,8.050293739633671e-06
DG(32:5)_C18:0,0.6977780233776546,4.804753825246957,17.588330712981758,2.742661704718249e-05,0.0036877372171357,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,2.2987332096532557e-05,9.102986956686429e-05,2.0128668857040077e-05,2.3663194279817457e-05,1.5878363867170314e-05,2.3539854591735325e-05,2.96991070047249e-05,1.944183344367061e-05,1.4710541029464857e-05
[TG(37:0)]_FA18:0,0.683250710472487,6.6075331905144665,17.05983377168991,3.622032313113467e-05,0.0046753193097668,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,TAG,0.00016236709927660797,4.357387018308728e-05,8.398037679052984e-05,0.00031369520748256716,5.638842288552743e-05,5.039647488528493e-05,0.00011903232956795967,0.00010551566060021454,1.0593952214393184e-05
PC(40:5),-0.6663369246181399,5.709708431752475,16.174958304684765,5.775255577282954e-05,0.0071679806722661,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,1.5607742201984914e-05,7.029498637800625e-05,6.329431547471785e-05,4.558238187932244e-05,6.359526015408498e-05,8.631651045263847e-05,5.506828291470693e-05,6.852820116012845e-05,8.046886013529883e-06
DG(34:3)_C18:1,-0.6560165382269129,7.782488116283328,15.772619036481274,7.142879518813696e-05,0.0085370637804488,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.0001581999450138356,0.00019838329470907624,0.0001577345502938237,0.00028290491349782507,0.0001321909026249024,0.0001340725625845693,0.00016926360751060268,0.0006306235791772859,0.00010184613866873582
DG(41:5)_C16:0,-0.6504999205403807,8.703912000779692,15.522763402961573,8.151767694132703e-05,0.0093949122674879,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.0009296021164319201,0.00015936587174782043,0.00012263292353549522,0.00011256088279711955,0.0014043641817450961,7.264768579216841e-05,7.851500335367306e-05,8.29068312840002e-05,0.0004703424964316991
CAR(2:0),-0.6436283704853489,8.140439077091433,15.193264624891183,9.704895529874684e-05,0.0107992061637605,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,CAR,0.00023015857376284578,0.00024196363790905838,0.00024408112597095873,0.000278669663179994,0.0002084615727336163,0.00045906554932001134,0.00029935776125037083,0.0004137062930895655,0.0001678795120532253
FA(10:3),-0.6305612738816271,15.07843778087308,14.609565570950508,0.00013224158960450902,0.0142247869884583,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.08211972098567838,0.007129791996557045,0.0031660414835667948,0.004063278728470439,0.10435029326396077,0.006236131477411666,0.0036972931736631433,0.002772143010839418,0.06287464934246878
"DG(40:7),DG(39:0)_C18:0",0.6003545137536371,5.486298631921117,13.127911781490866,0.00029092885483957497,0.0302847553086228,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,5.54569330203679e-05,0.0001223196272132799,3.73149883740242e-05,2.987040264477611e-05,6.649610517614505e-05,2.1111103369054342e-05,2.684739312587111e-05,2.2718896704533565e-05,2.4187230967956628e-05
DG(33:5)_C16:0,-0.5763904516482454,5.0643980865786,12.068575292108385,0.0005127887335165829,0.0514470952480527,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,3.167635227037007e-05,2.6663864518567816e-05,2.8553244777311138e-05,3.536409226159606e-05,2.4372583733848608e-05,1.9666661978883203e-05,3.2082884104547224e-05,8.138376082088157e-05,1.8580471931864998e-05
"PE(35:6),PE(P-36:5)",0.577813735574421,4.3044300764125065,12.020771784298972,0.0005261091240116955,0.0514470952480527,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PE,2.6800281552104972e-05,3.3587273709613746e-05,2.6259759229356183e-05,1.9410137095267005e-05,1.5690973120273707e-05,1.6083492925321422e-05,2.022986243075425e-05,1.230561978337371e-05,1.1631537787583704e-05
FA(28:0),-0.5667180683504427,12.766741136207616,11.818252233206294,0.0005865289141386314,0.0556684942919224,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.006638809924935976,0.006030846881951495,0.0099502839459962,0.0045418093536414355,0.0034464949578799876,0.010119820277110793,0.015091869085984626,0.009517018278055452,0.000497232747605783
[TG(45:2)]_FA16:0,-0.5599631478560437,4.10289081072973,11.256937565919316,0.0007932597602494239,0.0716565254939214,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,TAG,2.314111983351838e-05,1.2751330622229097e-05,1.2221192515033536e-05,1.4244747205719125e-05,4.217108317846043e-05,1.1398823945206349e-05,1.3225691469261008e-05,1.005153248241657e-05,1.058210621945908e-05
FA(16:5),0.5527250499852706,10.605994126147676,11.24264618605048,0.0007993910498237287,0.0716565254939214,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.001856118057247948,0.0029861452611031902,0.0010663880190348437,0.0019929150020342864,0.0009191809652388902,0.0010222909948105587,0.0012980942328655765,0.0015137847236946032,0.0014937258663745131
FA(14:1),-0.5430524175483957,12.262944474796743,10.85661188251106,0.000984436384047119,0.0858588165221635,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.007910754375527296,0.0016066484896983444,0.0010041591705021663,0.0012307164787375465,0.010066697936979447,0.001400520521225255,0.001415945689418618,0.000970776129669366,0.012910053216024644
"DG(42:11),DG(41:4)_C16:0",-0.5402275559750199,6.949458283100459,10.707318126941573,0.0010671259911602,0.0906214624598449,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.00025532994506469506,6.375341729111991e-05,5.679201469272488e-05,6.030163975539483e-05,0.0003914094766013333,4.2768414480404094e-05,4.5824187931630185e-05,2.934463992014187e-05,0.0001002623373667571
"[TG(49:7),TG(48:0)]_FA16:0",0.5389946431085482,4.81861682634708,10.53455638648076,0.0011716300172357,0.0948540268946993,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,TAG,2.9253199223842893e-05,4.534666623116934e-05,2.8388828572591157e-05,4.700726154440865e-05,1.9269849764723124e-05,1.6122783711861506e-05,2.9585016425701886e-05,2.6787199865152873e-05,1.890778046626197e-05
CAR(22:5)_QUAL,-0.5349901280699186,8.510495057198787,10.528061260479715,0.0011757549041797,0.0948540268946993,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,CAR,0.0001356461952468211,0.00021748079390314186,0.0006978126176681867,0.0003342386040956492,0.0002709983163024118,0.0008980338193058726,0.0005372672531367555,0.0001813198481174571,0.00010623973124092007
[TG(46:1)]_FA16:0,0.5357464852964172,4.271440011446957,10.308720294345932,0.0013240306438783,0.1035146347934782,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,TAG,1.998077760650438e-05,2.919859807069409e-05,1.7056871204748575e-05,2.4991768958149026e-05,1.1344080127668327e-05,1.3784423624551505e-05,1.5819461322912412e-05,1.5000799366151189e-05,2.491503359677638e-05
"DG(37:7),DG(36:0)_C16:1",-0.5283391176285056,7.025928336458165,10.247495701535628,0.0013687028425112,0.1035146347934782,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.0002624148548133122,9.925188381433083e-05,5.6767931754191835e-05,6.869202526112984e-05,0.00041280854035120526,5.177596112706813e-05,6.530198885486797e-05,3.909587159461548e-05,6.722771912498082e-05
FA(15:1),-0.5271175185630026,13.52878822302527,10.233215783024209,0.0013793397260984,0.1035146347934782,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.028135144636186476,0.004354465462757248,0.0024551795877027762,0.0027142217077792278,0.03490069439192416,0.004266101701219452,0.0019002776453214997,0.0020028158691707313,0.016324810947497808
"PC(30:1),PC(O-31:1),PC(P-31:0)",-0.5237055171143007,6.210649985004661,10.04789425214824,0.0015252218470663,0.1118611568291649,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,2.403631493870637e-05,0.00010142693248118535,8.499605041266506e-05,8.299072406080489e-05,7.328744831260052e-05,0.00013387497292876457,7.480650767719307e-05,9.160253479551749e-05,1.2946613055995488e-05
FA(19:2),0.5199709950812658,13.148913915110578,9.958879902998888,0.0016007541508867,0.1147918587758141,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.006306417293695279,0.00707362255180979,0.015141064744785167,0.006871680586337338,0.004016220578483416,0.007372837220144682,0.007156594742099272,0.004357968832087666,0.018873036768592935
CAR(5:1),-0.5133846174731088,6.317787624042103,9.65746518372032,0.0018858365405458,0.1298639674085298,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,CAR,6.706147513501217e-05,7.095063738997479e-05,6.612180478778348e-05,9.019254400896137e-05,4.793834082295142e-05,0.0001137584005969296,8.250018342293023e-05,0.00012772428818620844,5.3029478532318734e-05
PC(38:5),-0.5133421623408487,6.097238214844404,9.652036124503184,0.0018914181804155,0.1298639674085298,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,2.081867369454965e-05,9.814693842030248e-05,8.605595235353633e-05,6.621157083102005e-05,9.383231596227778e-05,0.000124250586638589,5.715443297241672e-05,6.442978611929516e-05,1.1682491926748393e-05
FA(10:2),-0.5104527055015143,11.69636530787215,9.598579226614676,0.0019472798016451,0.1298761557420743,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.006564445046170241,0.0009907418236835897,0.0012902119766702422,0.0013084455011817208,0.0084662806425962,0.0015420914140360413,0.0008440111486703569,0.0008113296251951537,0.005367241175351146
DG(42:5)_C16:1,-0.5089768703354147,6.282075400276597,9.49320702795876,0.0020623402005084,0.1329079029751509,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.00014739162636402916,4.9654691969874733e-05,4.6242074836445304e-05,4.959993755181569e-05,0.00023216354748302928,3.8480285401073215e-05,4.2564338542951635e-05,2.7268372970079707e-05,4.023248198200857e-05
"DG(O-38:9),DG(36:2)_C18:0",0.5067036051029238,6.832314583029753,9.427345918887797,0.0021377345304393,0.1329079029751509,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.00010713861949721849,0.0003276584424313436,0.00011033345621414452,0.00010420664453981258,7.927044230681188e-05,8.022941542608084e-05,0.00017117889607828744,9.101231032409708e-05,1.565952448589806e-05
FA(26:0),0.505807701189295,10.353736095183947,9.42396195114816,0.0021416829732593,0.1329079029751509,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.0012543482510384645,0.001980147245293118,0.0014169774995169328,0.002364807126979629,0.001016528419056455,0.0011472040736266666,0.001384553677049946,0.0008631327258789367,0.0007521657461384982
"PC(O-38:8),PC(36:1),PC(O-37:1),PC(P-37:0)",-0.5048553542963429,8.011930691486295,9.377377526941643,0.0021967959847273,0.133755861183307,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,0.00010763024480693203,0.000328195361851158,0.0003375302350270325,0.00026477425427267015,0.00028098804513318915,0.0004716996353650605,0.0002665445873627824,0.0002911076695832512,2.5724947416328647e-05
DG(24:0)_C18:0,0.5022884198873809,4.91059051782009,9.166336021926618,0.0024650760626099,0.1473111195193007,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,3.34779038662826e-05,6.578956764154228e-05,2.8115342646992913e-05,3.19459463651292e-05,2.3991143681176475e-05,2.2430632501813813e-05,2.761350854243243e-05,2.5751405933465476e-05,1.756138592961816e-05
PS(P-33:1),0.4952742148963429,5.957748063077277,8.981693515708699,0.0027269779161466,0.1599992315528231,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PS,8.835292346387678e-05,4.1092654449694794e-05,0.00012042395649248817,9.428590156728511e-05,4.892551828747268e-05,5.404505211157765e-05,7.62588195144418e-05,4.387118418712895e-05,1.6243713925569094e-05
FA(8:5),-0.4911203251520322,11.092512625452793,8.888203472721216,0.0028701900650566,0.165394702498891,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.002019466923901651,0.002020232244401849,0.0016611468713961179,0.001866642688361153,0.0023248903162689377,0.0022579621193211104,0.002863361366845028,0.002064724841537369,0.0022770882780649864
FA(21:5),-0.4854028995114717,12.583961686796664,8.684600250373478,0.0032090995693821,0.1816800756209851,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.010872554917040056,0.004490751443879049,0.0015003562715190527,0.004184477442095553,0.010883528521875258,0.0062724852889423375,0.0059110986053715064,0.0022988415172723728,0.007031349798731087
FA(11:1),-0.482047444967306,10.809524064790534,8.563837935981839,0.0034290577679626,0.1907856796071648,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.001725161399631967,0.0013653390278218585,0.0012393085885871653,0.00164920775672059,0.0015067373229867126,0.00256610670405367,0.0019422467646294506,0.001455891956768425,0.002309088222400436
PC(38:3),-0.4676226939272235,6.168954794182818,8.019087330166855,0.0046286890262359,0.2448652375026788,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,3.21521025676528e-05,9.940173245338292e-05,8.313490923753888e-05,7.860845298289803e-05,8.773897994341726e-05,0.00011222720253260398,6.98273080925476e-05,8.617880911929652e-05,9.643346065143126e-06
PC(38:4),-0.4658005038901344,6.931296504320089,7.974980959200366,0.0047428254946757,0.2468564172793328,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,4.5263022680155676e-05,0.0001596745309488894,0.00016542759039286123,0.00012567128446892956,0.0001575474292690275,0.000206406834977418,0.00010482198298517517,0.0001328182120602086,1.5642323267297283e-05
DG(29:2)_C18:0,0.4615416990130754,7.326040952367823,7.835912203954024,0.0051218299700522,0.2623515129104524,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,DAG,0.00015041628870186345,0.000428060080732276,0.00014302558335566428,0.00015673619100337605,0.00013826997017371445,0.00012354267506695696,0.00018028244555823785,0.00012949964383045275,5.112875260524792e-05
"PC(38:9),PC(37:2),PC(O-38:2),PC(P-38:1)",-0.4612277755567482,4.698435764345347,7.7230277019935105,0.0054520886727199,0.270675233028729,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,PC,1.554573097727329e-05,2.6827652797770025e-05,3.108988038242566e-05,2.902308220657726e-05,2.4192612359145353e-05,3.7614756056155205e-05,4.1680824762003065e-05,2.52063477107182e-05,8.8889301846351e-06
SM(40:1),-0.4618880540858135,4.684672938109967,7.735909054168591,0.0054133303515079,0.270675233028729,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SM,1.861727353775201e-05,2.0795618707005933e-05,2.955872866207992e-05,2.6080795612094924e-05,2.131973258768117e-05,2.3890517568944652e-05,2.4635303016934245e-05,4.509090108128718e-05,1.853000444269286e-05
FA(12:4),-0.4550096642391361,10.092871811694412,7.631671643278424,0.0057352122086434,0.280417118140794,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,FA,0.0008114019280102215,0.0007449938902902483,0.0005970356433915781,0.0007242112578723255,0.0007801490556076854,0.0008402897870028869,0.0010229749448309785,0.000876199488350566,0.002624059210395664
