lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDF-J,GDF-L,GDF-M,GDF-N,G2F-J,G2F-L,G2F-M,G2F-N,Blank1
"[TG(61:11),TG(60:4)]_FA16:1",-0.000859631140317648,3.703449015943828,3.4444443743453235e-05,0.995317291150282,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.2280300871110414e-05,1.2587504157336872e-05,1.4764629680753387e-05,1.3437246339365819e-05,1.2926303710143622e-05,1.53851470937349e-05,1.305441106164616e-05,1.5673597528021105e-05,8.511803491994805e-06
"[TG(61:11),TG(60:4)]_FA18:0",0.0272890588530415,3.6520411419161,0.0346550237990537,0.8523203899838843,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.2150141403302362e-05,1.1979397150216166e-05,1.4786869617926074e-05,1.2893881969221006e-05,1.2291020502332142e-05,1.4732553863308655e-05,1.2519485835834379e-05,1.503550645202493e-05,8.13354072557873e-06
"[TG(61:11),TG(60:4)]_FA18:1",-0.0006793477963255687,3.72076694875582,2.152515274644884e-05,0.9962982113080338,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.2174778780535974e-05,1.2679231070971529e-05,1.4691997318383621e-05,1.4260238228958637e-05,1.2779455501064456e-05,1.5294053347367695e-05,1.3984434053996788e-05,1.567927865264105e-05,8.508882570640928e-06
"[TG(61:11),TG(60:4)]_FA18:2",-0.0093291621845931,3.812999954089911,0.0040704000857076,0.9491297273383994,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.3133541761210316e-05,1.3446553122903148e-05,1.5889586018355187e-05,1.4631878907011096e-05,1.4235720327465936e-05,1.653069989821227e-05,1.399836716170042e-05,1.6926456859242532e-05,9.197090219528712e-06
"[TG(61:11),TG(60:4)]_FA18:3",-0.0173793362274746,3.918413752994283,0.0141689477453299,0.9052489030677674,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.4109504228783064e-05,1.4476461584428213e-05,1.7142352566043207e-05,1.5585842113271474e-05,1.5493581160955882e-05,1.7863419364977767e-05,1.508687731444528e-05,1.814313540027322e-05,9.83791361011683e-06
"[TG(61:11),TG(60:4)]_FA20:4",-0.0903119779115327,4.119242722779519,0.3846561070241847,0.5351218403403121,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.6214599157485027e-05,1.5568867600940734e-05,2.0391663370203843e-05,1.7265658099306093e-05,1.9477295855319058e-05,1.9547625072712138e-05,1.8905993553807975e-05,2.085307889535406e-05,1.0486850867158373e-05
"[TG(61:11),TG(60:4)]_FA22:5",0.0718609939307197,4.170601103266588,0.2438170598673728,0.6214627240393542,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.7087596427042937e-05,1.762702081729381e-05,2.1998582972233833e-05,1.9115916326294108e-05,1.7843396152448893e-05,2.0921058140457176e-05,1.7160893797586655e-05,2.1455886522016316e-05,1.123883247630507e-05
"[TG(61:11),TG(60:4)]_FA22:6",0.00079770829734787,4.243083975092416,3.009291310718254e-05,0.9956230659905876,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.751735449171549e-05,1.7936896319802114e-05,2.116866014068975e-05,2.07311437626758e-05,1.8442272844459557e-05,2.2853940643152992e-05,1.8679085986551807e-05,2.3170120892126472e-05,1.2269927154422273e-05
"[TG(61:12),TG(60:5)]_FA14:0",-0.0023162475598547,3.634017736774346,0.0002494988460876036,0.9873975125637786,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.1662044064002194e-05,1.191808747800309e-05,1.410756052465495e-05,1.2836726305480545e-05,1.22292026358489e-05,1.4668407633968939e-05,1.2454797407160923e-05,1.5008894312967681e-05,8.153987422667638e-06
"[TG(61:12),TG(60:5)]_FA16:0",-0.0227654857497781,3.648023903433877,0.0241142246960377,0.8765946263804809,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.1864720668397464e-05,1.1928780915858381e-05,1.4090106439567964e-05,1.2811095816118533e-05,1.2208189267326454e-05,1.5711736481324415e-05,1.24749502886909e-05,1.5030124231906736e-05,8.15901784158828e-06
"[TG(61:12),TG(60:5)]_FA16:1",0.0015656198206454,3.704524937447444,0.00011425750128180034,0.9914714705709876,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.228611159963642e-05,1.2592494506899683e-05,1.4851337964960599e-05,1.3438527888276966e-05,1.2930946224007801e-05,1.5395105935647706e-05,1.3056898999649873e-05,1.5656254622307956e-05,8.510180706323531e-06
"[TG(61:12),TG(60:5)]_FA18:0",-0.024545283538502,3.648787214115613,0.0280332777325846,0.8670306107916868,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.1703880883802206e-05,1.196989191241164e-05,1.4171184236909456e-05,1.2887730632219687e-05,1.2289798822497222e-05,1.4744855833976055e-05,1.328878287001098e-05,1.5031320363201388e-05,8.134838861261332e-06
"[TG(61:12),TG(60:5)]_FA18:1",-0.0032426878980937,3.695745630253321,0.0004899889850519808,0.9823397130986188,0.9999567924688858,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_Female,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,TAG,1.2180356987710377e-05,1.2423773861682662e-05,1.4690589683243248e-05,1.3426481524056556e-05,1.2775790461559693e-05,1.528614494563398e-05,1.3029033021519003e-05,1.566791617527332e-05,8.50661057784673e-06
