lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDF-J,NDF-L,NDF-M,NDF-N,N2F-J,N2F-L,N2F-M,N2F-N,Blank1
"PG(O-37:2),PG(P-37:1)",-0.0155218947082543,3.990232508199159,0.0124340702684353,0.9112133933560436,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PG,1.5459163152585533e-05,1.5561616694459803e-05,1.4524635472576221e-05,1.7710640764245362e-05,1.870581482028462e-05,1.9581322939387872e-05,1.6194555949117144e-05,1.709091974808081e-05,1.0131631131099356e-05
PI(24:0),0.0264809678045957,3.993400439613596,0.0361900254618419,0.8491236054923733,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.562386517055943e-05,1.5560123008980748e-05,1.5869140311594368e-05,1.69750016480262e-05,1.9237874100386713e-05,1.952575730756227e-05,1.607556325866768e-05,1.5867745222962616e-05,1.0326685511774445e-05
PI(25:0),0.0180019034708543,4.04188163392568,0.0167524912284351,0.8970162910447158,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5492649343561526e-05,1.655903183179931e-05,1.667223065938647e-05,1.772763580730756e-05,1.96392363514585e-05,1.9515767783136837e-05,1.7878662611154192e-05,1.6563908276282375e-05,1.0131631162050828e-05
PI(26:0),0.0225005631904528,3.986566849957948,0.0261249865586368,0.8715954537561243,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.6181718520685414e-05,1.555663836006874e-05,1.5173730664911562e-05,1.6882743379411554e-05,1.8755760795403905e-05,1.9514831378722366e-05,1.6398433788350412e-05,1.5867999064878643e-05,1.0128385590708282e-05
PI(26:1),0.0425348272363061,4.023488817008734,0.0934513428867849,0.7598345019697884,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.6290858349982788e-05,1.5563110237506752e-05,1.5789711242569832e-05,1.8225615065749464e-05,1.875037755914049e-05,1.975114199664264e-05,1.640381935957761e-05,1.678944366986769e-05,1.0503240661972043e-05
"PI(27:0),PI(O-28:0)",0.0542010076084988,4.032269052113714,0.1518094637302462,0.6968121327127754,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.8289109755631172e-05,1.6634951751735247e-05,1.500676755587532e-05,1.6887868755882712e-05,1.8746788373682786e-05,2.0630829669319877e-05,1.6540506813549903e-05,1.64061857332576e-05,1.0131468883483701e-05
"PI(27:1),PI(P-28:0)",-0.015681289447457,3.973672421176259,0.0126838228623447,0.910329862463843,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.548347165448543e-05,1.5559874322526428e-05,1.4461184945291692e-05,1.687950616954879e-05,1.876024700626446e-05,2.0158208254855742e-05,1.6071716666646508e-05,1.586672922553804e-05,1.0130657459696592e-05
"PI(28:0),PI(O-29:0)",-0.0078021265176674,3.985622647038428,0.0031411251350768,0.9553053679914304,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5490168835907612e-05,1.6305882220012295e-05,1.446581630680576e-05,1.6874650509113306e-05,1.875875152658489e-05,1.9524196554149877e-05,1.6070177785268356e-05,1.6807984448120702e-05,1.0134552114356175e-05
"PI(28:1),PI(P-29:0)",-0.0033280753668657,3.9798004956147617,0.0005714314013491872,0.9809286800337688,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5487192274033764e-05,1.5562861313665594e-05,1.4987547246584346e-05,1.6877078262151718e-05,1.9409843710297655e-05,1.952763035455601e-05,1.6063253772888434e-05,1.5872062667032035e-05,1.0128061126428443e-05
PI(28:2),-0.0315458392443876,3.9954424731899194,0.0513657450646576,0.8207035908542258,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5488928582080655e-05,1.555838077947948e-05,1.5129500623593128e-05,1.6869794797224932e-05,1.8755760681314822e-05,1.9509524471781294e-05,1.8075103330806336e-05,1.5863681378593654e-05,1.0135201228624686e-05
