lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDM-P_x,GDM-Q_x,GDM-R_x,GDM-S_x,GDM-P_y,GDM-Q_y,GDM-R_y,GDM-S_y,Blank1
"[TG(56:13),TG(55:6)]_FA14:0",0,3.2584641706725543,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.021607176549088e-06,1.4294483858165715e-05,1.1168312026147542e-05,1.1349631261413574e-05,5.021607176549088e-06,1.4294483858165715e-05,1.1168312026147542e-05,1.1349631261413574e-05,7.976783220104476e-06
"[TG(56:13),TG(55:6)]_FA16:0",0,3.6074645505765472,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.331065297740129e-06,2.709975904079308e-05,1.2329043115631999e-05,1.3235047688924639e-05,5.331065297740129e-06,2.709975904079308e-05,1.2329043115631999e-05,1.3235047688924639e-05,8.103033128745592e-06
"[TG(56:13),TG(55:6)]_FA16:1",0,3.372039376336842,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.440223759139608e-06,1.5452291358346985e-05,1.2085728481121775e-05,1.2367199292098858e-05,5.440223759139608e-06,1.5452291358346985e-05,1.2085728481121775e-05,1.2367199292098858e-05,8.509044849208056e-06
"[TG(56:13),TG(55:6)]_FA18:0",0,3.3344916290920112,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.219588765839769e-06,1.6002332507021615e-05,1.184781008887816e-05,1.1545527938189275e-05,5.219588765839769e-06,1.6002332507021615e-05,1.184781008887816e-05,1.1545527938189275e-05,8.094270240878075e-06
"[TG(56:13),TG(55:6)]_FA18:1",0,3.3803138628626943,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.455712497493066e-06,1.545797423280453e-05,1.2110364737675917e-05,1.2336969643988608e-05,5.455712497493066e-06,1.545797423280453e-05,1.2110364737675917e-05,1.2336969643988608e-05,8.90061393195355e-06
"[TG(56:13),TG(55:6)]_FA18:2",0,3.4865964303413746,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.896455705611067e-06,1.6782080558510037e-05,1.314556712820932e-05,1.3285509462312312e-05,5.896455705611067e-06,1.6782080558510037e-05,1.314556712820932e-05,1.3285509462312312e-05,9.203743486023572e-06
"[TG(56:13),TG(55:6)]_FA18:3",0,3.536458803293616,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.093172841654757e-06,1.7335710449678277e-05,1.3612018096711949e-05,1.3827260391937957e-05,6.093172841654757e-06,1.7335710449678277e-05,1.3612018096711949e-05,1.3827260391937957e-05,9.497136449871844e-06
"[TG(56:13),TG(55:6)]_FA20:4",0,3.642212584717588,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.664990561965589e-06,1.8629906822743904e-05,1.4553367026438482e-05,1.4811028415487619e-05,6.664990561965589e-06,1.8629906822743904e-05,1.4553367026438482e-05,1.4811028415487619e-05,1.0145586716454645e-05
"[TG(56:13),TG(55:6)]_FA22:5",0,3.8171680367609127,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.229116737654823e-06,2.0555199596758154e-05,1.614770060809512e-05,1.806153303983821e-05,7.229116737654823e-06,2.0555199596758154e-05,1.614770060809512e-05,1.806153303983821e-05,1.1457416753990073e-05
"[TG(56:13),TG(55:6)]_FA22:6",0,3.9135396226472414,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.865207321105613e-06,2.233333618648798e-05,1.815921206336031e-05,1.7802320988462437e-05,7.865207321105613e-06,2.233333618648798e-05,1.815921206336031e-05,1.7802320988462437e-05,1.2267330635445293e-05
[TG(56:6)]_FA14:0,0,3.2781446951956226,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.391966432931631e-06,1.4289099917223777e-05,1.1170189090888402e-05,1.1340586143041913e-05,5.391966432931631e-06,1.4289099917223777e-05,1.1170189090888402e-05,1.1340586143041913e-05,7.812885612433979e-06
[TG(56:6)]_FA16:0,0,3.2739018067263217,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,4.996319498291505e-06,1.537183408720098e-05,1.1128658938397227e-05,1.1254658403814158e-05,4.996319498291505e-06,1.537183408720098e-05,1.1128658938397227e-05,1.1254658403814158e-05,7.821973026484278e-06
[TG(56:6)]_FA16:1,0,3.391213386698876,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.441382764244781e-06,1.63923560850962e-05,1.208596303030297e-05,1.2357202087067126e-05,5.441382764244781e-06,1.63923560850962e-05,1.208596303030297e-05,1.2357202087067126e-05,8.511803461043333e-06
[TG(56:6)]_FA18:0,0,3.2753601279383924,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.021501848988335e-06,1.4194884231021794e-05,1.2048187052046274e-05,1.1273700454816616e-05,5.021501848988335e-06,1.4194884231021794e-05,1.2048187052046274e-05,1.1273700454816616e-05,7.794224041486415e-06
[TG(56:6)]_FA18:1,0,3.3771355005324404,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.450233454649461e-06,1.5445711341052324e-05,1.2223692672446007e-05,1.2336731520173241e-05,5.450233454649461e-06,1.5445711341052324e-05,1.2223692672446007e-05,1.2336731520173241e-05,8.60462463483713e-06
[TG(56:6)]_FA18:2,0,3.4863170799151764,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.8967718289712375e-06,1.676742460127828e-05,1.3146740232137321e-05,1.3286699763588062e-05,5.8967718289712375e-06,1.676742460127828e-05,1.3146740232137321e-05,1.3286699763588062e-05,9.19952439803562e-06
[TG(56:6)]_FA18:3,0,3.5362180951730338,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.094121151444735e-06,1.7329429594092748e-05,1.3608733289356381e-05,1.3820833727532223e-05,6.094121151444735e-06,1.7329429594092748e-05,1.3608733289356381e-05,1.3820833727532223e-05,9.500219618841373e-06
[TG(56:6)]_FA20:4,0,3.6366317183451486,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.5481404554602895e-06,1.862930872751916e-05,1.4552428516444426e-05,1.4819121401799056e-05,6.5481404554602895e-06,1.862930872751916e-05,1.4552428516444426e-05,1.4819121401799056e-05,1.0143477280790821e-05
[TG(56:6)]_FA22:5,0,3.785136983913765,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.234384964602167e-06,2.0548619579463493e-05,1.614840447940247e-05,1.631845708651944e-05,7.234384964602167e-06,2.0548619579463493e-05,1.614840447940247e-05,1.631845708651944e-05,1.1564680472646426e-05
[TG(56:6)]_FA22:6,0,3.933228394691964,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,8.448825968654969e-06,2.2327952758981473e-05,1.74970768159181e-05,1.780612942590302e-05,8.448825968654969e-06,2.2327952758981473e-05,1.74970768159181e-05,1.780612942590302e-05,1.2907342726052191e-05
"[TG(56:7),TG(55:0)]_FA14:0",0,3.3718464496672853,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.083479169020852e-06,1.4290894659285058e-05,1.2933927776596032e-05,1.1347489055078381e-05,6.083479169020852e-06,1.4290894659285058e-05,1.2933927776596032e-05,1.1347489055078381e-05,7.99463349107082e-06
"[TG(56:7),TG(55:0)]_FA16:0",0,3.2974068338957765,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.546748127162261e-06,1.4215222777469195e-05,1.1362588472966908e-05,1.1253230069523353e-05,5.546748127162261e-06,1.4215222777469195e-05,1.1362588472966908e-05,1.1253230069523353e-05,8.226199713659815e-06
"[TG(56:7),TG(55:0)]_FA16:1",0,3.388865693689332,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.517245859308065e-06,1.545707686177389e-05,1.2094409709754965e-05,1.2828972763071278e-05,5.517245859308065e-06,1.545707686177389e-05,1.2094409709754965e-05,1.2828972763071278e-05,8.512614884830443e-06
"[TG(56:7),TG(55:0)]_FA18:0",0,3.3023017060409137,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.022450158778313e-06,1.5184299800585748e-05,1.1155876444268856e-05,1.2368865477804093e-05,5.022450158778313e-06,1.5184299800585748e-05,1.1155876444268856e-05,1.2368865477804093e-05,7.792114451065232e-06
"[TG(56:7),TG(55:0)]_FA18:1",0,3.372853973216499,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.452972935877575e-06,1.5456478823597524e-05,1.2118577002204977e-05,1.233339933036339e-05,5.452972935877575e-06,1.5456478823597524e-05,1.2118577002204977e-05,1.233339933036339e-05,8.508720199219386e-06
"[TG(56:7),TG(55:0)]_FA18:2",0,3.5253288033871946,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.8982468971460495e-06,1.676533098274977e-05,1.3151667644558062e-05,1.4927661959656041e-05,5.8982468971460495e-06,1.676533098274977e-05,1.3151667644558062e-05,1.4927661959656041e-05,9.196278795741603e-06
"[TG(56:7),TG(55:0)]_FA18:3",0,3.5436026424534206,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.093383577163641e-06,1.7328532223062108e-05,1.3612018186217456e-05,1.3829164656058405e-05,6.093383577163641e-06,1.7328532223062108e-05,1.3612018186217456e-05,1.3829164656058405e-05,9.925866643557112e-06
"[TG(56:7),TG(55:0)]_FA20:4",0,3.650348474208256,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.545822324668878e-06,1.9432984695480784e-05,1.4547735876968647e-05,1.4821977570978954e-05,6.545822324668878e-06,1.9432984695480784e-05,1.4547735876968647e-05,1.4821977570978954e-05,1.0150130485382737e-05
"[TG(56:7),TG(55:0)]_FA22:5",0,3.7800544306062216,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.2282737554256e-06,2.054682489445059e-05,1.6150750821516738e-05,1.6311078290053487e-05,7.2282737554256e-06,2.054682489445059e-05,1.6150750821516738e-05,1.6311078290053487e-05,1.1235424781152757e-05
"[TG(56:7),TG(55:0)]_FA22:6",0,3.9174348948019215,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.869105847632588e-06,2.2333934681051386e-05,1.8150296017029405e-05,1.7802320988462437e-05,7.869105847632588e-06,2.2333934681051386e-05,1.8150296017029405e-05,1.7802320988462437e-05,1.2567052370557113e-05
"[TG(56:8),TG(55:1)]_FA14:0",0,3.2660363105478885,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.021501909278868e-06,1.429119376394581e-05,1.1437670973095885e-05,1.146483651669135e-05,5.021501909278868e-06,1.429119376394581e-05,1.1437670973095885e-05,1.146483651669135e-05,7.817753845641912e-06
"[TG(56:8),TG(55:1)]_FA16:0",0,3.2969427688839392,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,4.998110730020173e-06,1.5328464938262636e-05,1.1876904748996159e-05,1.1255134333643803e-05,4.998110730020173e-06,1.5328464938262636e-05,1.1876904748996159e-05,1.1255134333643803e-05,7.967046691785668e-06
"[TG(56:8),TG(55:1)]_FA16:1",0,3.404683540096934,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.611442401029453e-06,1.5454983300293763e-05,1.2512291678434635e-05,1.2360058301647173e-05,5.611442401029453e-06,1.5454983300293763e-05,1.2512291678434635e-05,1.2360058301647173e-05,9.135750252067876e-06
"[TG(56:8),TG(55:1)]_FA18:0",0,3.2643024983569706,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.0277184259193445e-06,1.4190098670546507e-05,1.115587635476335e-05,1.136248481722582e-05,5.0277184259193445e-06,1.4190098670546507e-05,1.115587635476335e-05,1.136248481722582e-05,8.357317762654446e-06
"[TG(56:8),TG(55:1)]_FA18:1",0,3.3726535121019903,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.453078303632018e-06,1.544660854093782e-05,1.2116465343530169e-05,1.2337207631603509e-05,5.453078303632018e-06,1.544660854093782e-05,1.2116465343530169e-05,1.2337207631603509e-05,8.506286020712478e-06
"[TG(56:8),TG(55:1)]_FA18:2",0,3.4867221767550105,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.89919522703287e-06,1.6775799417682606e-05,1.314979049031169e-05,1.3286223606757638e-05,5.89919522703287e-06,1.6775799417682606e-05,1.314979049031169e-05,1.3286223606757638e-05,9.202445226535082e-06
"[TG(56:8),TG(55:1)]_FA18:3",0,3.5396673391463,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.097176756033018e-06,1.7340496067201944e-05,1.3622107381229118e-05,1.3827736367167757e-05,6.097176756033018e-06,1.7340496067201944e-05,1.3622107381229118e-05,1.3827736367167757e-05,9.65502990531599e-06
"[TG(56:8),TG(55:1)]_FA20:4",0,3.636415311019928,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.54550630179293e-06,1.8627813318312156e-05,1.4550785956132004e-05,1.4816502947833129e-05,6.54550630179293e-06,1.8627813318312156e-05,1.4550785956132004e-05,1.4816502947833129e-05,1.0145424468838991e-05
"[TG(56:8),TG(55:1)]_FA22:5",0,3.780087578852653,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.2293274329700195e-06,2.054861952241511e-05,1.6155208956564075e-05,1.6308698096103392e-05,7.2293274329700195e-06,2.054861952241511e-05,1.6155208956564075e-05,1.6308698096103392e-05,1.1229582876542061e-05
"[TG(56:8),TG(55:1)]_FA22:6",0,3.9110840005715968,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.871002427018855e-06,2.233184083432936e-05,1.7670001589775127e-05,1.780303513290776e-05,7.871002427018855e-06,2.233184083432936e-05,1.7670001589775127e-05,1.780303513290776e-05,1.2743120561247439e-05
"[TG(56:9),TG(55:2)]_FA14:0",0,3.261228564626354,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.019816005110952e-06,1.4293885762940971e-05,1.1175820195605481e-05,1.1344632704297866e-05,5.019816005110952e-06,1.4293885762940971e-05,1.1175820195605481e-05,1.1344632704297866e-05,8.114554628448383e-06
"[TG(56:9),TG(55:2)]_FA16:0",0,3.260299642644291,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.191140034852083e-06,1.4210138226429915e-05,1.1131239829692688e-05,1.1252753958093087e-05,5.191140034852083e-06,1.4210138226429915e-05,1.1131239829692688e-05,1.1252753958093087e-05,7.818240743246238e-06
"[TG(56:9),TG(55:2)]_FA16:1",0,3.390959875404483,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.76727785319188e-06,1.5451094996752352e-05,1.2084555242935512e-05,1.2365771003208205e-05,5.76727785319188e-06,1.5451094996752352e-05,1.2084555242935512e-05,1.2365771003208205e-05,8.507097444499584e-06
"[TG(56:9),TG(55:2)]_FA18:0",0,3.279045315933614,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.057115346115942e-06,1.4200866038994949e-05,1.1151652992660975e-05,1.187614839587672e-05,5.057115346115942e-06,1.4200866038994949e-05,1.1151652992660975e-05,1.187614839587672e-05,8.280886321771376e-06
"[TG(56:9),TG(55:2)]_FA18:1",0,3.43090190334652,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.453289059237746e-06,1.6945088776378943e-05,1.2111538065367684e-05,1.24762158705858e-05,5.453289059237746e-06,1.6945088776378943e-05,1.2111538065367684e-05,1.24762158705858e-05,9.826716729451238e-06
"[TG(56:9),TG(55:2)]_FA18:2",0,3.48653626498724,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.899511330296196e-06,1.6768022924696547e-05,1.3148617341630939e-05,1.3284081400422444e-05,5.899511330296196e-06,1.6768022924696547e-05,1.3148617341630939e-05,1.3284081400422444e-05,9.203905702687756e-06
"[TG(56:9),TG(55:2)]_FA18:3",0,3.536163318181847,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.088958211864457e-06,1.7334514145132024e-05,1.361577240520469e-05,1.381940548404173e-05,6.088958211864457e-06,1.7334514145132024e-05,1.361577240520469e-05,1.381940548404173e-05,9.499570597427282e-06
"[TG(56:9),TG(55:2)]_FA20:4",0,3.636641354791104,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.54908868486289e-06,1.8627813318312156e-05,1.4554540175119232e-05,1.4813408745638179e-05,6.54908868486289e-06,1.8627813318312156e-05,1.4554540175119232e-05,1.4813408745638179e-05,1.0147696368778772e-05
"[TG(56:9),TG(55:2)]_FA22:5",0,3.78027150633558,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.229432780627617e-06,2.055490072029092e-05,1.6143007923866588e-05,1.632250351157493e-05,7.229432780627617e-06,2.055490072029092e-05,1.6143007923866588e-05,1.632250351157493e-05,1.1233315221683046e-05
"[TG(56:9),TG(55:2)]_FA22:6",0,3.901324538158757,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.86636620562972e-06,2.2327952644884708e-05,1.7487926175653248e-05,1.7800892835772257e-05,7.86636620562972e-06,2.2327952644884708e-05,1.7487926175653248e-05,1.7800892835772257e-05,1.2271549909142077e-05
"[TG(57:10),TG(56:3)]_FA14:0",0,3.326639150306205,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.020764274707242e-06,1.4289698240642044e-05,1.2561330000383753e-05,1.2538579113125653e-05,5.020764274707242e-06,1.4289698240642044e-05,1.2561330000383753e-05,1.2538579113125653e-05,7.818565207526077e-06
"[TG(57:10),TG(56:3)]_FA16:0",0,3.263398549453944,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,4.994739022168563e-06,1.4219709347380492e-05,1.1130301319698634e-05,1.1645261410689654e-05,4.994739022168563e-06,1.4219709347380492e-05,1.1130301319698634e-05,1.1645261410689654e-05,8.02968482588058e-06
"[TG(57:10),TG(56:3)]_FA16:1",0,3.397594008447277,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.438643283016668e-06,1.544750602606522e-05,1.2902721636814237e-05,1.2539769232800776e-05,5.438643283016668e-06,1.544750602606522e-05,1.2902721636814237e-05,1.2539769232800776e-05,8.505799277865512e-06
"[TG(57:10),TG(56:3)]_FA18:0",0,3.2636544986725124,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.0228716096992355e-06,1.4201763352977212e-05,1.1153060780028434e-05,1.1752611848871515e-05,5.0228716096992355e-06,1.4201763352977212e-05,1.1153060780028434e-05,1.1752611848871515e-05,7.795359898601891e-06
"[TG(57:10),TG(56:3)]_FA18:1",0,3.46760161716556,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.452130034035729e-06,1.7066522359177267e-05,1.2687562839158683e-05,1.2328876703077327e-05,5.452130034035729e-06,1.7066522359177267e-05,1.2687562839158683e-05,1.2328876703077327e-05,1.1143577247810256e-05
"[TG(57:10),TG(56:3)]_FA18:2",0,3.514436580650304,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.898879123769544e-06,1.677729476984123e-05,1.3150259767685096e-05,1.4450178536690701e-05,5.898879123769544e-06,1.677729476984123e-05,1.3150259767685096e-05,1.4450178536690701e-05,9.201958452736641e-06
"[TG(57:10),TG(56:3)]_FA18:3",0,3.5362346872878687,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.089274335224625e-06,1.732913031828685e-05,1.3614599167018423e-05,1.3824166008142385e-05,6.089274335224625e-06,1.732913031828685e-05,1.3614599167018423e-05,1.3824166008142385e-05,9.503789685415233e-06
"[TG(57:10),TG(56:3)]_FA20:4",0,3.636272675497737,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.549615483441411e-06,1.862332669135248e-05,1.4544216296668117e-05,1.48076960894773e-05,6.549615483441411e-06,1.862332669135248e-05,1.4544216296668117e-05,1.48076960894773e-05,1.0149806021102898e-05
"[TG(57:10),TG(56:3)]_FA22:5",0,3.7920389974770337,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.231434727768324e-06,2.0539347392028526e-05,1.6161543932588508e-05,1.6916382309493174e-05,7.231434727768324e-06,2.0539347392028526e-05,1.6161543932588508e-05,1.6916382309493174e-05,1.1230394269377699e-05
"[TG(57:10),TG(56:3)]_FA22:6",0,3.901812804193981,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.871423877939779e-06,2.2320175866656748e-05,1.7502708054893444e-05,1.780612942590302e-05,7.871423877939779e-06,2.2320175866656748e-05,1.7502708054893444e-05,1.780612942590302e-05,1.2273821623373027e-05
"[TG(57:11),TG(56:4)]_FA14:0",0,3.2601924464735585,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.020026780813524e-06,1.4295082124535599e-05,1.1177227938220185e-05,1.1522201202115494e-05,5.020026780813524e-06,1.4295082124535599e-05,1.1177227938220185e-05,1.1522201202115494e-05,7.815806564739328e-06
"[TG(57:11),TG(56:4)]_FA16:0",0,3.2554547982237323,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,4.995792699712984e-06,1.4214026301777801e-05,1.1394967895687722e-05,1.1251325987003528e-05,4.995792699712984e-06,1.4214026301777801e-05,1.1394967895687722e-05,1.1251325987003528e-05,7.817104762324875e-06
"[TG(57:11),TG(56:4)]_FA16:1",0,3.3928797635587387,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.440329086700362e-06,1.5450796063236742e-05,1.2880196770418385e-05,1.2368389320973669e-05,5.440329086700362e-06,1.5450796063236742e-05,1.2880196770418385e-05,1.2368389320973669e-05,8.510829851543514e-06
"[TG(57:11),TG(56:4)]_FA18:0",0,3.2501368283277072,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.024241370410137e-06,1.4188004994969618e-05,1.1156580136565195e-05,1.1278460978917269e-05,5.024241370410137e-06,1.4188004994969618e-05,1.1156580136565195e-05,1.1278460978917269e-05,7.793574896266434e-06
"[TG(57:11),TG(56:4)]_FA18:1",0,3.4128017886164,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.824069686153835e-06,1.6095351774580582e-05,1.2119046279578379e-05,1.232982874433724e-05,5.824069686153835e-06,1.6095351774580582e-05,1.2119046279578379e-05,1.232982874433724e-05,8.806981458178533e-06
"[TG(57:11),TG(56:4)]_FA18:2",0,3.5262680456388744,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.221402464671345e-06,1.677221021880195e-05,1.408175405158116e-05,1.3288841969923253e-05,6.221402464671345e-06,1.677221021880195e-05,1.408175405158116e-05,1.3288841969923253e-05,9.199686645651275e-06
