lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDM-P_x,GDM-Q_x,GDM-R_x,GDM-S_x,GDM-P_y,GDM-Q_y,GDM-R_y,GDM-S_y,Blank1
[TG(64:6)]_FA18:0,0,3.3114493126668263,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.23507742380585e-06,1.4828672573917193e-05,1.1647433215215552e-05,1.1763799264378683e-05,5.23507742380585e-06,1.4828672573917193e-05,1.1647433215215552e-05,1.1763799264378683e-05,8.130782020889038e-06
[TG(64:6)]_FA18:1,0,3.3724771011561074,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.450865661176114e-06,1.545318867232924e-05,1.2113415085355796e-05,1.233244715290301e-05,5.450865661176114e-06,1.545318867232924e-05,1.2113415085355796e-05,1.233244715290301e-05,8.507422094488258e-06
[TG(64:6)]_FA18:2,0,3.486619026217127,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.899827413462676e-06,1.67683220293573e-05,1.3151432961118609e-05,1.3283367165176812e-05,5.899827413462676e-06,1.67683220293573e-05,1.3151432961118609e-05,1.3283367165176812e-05,9.20439256934061e-06
[TG(64:6)]_FA18:3,0,3.58708688562764,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.310330799542233e-06,1.7955740206372555e-05,1.4098647679001673e-05,1.4322833824645846e-05,6.310330799542233e-06,1.7955740206372555e-05,1.4098647679001673e-05,1.4322833824645846e-05,9.839049467232307e-06
[TG(64:6)]_FA20:4,0,3.683972861188027,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.765509088566117e-06,1.925412415878549e-05,1.5030142097155996e-05,1.5317551139887305e-05,6.765509088566117e-06,1.925412415878549e-05,1.5030142097155996e-05,1.5317551139887305e-05,1.0491556790847706e-05
[TG(64:6)]_FA22:5,0,3.82301870198194,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.4516482701472405e-06,2.1168051069787882e-05,1.663784963642711e-05,1.6801177054215396e-05,7.4516482701472405e-06,2.1168051069787882e-05,1.663784963642711e-05,1.6801177054215396e-05,1.1569873355843029e-05
[TG(64:6)]_FA22:6,0,3.953711896695322,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,8.418270043353196e-06,2.293841110948327e-05,1.7974321074503513e-05,1.8291705789779646e-05,8.418270043353196e-06,2.293841110948327e-05,1.7974321074503513e-05,1.8291705789779646e-05,1.2610866500379975e-05
"[TG(64:7),TG(63:0)]_FA14:0",0,3.323916599989289,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.2419261469729795e-06,1.4916009195212138e-05,1.1656349306299214e-05,1.2114889880358615e-05,5.2419261469729795e-06,1.4916009195212138e-05,1.1656349306299214e-05,1.2114889880358615e-05,8.153500556014784e-06
"[TG(64:7),TG(63:0)]_FA16:0",0,3.308864416641644,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.212213163706743e-06,1.4829270726190318e-05,1.1606841662223942e-05,1.1744994973990347e-05,5.212213163706743e-06,1.4829270726190318e-05,1.1606841662223942e-05,1.1744994973990347e-05,8.152526946514964e-06
"[TG(64:7),TG(63:0)]_FA16:1",0,3.3724257817431567,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.444227653421025e-06,1.545468425268139e-05,1.2096052225314633e-05,1.2361962656567935e-05,5.444227653421025e-06,1.545468425268139e-05,1.2096052225314633e-05,1.2361962656567935e-05,8.507259784969656e-06
"[TG(64:7),TG(63:0)]_FA18:0",0,3.31140338477205,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.239186685841709e-06,1.4820895795689232e-05,1.1635936232836435e-05,1.176808376784938e-05,5.239186685841709e-06,1.4820895795689232e-05,1.1635936232836435e-05,1.176808376784938e-05,8.134352087462894e-06
"[TG(64:7),TG(63:0)]_FA18:1",0,3.372631647066383,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.450970988736867e-06,1.5456777928258282e-05,1.2115526878288867e-05,1.2332923264333278e-05,5.450970988736867e-06,1.5456777928258282e-05,1.2115526878288867e-05,1.2332923264333278e-05,8.507746558768095e-06
"[TG(64:7),TG(63:0)]_FA18:2",0,3.495441651015636,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.89866838826066e-06,1.6774902103700346e-05,1.3150259767685096e-05,1.3285747586127681e-05,5.89866838826066e-06,1.6774902103700346e-05,1.3150259767685096e-05,1.3285747586127681e-05,9.705497394488127e-06
"[TG(64:7),TG(63:0)]_FA18:3",0,3.587350202754809,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.314123898024233e-06,1.796142313787849e-05,1.410451342240545e-05,1.4315455028179889e-05,6.314123898024233e-06,1.796142313787849e-05,1.410451342240545e-05,1.4315455028179889e-05,9.839211776750908e-06
"[TG(64:7),TG(63:0)]_FA20:4",0,3.684030655568899,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.769302227241805e-06,1.9255918843798388e-05,1.5028734130777523e-05,1.5316836950041827e-05,6.769302227241805e-06,1.9255918843798388e-05,1.5028734130777523e-05,1.5316836950041827e-05,1.0484579029121537e-05
"[TG(64:7),TG(63:0)]_FA22:5",0,3.823355425228649,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.453228766367026e-06,2.116386377568248e-05,1.664301155327629e-05,1.680974606115679e-05,7.453228766367026e-06,2.116386377568248e-05,1.664301155327629e-05,1.680974606115679e-05,1.1574903836666616e-05
"[TG(64:7),TG(63:0)]_FA22:6",0,3.95494592718344,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,8.446402570593336e-06,2.2944991412019838e-05,1.7971270861081897e-05,1.8298132590385848e-05,8.446402570593336e-06,2.2944991412019838e-05,1.7971270861081897e-05,1.8298132590385848e-05,1.2609568271842955e-05
"[TG(64:8),TG(63:1)]_FA14:0",0,3.3161876393290632,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.23876525501763e-06,1.490643801721318e-05,1.1658695603660727e-05,1.1839730116375796e-05,5.23876525501763e-06,1.490643801721318e-05,1.1658695603660727e-05,1.1839730116375796e-05,8.154798784551804e-06
"[TG(64:8),TG(63:1)]_FA16:0",0,3.30912488423777,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.213266801057474e-06,1.4830766306542463e-05,1.1612707584638736e-05,1.1739758429259736e-05,5.213266801057474e-06,1.4830766306542463e-05,1.1612707584638736e-05,1.1739758429259736e-05,8.159829172520976e-06
"[TG(64:8),TG(63:1)]_FA16:1",0,3.38109690657687,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.4433847314823345e-06,1.546006813657495e-05,1.2088309282911729e-05,1.2696391233894877e-05,5.4433847314823345e-06,1.546006813657495e-05,1.2088309282911729e-05,1.2696391233894877e-05,8.514724413348682e-06
"[TG(64:8),TG(63:1)]_FA18:0",0,3.311529104049275,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.2381330283941336e-06,1.4817605872614471e-05,1.1641802065745723e-05,1.1770225974184574e-05,5.2381330283941336e-06,1.4817605872614471e-05,1.1641802065745723e-05,1.1770225974184574e-05,8.136461646932605e-06
"[TG(64:8),TG(63:1)]_FA18:1",0,3.377445502315513,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.5349471999237385e-06,1.5450496958575988e-05,1.2117169170084766e-05,1.2329590756722339e-05,5.5349471999237385e-06,1.5450496958575988e-05,1.2117169170084766e-05,1.2329590756722339e-05,8.51164124437915e-06
"[TG(64:8),TG(63:1)]_FA18:2",0,3.4868703970281048,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.898984471427142e-06,1.6778790407241754e-05,1.3149790624569954e-05,1.3288365813092827e-05,5.898984471427142e-06,1.6778790407241754e-05,1.3149790624569954e-05,1.3288365813092827e-05,9.205366302646317e-06
"[TG(64:8),TG(63:1)]_FA18:3",0,3.5870335741599866,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.312122031270903e-06,1.7962021461296748e-05,1.4100055511121884e-05,1.4312360508183847e-05,6.312122031270903e-06,1.7962021461296748e-05,1.4100055511121884e-05,1.4312360508183847e-05,9.835804050647121e-06
"[TG(64:8),TG(63:1)]_FA20:4",0,3.684122564865557,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.768880876805103e-06,1.9252927740142475e-05,1.5037415672679989e-05,1.5313742611646408e-05,6.768880876805103e-06,1.9252927740142475e-05,1.5037415672679989e-05,1.5313742611646408e-05,1.0487337702859757e-05
"[TG(64:8),TG(63:1)]_FA22:5",0,3.824250761024912,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.451016144007966e-06,2.1153096179040513e-05,1.66418385388538e-05,1.6875441584306807e-05,7.451016144007966e-06,2.1153096179040513e-05,1.66418385388538e-05,1.6875441584306807e-05,1.1569548767757302e-05
"[TG(64:8),TG(63:1)]_FA22:6",0,3.941201332708899,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,8.09226964694219e-06,2.29500760201075e-05,1.7978309932177446e-05,1.8299322710060974e-05,8.09226964694219e-06,2.29500760201075e-05,1.7978309932177446e-05,1.8299322710060974e-05,1.2606971876671862e-05
"[TG(64:9),TG(63:2)]_FA14:0",0,3.32611612099849,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.41124826976709e-06,1.4901054247416389e-05,1.1654706880245055e-05,1.1833065191954228e-05,5.41124826976709e-06,1.4901054247416389e-05,1.1654706880245055e-05,1.1833065191954228e-05,8.147496403788433e-06
"[TG(64:9),TG(63:2)]_FA16:0",0,3.3091999187915437,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.21273994218842e-06,1.4828373355159674e-05,1.1610830564650627e-05,1.174951760127641e-05,5.21273994218842e-06,1.4828373355159674e-05,1.1610830564650627e-05,1.174951760127641e-05,8.157070560685699e-06
"[TG(64:9),TG(63:2)]_FA16:1",0,3.3718961435938355,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.441804235262549e-06,1.544870227356309e-05,1.2088074644225027e-05,1.2355773798176479e-05,5.441804235262549e-06,1.544870227356309e-05,1.2088074644225027e-05,1.2355773798176479e-05,8.512939380061753e-06
"[TG(64:9),TG(63:2)]_FA18:0",0,3.310862758586069,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.2360257536926714e-06,1.4815512025892437e-05,1.1633120613348765e-05,1.1768083631648913e-05,5.2360257536926714e-06,1.4815512025892437e-05,1.1633120613348765e-05,1.1768083631648913e-05,8.126562932901087e-06
"[TG(64:9),TG(63:2)]_FA18:1",0,3.372712643554072,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.450760233131139e-06,1.545468430972977e-05,1.2121392576939894e-05,1.2334827346853105e-05,5.450760233131139e-06,1.545468430972977e-05,1.2121392576939894e-05,1.2334827346853105e-05,8.50417655409718e-06
"[TG(64:9),TG(63:2)]_FA18:2",0,3.486725133518576,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.898457652751776e-06,1.677699595042238e-05,1.315471785797968e-05,1.3282653338532574e-05,5.898457652751776e-06,1.677699595042238e-05,1.315471785797968e-05,1.3282653338532574e-05,9.20163389560239e-06
"[TG(64:9),TG(63:2)]_FA18:3",0,3.587512790623568,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.311700660737355e-06,1.7962320508909125e-05,1.4109675384007389e-05,1.4320691527510341e-05,6.311700660737355e-06,1.7962320508909125e-05,1.4109675384007389e-05,1.4320691527510341e-05,9.841321460026507e-06
"[TG(64:9),TG(63:2)]_FA20:4",0,3.683736225632961,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.765614476417403e-06,1.9250834064565586e-05,1.5032253711078052e-05,1.530826803390074e-05,6.765614476417403e-06,1.9250834064565586e-05,1.5032253711078052e-05,1.530826803390074e-05,1.0489122705195213e-05
"[TG(64:9),TG(63:2)]_FA22:5",0,3.823455163865498,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.448803481455218e-06,2.116745297456314e-05,1.664958121274018e-05,1.681426855224239e-05,7.448803481455218e-06,2.116745297456314e-05,1.664958121274018e-05,1.681426855224239e-05,1.1576526498532e-05
"[TG(64:9),TG(63:2)]_FA22:6",0,3.944920653982864,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,8.091742767976292e-06,2.2941402327235945e-05,1.819956915667624e-05,1.8293609963099783e-05,8.091742767976292e-06,2.2941402327235945e-05,1.819956915667624e-05,1.8293609963099783e-05,1.26095683337459e-05
[TG(65:0)]_FA14:0 | [TG(66:7)]_FA14:0,0,3.316054820893448,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.241294000736859e-06,1.4902848875380908e-05,1.1652360582883542e-05,1.1835207534489886e-05,5.241294000736859e-06,1.4902848875380908e-05,1.1652360582883542e-05,1.1835207534489886e-05,8.159180151106883e-06
[TG(65:0)]_FA14:0 | [TG(66:7)]_FA14:0_2,0,3.3163701509985275,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.238449091463772e-06,1.4911223634736851e-05,1.1658695514155222e-05,1.183973016177595e-05,5.238449091463772e-06,1.4911223634736851e-05,1.1658695514155222e-05,1.183973016177595e-05,8.159829172520976e-06
[TG(65:0)]_FA16:0,0,3.309190073995325,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.212213143609899e-06,1.4833458020295717e-05,1.1617634952306725e-05,1.1739758474659892e-05,5.212213143609899e-06,1.4833458020295717e-05,1.1617634952306725e-05,1.1739758474659892e-05,8.156583724984316e-06
[TG(65:0)]_FA18:0,0,3.3112492809715635,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.23971348442023e-06,1.4817306825002099e-05,1.1637343930698383e-05,1.1766655478958733e-05,5.23971348442023e-06,1.4817306825002099e-05,1.1637343930698383e-05,1.1766655478958733e-05,8.128834739986455e-06
"[TG(65:12),TG(64:5)]_FA14:0",0,3.3162577675544185,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.239081277893579e-06,1.4912419882234718e-05,1.1656583855480408e-05,1.183687362939481e-05,5.239081277893579e-06,1.4912419882234718e-05,1.1656583855480408e-05,1.183687362939481e-05,8.157719674954206e-06
"[TG(65:12),TG(64:5)]_FA16:0",0,3.320260660036058,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.210105808617904e-06,1.4828672459820429e-05,1.2018623159307622e-05,1.1746899192710641e-05,5.210105808617904e-06,1.4828672459820429e-05,1.2018623159307622e-05,1.1746899192710641e-05,8.16193879389363e-06
"[TG(65:12),TG(64:5)]_FA16:1",0,3.3721746109054247,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.4430686282190086e-06,1.5455282462002895e-05,1.208244345000244e-05,1.2364342941318342e-05,5.4430686282190086e-06,1.5455282462002895e-05,1.208244345000244e-05,1.2364342941318342e-05,8.51261485387897e-06
"[TG(65:12),TG(64:5)]_FA18:0",0,3.31118072060621,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.238449171851148e-06,1.4810427531901541e-05,1.163710924725893e-05,1.176760779261958e-05,5.238449171851148e-06,1.4810427531901541e-05,1.163710924725893e-05,1.176760779261958e-05,8.135812532664098e-06
"[TG(65:12),TG(64:5)]_FA18:1",0,3.372557725681744,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.450444190158348e-06,1.545976886076905e-05,1.2109660911121318e-05,1.2336017511928385e-05,5.450444190158348e-06,1.545976886076905e-05,1.2109660911121318e-05,1.2336017511928385e-05,8.506123834999764e-06
"[TG(65:12),TG(64:5)]_FA18:2",0,3.4868337098903965,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.900354252234887e-06,1.677819236906539e-05,1.3151432826860346e-05,1.3285985528342429e-05,5.900354252234887e-06,1.677819236906539e-05,1.3151432826860346e-05,1.3285985528342429e-05,9.20066013134521e-06
"[TG(65:12),TG(64:5)]_FA18:3",0,3.605211167224216,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.671312526747885e-06,1.7957534834337074e-05,1.4098647634248919e-05,1.4322833824645846e-05,6.671312526747885e-06,1.7957534834337074e-05,1.4098647634248919e-05,1.4322833824645846e-05,9.837426805366922e-06
"[TG(65:12),TG(64:5)]_FA20:4",0,3.6842273780315047,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.7687754487601276e-06,1.9263396232123692e-05,1.5036242344988219e-05,1.5313504669431666e-05,6.7687754487601276e-06,1.9263396232123692e-05,1.5036242344988219e-05,1.5313504669431666e-05,1.0485065741017031e-05
"[TG(65:12),TG(64:5)]_FA22:5",0,3.823120204996186,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,7.4493302800337396e-06,2.1168649507302913e-05,1.6640430661980832e-05,1.680474750404108e-05,7.4493302800337396e-06,2.1168649507302913e-05,1.6640430661980832e-05,1.680474750404108e-05,1.1575228300946455e-05
"[TG(65:12),TG(64:5)]_FA22:6",0,3.941070020245518,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,8.086053090108026e-06,2.295127232465375e-05,1.7978779120045345e-05,1.830170285861091e-05,8.086053090108026e-06,2.295127232465375e-05,1.7978779120045345e-05,1.830170285861091e-05,1.2610704252764318e-05
[TG(66:0)]_FA16:0,0,3.3085211361349542,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.213899007584125e-06,1.4822690594798891e-05,1.1605668558295937e-05,1.1733569843269213e-05,5.213899007584125e-06,1.4822690594798891e-05,1.1605668558295937e-05,1.1733569843269213e-05,8.15447425836902e-06
[TG(66:0)]_FA18:0,0,3.310930293475758,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.235920325647698e-06,1.4817605872614471e-05,1.1633824439903362e-05,1.1767369714204366e-05,5.235920325647698e-06,1.4817605872614471e-05,1.1633824439903362e-05,1.1767369714204366e-05,8.12802340905376e-06
[TG(66:1)]_FA14:0,0,3.31629714870299,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.239608156859478e-06,1.4909428949723954e-05,1.1654472286311105e-05,1.184472862809135e-05,5.239608156859478e-06,1.4909428949723954e-05,1.1654472286311105e-05,1.184472862809135e-05,8.15350049411184e-06
[TG(66:1)]_FA16:0,0,3.309244325295784,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.215163340250052e-06,1.4832560649265076e-05,1.1611065203337329e-05,1.1740472664505369e-05,5.215163340250052e-06,1.4832560649265076e-05,1.1611065203337329e-05,1.1740472664505369e-05,8.15934246062548e-06
[TG(66:1)]_FA16:1,0,3.4277774277728312,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.653483210596954e-06,1.6066040202407353e-05,1.2566961418370107e-05,1.2849204979149018e-05,5.653483210596954e-06,1.6066040202407353e-05,1.2566961418370107e-05,1.2849204979149018e-05,8.847550109513264e-06
[TG(66:1)]_FA18:0,0,3.311123671847341,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.233918398603834e-06,1.4813717683169824e-05,1.1645556060969186e-05,1.1767607656419112e-05,5.233918398603834e-06,1.4813717683169824e-05,1.1645556060969186e-05,1.1767607656419112e-05,8.131593444676147e-06
[TG(66:1)]_FA18:1,0,3.428157302715148,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.665284117738632e-06,1.605856287113043e-05,1.2592301725242614e-05,1.2820641834545096e-05,5.665284117738632e-06,1.605856287113043e-05,1.2592301725242614e-05,1.2820641834545096e-05,8.843980166745294e-06
"[TG(66:10),TG(65:3)]_FA14:0",0,3.3159911342736987,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.238027620446005e-06,1.4903147980041662e-05,1.1664326797883314e-05,1.182997085355881e-05,5.238027620446005e-06,1.4903147980041662e-05,1.1664326797883314e-05,1.182997085355881e-05,8.156259105947116e-06
"[TG(66:10),TG(65:3)]_FA16:0",0,3.3096155310190167,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.217902881768699e-06,1.4826578727195159e-05,1.161458455987409e-05,1.174761324635565e-05,5.217902881768699e-06,1.4826578727195159e-05,1.161458455987409e-05,1.174761324635565e-05,8.161451927240776e-06
"[TG(66:10),TG(65:3)]_FA16:1",0,3.372184417149471,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.4419096231138355e-06,1.5445113188779196e-05,1.2090890218959944e-05,1.2367913254943557e-05,5.4419096231138355e-06,1.5445113188779196e-05,1.2090890218959944e-05,1.2367913254943557e-05,8.511154315823353e-06
"[TG(66:10),TG(65:3)]_FA18:0",0,3.3173898055237263,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.237079350849715e-06,1.5104141577052114e-05,1.1637109471022698e-05,1.1771654126874755e-05,5.237079350849715e-06,1.5104141577052114e-05,1.1637109471022698e-05,1.1771654126874755e-05,8.128834739986455e-06
"[TG(66:10),TG(65:3)]_FA18:1",0,3.372755002720088,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.4523407494477685e-06,1.54457113981007e-05,1.2115526744030606e-05,1.2340778036029038e-05,5.4523407494477685e-06,1.54457113981007e-05,1.2115526744030606e-05,1.2340778036029038e-05,8.511316625341951e-06
"[TG(66:10),TG(65:3)]_FA18:2",0,3.486602318924932,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,5.898773756015102e-06,1.677579936063422e-05,1.3149321257691042e-05,1.3283605288992176e-05,5.898773756015102e-06,1.677579936063422e-05,1.3149321257691042e-05,1.3283605288992176e-05,9.20114709085248e-06
"[TG(66:10),TG(65:3)]_FA18:3",0,3.5870071532789005,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.311173801868301e-06,1.7959030414689222e-05,1.4101697892423292e-05,1.4314502850719506e-05,6.311173801868301e-06,1.7959030414689222e-05,1.4101697892423292e-05,1.4314502850719506e-05,9.835154967330084e-06
"[TG(66:10),TG(65:3)]_FA20:4",0,3.683811109831269,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,TAG,6.767721791312555e-06,1.92511332833231e-05,1.5027091704723366e-05,1.531326672721692e-05,6.767721791312555e-06,1.92511332833231e-05,1.5027091704723366e-05,1.531326672721692e-05,1.0487499981426886e-05
