lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N2M-P,N2M-Q,N2M-R,N2M-S,N2F-J,N2F-L,N2F-M,N2F-N,Blank1
"[TG(62:13),TG(61:6)]_FA18:2",0.0043520430591444,3.880553178585792,0.0009037075895869112,0.976017822241143,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.1179722595273888e-05,1.1975713799041221e-05,1.5384522698908682e-05,1.4492438206296386e-05,1.689579673422182e-05,1.761779017547012e-05,1.4449670736362654e-05,1.4340300614602938e-05,9.202445288438025e-06
"[TG(62:13),TG(61:6)]_FA18:3",0.0019002110749675,3.9839184932619034,0.0001728143756422047,0.989511400892896,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.270227959280938e-05,1.2926439593734308e-05,1.662189866574203e-05,1.543544810486157e-05,1.8271254928294124e-05,1.885927987575326e-05,1.5574973036171965e-05,1.540499092561894e-05,9.837913548213888e-06
"[TG(62:13),TG(61:6)]_FA20:4",0.0039922779775546,4.08169010918062,0.0007648851247810118,0.9779360732218324,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.4405517777893787e-05,1.3776197335799717e-05,1.780388197566489e-05,1.6584411859840373e-05,1.9381431478855598e-05,2.0296186168170063e-05,1.6687709198773555e-05,1.6510572068947202e-05,1.0484579029121537e-05
"[TG(62:13),TG(61:6)]_FA22:5",-3.949980786640171e-05,4.172333029613164,7.505070576119266e-08,0.9997814164644296,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.581656672080002e-05,1.4659182634210154e-05,1.8881694105867073e-05,1.7719730829951055e-05,2.072907555349532e-05,2.1616029821914284e-05,1.7768902035039165e-05,1.755799153793702e-05,1.1227797874206607e-05
"[TG(62:13),TG(61:6)]_FA22:6",0.0022168477656485,4.298863085161755,0.0002371120754730005,0.9877143048440312,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.8359327863631078e-05,1.6100169726347046e-05,2.0561659094489718e-05,1.921418144128879e-05,2.2715549688507777e-05,2.3569573240030203e-05,1.9333246688222515e-05,1.9119723504001906e-05,1.2271712002000371e-05
"[TG(62:14),TG(61:7),TG(60:0)]_FA14:0",0.0290828029669598,3.722538495423189,0.0401540614736205,0.8411796591256611,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8790426787304883e-05,1.0627976979037599e-05,1.3673140901832336e-05,1.3858873546112475e-05,1.5033140855252136e-05,1.5655193875508047e-05,1.2867631221828603e-05,1.2757996311423914e-05,8.153987422667638e-06
"[TG(62:14),TG(61:7),TG(60:0)]_FA16:0",0.0006121215139212056,3.7099165907633846,1.7779895331915263e-05,0.9966356329220104,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8753005242198228e-05,1.070407796805475e-05,1.3674243266276325e-05,1.2773240684228644e-05,1.5043907613001668e-05,1.5674548277654996e-05,1.2830958975693896e-05,1.277018721477033e-05,8.15658378688726e-06
"[TG(62:14),TG(61:7),TG(60:0)]_FA16:1",0.0035909600134385,3.78331018409101,0.0006134187851252193,0.980240579736968,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.9553595151676355e-05,1.1089512976825333e-05,1.5021853207017762e-05,1.3289154478300158e-05,1.5736272377595074e-05,1.656266460226288e-05,1.3525168806513923e-05,1.3436380548226755e-05,8.516184889501356e-06
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:0",-0.0036197968765007,3.7095137456911367,0.0006217598104820699,0.9801067206078004,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.878815863135581e-05,1.0625190325305716e-05,1.3692707292513177e-05,1.2753160390689147e-05,1.4989774397459749e-05,1.5656754807544027e-05,1.2935590534182319e-05,1.2803458962595867e-05,8.133865220810042e-06
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:1",-0.0030400080889071,3.771606320923656,0.0004394413945245784,0.9832752845822292,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.957929856394681e-05,1.1140104149104256e-05,1.4269782148287386e-05,1.3306403140167744e-05,1.5707561118670548e-05,1.6391908961970043e-05,1.3451567760643908e-05,1.331192965614129e-05,8.509207096823712e-06
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:2",0.0043323300367577,3.88363912967002,0.0008955395227132068,0.9761264159609714,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.1182368392699794e-05,1.19767855857929e-05,1.5382318127711595e-05,1.449140861133052e-05,1.6885627803259054e-05,1.7621848265332968e-05,1.4451209519912937e-05,1.4344872191247065e-05,9.378351231512696e-06
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:3",-0.0041955820392046,3.986273364638633,0.0008425459224581378,0.976843342620534,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.269056189255219e-05,1.2927296843230194e-05,1.6614457915999638e-05,1.5434161012947927e-05,1.855418255889834e-05,1.8853973028353383e-05,1.5582922920556725e-05,1.5407530652743257e-05,9.835641803031466e-06
"[TG(62:14),TG(61:7),TG(60:0)]_FA20:4",-0.0092906007181446,4.087713619552808,0.0041430404952714,0.948678439860603,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.4396823660732343e-05,1.3777269326989412e-05,1.7804432947632366e-05,1.6593422288886366e-05,2.0110881812085166e-05,2.0292752308222735e-05,1.669437699995044e-05,1.6503714607094786e-05,1.0486201752889866e-05
"[TG(62:14),TG(61:7),TG(60:0)]_FA22:5",-0.0089473663830329,4.176786230204493,0.003851270262805,0.950516163079792,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.5816566864993024e-05,1.4665399308115677e-05,1.888031609774846e-05,1.7733890117683175e-05,2.070305582713569e-05,2.161790298799042e-05,1.8251797200528432e-05,1.7555959882189663e-05,1.1236560607316762e-05
"[TG(62:14),TG(61:7),TG(60:0)]_FA22:6",-0.0031080386157454,4.301137259331017,0.0004661014642249883,0.9827755025889072,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.8363485885183873e-05,1.6096525414243237e-05,2.056717086414602e-05,1.9206973147155153e-05,2.256122543820028e-05,2.4081215633287192e-05,1.9329912714263168e-05,1.9117691654482094e-05,1.2269440194915004e-05
"[TG(62:15),TG(61:8),TG(60:1)]_FA14:0",0.0002789676580653654,3.709737880932456,3.692815634254165e-06,0.998466730110307,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.878362275203667e-05,1.0630978210912881e-05,1.3686644656016656e-05,1.2813401811442348e-05,1.5038225121077625e-05,1.5655193875508047e-05,1.2857629691262058e-05,1.2761297854954985e-05,8.158855593972626e-06
"[TG(62:15),TG(61:8),TG(60:1)]_FA16:0",0.0014547030849301,3.710039639164768,0.00010041575697290056,0.99200471910134,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8754517177939103e-05,1.0713724580358706e-05,1.3669007192858275e-05,1.2778647088965707e-05,1.5031944460099567e-05,1.5671426651747822e-05,1.2832754166102964e-05,1.276434565345626e-05,8.165184303333233e-06
"[TG(62:15),TG(61:8),TG(60:1)]_FA16:1",-0.0170434944465894,3.774134926294019,0.0138136046824979,0.9064390481649544,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.9553217293910015e-05,1.1090584968015029e-05,1.4199507991892116e-05,1.3297907655914152e-05,1.5744347488690627e-05,1.655985515085466e-05,1.3521065611978215e-05,1.344247633900176e-05,8.505474751682727e-06
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:0",-0.028173577629645,3.720404542493917,0.0376799290458502,0.8460872569311453,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8785134687777547e-05,1.0632050079439765e-05,1.3682786327899072e-05,1.2752130501104348e-05,1.6012620205649687e-05,1.5655193756425653e-05,1.2942001683930728e-05,1.2803712852955004e-05,8.135812594567043e-06
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:1",-0.0045092189196158,3.785975765993518,0.000967349331354228,0.9751880032948328,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.0416553942516398e-05,1.1141604724154294e-05,1.4273089136492087e-05,1.3306403140167744e-05,1.643671236737311e-05,1.6394406357961697e-05,1.3452593485906928e-05,1.3320819112842862e-05,8.507908837335224e-06
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:2",0.0040779605510092,3.880819827174479,0.0007934718972735367,0.9775276543595568,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.1185392552567558e-05,1.1980858604419859e-05,1.538727850489139e-05,1.4486259703541238e-05,1.6889815100726227e-05,1.763308636867183e-05,1.4446080453372395e-05,1.4353761551062408e-05,9.20260769081104e-06
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:3",0.0048242360864036,3.9825868019092647,0.0011138180209728,0.9733764130538808,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.2704169818895614e-05,1.2936086124263055e-05,1.661335539386476e-05,1.5427467467194067e-05,1.8105267008923313e-05,1.884835400645455e-05,1.5594206583245075e-05,1.5407530604300145e-05,9.839698612452288e-06
"[TG(62:15),TG(61:8),TG(60:1)]_FA20:4",-0.0063970474645346,4.086283688313229,0.0019641425828622,0.9646504071230068,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.4398336029052236e-05,1.3771910025242586e-05,1.779781912891385e-05,1.6599343442003208e-05,1.9376347098941025e-05,2.0302741892189358e-05,1.66977107293401e-05,1.6975866141858305e-05,1.0484092069614267e-05
"[TG(62:15),TG(61:8),TG(60:1)]_FA22:5",0.0007934272199419562,4.1725581538273975,3.0281439016066614e-05,0.9956093772390908,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.5826394411260487e-05,1.4658968178729568e-05,1.8881418619883337e-05,1.7736979246302862e-05,2.070754186686263e-05,2.162196125647686e-05,1.776531184987678e-05,1.755773759913477e-05,1.1239643961995124e-05
"[TG(62:15),TG(61:8),TG(60:1)]_FA22:6",-0.0249414542316812,4.311480426220074,0.030023483371628,0.8624369570372687,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.8378983677131014e-05,1.610167026050948e-05,2.0575162848674038e-05,1.9221132336680962e-05,2.3223383578278665e-05,2.4875057164528382e-05,1.9335811099207943e-05,1.9117691702925206e-05,1.22666816140312e-05
"[TG(62:16),TG(61:9),TG(60:2)]_FA14:0",0.0169032969020159,3.720947742547012,0.0135616824107571,0.9072922360737876,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8772283125835326e-05,1.0637194925706007e-05,1.3680857242685726e-05,1.3411439552925222e-05,1.5033439711600977e-05,1.5656442513962675e-05,1.2858911823383865e-05,1.2762567791181816e-05,8.354396810349099e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA16:0",0.0096814334949422,3.7133389470993294,0.0044482356893924,0.9468244392878732,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.876358879238438e-05,1.0699147495493885e-05,1.3982898214502633e-05,1.2777102500104284e-05,1.5034337022226538e-05,1.566861708125721e-05,1.2823008846739455e-05,1.2762567839624928e-05,8.16210110341223e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA16:1",-0.0369013557328702,3.7828575926904384,0.0647739480858787,0.7991036919580563,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.9544523176748578e-05,1.1091656836541914e-05,1.4197303315567771e-05,1.3293273594710955e-05,1.5737169460042473e-05,1.655954285727331e-05,1.3520809058377616e-05,1.4181308329123789e-05,8.510829820592042e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:0",-0.0031993581399282,3.709181337476033,0.0004857093235204335,0.982416993936188,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8776440931098617e-05,1.0636766178295253e-05,1.3689951591657728e-05,1.274878382643373e-05,1.4970035332078182e-05,1.5655193875508047e-05,1.2937898587222894e-05,1.280320483002116e-05,8.127861130486634e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:1",-0.0124258921099089,3.784756406056623,0.0073428991631044,0.9317122808962016,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.9569848803349186e-05,1.1138603614941824e-05,1.4269782253414646e-05,1.3304086109566146e-05,1.570546735584788e-05,1.638628982098882e-05,1.3451567711729969e-05,1.3655566696665953e-05,9.000737672219548e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:2",-0.0267744783643823,3.894803170073315,0.03422042087087,0.8532387430059495,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.11823686810858e-05,1.1987932732259288e-05,1.5384522698908682e-05,1.4488834034677989e-05,1.68987871801801e-05,1.763371077721094e-05,1.5164653191289693e-05,1.4879503183520244e-05,9.208287224000193e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:3",-0.0005844572815732418,3.984741171093987,1.6349098126755557e-05,0.9967738409204212,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.2703035596728072e-05,1.2928368875307494e-05,1.6607017113693616e-05,1.5435448203067885e-05,1.8098089037319698e-05,1.8853036504856515e-05,1.5588821452243308e-05,1.5638399826924365e-05,9.834830472098773e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA20:4",-0.0087759220973503,4.088706313769482,0.0036967096299716,0.9515180342882736,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.4415723398217097e-05,1.3772338854428547e-05,1.779809456233396e-05,1.659728376103992e-05,1.944124701518794e-05,2.0957981101577112e-05,1.6697710973909787e-05,1.6508032148050432e-05,1.0560523665254699e-05
"[TG(62:16),TG(61:9),TG(60:2)]_FA22:5",-0.002833654793421,4.173734281527092,0.000386252361784134,0.9843199415116188,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.5819968666337627e-05,1.465639589870306e-05,1.8884725608088037e-05,1.7720503124381766e-05,2.071860799436187e-05,2.180863737942812e-05,1.7765824663594353e-05,1.7552149928179837e-05,1.123574927638407e-05
"[TG(62:16),TG(61:9),TG(60:2)]_FA22:6",0.0140394325456054,4.314232726809324,0.0095137696369889,0.9222987180238456,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.835932793572758e-05,1.7148861932916492e-05,2.055476957953295e-05,1.9218043109854965e-05,2.3427952831187917e-05,2.3565203213833184e-05,1.9340170504946687e-05,1.9123025386634773e-05,1.226814202828093e-05
"[TG(62:7),TG(61:0)]_FA14:0",0.0003120355974306375,3.709968357001143,4.620238417470113e-06,0.9982849692131834,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8783244750077325e-05,1.0632478745075314e-05,1.3681959607129711e-05,1.2831680117378954e-05,1.5043309329858575e-05,1.566643185976451e-05,1.2859168376984464e-05,1.2760536038548232e-05,8.151715553679328e-06
"[TG(62:7),TG(61:0)]_FA16:0",0.0300810246146631,3.7228860509994415,0.0429581448105332,0.8358041036268494,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8751871308416693e-05,1.0707079159042427e-05,1.4793944562022823e-05,1.276989405866118e-05,1.5033439768645519e-05,1.5681415878467258e-05,1.2839678178482886e-05,1.2756218255377014e-05,8.159017841588281e-06
"[TG(62:7),TG(61:0)]_FA16:1",-0.0170535941110819,3.774392163352158,0.0138300493637562,0.9063836300885684,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.9563422914233322e-05,1.1088869978372013e-05,1.419923245334475e-05,1.3298679753932239e-05,1.5741954755430034e-05,1.656547417275349e-05,1.3518757510023697e-05,1.3448063913070465e-05,8.511965677707517e-06
"[TG(62:7),TG(61:0)]_FA18:0",-0.0076467121592533,3.710532254550756,0.0027747256347146,0.9579903289832524,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.877001496988625e-05,1.062540465812349e-05,1.3684164388581318e-05,1.2742347924937112e-05,1.4976016851484692e-05,1.5800351623674785e-05,1.2934308206404763e-05,1.2811332373429746e-05,8.134027530328642e-06
"[TG(62:7),TG(61:0)]_FA18:1",0.0006449066969415621,3.773251532115202,1.9777556357181147e-05,0.9964516623016544,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.9579676710099157e-05,1.1140961643925765e-05,1.4423558413896733e-05,1.3300481987050904e-05,1.569769127223479e-05,1.6395967170915287e-05,1.3451567711729969e-05,1.3319803260747626e-05,8.50628608261542e-06
"[TG(62:7),TG(61:0)]_FA18:2",-0.01547974783002,3.907510462454787,0.0114436767143697,0.9148087162952164,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.1182368536892797e-05,1.2676699787683984e-05,1.537542840250031e-05,1.4484972317008655e-05,1.8514405058385494e-05,1.7920592413597095e-05,1.4452235196262019e-05,1.4343856532924285e-05,9.199524305181205e-06
"[TG(62:7),TG(61:0)]_FA18:3",0.0050001429481777,3.9821898092523,0.0011965125177747,0.9724061635942304,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.2686403798902894e-05,1.2932441771271643e-05,1.660674141745536e-05,1.5437507687618546e-05,1.809091112276062e-05,1.884648101900201e-05,1.5592155181632968e-05,1.540321286957204e-05,9.836128576829905e-06
"[TG(62:7),TG(61:0)]_FA20:4",-0.0725065171308694,4.12140887227575,0.2525606859781291,0.6152777633863711,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.4395311941280972e-05,1.4018434266599855e-05,1.7802503967546277e-05,1.658312452241095e-05,1.938023508370303e-05,2.313503628086205e-05,1.749809104894064e-05,1.7286739312161933e-05,1.04766275959926e-05
"[TG(62:7),TG(61:0)]_FA22:5",-0.0064183262156066,4.175880567166326,0.0019817397776034,0.9644925118605232,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.5839624335644566e-05,1.4664541731518962e-05,1.8874804590910305e-05,1.773697949181864e-05,2.070754192390717e-05,2.1644749459029943e-05,1.811203203271377e-05,1.755748356344629e-05,1.1235911585902668e-05
"[TG(62:7),TG(61:0)]_FA22:6",0.0050902813041916,4.337152918200603,0.0012512474677972,0.9717823328361412,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.914253011555834e-05,1.6545628227770337e-05,2.1142316529579625e-05,1.9754037393878596e-05,2.3189886795788418e-05,2.420951637529864e-05,1.9869996196393557e-05,1.964876692220638e-05,1.2606971907623335e-05
"[TG(62:8),TG(61:1)]_FA14:0",-0.00012229253010101923,3.709935095919982,7.096701228337388e-07,0.9993278467993228,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8782866676021474e-05,1.0636766055632443e-05,1.3673141006959597e-05,1.2827303651329845e-05,1.5040916710687062e-05,1.5667992672718094e-05,1.2864810306156515e-05,1.2763329801361025e-05,8.150092706105111e-06
"[TG(62:8),TG(61:1)]_FA16:0",0.0168769734153236,3.716996642631754,0.0135193955724797,0.9074362343016684,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.875073723044216e-05,1.070665049340688e-05,1.4105258039603688e-05,1.2939290812170028e-05,1.5037925922461537e-05,1.5685161912913544e-05,1.2825060590749122e-05,1.276332975291791e-05,8.160478317740957e-06
"[TG(62:8),TG(61:1)]_FA16:1",-0.017347175662298,3.774406355164762,0.0143102577573739,0.9047798269509598,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.9561532904436597e-05,1.109251429047582e-05,1.4192618371808086e-05,1.3291471459798603e-05,1.5747039078300065e-05,1.6563600887594958e-05,1.3525938124918157e-05,1.3438666627207504e-05,8.518943532288105e-06
"[TG(62:8),TG(61:1)]_FA18:0",-0.0180202772144241,3.723628733258193,0.0154173344391423,0.9011833991416442,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.878059880845841e-05,1.0909014528320919e-05,1.3688022506444382e-05,1.2734624489598451e-05,1.4974222344322652e-05,1.5671426532665425e-05,1.2932769520682355e-05,1.3634486191288627e-05,8.129483854254963e-06
"[TG(62:8),TG(61:1)]_FA18:1",0.0198063385994375,3.809555527930325,0.0186791453028156,0.8912903236539825,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.9572116815105262e-05,1.19306963022145e-05,1.5450387450091636e-05,1.330254156980788e-05,1.6434917917255615e-05,1.6391284791595725e-05,1.400216568488629e-05,1.3321073003202001e-05,8.505312504067072e-06
"[TG(62:8),TG(61:1)]_FA18:2",0.0037607941189003,3.880344388834236,0.0006748379497373835,0.9792751705205424,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.1172918776295174e-05,1.1974427638584165e-05,1.538369582044843e-05,1.4483942820249103e-05,1.6891011381789718e-05,1.763683228403572e-05,1.4451722333630509e-05,1.4334966979336486e-05,9.195142907674658e-06
"[TG(62:8),TG(61:1)]_FA18:3",-0.0144352371509244,3.99101614416908,0.0099751476776066,0.9204430393557528,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.2712107427462852e-05,1.2930726822516232e-05,1.6600402927029693e-05,1.5433903516000152e-05,1.8093901968030685e-05,1.9045643645581967e-05,1.6141470875925664e-05,1.5534775162312174e-05,9.84002313863507e-06
"[TG(62:8),TG(61:1)]_FA20:4",0.0169586404083984,4.087913597931545,0.0138042972515108,0.9064704287457548,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.4409675511060574e-05,1.3776840538691053e-05,1.84506794902306e-05,1.6594709429903167e-05,1.9378440690630072e-05,2.0308048501424444e-05,1.6695915587844967e-05,1.651488990056153e-05,1.0488960426628086e-05
"[TG(62:8),TG(61:1)]_FA22:5",0.0006925907872760763,4.172318533366349,2.3073545898533165e-05,0.9961673817615248,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.5818834588363092e-05,1.4661755118674679e-05,1.888527668518277e-05,1.7726424179292297e-05,2.0719804104291737e-05,2.1606040595194845e-05,1.777762148239784e-05,1.7544276662675303e-05,1.1230881074127608e-05
"[TG(62:8),TG(61:1)]_FA22:6",0.0013507192093135,4.343165556173604,8.8106256670821e-05,0.9925107718821592,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.9162941644590962e-05,1.6546699891859204e-05,2.1131568476250755e-05,1.9741165247163273e-05,2.3201849948690517e-05,2.422668567503529e-05,1.9874868807161373e-05,1.9816394434926166e-05,1.2958946041388335e-05
"[TG(62:9),TG(61:2)]_FA14:0",0.0005967509616304071,3.709677562148799,1.6898075163675197e-05,0.996720123756928,0.9999859500010968,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8782866892310985e-05,1.0633121743528635e-05,1.3676447942600666e-05,1.2828848289294423e-05,1.5036430499826503e-05,1.5661125071905833e-05,1.2854295815130586e-05,1.275799611765146e-05,8.152851410794803e-06
