lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N2M-P,N2M-Q,N2M-R,N2M-S,N2F-J,N2F-L,N2F-M,N2F-N,Blank1
"PC(10:0),LPC(11:0)",-0.2688956831577644,4.000919417890006,3.4554991892145632,0.0630416962354094,0.3587928637595524,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,2.1140789114426347e-05,1.1379125392548532e-05,1.4537374967120516e-05,1.4761722513876581e-05,1.8295779346107797e-05,1.9861025038627596e-05,1.61709626049938e-05,2.005767698928104e-05,1.0532450154074052e-05
DG(32:5)_C18:2,0.2656698851298777,5.079748809962407,3.449389554142928,0.0632751352982076,0.3594874324072466,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,4.5391329621717196e-05,3.761936895213612e-05,4.4435847966914924e-05,2.9411972713499066e-05,3.5759823789575943e-05,3.6289769579274206e-05,3.127509360351089e-05,3.104720027056511e-05,1.8269553316087587e-05
"[TG(55:10),TG(54:3)]_FA18:1",-0.2631167688023528,6.398606357576743,3.416941992788793,0.0645304453762876,0.3659749511938142,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.704033871303073e-05,6.355842436567379e-05,4.289064361493374e-05,6.539129003137204e-05,0.00013023607770972702,7.440852727368719e-05,5.5639375035675706e-05,7.035819582652716e-05,0.0001260263927416075
"DG(40:9),DG(39:2)_C18:2",-0.2629162317953873,5.277864444377358,3.3875894618985853,0.0656889188336215,0.3718914755720994,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,4.385100689257498e-05,2.9884084392877527e-05,4.622384267363035e-05,3.365899297480584e-05,6.828302864352223e-05,4.108622137856855e-05,4.505978973343498e-05,3.4602432492091956e-05,1.7919364246560982e-05
PS(36:4),-0.2633966900565942,4.896198725086169,3.3841588964612583,0.0658257569944147,0.3720135163239514,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PS,3.768102149836217e-05,2.3572209263217378e-05,2.0071944991428948e-05,3.8658773744095584e-05,3.824964526123148e-05,4.060267373755852e-05,2.969536199527561e-05,3.8363390361586566e-05,1.1026090319891071e-05
DG(34:0)_C16:0,0.2620395124851096,4.966956942563259,3.3507351930633007,0.0671750050620643,0.3789750722644784,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.755061392253766e-05,3.092162969830621e-05,4.0699469205047026e-05,3.527881783849148e-05,3.4494724933742036e-05,3.540134102062617e-05,3.018672005452295e-05,2.5090827226740428e-05,1.663171312744956e-05
"[TG(53:10),TG(52:3)]_FA18:1",-0.2609452375359669,5.336440602821041,3.336697946321692,0.067750445141378,0.3815544266513561,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,3.652776354723719e-05,5.25829546837752e-05,3.2677746330404235e-05,2.3263228925777847e-05,8.780711990499844e-05,4.0528065997167315e-05,3.326232389638667e-05,2.888785026777156e-05,2.8315665499399155e-05
"DG(34:4),DG(dO-36:4)_C18:0",-0.2600836366859049,5.002180420175876,3.3028184301543604,0.0691611216790947,0.3888204523666179,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,4.0594594272213136e-05,2.4999476642648154e-05,3.6328968963319414e-05,2.5114236503483803e-05,5.3011821695826043e-05,4.670554616347152e-05,2.970664585361971e-05,2.6967750582268177e-05,1.6444610334660765e-05
"PC(20:1),PC(O-21:1)",-0.2625591145826283,3.905236970190642,3.288274022005403,0.0697763345983778,0.3915969247808092,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,2.1480605017358964e-05,1.1112236180719277e-05,1.3734320866946495e-05,1.3124391638685043e-05,1.5054674370751202e-05,2.058775083882896e-05,2.004669016394352e-05,1.511392817913647e-05,8.430179198866604e-06
PE(38:5),-0.2608604461407531,4.162534195879758,3.268795576434357,0.0706094456959642,0.3955845160779105,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PE,2.3454486332938855e-05,1.372217647044798e-05,1.7136139852045214e-05,1.6015979834838546e-05,2.2175415468443747e-05,2.814501061460597e-05,1.6591540436215335e-05,1.8873615579529994e-05,1.0139095852332799e-05
FA(8:5),-0.255212188992903,11.052537321660456,3.245200656929228,0.0716329188010042,0.4006229271591693,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,FA,0.0017562273386603061,0.0015152175092730316,0.0018814652593781072,0.0021308325261824336,0.0026440661001058178,0.002915145047706449,0.0018470551636575708,0.0017698146191575303,0.0022770882780649864
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,0.2576834521444455,4.7837089168641,3.229950218643108,0.0723028865117068,0.4036702677738376,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,4.0139868080727645e-05,2.668934620956428e-05,2.6704169337985912e-05,3.322726241628372e-05,2.7397311972799674e-05,3.475858849349071e-05,2.2134705765684117e-05,2.4567879599310957e-05,1.703447933847242e-05
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,0.2576834521444455,4.7837089168641,3.229950218643108,0.0723028865117068,0.4036702677738376,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.3884642469163414e-05,1.2497916247047381e-05,2.0341467000602686e-05,1.6871974276944553e-05,1.613464389748588e-05,1.502274274959098e-05,1.4842295573152414e-05,1.2230984645853024e-05,8.168754308004147e-06
DG(39:6)_C18:2,-0.2545234329200722,5.399383379337165,3.1765158629796986,0.0747038630498647,0.4163546909532183,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,5.379752320261029e-05,2.7518524648339926e-05,4.6087703713488504e-05,3.436953267461182e-05,5.1221842101939066e-05,5.7096661914910385e-05,4.3087433728635374e-05,4.239686981176572e-05,3.1313044571958e-05
[TG(44:5)]_FA20:4,-0.2568642346952892,4.189731428312561,3.1714244040114856,0.074937065046696,0.4169343256994625,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.439946967444776e-05,1.4055091270692073e-05,1.722928754501691e-05,1.6053566385399715e-05,2.2097057147793322e-05,2.4506699829691575e-05,2.0036688975774537e-05,1.9663751685251815e-05,1.055565533919235e-05
CAR(22:6),0.2536083087888571,5.644233263065841,3.1620452303568545,0.0753687051960639,0.4186141336793429,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,CAR,7.017862036648689e-05,4.5364728462233394e-05,5.358664234020536e-05,5.683932546232899e-05,4.381488327271161e-05,5.8943756270071064e-05,4.1350498498093514e-05,4.881167869155927e-05,3.5702417282367485e-05
DG(34:1)_C16:1,0.2542589231649702,4.896366333594766,3.149826396613108,0.0759350413575041,0.4205937675717756,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,4.075561899739358e-05,2.397222131596518e-05,2.9717138464103464e-05,4.1496813476011884e-05,3.3002028057998396e-05,3.360637897321455e-05,2.4486607900917876e-05,2.555916938881149e-05,1.9770433396362918e-05
DG(42:4)_C16:0,0.2546897763809119,4.66648419889268,3.148736120271952,0.0759857968684057,0.4205937675717756,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.442914482941596e-05,2.095005004027061e-05,2.614252747930026e-05,3.484734536615501e-05,2.6308071339128662e-05,2.6638178722952743e-05,2.3734183832537958e-05,2.2637874362795193e-05,1.6152028639842245e-05
DG(32:2)_C18:1,-0.2511830295463316,8.283755471152816,3.1380891260710086,0.0764833666574622,0.4226229866500527,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,0.00034434927956588637,0.00027545513574136327,0.0003413917256155131,0.0002553461363660966,0.0004093021912490778,0.0003708557813733541,0.00032323512042577754,0.00038284478156984386,0.0001604288251456839
DG(36:5)_C18:0,-0.252645395519036,4.893339938121718,3.111295016251176,0.0777511173272475,0.4286092503671379,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.777400774536953e-05,2.1362066570755893e-05,3.091675913205745e-05,2.7319226961936994e-05,4.300318663406961e-05,3.821490589202061e-05,2.8078445473929854e-05,3.240600122345108e-05,1.657150917186156e-05
"DG(38:7),DG(37:0)_C18:0",0.2526465099270815,4.91693194290364,3.109594027286072,0.0778323584490681,0.4286092503671379,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,5.920547387784715e-05,2.3258801897736164e-05,3.358910500389122e-05,2.526947387105421e-05,3.001513916909879e-05,3.83172966864894e-05,2.311844741378607e-05,2.4994568579788755e-05,2.311491846233324e-05
"DG(40:7),DG(39:0)_C18:0",0.2508301207244585,5.235175752586398,3.0802820781046734,0.0792467809008279,0.4356547904036996,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,8.350477584483202e-05,3.243164377428363e-05,3.229440745262493e-05,3.3673410005001515e-05,4.631337882314029e-05,4.502639758040707e-05,2.5247238260541336e-05,3.2848690915955776e-05,2.4187230967956628e-05
DG(40:3)_C18:0,-0.2513268818670423,4.703107926620828,3.069505158533431,0.0797737510664852,0.4370626395442238,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.214757734486879e-05,1.8937555488305692e-05,2.8670742774409574e-05,2.3032560763724693e-05,3.9192637896581375e-05,3.2868727422796875e-05,2.501002200239091e-05,2.7332213704936778e-05,1.4345422641277264e-05
PC(16:4),-0.2538298621924095,3.877175726993488,3.0695710491237094,0.0797705176978635,0.4370626395442238,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,1.8819910147072285e-05,1.1562196366405075e-05,1.376105267907688e-05,1.2951905412834417e-05,1.810586494979917e-05,1.8844920325130816e-05,1.7810447136511377e-05,1.4080731656785331e-05,9.041955375919843e-06
CAR(5:0),0.2495873921796243,5.45848444811679,3.058523532029156,0.0803146176525884,0.4392801206184796,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,CAR,6.525223250782249e-05,3.7568563733252655e-05,6.498124723841947e-05,3.9573979668266834e-05,4.933825036312346e-05,5.479630042835013e-05,3.485821212047569e-05,3.824605053105398e-05,2.412686448618972e-05
CAR(14:1),0.249233645233398,5.279922155754928,3.0445215416921485,0.0810099838943032,0.441586516937359,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,CAR,5.678178090092877e-05,3.607805684671248e-05,5.150652794166891e-05,3.9767318089262416e-05,4.4666357468910994e-05,4.425534431126016e-05,3.3657513633301235e-05,3.52561812256153e-05,1.879759567149438e-05
CAR(18:4)_QUAL,-0.2486761451005283,5.805967868018894,3.0450802520673648,0.0809821132350633,0.441586516937359,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,CAR,7.962996593360631e-05,4.0151493672080695e-05,5.4067812908570715e-05,4.53069551057609e-05,6.429303272659155e-05,7.155594249524145e-05,5.769405168044582e-05,6.494407281101927e-05,3.764809310352222e-05
[TG(52:5)]_FA22:5,-0.251124385496708,4.316869305655733,3.0404171207586463,0.081215045892629,0.4419577623870384,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.6220641298601774e-05,1.4661755077787075e-05,1.9817029100883514e-05,1.774290064493548e-05,2.296019524123418e-05,2.1617590753950264e-05,2.196750031932737e-05,2.6271587092960398e-05,1.1712837368820292e-05
"PC(27:1),PC(P-28:0)",-0.2515003012464478,3.994532017662207,3.0249554790971693,0.0819925713363777,0.4454377570749006,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,2.2043815319895462e-05,1.1337323460414866e-05,1.5821600371550712e-05,1.4046291206816464e-05,1.7645285160315423e-05,2.9879412714538268e-05,1.3288465459908932e-05,1.5750913754465667e-05,9.192384202984962e-06
"[TG(53:9),TG(52:2)]_FA18:2",-0.2503882882329081,4.062911077916051,3.003370512473068,0.0830914888740245,0.4506491337755922,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.215305536276866e-05,1.3178751557148328e-05,1.5284209847305587e-05,1.4790298831804378e-05,1.809838795071308e-05,2.0152589173415716e-05,2.0578310899057646e-05,1.8991970971499138e-05,1.0054226111667939e-05
PE(36:6),-0.2498046864366824,4.183943932259736,3.0000502529069,0.0832619340368922,0.4508158743910256,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PE,2.3075359091392362e-05,1.2916792981430352e-05,1.8938464718332542e-05,1.7089512991747228e-05,2.8828398690959854e-05,2.2008736529504947e-05,1.9779469460835262e-05,1.6301799397567996e-05,9.875723742470701e-06
[TG(44:4)]_FA18:2,-0.2496976581772175,4.077581578108382,2.987285705835397,0.0839207261529327,0.4513536388258563,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.1236421663535127e-05,1.2689133217270238e-05,1.6208245711898424e-05,1.5380355641000812e-05,1.8450103596415298e-05,2.2018101585850068e-05,2.1348942984903402e-05,1.6667278662990515e-05,1.0692777602316278e-05
DG(24:0)_C18:0,-0.2474006606866607,5.00166145028316,2.9885140292359047,0.0838570868266866,0.4513536388258563,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,4.431140253667864e-05,2.432828794485116e-05,3.164568090540951e-05,2.747343468543838e-05,5.05366549096375e-05,3.821459377706285e-05,2.7428344715342024e-05,3.6666794171705575e-05,1.756138592961816e-05
"DG(31:2),DG(P-14:0/18:1)_C18:1",-0.2462783563199432,5.953800949885534,2.989079080596639,0.083827829078941,0.4513536388258563,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,7.246358936399265e-05,4.233548273159857e-05,5.4210842172123784e-05,6.14825486269095e-05,8.334996473830166e-05,6.973881629656867e-05,4.8210533600374756e-05,7.587898980341198e-05,5.219603438243594e-05
LPG(22:1),-0.2491265316837123,4.291194181671493,2.9912015943079835,0.0837180261054881,0.4513536388258563,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PG,2.413298434921556e-05,1.537153014302468e-05,2.035662424888936e-05,1.706711547119351e-05,2.4234864345575973e-05,2.718696916709125e-05,1.9534046911441284e-05,2.207098781389351e-05,1.0855214795737043e-05
"[TG(49:8),TG(48:1)]_FA16:1",-0.2472641410397766,4.4642918939476335,2.956072571220915,0.0855555216717642,0.4593804799247638,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.4288339477584832e-05,1.8512890827427952e-05,2.696046328921358e-05,1.4593612950487686e-05,2.8152483004906407e-05,2.2914958439181557e-05,1.9863328688700294e-05,3.075080422791798e-05,1.4382258978422482e-05
FA(7:3),0.2427602089389066,7.826730336538617,2.9284455293446285,0.0870312538928013,0.4665280005183884,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,FA,0.00032390664875121984,0.00020403580864981715,0.0002585919864456554,0.00020858566397243604,0.0002200700453657013,0.00021953014804475745,0.0001867894058323254,0.00022121123801314318,0.0001982067374506343
"PC(42:11),PC(41:4),PC(O-42:4)",-0.2453247631110604,4.222548535520838,2.8980617927647563,0.0886861305214549,0.474610519390937,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,2.5307409905388363e-05,1.5182885575491143e-05,1.776667796413478e-05,1.709826592384545e-05,1.9283633063261526e-05,2.186638805412283e-05,2.3112292768724328e-05,2.468191769254002e-05,8.426609194195691e-06
DG(34:1)_C18:0,0.2429020326324924,5.057962173966438,2.88410736263742,0.0894575712072729,0.4779463282878638,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,5.8470276721212704e-05,2.856914613648256e-05,4.065124175933156e-05,3.358613660966616e-05,3.591504512233084e-05,3.348588193872385e-05,3.6777226840880786e-05,2.86038986797282e-05,1.5699768549147063e-05
"[TG(55:9),TG(54:2)]_FA18:2",-0.2446309602296694,4.051209043240181,2.8671591953447955,0.0904043159445506,0.4822061612447355,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.2551082269703397e-05,1.2906503248010265e-05,1.5878646207181772e-05,1.4487546942764346e-05,2.4246229443513137e-05,2.0154150105451696e-05,1.5222610679593237e-05,1.9038195439077848e-05,9.203581238407917e-06
"DG(41:7),DG(40:0)_C16:1",0.2412328794143922,4.806597044978451,2.832628293402003,0.0923670807532182,0.4918623260571538,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.924818193403887e-05,2.3257301281798525e-05,2.9109749269446806e-05,3.7583953397066944e-05,2.9687349829200776e-05,3.0412906548686684e-05,2.595683519315511e-05,2.509514534901344e-05,1.6566802938657508e-05
[TG(45:1)]_FA16:1,-0.2428213585847471,4.014210029745403,2.8224853251951814,0.0929523750198057,0.4938555678549308,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.058211490749849e-05,1.373611043419667e-05,1.6152853370369714e-05,1.3296105422795486e-05,1.912691636491614e-05,1.9379038627359543e-05,1.6930823841868767e-05,2.071142523837323e-05,8.691117130221792e-06
[TG(48:6)]_FA16:0,0.2431378187937723,3.812359475167735,2.8126676135882764,0.0935227420777086,0.4955630356071685,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.1274220705925615e-05,1.1543975051211658e-05,1.7559438021701036e-05,1.5594032441721537e-05,1.48441235413909e-05,1.552626866541629e-05,1.2581433085022397e-05,1.3149889475274641e-05,7.821810655062736e-06
"PC(39:6),PC(O-40:6),PC(P-40:5)",-0.2406782097744128,4.44596128468701,2.8037485816205,0.0940441999825392,0.4975092349895971,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,3.388748049436914e-05,2.1861760393011502e-05,1.6714770820166362e-05,1.6577203320190956e-05,2.8784434121157988e-05,2.9505123766515292e-05,2.633125191465116e-05,2.1493688127033625e-05,9.012908193336436e-06
"[TG(55:9),TG(54:2)]_FA18:0",0.2404072340833196,4.344751184730569,2.783276698316648,0.0952531071782097,0.5030798312014452,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.093478258866284e-05,2.9723737031790965e-05,1.6136042522853432e-05,1.686219145526154e-05,2.105088314580866e-05,2.4347494467236557e-05,1.2893789074765255e-05,1.8612014626863235e-05,1.7696236138044944e-05
PC(40:2),-0.2404307645182606,4.03562471805271,2.769878588081582,0.0960534466565062,0.5064778960139634,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,2.2746504812701744e-05,1.2966740828155127e-05,1.4221830398810181e-05,1.6043526017665764e-05,1.8343631786582577e-05,2.628230765357984e-05,1.5436233544706387e-05,1.8886568735271187e-05,8.046723765914228e-06
"DG(31:2),DG(P-14:0/18:1)_C16:0",0.2386891292491365,4.672173820119363,2.766692592745798,0.0962448388740541,0.5066592088851104,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.353859283279825e-05,2.428155566281944e-05,2.952285088337753e-05,2.8796429304232378e-05,2.74009010441683e-05,2.7357724569219293e-05,2.3913185999870314e-05,2.2369162106359988e-05,1.5497898592458514e-05
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0.2375233619006363,4.773759729556467,2.744503254745842,0.097589400538843,0.5112353823682574,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.7003279486004155e-05,2.7148738552073446e-05,3.140316640460441e-05,2.896093440138394e-05,2.7419443771441834e-05,2.8860186077428326e-05,2.7936885115706123e-05,2.3743963722829756e-05,1.6807619008621288e-05
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0.2375233619006363,4.773759729556467,2.744503254745842,0.097589400538843,0.5112353823682574,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.088715571161888e-05,1.3100721368333198e-05,1.8673903138902225e-05,1.579277795489836e-05,1.979027055787985e-05,1.7597811424325258e-05,1.681285682776839e-05,1.4361889094470996e-05,9.293968388452163e-06
"DG(42:7),DG(41:0)_C16:1",0.2375519693815211,4.792684067478237,2.745959469194503,0.0975005364013167,0.5112353823682574,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.914876958162615e-05,2.585545146749512e-05,3.249034842232596e-05,2.9440806233755714e-05,2.989132091305602e-05,3.0333303778147384e-05,2.5206975731416368e-05,2.4347677744105865e-05,1.717371113011459e-05
PE(26:0),-0.2391977535785122,4.275475659493757,2.7461655662296702,0.0974879666495507,0.5112353823682574,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PE,2.2669772145270715e-05,1.3363966227171036e-05,1.7310309491922906e-05,1.547869845890127e-05,2.361876442403303e-05,2.6858568798673393e-05,1.650768140400605e-05,1.6057215154352714e-05,2.0876012636829742e-05
DG(31:1)_C16:1,0.2364485652486719,4.940067432069191,2.7270510545760835,0.0986613057160782,0.5160130203335241,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,5.154052519655204e-05,2.7549608222305562e-05,3.530462050994163e-05,2.9356622605381064e-05,2.95255488650299e-05,3.804040433636388e-05,2.7986892719624914e-05,2.6731547627491286e-05,1.852659665468613e-05
"LPC(17:2),LPC(P-18:1)",-0.2382871998224833,3.923367597982093,2.7092645463323266,0.0997669769975607,0.5209515125746416,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,2.169870760582152e-05,1.1223707931596383e-05,1.3750304730875266e-05,1.3368446744936452e-05,1.764378985176947e-05,2.352992803132182e-05,1.603171034872458e-05,1.4064476715297494e-05,9.426546882647997e-06
DG(30:0)_C18:0,-0.2350596360043301,4.754479904045423,2.6881991772513496,0.1010940090555749,0.5270280569020037,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,DAG,3.418874099051006e-05,2.5682455812465696e-05,2.526864804050897e-05,2.1328294971129255e-05,3.9525211961421544e-05,3.847775068739905e-05,2.6397929045969128e-05,2.5223913782054553e-05,1.4108663535491666e-05
CE(22:5),0.2305504153636824,6.226852990276752,2.6263413113895524,0.1051036540970905,0.5461666534159599,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,CE,0.00011461740682379778,6.0306449139001695e-05,8.345480068573555e-05,9.125468287122043e-05,8.373906509421159e-05,8.02788352352086e-05,6.882320839904291e-05,6.714075830912107e-05,4.3225317904668756e-05
Cer(20:1),0.233881360558638,4.144043069015404,2.62815740810514,0.1049834834293481,0.5461666534159599,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,Cer,2.816692904792149e-05,1.3816070068135402e-05,2.6652911020813043e-05,1.565607619379971e-05,1.8916963818698934e-05,1.9322224357079307e-05,1.5826550524111314e-05,1.7276326174203737e-05,9.159766922876225e-06
"[TG(53:7),TG(52:0)]_FA18:0",0.2329596688275163,4.382819740928973,2.6227490752511926,0.1053417957131542,0.5465240751870558,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.8004200375509854e-05,3.537256937824523e-05,1.943258806891474e-05,1.806032661919057e-05,2.1506079356761743e-05,1.7938698355913008e-05,2.661155191108228e-05,1.7876738555062552e-05,9.889679420680404e-06
"PC(42:9),PC(41:2),PC(O-42:2),PC(P-42:1)",-0.2346283734741214,3.818488673578561,2.6195536172788567,0.1055541306441746,0.5467466767074666,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,1.8816508201534685e-05,1.0665277145133552e-05,1.3743690754465864e-05,1.27714386475226e-05,1.488449915391322e-05,2.2064614693076693e-05,1.5650882281824372e-05,1.4014188403349825e-05,8.047535065895451e-06
[TG(50:3)]_FA18:1,-0.23358320554464,4.025380559516724,2.6112352798724032,0.1061090795511617,0.548062574168465,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,2.2826261856290044e-05,1.3112082929392566e-05,1.4615089820694553e-05,1.368535757798652e-05,2.1704368005737477e-05,1.760873735316516e-05,1.5599592252300148e-05,2.053008255973304e-05,1.0043515880994893e-05
"LPC(14:1),LPC(P-15:0)",-0.2337108204877505,3.987236622426938,2.610655933137266,0.1061478490409949,0.548062574168465,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PC,2.296838684398574e-05,1.1337537834120239e-05,1.4945791794982448e-05,1.3538358345031386e-05,2.240540616456953e-05,1.8361997271283494e-05,1.6459212534723605e-05,1.6291132127035096e-05,1.0236136176017489e-05
