lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N4M-P_x,N4M-Q_x,N4M-R_x,N4M-S_x,N4M-P_y,N4M-Q_y,N4M-R_y,N4M-S_y,Blank1
1-O-lignoceroyl-Cer(34:1),0,4.198592897261857,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,Cer,2.5505036326311768e-05,1.4015317768105935e-05,2.4914857146246063e-05,1.7965487625452815e-05,2.5505036326311768e-05,1.4015317768105935e-05,2.4914857146246063e-05,1.7965487625452815e-05,9.049582406671881e-06
1-O-pentacosanoyl-Cer(34:1),0,4.178258209402893,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,Cer,2.3313623322622835e-05,1.4442324723186872e-05,2.491308166922982e-05,1.796100733299395e-05,2.3313623322622835e-05,1.4442324723186872e-05,2.491308166922982e-05,1.796100733299395e-05,9.054612794641055e-06
1-O-tricosanoyl-Cer(34:1),0,4.206586336354451,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,Cer,2.4619708832418643e-05,1.4010323706287986e-05,2.6499141450085445e-05,1.7965807772779782e-05,2.4619708832418643e-05,1.4010323706287986e-05,2.6499141450085445e-05,1.7965807772779782e-05,9.0563979207824e-06
1-O-tricosanoyl-Cer(36:1),0,4.168156177649626,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,Cer,2.3307010160183864e-05,1.4015567676000332e-05,2.4907311072590874e-05,1.7952046931191945e-05,2.3307010160183864e-05,1.4015567676000332e-05,2.4907311072590874e-05,1.7952046931191945e-05,9.048121899567738e-06
CAR,0,4.686687211789286,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,3.161925151675331e-05,1.9869807989360347e-05,3.5286614749554675e-05,2.592049375668502e-05,3.161925151675331e-05,1.9869807989360347e-05,3.5286614749554675e-05,2.592049375668502e-05,1.4775937744443574e-05
CAR(10:0),0,5.649853669162507,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,5.322959098571323e-05,3.969167148020078e-05,8.872746802000304e-05,5.630011734886311e-05,5.322959098571323e-05,3.969167148020078e-05,8.872746802000304e-05,5.630011734886311e-05,1.3775675467905541e-05
CAR(10:0)_QUAL,0,6.453165590553562,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00012278566314660933,7.90964254548216e-05,8.707171522054027e-05,8.507965100990769e-05,0.00012278566314660933,7.90964254548216e-05,8.707171522054027e-05,8.507965100990769e-05,5.113800257642859e-05
CAR(10:1),0,5.356733109559879,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,4.709181651740699e-05,3.427892125364629e-05,4.673216993017902e-05,5.177666341477398e-05,4.709181651740699e-05,3.427892125364629e-05,4.673216993017902e-05,5.177666341477398e-05,1.88753255266233e-05
CAR(10:1)_QUAL,0,5.688258750922088,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.812433790494089e-05,5.685335697761501e-05,5.354872107692407e-05,4.7848123052646984e-05,6.812433790494089e-05,5.685335697761501e-05,5.354872107692407e-05,4.7848123052646984e-05,2.0465132126032857e-05
CAR(10:2),0,5.495451170916594,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.465701064924719e-05,3.8955521791733406e-05,4.18319417582109e-05,5.696287444262922e-05,6.465701064924719e-05,3.8955521791733406e-05,4.18319417582109e-05,5.696287444262922e-05,1.6203631924226912e-05
CAR(10:2)_QUAL,0,8.192956318893478,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.0002960180428361532,0.00033952797700349943,0.0002877355934285735,0.000323853362434876,0.0002960180428361532,0.00033952797700349943,0.0002877355934285735,0.000323853362434876,0.00012519603117261627
CAR(10:3),0,5.773103612384733,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.883299675326939e-05,4.442820314153935e-05,4.9773782363771776e-05,7.372125465936202e-05,7.883299675326939e-05,4.442820314153935e-05,4.9773782363771776e-05,7.372125465936202e-05,1.8873053379071742e-05
CAR(10:3)_QUAL,0,5.591856559958854,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.174105189975646e-05,4.101813995594068e-05,5.441610425328986e-05,4.9576540301182735e-05,6.174105189975646e-05,4.101813995594068e-05,5.441610425328986e-05,4.9576540301182735e-05,2.8403131604283632e-05
CAR(11:0),0,5.799980129733506,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.51809182974071e-05,5.17649822445973e-05,8.179372734677587e-05,5.233189471029884e-05,7.51809182974071e-05,5.17649822445973e-05,8.179372734677587e-05,5.233189471029884e-05,1.5149170184793423e-05
CAR(11:0)_QUAL,0,5.719055243440171,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.202440691714874e-05,5.234805903734906e-05,6.094145515582768e-05,5.1306877334985944e-05,7.202440691714874e-05,5.234805903734906e-05,6.094145515582768e-05,5.1306877334985944e-05,1.9362474518803755e-05
CAR(12:0),0,5.326085339922725,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.204690721356354e-05,3.372605988278594e-05,4.1778229726099457e-05,4.5030685393107884e-05,6.204690721356354e-05,3.372605988278594e-05,4.1778229726099457e-05,4.5030685393107884e-05,1.4337308774823842e-05
CAR(12:0)_QUAL,0,6.058198024720626,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.0001022660696966998,5.9972256271463985e-05,7.938733656250423e-05,6.501548613870553e-05,0.0001022660696966998,5.9972256271463985e-05,7.938733656250423e-05,6.501548613870553e-05,2.2018751812080406e-05
CAR(14:0),0,5.395111774123837,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.0570948246775166e-05,3.4939159287806204e-05,6.027072066415016e-05,3.9384288615689095e-05,6.0570948246775166e-05,3.4939159287806204e-05,6.027072066415016e-05,3.9384288615689095e-05,1.5076633027152272e-05
CAR(14:0)_QUAL,0,6.359148127030998,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00012201027747784686,7.785236080896932e-05,9.491145895493429e-05,7.630251954423927e-05,0.00012201027747784686,7.785236080896932e-05,9.491145895493429e-05,7.630251954423927e-05,3.115109393567536e-05
CAR(14:1),0,5.854426421899107,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.517017162266987e-05,6.0596783863036465e-05,6.65687945911237e-05,5.816102205993299e-05,7.517017162266987e-05,6.0596783863036465e-05,6.65687945911237e-05,5.816102205993299e-05,1.879759567149438e-05
CAR(14:1)_QUAL,0,6.385832633920953,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00011556210140769495,8.499286743377481e-05,9.237678093915308e-05,7.821590662616048e-05,0.00011556210140769495,8.499286743377481e-05,9.237678093915308e-05,7.821590662616048e-05,3.3926156756825877e-05
CAR(14:2),0,6.459346849376675,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00021885857113915937,6.560325496298511e-05,7.181659791626494e-05,6.675574450460024e-05,0.00021885857113915937,6.560325496298511e-05,7.181659791626494e-05,6.675574450460024e-05,2.4302932738782992e-05
CAR(14:2)_QUAL,0,9.625292593042184,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.000847162916823836,0.0010300759293880794,0.0006846278904163659,0.0007910597288775899,0.000847162916823836,0.0010300759293880794,0.0006846278904163659,0.0007910597288775899,0.00030448541300964423
CAR(16:0),0,5.3922610637326045,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.00075955269557e-05,3.610631155231288e-05,5.240212352322403e-05,4.5042846230523785e-05,6.00075955269557e-05,3.610631155231288e-05,5.240212352322403e-05,4.5042846230523785e-05,1.3653644740106794e-05
CAR(16:0)_QUAL,0,6.389165708135371,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00011005422311332809,8.323414755695442e-05,8.279072982808455e-05,8.387094310870713e-05,0.00011005422311332809,8.323414755695442e-05,8.279072982808455e-05,8.387094310870713e-05,4.2765268349897047e-05
CAR(16:1),0,5.909371843449343,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.436562258906686e-05,5.802750118586192e-05,8.959707100831025e-05,6.685559006307733e-05,6.436562258906686e-05,5.802750118586192e-05,8.959707100831025e-05,6.685559006307733e-05,1.5145437622992137e-05
CAR(16:1)_QUAL,0,6.088357029053157,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00010087442687578205,5.19914704305135e-05,8.0910362760577e-05,7.2431582628385e-05,0.00010087442687578205,5.19914704305135e-05,8.0910362760577e-05,7.2431582628385e-05,3.1274423480089096e-05
CAR(16:2),0,6.824543430340869,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.0003165636794711136,9.063085754512022e-05,7.150764197055306e-05,6.27603197198015e-05,0.0003165636794711136,9.063085754512022e-05,7.150764197055306e-05,6.27603197198015e-05,3.5124069840161565e-05
CAR(16:2)_QUAL,0,5.454733114389311,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.17071599842417e-05,4.2140344616253936e-05,4.685779420016666e-05,4.3124018597278545e-05,6.17071599842417e-05,4.2140344616253936e-05,4.685779420016666e-05,4.3124018597278545e-05,1.904587627698277e-05
CAR(17:0),0,6.782997670653233,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00014635017031863472,0.00010181744127975241,0.00013949869847002083,0.00011969919324531165,0.00014635017031863472,0.00010181744127975241,0.00013949869847002083,0.00011969919324531165,3.228815447532956e-05
CAR(17:0)_QUAL,0,6.963448236960547,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00016833580271575455,0.00013131812954617167,0.0001333537698921313,0.00011681263184089214,0.00016833580271575455,0.00013131812954617167,0.0001333537698921313,0.00011681263184089214,5.1388392462823446e-05
CAR(18:0),0,6.174753640741334,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,8.205729212222561e-05,6.36113036736847e-05,0.00011299467272245743,7.614475014800819e-05,8.205729212222561e-05,6.36113036736847e-05,0.00011299467272245743,7.614475014800819e-05,2.2884488189714135e-05
CAR(18:0)_QUAL,0,6.799870344720331,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.0001727388809073555,0.00011159465194039388,0.00012106391315968969,0.00010444745827246308,0.0001727388809073555,0.00011159465194039388,0.00012106391315968969,0.00010444745827246308,3.3796336967319736e-05
CAR(18:1),0,5.999936042241389,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,9.677265818295467e-05,5.898864089885456e-05,7.618370012473408e-05,6.268703576875064e-05,9.677265818295467e-05,5.898864089885456e-05,7.618370012473408e-05,6.268703576875064e-05,2.0273647904786032e-05
CAR(18:1)_QUAL,0,6.734339728652951,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00014500605961752843,0.00010736203966311057,0.0001228785819048754,9.390606593677791e-05,0.00014500605961752843,0.00010736203966311057,0.0001228785819048754,9.390606593677791e-05,4.79540069277529e-05
CAR(18:2),0,7.242684789809156,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00037133659496051217,0.0001237591073097631,0.00011757884312531622,0.00010793021316672824,0.00037133659496051217,0.0001237591073097631,0.00011757884312531622,0.00010793021316672824,4.360601506625204e-05
CAR(18:2)_QUAL,0,5.923468387895097,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,8.916595092254189e-05,4.8491261509460185e-05,6.865557538224135e-05,6.11189473859816e-05,8.916595092254189e-05,4.8491261509460185e-05,6.865557538224135e-05,6.11189473859816e-05,3.1930662746476345e-05
CAR(18:3),0,6.246465483820145,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00010233178759933904,6.354662887279687e-05,6.967610500836839e-05,0.00011152689595123396,0.00010233178759933904,6.354662887279687e-05,6.967610500836839e-05,0.00011152689595123396,1.9678099243979334e-05
CAR(18:3)_QUAL,0,6.30651358545978,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00010213215447778315,8.272848181824776e-05,7.65028653596255e-05,7.935165121194573e-05,0.00010213215447778315,8.272848181824776e-05,7.65028653596255e-05,7.935165121194573e-05,3.7510646004700794e-05
CAR(18:4),0,5.741153845544217,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.844837868623903e-05,4.4841475497860866e-05,6.367322492121018e-05,6.24617427538882e-05,6.844837868623903e-05,4.4841475497860866e-05,6.367322492121018e-05,6.24617427538882e-05,2.2292022759779913e-05
CAR(18:4)_QUAL,0,5.938686576401913,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,8.443511113425076e-05,5.048945473304532e-05,7.35322771713984e-05,5.601178155717543e-05,8.443511113425076e-05,5.048945473304532e-05,7.35322771713984e-05,5.601178155717543e-05,3.764809310352222e-05
CAR(2:0),0,7.958416667805502,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.0002978672269106911,0.00021679169226667717,0.0002535516295781991,0.00026411529116310186,0.0002978672269106911,0.00021679169226667717,0.0002535516295781991,0.00026411529116310186,0.0001678795120532253
CAR(2:0)_QUAL,0,4.651697197965759,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,3.238223688512361e-05,1.933617428517792e-05,3.4152890462565826e-05,2.5153410628867228e-05,3.238223688512361e-05,1.933617428517792e-05,3.4152890462565826e-05,2.5153410628867228e-05,1.3650886066368572e-05
CAR(20:0),0,5.366425302013516,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,4.989246057740354e-05,4.005225518407881e-05,4.4513106449259176e-05,4.9462293667502454e-05,4.989246057740354e-05,4.005225518407881e-05,4.4513106449259176e-05,4.9462293667502454e-05,1.4416498796590718e-05
CAR(20:0)_QUAL,0,7.175408491802716,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00020224483612560197,0.0001211186567988036,0.000206824344114833,0.00013364077469327204,0.00020224483612560197,0.0001211186567988036,0.000206824344114833,0.00013364077469327204,5.7139738730884213e-05
CAR(20:1),0,6.087930460083397,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.71937771765907e-05,5.6784436219215925e-05,7.485909791903086e-05,5.7665633532889545e-05,7.71937771765907e-05,5.6784436219215925e-05,7.485909791903086e-05,5.7665633532889545e-05,6.323462027580171e-05
CAR(20:1)_QUAL,0,6.613032277256181,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00015169478634759358,9.475784208570626e-05,0.00010139996570368971,9.725985480598988e-05,0.00015169478634759358,9.475784208570626e-05,0.00010139996570368971,9.725985480598988e-05,3.203516819376361e-05
CAR(20:2),0,6.512663807056125,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00010744907921442843,9.016439572036331e-05,9.569050592668263e-05,0.0001125263102689057,0.00010744907921442843,9.016439572036331e-05,9.569050592668263e-05,0.0001125263102689057,3.145763155631536e-05
CAR(20:2)_QUAL,0,5.7901283419272165,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.992539663447729e-05,4.5498966545588686e-05,6.282093533150189e-05,5.1253434827346586e-05,7.992539663447729e-05,4.5498966545588686e-05,6.282093533150189e-05,5.1253434827346586e-05,3.2901553654714376e-05
CAR(20:4),0,5.329567428172765,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,5.1417190937234535e-05,3.3498572398693226e-05,5.7568692805815194e-05,4.327826698329875e-05,5.1417190937234535e-05,3.3498572398693226e-05,5.7568692805815194e-05,4.327826698329875e-05,1.3632386897794024e-05
CAR(20:4)_QUAL,0,6.22573429048624,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00011148264996030498,6.889195702625912e-05,5.577932566645432e-05,9.54341526282456e-05,0.00011148264996030498,6.889195702625912e-05,5.577932566645432e-05,9.54341526282456e-05,2.7183311626269616e-05
CAR(22:0),0,6.038142768659305,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.526936827091265e-05,5.792711727599083e-05,8.038744650959496e-05,5.9716629946267766e-05,7.526936827091265e-05,5.792711727599083e-05,8.038744650959496e-05,5.9716629946267766e-05,4.650018685815769e-05
CAR(22:0)_QUAL,0,5.939456440678547,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.938725626633827e-05,5.6808658042969245e-05,8.03723543622846e-05,5.83018298127309e-05,7.938725626633827e-05,5.6808658042969245e-05,8.03723543622846e-05,5.83018298127309e-05,2.6191325432849187e-05
CAR(22:2),0,5.828405923997347,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.954514448487008e-05,5.558207485202964e-05,6.096231891578673e-05,5.6105226732733336e-05,7.954514448487008e-05,5.558207485202964e-05,6.096231891578673e-05,5.6105226732733336e-05,2.334096743030021e-05
CAR(22:2)_QUAL,0,6.281606553443391,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.00011240682993134112,6.887622487897847e-05,8.696917418378319e-05,4.7498024218901846e-05,0.00011240682993134112,6.887622487897847e-05,8.696917418378319e-05,4.7498024218901846e-05,6.595856615304538e-05
CAR(22:4),0,5.537991171219641,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,5.896190095273181e-05,3.104740261276085e-05,7.55364921005351e-05,5.001944554179622e-05,5.896190095273181e-05,3.104740261276085e-05,7.55364921005351e-05,5.001944554179622e-05,1.9417648086422592e-05
CAR(22:4)_QUAL,0,10.204201593494751,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.0009928753439724192,0.00044574334041753516,0.003382474087370136,0.0014881487317634878,0.0009928753439724192,0.00044574334041753516,0.003382474087370136,0.0014881487317634878,3.798432627817881e-05
CAR(22:5),0,5.811422604408785,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.588787314108878e-05,4.0268006856280065e-05,0.00010352669802970435,5.608058533784459e-05,6.588787314108878e-05,4.0268006856280065e-05,0.00010352669802970435,5.608058533784459e-05,1.9637368221223063e-05
CAR(22:5)_QUAL,0,14.96613002660606,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.02557120682288713,0.0115923202070353,0.09403729555341059,0.04134945503982502,0.02557120682288713,0.0115923202070353,0.09403729555341059,0.04134945503982502,0.00010623973124092007
CAR(22:6),0,6.036277713504115,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,7.831304303513406e-05,5.655445165658551e-05,8.105152368213517e-05,6.882177996836971e-05,7.831304303513406e-05,5.655445165658551e-05,8.105152368213517e-05,6.882177996836971e-05,3.5702417282367485e-05
CAR(22:6)_QUAL,0,6.906324549601197,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,0.0001516782552940993,9.564756453330675e-05,0.00012530272788264683,0.00011008073395360079,0.0001516782552940993,9.564756453330675e-05,0.00012530272788264683,0.00011008073395360079,0.00010153327373155146
CAR(26:0),0,6.473137239730773,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,8.91316448911058e-05,8.585661927390586e-05,0.00013015679128150335,8.891378605968878e-05,8.91316448911058e-05,8.585661927390586e-05,0.00013015679128150335,8.891378605968878e-05,3.889744796646225e-05
CAR(26:0)_QUAL,0,5.654813616296633,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.0435792808617265e-05,5.0959911654844685e-05,6.0583670967477446e-05,4.481787354610407e-05,6.0435792808617265e-05,5.0959911654844685e-05,6.0583670967477446e-05,4.481787354610407e-05,2.6692916815134835e-05
CAR(3:0),0,4.987888735132602,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,3.4106600208842136e-05,2.551479037784704e-05,4.033377410104998e-05,3.1014219318500343e-05,3.4106600208842136e-05,2.551479037784704e-05,4.033377410104998e-05,3.1014219318500343e-05,2.4005482655999177e-05
CAR(3:0)_QUAL,0,4.797363915791283,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,3.345190438012847e-05,2.248978324694747e-05,3.388699360220048e-05,2.7452099688244913e-05,3.345190438012847e-05,2.248978324694747e-05,3.388699360220048e-05,2.7452099688244913e-05,1.8818529142381728e-05
CAR(3:1),0,5.679779333808205,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,6.279542619548301e-05,4.040584694421662e-05,5.710037624078524e-05,4.993176057658073e-05,6.279542619548301e-05,4.040584694421662e-05,5.710037624078524e-05,4.993176057658073e-05,3.994298416804343e-05
CAR(3:1)_QUAL,0,4.788410833297947,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,3.111376347556122e-05,2.2420363530076568e-05,3.6644953050585875e-05,2.5158850936036968e-05,3.111376347556122e-05,2.2420363530076568e-05,3.6644953050585875e-05,2.5158850936036968e-05,2.027543293807296e-05
CAR(4:0),0,5.56417120648851,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,4.834706383859397e-05,3.658625716298914e-05,4.881229264015203e-05,5.9856476768776156e-05,4.834706383859397e-05,3.658625716298914e-05,4.881229264015203e-05,5.9856476768776156e-05,3.4205107330568954e-05
CAR(4:0)_QUAL,0,4.791897075947036,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,CAR,3.5606118689997735e-05,2.458061899875261e-05,3.246917216441403e-05,2.9751748762333464e-05,3.5606118689997735e-05,2.458061899875261e-05,3.246917216441403e-05,2.9751748762333464e-05,1.2609406086130245e-05
