lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N4M-P_x,N4M-Q_x,N4M-R_x,N4M-S_x,N4M-P_y,N4M-Q_y,N4M-R_y,N4M-S_y,Blank1
[TG(37:0)]_FA14:0,0,3.9828375005226127,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.96660906029599e-05,1.2327266909484822e-05,2.1099968083541464e-05,1.577016434126164e-05,1.96660906029599e-05,1.2327266909484822e-05,2.1099968083541464e-05,1.577016434126164e-05,9.20828716209725e-06
[TG(37:0)]_FA16:0,0,4.407167980723012,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.385755011920749e-05,2.5470841405028057e-05,2.2785017862454225e-05,1.9208117226516786e-05,2.385755011920749e-05,2.5470841405028057e-05,2.2785017862454225e-05,1.9208117226516786e-05,8.874650165951447e-06
[TG(37:0)]_FA18:0,0,7.823717100027798,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,0.0005487823480961017,0.000388923941097979,7.404010042839528e-05,3.418879758805207e-05,0.0005487823480961017,0.000388923941097979,7.404010042839528e-05,3.418879758805207e-05,1.0593952214393184e-05
[TG(38:0)]_FA14:0,0,4.600421171652016,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.1667196333470966e-05,1.6124132742577584e-05,3.408985620244315e-05,1.8438794227143158e-05,3.1667196333470966e-05,1.6124132742577584e-05,3.408985620244315e-05,1.8438794227143158e-05,2.1262713114949643e-05
[TG(38:0)]_FA16:0,0,4.55497697996087,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2751924149624186e-05,3.0411137066004496e-05,2.876259515844286e-05,1.7979568309174743e-05,2.2751924149624186e-05,3.0411137066004496e-05,2.876259515844286e-05,1.7979568309174743e-05,1.0681742969266337e-05
[TG(38:0)]_FA18:0,0,4.674821497748266,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.6501959743995573e-05,1.6307671063336442e-05,2.4025278475157828e-05,4.5011163913907614e-05,2.6501959743995573e-05,1.6307671063336442e-05,2.4025278475157828e-05,4.5011163913907614e-05,1.1317211352848087e-05
[TG(38:1)]_FA14:0,0,4.216474147292962,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2127813458120355e-05,1.3299144707940146e-05,2.7700338689737564e-05,1.794948648503911e-05,2.2127813458120355e-05,1.3299144707940146e-05,2.7700338689737564e-05,1.794948648503911e-05,1.1667887165221652e-05
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0,5.10090059580123,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.16116312497056e-05,2.899252497288769e-05,4.944618348605201e-05,3.286168278596217e-05,4.16116312497056e-05,2.899252497288769e-05,4.944618348605201e-05,3.286168278596217e-05,1.6807619008621288e-05
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0,5.10090059580123,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.4861499869241487e-05,1.9226301067256583e-05,2.6664273004712374e-05,1.5589034261526822e-05,2.4861499869241487e-05,1.9226301067256583e-05,2.6664273004712374e-05,1.5589034261526822e-05,9.293968388452163e-06
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",0,5.076624128135824,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.3372779624327536e-05,2.5016365871601644e-05,4.36026643568818e-05,3.788884492697279e-05,4.3372779624327536e-05,2.5016365871601644e-05,4.36026643568818e-05,3.788884492697279e-05,1.713557653348088e-05
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",0,5.076624128135824,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3729008158825262e-05,1.4613876800243947e-05,2.2975007619323086e-05,1.9541256003831694e-05,2.3729008158825262e-05,1.4613876800243947e-05,2.2975007619323086e-05,1.9541256003831694e-05,9.155872392022528e-06
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",0,4.8629887350159615,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.604010271544165e-05,2.3579524838438815e-05,3.822701805048871e-05,3.1615532846111636e-05,3.604010271544165e-05,2.3579524838438815e-05,3.822701805048871e-05,3.1615532846111636e-05,1.384464231136106e-05
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",0,4.8629887350159615,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.012280740877772e-05,1.2308039052292021e-05,2.1159450712291845e-05,1.8229822255867115e-05,2.012280740877772e-05,1.2308039052292021e-05,2.1159450712291845e-05,1.8229822255867115e-05,7.791465243942308e-06
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",0,5.134207826601225,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.2598634963148034e-05,3.0362443558232195e-05,4.78623431784679e-05,3.368380897493844e-05,4.2598634963148034e-05,3.0362443558232195e-05,4.78623431784679e-05,3.368380897493844e-05,1.8255435421213696e-05
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",0,5.134207826601225,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2612222502261878e-05,1.3263685840252308e-05,2.6456083042078736e-05,1.6575329741344777e-05,2.2612222502261878e-05,1.3263685840252308e-05,2.6456083042078736e-05,1.6575329741344777e-05,9.907529536889386e-06
[TG(39:0)]_FA14:0,0,4.119075417335353,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.4575483885082954e-05,1.2665626195244608e-05,2.1094197232900085e-05,1.761122773099715e-05,2.4575483885082954e-05,1.2665626195244608e-05,2.1094197232900085e-05,1.761122773099715e-05,1.0198812910316474e-05
[TG(39:0)]_FA16:0,0,4.293973866762859,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.110691798683151e-05,1.879130339417481e-05,2.3757162056853488e-05,2.044818662558222e-05,2.110691798683151e-05,1.879130339417481e-05,2.3757162056853488e-05,2.044818662558222e-05,1.0403766097877499e-05
[TG(39:0)]_FA18:0,0,4.0719649859049225,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.307224569221374e-05,1.3093881832480553e-05,2.4040371299808018e-05,1.5242134825739802e-05,2.307224569221374e-05,1.3093881832480553e-05,2.4040371299808018e-05,1.5242134825739802e-05,8.511965770561932e-06
[TG(39:1)]_FA14:0,0,3.970991944770567,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9677663538685377e-05,1.2210651560460213e-05,2.1081324304858803e-05,1.5252055242252683e-05,1.9677663538685377e-05,1.2210651560460213e-05,2.1081324304858803e-05,1.5252055242252683e-05,9.299485735928605e-06
[TG(39:1)]_FA16:0,0,4.009704956015532,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.0357985283161593e-05,1.3686697174374865e-05,2.1107070499611286e-05,1.581496702169599e-05,2.0357985283161593e-05,1.3686697174374865e-05,2.1107070499611286e-05,1.581496702169599e-05,8.206402223693833e-06
[TG(39:1)]_FA16:1,0,4.185004457347813,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2395643659451142e-05,1.4187618854415394e-05,2.2939051712053674e-05,2.1340396757265482e-05,2.2395643659451142e-05,1.4187618854415394e-05,2.2939051712053674e-05,2.1340396757265482e-05,8.510018458707876e-06
[TG(39:1)]_FA18:0,0,3.957335887241861,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9625585603840355e-05,1.2838176760789977e-05,2.1161670524233278e-05,1.5240854724740535e-05,1.9625585603840355e-05,1.2838176760789977e-05,2.1161670524233278e-05,1.5240854724740535e-05,7.798118603291585e-06
[TG(39:1)]_FA18:1,0,4.267764658136656,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1844277360605077e-05,1.584420627579218e-05,2.9946036188585485e-05,1.7791397857059675e-05,2.1844277360605077e-05,1.584420627579218e-05,2.9946036188585485e-05,1.7791397857059675e-05,1.0176743582313653e-05
[TG(40:0)]_FA14:0,0,5.02514364462732,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.917902122272552e-05,2.2825895171549075e-05,3.326286821855971e-05,2.3480676797182458e-05,2.917902122272552e-05,2.2825895171549075e-05,3.326286821855971e-05,2.3480676797182458e-05,4.812325948052682e-05
[TG(40:0)]_FA16:0,0,4.520870683623815,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3080925334882214e-05,2.7187109946504465e-05,2.6508907420349535e-05,1.8451594809865814e-05,2.3080925334882214e-05,2.7187109946504465e-05,2.6508907420349535e-05,1.8451594809865814e-05,1.3273272414221008e-05
[TG(40:0)]_FA18:0,0,4.251918473476779,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.9695255386815593e-05,1.734871890891188e-05,2.314324621639469e-05,1.5603434970498567e-05,2.9695255386815593e-05,1.734871890891188e-05,2.314324621639469e-05,1.5603434970498567e-05,8.28948686916882e-06
[TG(40:1)]_FA14:0,0,4.083858960204211,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2593623076517866e-05,1.2242614622978454e-05,2.1525669390145203e-05,1.6090182388526926e-05,2.2593623076517866e-05,1.2242614622978454e-05,2.1525669390145203e-05,1.6090182388526926e-05,1.1627318544838394e-05
[TG(40:1)]_FA16:0,0,4.475953035030554,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.1399780011558966e-05,1.3581069151905264e-05,4.390318581309056e-05,1.7272008718090018e-05,3.1399780011558966e-05,1.3581069151905264e-05,4.390318581309056e-05,1.7272008718090018e-05,9.522938092064178e-06
[TG(40:1)]_FA16:1,0,4.140112486490001,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1314816792802894e-05,1.602349911532698e-05,2.308687079942394e-05,1.7163202391579466e-05,2.1314816792802894e-05,1.602349911532698e-05,2.308687079942394e-05,1.7163202391579466e-05,8.572007447582807e-06
[TG(40:1)]_FA18:0,0,4.122871903719641,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.0869260146970205e-05,1.6879261094774164e-05,2.254708692411531e-05,1.662781253946613e-05,2.0869260146970205e-05,1.6879261094774164e-05,2.254708692411531e-05,1.662781253946613e-05,7.794223979583473e-06
[TG(40:1)]_FA18:1,0,4.269334537037177,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.236423178824799e-05,1.473548649685883e-05,2.5163885789612452e-05,2.1900428370499012e-05,2.236423178824799e-05,1.473548649685883e-05,2.5163885789612452e-05,2.1900428370499012e-05,1.0638253303723315e-05
[TG(40:2)]_FA14:0,0,4.015087248350036,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.0337732862435995e-05,1.1856310743441303e-05,2.276415452583257e-05,1.6557088607298068e-05,2.0337732862435995e-05,1.1856310743441303e-05,2.276415452583257e-05,1.6557088607298068e-05,8.89996481768504e-06
[TG(40:2)]_FA16:0,0,3.999628904507471,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.968923678974755e-05,1.2817700554843214e-05,2.2685583952809292e-05,1.5987776628051292e-05,1.968923678974755e-05,1.2817700554843214e-05,2.2685583952809292e-05,1.5987776628051292e-05,8.010374140664506e-06
[TG(40:2)]_FA16:1,0,4.547132910778436,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.855243080224679e-05,1.4871329369675197e-05,4.147504539303625e-05,2.5651038661235067e-05,2.855243080224679e-05,1.4871329369675197e-05,4.147504539303625e-05,2.5651038661235067e-05,8.508557827797843e-06
[TG(40:2)]_FA18:0,0,3.9455234807692383,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9601613156064443e-05,1.1890521119489008e-05,2.1164333739757627e-05,1.5900411749124193e-05,1.9601613156064443e-05,1.1890521119489008e-05,2.1164333739757627e-05,1.5900411749124193e-05,7.792925751046452e-06
[TG(40:2)]_FA18:1,0,4.296401952034231,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.7694795940848244e-05,1.7694070376555495e-05,2.297678326567428e-05,1.7816039129871266e-05,2.7694795940848244e-05,1.7694070376555495e-05,2.297678326567428e-05,1.7816039129871266e-05,1.002907336708381e-05
[TG(40:2)]_FA18:2,0,4.203790413832265,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.5038400210423466e-05,1.4362167397140475e-05,2.6460077992366486e-05,1.7250567575699445e-05,2.5038400210423466e-05,1.4362167397140475e-05,2.6460077992366486e-05,1.7250567575699445e-05,8.861830406760164e-06
[TG(41:0)]_FA14:0,0,4.027447371719311,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9665264105469108e-05,1.1852315170111644e-05,2.2668715651142863e-05,1.5245654920372065e-05,1.9665264105469108e-05,1.1852315170111644e-05,2.2668715651142863e-05,1.5245654920372065e-05,1.1485165738987936e-05
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,0,4.978180606586816,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.04022625015093e-05,2.6930156145030162e-05,3.821636451105146e-05,3.430144385132897e-05,4.04022625015093e-05,2.6930156145030162e-05,3.821636451105146e-05,3.430144385132897e-05,1.4409683375334618e-05
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,0,4.978180606586816,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3774472931231316e-05,1.5326304290231913e-05,2.373363525070504e-05,1.702431460716473e-05,2.3774472931231316e-05,1.5326304290231913e-05,2.373363525070504e-05,1.702431460716473e-05,1.0233701904656164e-05
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,0,4.821782247827303,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.5644143802474024e-05,2.1983617835338194e-05,3.898298221234386e-05,2.915619501779457e-05,3.5644143802474024e-05,2.1983617835338194e-05,3.898298221234386e-05,2.915619501779457e-05,1.4422340855958774e-05
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,0,4.821782247827303,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.028276131919727e-05,1.3069409957946684e-05,2.1157675150608134e-05,1.5893051473571274e-05,2.028276131919727e-05,1.3069409957946684e-05,2.1157675150608134e-05,1.5893051473571274e-05,7.795359960504835e-06
[TG(41:1)]_FA14:0,0,3.970784628036482,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.119371465001877e-05,1.1860555748378157e-05,2.1088426551593663e-05,1.5231574236650135e-05,2.119371465001877e-05,1.1860555748378157e-05,2.1088426551593663e-05,1.5231574236650135e-05,8.559999143130104e-06
[TG(41:1)]_FA16:0,0,4.005066637853133,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9693782998951957e-05,1.4499009377618497e-05,2.1128821828743494e-05,1.522325370223204e-05,1.9693782998951957e-05,1.4499009377618497e-05,2.1128821828743494e-05,1.522325370223204e-05,8.025952542642538e-06
[TG(41:1)]_FA16:1,0,4.101938658249319,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.132101662766229e-05,1.2933566799357997e-05,2.3839727664832e-05,1.85395998613697e-05,2.132101662766229e-05,1.2933566799357997e-05,2.3839727664832e-05,1.85395998613697e-05,8.511479027714966e-06
[TG(41:1)]_FA18:0,0,3.994171441280116,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.148221067848891e-05,1.189077074161108e-05,2.2364199329313836e-05,1.553943150753809e-05,2.148221067848891e-05,1.189077074161108e-05,2.2364199329313836e-05,1.553943150753809e-05,8.213866759218441e-06
[TG(41:1)]_FA18:1,0,4.079601031649553,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1855437047585154e-05,1.297277166588214e-05,2.2967017464745147e-05,1.7080638013476773e-05,2.1855437047585154e-05,1.297277166588214e-05,2.2967017464745147e-05,1.7080638013476773e-05,8.95838383284053e-06
[TG(41:2)]_FA14:0,0,3.9360170741941434,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.995417354035299e-05,1.186205405265524e-05,2.1103963033829214e-05,1.5226453954730214e-05,1.995417354035299e-05,1.186205405265524e-05,2.1103963033829214e-05,1.5226453954730214e-05,7.818402928958948e-06
[TG(41:2)]_FA16:0,0,3.962492258232831,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9845057660873913e-05,1.2681607774132452e-05,2.1177651002724104e-05,1.5210772900604895e-05,1.9845057660873913e-05,1.2681607774132452e-05,2.1177651002724104e-05,1.5210772900604895e-05,8.102383921622666e-06
[TG(41:2)]_FA16:1,0,4.051784180985843,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.130407059107074e-05,1.294105827311469e-05,2.2960802871850925e-05,1.653884747325137e-05,2.130407059107074e-05,1.294105827311469e-05,2.2960802871850925e-05,1.653884747325137e-05,8.510667511073442e-06
[TG(41:2)]_FA18:0,0,3.972794535439266,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1219340408112978e-05,1.2469352812046472e-05,2.11550118504163e-05,1.5236374493320243e-05,2.1219340408112978e-05,1.2469352812046472e-05,2.11550118504163e-05,1.5236374493320243e-05,7.794223979583473e-06
[TG(41:2)]_FA18:1,0,4.170697704167942,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.308919180763947e-05,1.2968526470430404e-05,2.8363527785099725e-05,1.7633948974386992e-05,2.308919180763947e-05,1.2968526470430404e-05,2.8363527785099725e-05,1.7633948974386992e-05,8.502878263657219e-06
[TG(41:2)]_FA18:2,0,4.174623392954028,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3850110380443555e-05,1.5074844366364354e-05,2.392096187671702e-05,1.7444498482311226e-05,2.3850110380443555e-05,1.5074844366364354e-05,2.392096187671702e-05,1.7444498482311226e-05,8.856962049746344e-06
[TG(42:0)]_FA14:0,0,5.171796945387461,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.644846058862049e-05,2.113734468765405e-05,2.9950475389130946e-05,3.0153690832008932e-05,3.644846058862049e-05,2.113734468765405e-05,2.9950475389130946e-05,3.0153690832008932e-05,5.620162738132205e-05
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",0,5.417287515991977,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,5.7686400580145826e-05,3.821937176986499e-05,5.294323964130092e-05,3.666349595693604e-05,5.7686400580145826e-05,3.821937176986499e-05,5.294323964130092e-05,3.666349595693604e-05,2.4271613594356855e-05
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",0,5.417287515991977,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.060414207973924e-05,3.2579134011589065e-05,3.302049774100542e-05,2.5621916790771735e-05,3.060414207973924e-05,3.2579134011589065e-05,3.302049774100542e-05,2.5621916790771735e-05,1.2067083464428016e-05
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",0,4.955735409305074,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.599505111294681e-05,2.494170218501839e-05,4.3505894170766094e-05,3.0501870857103818e-05,3.599505111294681e-05,2.494170218501839e-05,4.3505894170766094e-05,3.0501870857103818e-05,1.8225576907697594e-05
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",0,4.955735409305074,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.672887138212472e-05,1.3980607766784325e-05,2.4457638709580976e-05,1.6124424174678733e-05,2.672887138212472e-05,1.3980607766784325e-05,2.4457638709580976e-05,1.6124424174678733e-05,8.204779345168143e-06
[TG(42:1)]_FA14:0,0,4.345724488315457,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2616355541555068e-05,1.4441076374432904e-05,2.3531216392715215e-05,1.999440144205358e-05,2.2616355541555068e-05,1.4441076374432904e-05,2.3531216392715215e-05,1.999440144205358e-05,1.8787534493186898e-05
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",0,4.808495334131998,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.524074530841082e-05,2.2240071630508827e-05,3.774760454243857e-05,2.7784598415060184e-05,3.524074530841082e-05,2.2240071630508827e-05,3.774760454243857e-05,2.7784598415060184e-05,1.552856862261614e-05
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",0,4.808495334131998,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.197736592436259e-05,1.5138520869278764e-05,2.3910308167944816e-05,1.6969271668083408e-05,2.197736592436259e-05,1.5138520869278764e-05,2.3910308167944816e-05,1.6969271668083408e-05,9.371048850749328e-06
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",0,5.174029932929272,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.2123319204591256e-05,2.8687627196809386e-05,5.84680371084976e-05,3.196755293005004e-05,4.2123319204591256e-05,2.8687627196809386e-05,5.84680371084976e-05,3.196755293005004e-05,1.9251316114536348e-05
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",0,5.174029932929272,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.6919410823924983e-05,1.6012511836400695e-05,2.4105624779199778e-05,1.810629556136645e-05,2.6919410823924983e-05,1.6012511836400695e-05,2.4105624779199778e-05,1.810629556136645e-05,9.909963715396298e-06
