lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N4F-J,N4F-L,N4F-M,N4F-N,N2F-J,N2F-L,N2F-M,N2F-N,Blank1
"[TG(54:8),TG(53:1)]_FA14:0",-0.0023196957049147,3.5167836957247074,0.0002366614506569553,0.9877259837828573,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.1562700914033e-06,1.0939373266931473e-05,1.3255454231291485e-05,9.800467870173396e-06,1.4411358042473362e-05,1.5009631777881973e-05,1.2317802518162583e-05,1.2223111380348483e-05,7.809964629177157e-06
"[TG(54:8),TG(53:1)]_FA16:0",0.0061094302070758,3.535001179035863,0.0016423402337277,0.9676739407888328,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.156650552489864e-06,1.1508746762917903e-05,1.323285669057829e-05,9.800874713532195e-06,1.4416442365343394e-05,1.5422004764412554e-05,1.2294722134498618e-05,1.2234794502976623e-05,8.099625309787387e-06
"[TG(54:8),TG(53:1)]_FA16:1",-0.0208670716204679,3.695265453370635,0.0192606231924372,0.8896219067219804,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0017315978891416e-05,1.2007942291718649e-05,1.632983767674146e-05,1.0742468458342482e-05,1.5737169745265172e-05,1.8217463693491077e-05,1.441453722486429e-05,1.3479557556405987e-05,8.506448361182547e-06
"[TG(54:8),TG(53:1)]_FA18:0",0.037455231343976,3.5774947960346384,0.0618109218563254,0.803656265052264,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0160760186386486e-05,1.1562799870528318e-05,1.329513777383097e-05,1.0265364601932144e-05,1.5387248777858618e-05,1.537112157144771e-05,1.2388326388243532e-05,1.227974913121473e-05,8.343524424914816e-06
"[TG(54:8),TG(53:1)]_FA18:1",0.0649067055410362,3.7051217035843824,0.1863575177834099,0.6659656741477842,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0997264573909296e-05,1.3957029971168607e-05,1.4626746089474849e-05,1.0678379841230406e-05,1.623722749437843e-05,1.639409406438035e-05,1.3456183866725062e-05,1.4009108658442511e-05,8.826941226711642e-06
"[TG(54:8),TG(53:1)]_FA18:2",0.0085145331578105,3.927865513447749,0.0032280197628011,0.9546920354159674,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.311582583006549e-05,1.2846672158142796e-05,2.01954147870818e-05,1.2617924371901095e-05,2.0346854255795623e-05,2.1288254040659135e-05,1.6024273375885274e-05,1.523304538751237e-05,9.204230321724954e-06
"[TG(54:8),TG(53:1)]_FA18:3",-0.0495475299854929,4.2035471275341925,0.1099414518760388,0.740210801846017,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4055442501864654e-05,1.399859172741435e-05,2.427429180586025e-05,1.6662016200417067e-05,2.3209027920294136e-05,2.522374833950767e-05,1.8877022189387472e-05,2.119119634205461e-05,1.245881507335241e-05
"[TG(54:8),TG(53:1)]_FA20:4",-0.0298032921721482,3.917005128866939,0.0395210518127903,0.8424199597463214,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.212217943848586e-05,1.4292022066151549e-05,1.7329921798196103e-05,1.2777637321676668e-05,1.8988443309317286e-05,2.0481301478167737e-05,1.6155832007886706e-05,1.6484919841596402e-05,1.0148994535412844e-05
"[TG(54:8),TG(53:1)]_FA22:5",0.0255058932291857,4.070901239168752,0.029039723420617,0.864687349928775,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3761514921764132e-05,1.619795811562878e-05,1.915096218888277e-05,1.4117597461276801e-05,2.072219683755233e-05,2.1617902987990425e-05,1.7774800517811815e-05,1.754783214500862e-05,1.2471147749230535e-05
"[TG(54:8),TG(53:1)]_FA22:6",0.0570509954619706,4.227196083621928,0.14579858374601,0.7025831571208473,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4599160728832858e-05,1.779388420971257e-05,2.1258055631808973e-05,1.7838804717212277e-05,2.3620259561445363e-05,2.3568636656992132e-05,1.9744079297908425e-05,1.9119469468313424e-05,1.341217986538922e-05
"[TG(54:9),TG(53:2)]_FA14:0",-0.0109838363164289,3.5300429625499867,0.0053068001022853,0.9419272432467936,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.149801817497008e-06,1.0935966660758417e-05,1.326069034041025e-05,9.803723237941701e-06,1.4409862790971953e-05,1.5364566204675604e-05,1.2319341252798926e-05,1.2224889194179815e-05,8.274395302892168e-06
"[TG(54:9),TG(53:2)]_FA16:0",-0.0178309700830889,3.5704750919063484,0.0140067225861741,0.9057903411840744,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.155128562998703e-06,1.164206232299492e-05,1.3240572823994778e-05,1.039639008892297e-05,1.5635184032203927e-05,1.6155598105884983e-05,1.2294978639185277e-05,1.2329783455917034e-05,8.199424338161772e-06
"[TG(54:9),TG(53:2)]_FA16:1",-0.0049162024439289,3.6696279159434,0.0010681811355539,0.9739273483960756,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.001408171493648e-05,1.2018616564089646e-05,1.4761229772370276e-05,1.1264129346152982e-05,1.6328745420128062e-05,1.6553611541793126e-05,1.3516193196866148e-05,1.3811511377416284e-05,8.510180737275003e-06
"[TG(54:9),TG(53:2)]_FA18:0",0.0343374424791189,3.553750364085381,0.0519196147664455,0.8197560436824085,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.141621269126936e-06,1.1806946809472946e-05,1.3290452997314864e-05,1.0587231755666685e-05,1.4911117049326857e-05,1.5007134322349119e-05,1.2532194897335714e-05,1.2273907666786888e-05,7.947086923252557e-06
"[TG(54:9),TG(53:2)]_FA18:1",0.006976689558728,3.809762209060476,0.0021602471410908,0.9629289028413928,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1527665900837038e-05,1.3816673733568092e-05,1.585942066316056e-05,1.2170321587380866e-05,1.7862714933796876e-05,1.9268843410875627e-05,1.5684990116973653e-05,1.383259164057804e-05,8.924468448000659e-06
"[TG(54:9),TG(53:2)]_FA18:2",0.1031985408200644,3.815334044976602,0.4725640928635677,0.491809924968427,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.312324516597262e-05,1.3450566906125267e-05,1.55460849257512e-05,1.2677333553070712e-05,1.690357276079037e-05,1.8730979014659416e-05,1.4449670883104467e-05,1.4337252864544777e-05,9.204230352676426e-06
"[TG(54:9),TG(53:2)]_FA18:3",-0.0074470158937596,3.8545812624897136,0.002463006963191,0.960418282743416,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.111540632297971e-05,1.4307465873066595e-05,1.649105271220405e-05,1.2330644763388519e-05,1.7470324933312577e-05,1.825554820832826e-05,1.5801161891751026e-05,1.626827375938332e-05,1.0252850342256581e-05
"[TG(54:9),TG(53:2)]_FA20:4",-0.0584853106968219,3.9442565980684456,0.1522995247599023,0.6963474649474005,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.2248691948326511e-05,1.4288161179400462e-05,1.7919665447355855e-05,1.2781909953066451e-05,2.0028934705288824e-05,2.1706870576710055e-05,1.6604363078109718e-05,1.6212651909055424e-05,1.0152402354371046e-05
"[TG(54:9),TG(53:2)]_FA22:5",0.0111461730801981,4.07845310305529,0.0055493992978412,0.940617084169586,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3188118516584187e-05,1.707893131078029e-05,1.9152615766187293e-05,1.4787170590702772e-05,2.1572175668161224e-05,2.1627267925253145e-05,1.8488500644961295e-05,1.7859975493754648e-05,1.1228609236090767e-05
"[TG(54:9),TG(53:2)]_FA22:6",-0.0208623134676957,4.218203293437964,0.0194976078468194,0.8889493061234786,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4942742091209402e-05,1.870460920895297e-05,2.0748230610582583e-05,1.5316969626291195e-05,2.5994338572688174e-05,2.356176893709747e-05,1.9899488023289556e-05,1.9121247475917213e-05,1.2673017829724974e-05
"[TG(55:10),TG(54:3)]_FA14:0",0.0504315318924052,3.548021652597236,0.111949129702683,0.7379358983422969,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.739559319417094e-06,1.0940735978710215e-05,1.3261516892529315e-05,1.063423000244412e-05,1.440148865239393e-05,1.4998081500044157e-05,1.2329599190224257e-05,1.2229968696871559e-05,8.186929198007686e-06
"[TG(55:10),TG(54:3)]_FA16:0",-0.0349759130354672,3.554935748714004,0.0538637173859183,0.8164715430491892,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.161977406850237e-06,1.1065648409395683e-05,1.3818466580447007e-05,9.796398893299733e-06,1.4409264678962482e-05,1.5240947782442525e-05,1.3934206666016198e-05,1.2233270482618199e-05,8.122505999674374e-06
"[TG(55:10),TG(54:3)]_FA16:1",0.0198480350582557,3.731203000677589,0.0174445596847796,0.8949227118849249,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0388672996329524e-05,1.2021114912335792e-05,1.6956233669229123e-05,1.1713359814557362e-05,1.6252480520033062e-05,1.655610899732598e-05,1.556061195312486e-05,1.3962122326013933e-05,8.601541496819067e-06
"[TG(55:10),TG(54:3)]_FA18:0",-0.0649591419613438,3.757898394855416,0.1870214851020968,0.6654072580800195,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0631234410831564e-05,1.2095835165480384e-05,1.5385421065202476e-05,1.2298295322313384e-05,1.9814196863684053e-05,1.8906417272436606e-05,1.4214762775822477e-05,1.3455175265282021e-05,8.350664403305169e-06
"[TG(55:10),TG(54:3)]_FA18:1",-0.2607288191864209,6.26943504025938,3.1061849184662838,0.0779954564454597,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,7.587039706896887e-05,5.7048173006915956e-05,3.48712145503206e-05,4.086308866421454e-05,0.00013023607770972702,7.44085272736872e-05,5.5639375035675706e-05,7.035819582652716e-05,0.00012602639274160747
"[TG(55:10),TG(54:3)]_FA18:2",0.1473204794248963,4.344814165339174,0.9747155846024071,0.3235069348165582,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.512842067250091e-05,2.285578891676709e-05,3.0554235014794856e-05,1.5373937242828466e-05,3.0048336695928416e-05,2.4880364011928265e-05,1.938530608506491e-05,1.8942698511646703e-05,1.1783913833648463e-05
"[TG(55:10),TG(54:3)]_FA18:3",-0.0091663044345247,3.852635987794754,0.0037326854095951,0.951282988111228,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1548021857129203e-05,1.3397422273034015e-05,1.7452555378132262e-05,1.2340817593633877e-05,1.803767521784426e-05,1.9153029351116472e-05,1.564190637869297e-05,1.5748627820814263e-05,9.500706423591284e-06
"[TG(55:10),TG(54:3)]_FA20:4",0.0493684075525228,3.93716857979513,0.1084997819189936,0.7418586196545603,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4248350206663124e-05,1.4287706942140881e-05,1.732275652431588e-05,1.2776416481151317e-05,1.8756059994019994e-05,1.963844968187305e-05,1.615019022545647e-05,1.661013284074731e-05,1.0144613168857766e-05
"[TG(55:10),TG(54:3)]_FA22:5",0.0061089071745917,4.050077053460682,0.001665734350762,0.9674446494638752,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3529036397351205e-05,1.5765761369699596e-05,1.9153717958326225e-05,1.4215052977116094e-05,2.0704551306815267e-05,2.162258554593358e-05,1.8070230671124584e-05,1.7552657999556796e-05,1.1239481621525053e-05
"[TG(55:10),TG(54:3)]_FA22:6",-0.0133025985315639,4.196778239440183,0.0079237859447474,0.9290694725937244,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4565487545924187e-05,1.8253107812676104e-05,2.0746852673297923e-05,1.532266640346737e-05,2.2567805297794424e-05,2.4319087361867048e-05,1.9326065828758373e-05,2.0557512504028938e-05,1.2538167404637887e-05
"[TG(55:11),TG(54:4)]_FA14:0",-0.0026413331935128,3.5171435048989745,0.0003068424388052715,0.986024235790466,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.152465190247856e-06,1.0934149755038544e-05,1.3266752843959283e-05,9.803316355776783e-06,1.4412255296054384e-05,1.5008383139427343e-05,1.232447027042553e-05,1.223073065860766e-05,7.81661792662349e-06
"[TG(55:11),TG(54:4)]_FA16:0",-0.0197553967828567,3.535398819813571,0.0171761692035348,0.8957295166822293,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.215816515082037e-06,1.0925065269757626e-05,1.35919388420167e-05,9.827527571461755e-06,1.558972438203428e-05,1.5026488784037267e-05,1.2295491501816787e-05,1.2237588217346301e-05,7.820350178910059e-06
"[TG(55:11),TG(54:4)]_FA16:1",-0.0379383353286099,3.668222922000463,0.0636042501363123,0.8008873819449916,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0088277178608938e-05,1.201407427813074e-05,1.4549583283547873e-05,1.0745927286596307e-05,1.6477685977815822e-05,1.6561728019224813e-05,1.3523886723306051e-05,1.4169371219250285e-05,8.591155916134695e-06
"[TG(55:11),TG(54:4)]_FA18:0",0.2461621816032811,3.942832695716893,2.6965611647767034,0.1005649439167401,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3265928523867018e-05,1.267838110881016e-05,1.9029706283416602e-05,1.9102062349302185e-05,1.5926485915475252e-05,2.0891177545036246e-05,1.6401767517740076e-05,1.4845215971144381e-05,8.336384260815627e-06
"[TG(55:11),TG(54:4)]_FA18:1",0.1029796256997579,5.445056651124099,0.482857183609326,0.487130972309765,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,5.497433742002097e-05,3.61198954564503e-05,3.9183784055780256e-05,2.7480577405711132e-05,7.896309312342702e-05,4.5609214092272735e-05,3.3200007002344384e-05,3.40370699635487e-05,4.086210911096053e-05
"[TG(55:11),TG(54:4)]_FA18:3",0.001977631097339,3.990095735940973,0.00017441271502938172,0.9894630114396148,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.2030101251444366e-05,1.4733076481961004e-05,1.9255407259476113e-05,1.5080147015197638e-05,1.8537434224697755e-05,2.095922979957295e-05,1.899832303070539e-05,1.7237974923686456e-05,9.498434647457389e-06
"[TG(55:11),TG(54:4)]_FA20:4",0.0076339028992122,3.91857478152511,0.0025931095198665,0.9593872097478924,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1938213131658133e-05,1.428906965391962e-05,1.7599715768668936e-05,1.3517809687332968e-05,1.9079362951923827e-05,1.9646878095638903e-05,1.649819268715708e-05,1.5989148122774353e-05,1.0146885006894606e-05
"[TG(55:11),TG(54:4)]_FA22:5",-0.0376996076954135,4.065792329261259,0.0634623116568508,0.8011050093415848,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3183552729541845e-05,1.6110746641074867e-05,1.9162812081590298e-05,1.4101727892661394e-05,2.0726982018850817e-05,2.286750880845806e-05,1.8009708625093805e-05,1.854699524845681e-05,1.1231692405060301e-05
"[TG(55:11),TG(54:4)]_FA22:6",0.0115026641699821,4.173308901525524,0.0059213957323554,0.9386628392561308,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.43455649993786e-05,1.7885638056862292e-05,2.074823055801965e-05,1.5320021455961742e-05,2.2562421719263763e-05,2.3571446227482745e-05,1.9326578935959567e-05,1.91281048408834e-05,1.2472770534901811e-05
"[TG(55:7),TG(54:0)]_FA14:0",0.0208082918058837,3.5385955419812847,0.0190504033668907,0.8902220831426493,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.146757947373372e-06,1.1660231466830549e-05,1.3263721539621833e-05,9.802909434805744e-06,1.4411358099517903e-05,1.5003700462401791e-05,1.2324983133057038e-05,1.2235048441778875e-05,8.357804567404355e-06
"[TG(55:7),TG(54:0)]_FA16:0",-0.1209963441190521,3.576843564633207,0.6449029640903401,0.4219409193677534,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.159504173927105e-06,1.092097726437675e-05,1.3233407655240424e-05,9.794160789152903e-06,1.4414647972270434e-05,1.6828943019423863e-05,1.3895225926615478e-05,1.3320565077154383e-05,8.182385460031065e-06
"[TG(55:7),TG(54:0)]_FA16:1",-0.0241756044281409,3.676714816287861,0.0258366256773356,0.8722999523649461,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0011608590872025e-05,1.2715627697726785e-05,1.4549583493799604e-05,1.0744096219838874e-05,1.5732982675976162e-05,1.656484958559079e-05,1.5061816725382464e-05,1.3442984313492489e-05,8.511641120573262e-06
"[TG(55:7),TG(54:0)]_FA18:0",-0.0833209782285906,3.904736200617796,0.30895745980132,0.5783206353127858,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.686861594444982e-06,1.2200761459973451e-05,1.3541231801199954e-05,1.958710081539269e-05,2.05885090202965e-05,1.8440038752539636e-05,1.9765364735733008e-05,1.5017161267035382e-05,8.610304260880697e-06
"[TG(55:7),TG(54:0)]_FA18:1",0.0166642783187785,3.6559319199818954,0.0122652610897382,0.9118156746618664,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0533639157029524e-05,1.195161817108413e-05,1.4442933460736144e-05,1.0677159194735649e-05,1.5702775823282983e-05,1.639534264329378e-05,1.3460030458746234e-05,1.3316755365360126e-05,8.801950853549056e-06
"[TG(55:7),TG(54:0)]_FA18:2",0.0300113264990103,3.762285133122894,0.0399091360325081,0.8416583446207252,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0782478669323912e-05,1.283736046759519e-05,1.6248816804106242e-05,1.1994128803951687e-05,1.6898787465402804e-05,1.7634022832627503e-05,1.4449157971559018e-05,1.4348173976993704e-05,9.20066031705404e-06
"[TG(55:7),TG(54:0)]_FA18:3",0.0037844432968147,3.814224074158999,0.0006355379351425938,0.9798875581723252,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1822925112883644e-05,1.3229358342331168e-05,1.614822964253234e-05,1.1918239905546817e-05,1.7474213032163666e-05,1.8206537824192372e-05,1.567447547920591e-05,1.486350242305023e-05,9.498759204591643e-06
"[TG(55:7),TG(54:0)]_FA20:4",0.023141045349968,3.925188998600242,0.0238325596586106,0.8773117176098774,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.213701858202107e-05,1.4294066133819662e-05,1.7328268273454508e-05,1.4055950292378715e-05,1.8754863712956506e-05,1.964219541861335e-05,1.6292263446311708e-05,1.646002986664039e-05,1.0143315002223693e-05
"[TG(55:7),TG(54:0)]_FA22:5",0.0038782137855623,4.058563180147921,0.0006713978119750053,0.9793280508954574,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3184884325201703e-05,1.578324902769051e-05,1.979113729140234e-05,1.4200810937160355e-05,2.0712028077723185e-05,2.2076788962665242e-05,1.777864710983299e-05,1.7706570782344203e-05,1.1600867664571661e-05
"[TG(55:7),TG(54:0)]_FA22:6",0.068469828697358,4.220858812686862,0.2099884633828191,0.6467764464363307,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.5213840264377265e-05,1.807255253060859e-05,2.2190346763183505e-05,1.640952732596914e-05,2.2824114633673217e-05,2.4384330343619117e-05,1.9336836873384904e-05,1.9127088940345054e-05,1.3032132034734744e-05
"[TG(55:8),TG(54:1)]_FA14:0",-0.0029045582962668,3.5166382889000705,0.0003710401965370536,0.9846317758563062,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.146948014628632e-06,1.0929834674346324e-05,1.3253800706549895e-05,9.803316316970661e-06,1.4411956211527378e-05,1.5002763998446114e-05,1.231882848799529e-05,1.2225904997831937e-05,7.817104762324873e-06
"[TG(55:8),TG(54:1)]_FA16:0",0.0357110631014897,3.5471391818288245,0.0561216323060984,0.8127343334632907,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.159884635013668e-06,1.0927109337425738e-05,1.3907479331644449e-05,1.0376247888917779e-05,1.4415844310378463e-05,1.5023679332629048e-05,1.2293952718266507e-05,1.2235048344892646e-05,8.466528669358967e-06
"[TG(55:8),TG(54:1)]_FA16:1",-0.0335340163828137,3.709642645611038,0.0497639057339647,0.8234746056353078,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1076786710511e-05,1.2086523474932778e-05,1.4884965754697093e-05,1.090869191081795e-05,1.70465319131607e-05,1.6565786228170054e-05,1.3524399585937563e-05,1.5468740319355425e-05,8.509044787305112e-06
"[TG(55:8),TG(54:1)]_FA18:0",0.042893558945411,3.8595919500449143,0.0817915382707781,0.7748840959209179,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0100452767962167e-05,1.1875307870938759e-05,1.8609445188301518e-05,1.6271584609337987e-05,1.6720836221996273e-05,2.017943552537284e-05,1.5241331706432399e-05,1.6478062379743986e-05,8.422227765737667e-06
"[TG(55:8),TG(54:1)]_FA18:1",-0.0321757742016122,3.8413509468624194,0.0459888147658276,0.8301961318052702,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.200860347645779e-05,1.4654495082154628e-05,1.4866777192791343e-05,1.2148755474426001e-05,1.956356984859568e-05,1.818281327676601e-05,1.62114817366333e-05,1.5055258481864186e-05,8.956598675747713e-06
"[TG(55:8),TG(54:1)]_FA18:2",-0.0005840718495402022,3.785799830070666,1.5127303594653084e-05,0.9968967288209418,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0773537271353172e-05,1.3909562957274518e-05,1.616200885769012e-05,1.1474909558385773e-05,1.7086309242539923e-05,1.8722550600893568e-05,1.4448644864357822e-05,1.4995064618904137e-05,9.197090219528712e-06
"[TG(55:8),TG(54:1)]_FA18:3",0.0217548422818413,3.8089389421286928,0.0209979314709289,0.884784591563046,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1117118524871035e-05,1.3230948086102802e-05,1.6526878188035293e-05,1.249646125608683e-05,1.747630656680817e-05,1.8196548478390536e-05,1.5043352398885717e-05,1.4879249196274878e-05,9.493404104730857e-06
"[TG(55:8),TG(54:1)]_FA20:4",0.0559546440145673,3.938593340680388,0.1393839873672391,0.7088941817079071,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1931935142724463e-05,1.429338482124874e-05,1.805635351452913e-05,1.4887677936212606e-05,1.9411937301986705e-05,1.9638761677748418e-05,1.6152241773810384e-05,1.5967813727037888e-05,1.0149481433017171e-05
