lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDF-J,GDF-L,GDF-M,GDF-N,GDM-P,GDM-Q,GDM-R,GDM-S,G2F-J,G2F-L,G2F-M,G2F-N,G2M-P,G2M-Q,G2M-R,G2M-S,Blank1
DG(43:6)_C16:1,0.6373692292744163,4.890799230492505,9.96777284473809,0.0015930407670746,0.4673402323045459,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,DAG,2.2230982068473197e-05,3.3133390455320314e-05,0.00011653038564218692,2.7281503422326454e-05,1.0505768344739309e-05,7.206911934037115e-05,2.297975410314748e-05,2.320911739163653e-05,2.6265541682460287e-05,3.0345581276178475e-05,2.5977205661425856e-05,2.988682151686451e-05,2.3586880700375686e-05,1.4077138433977978e-05,2.466096398653053e-05,2.3974267585501403e-05,1.800115063254748e-05
FA(14:1),-0.6178444824076504,11.988446545868827,9.416494292507195,0.0021504224932857,0.5338010296794616,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,FA,0.0010315908101193073,0.006349387117022778,0.0017480917577843093,0.0010637976846308089,0.005020751275264502,1.5490576070342808e-05,1.2179112485544228e-05,1.2350537162645557e-05,0.0023883129691104534,0.002496289429095075,0.0010908522971164855,0.0010366524846323751,0.005446182408659619,0.005079730042707447,0.007849026552003077,0.003720903273296717,0.012910053216024644
FA(16:2),0.6208845091380194,11.956882845869549,9.508641402926514,0.0020450652008972,0.5338010296794616,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,FA,0.002928584536087647,0.008818433063123689,0.0025724266701225356,0.0011355366568434233,0.00651582352601291,1.550792368427944e-05,1.2181224099466288e-05,1.2364818961948296e-05,0.003073594171882239,0.0032137072380715647,0.0014974481288619265,0.003151881225058214,1.2177629421218778e-05,0.005796098518389367,1.1605910008682819e-05,1.2106067432755793e-05,0.015035396679523368
[TG(44:5)]_FA18:0,0.6062289442537917,3.8346475014887953,8.97705536453747,0.0027339087527728,0.6301659675141413,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1632060867949781e-05,3.284466500436599e-05,3.342494183165688e-05,1.345518753526095e-05,5.4335857513845195e-06,3.2328887164106805e-05,1.1143440728131914e-05,1.1273224434186661e-05,1.2339399844027152e-05,1.6158417069682362e-05,1.200993874506031e-05,1.4408179816265137e-05,1.1812373412193622e-05,6.726574958518263e-06,1.2270958776496368e-05,1.105628312053165e-05,9.10118581486244e-06
FA(5:0),0.5965844978801949,11.761074766720473,8.784070455567417,0.0030387236963406,0.6537307578727468,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,FA,0.0017766939732810133,0.004527265344947525,0.0044189977320619,0.004761819258393263,0.002354639415808805,0.003495782455504803,0.005215098475212054,0.0046138247735169,0.0012858912338364517,0.0028054537422893015,0.004255477219872281,0.0006502931344189685,0.004104410776707512,0.0011154504366232996,0.0043305309759644394,0.002635834011277195,0.005520755561334651
FA(25:4),0.5810080587875132,9.893630937545556,8.333458648045507,0.0038921486333627,0.7598251224237513,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,FA,0.0007965702514655148,0.0011042679785690694,0.001123130957375345,0.00085665796585642,0.002260900176492298,0.00016482055308035328,0.0002678088415284309,0.00028065975128749104,0.0008477644928414505,0.001356365074976147,0.0008067896690742239,0.0006530150327823844,0.00027701384966077885,0.0013443300207493113,0.0002558675159404693,0.0002772718815225836,0.0008523328167937644
"PE(37:7),PE(P-38:6),PE(36:0),PE(O-37:0)",0.5810440046214193,4.474804249615325,8.282545572668624,0.0040027973601499,0.7598251224237513,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,PE,3.671120836555441e-05,2.6410470353883967e-05,4.9478935392440706e-05,6.407418949915105e-05,6.658563309816229e-06,2.561623432363151e-05,1.4738492877745746e-05,1.4383054679249883e-05,2.2672037371524877e-05,3.080251378609555e-05,2.368673121639345e-05,2.644220611628962e-05,1.5680840865884303e-05,1.0201849604135757e-05,1.4287587849454667e-05,1.4044650380128926e-05,1.0105504900821297e-05
Cer(44:0),0.5722991478125424,4.559093179459943,8.03980108388297,0.0045760561636994,0.8203851800143456,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,Cer,1.3114714979506705e-05,1.2862447439531482e-05,1.6045266867262975e-05,1.4215128782780311e-05,1.7193096549097083e-05,5.5209871205596345e-05,3.9649748389350436e-05,6.759483602030992e-05,1.3218534009971037e-05,1.6895367013583963e-05,1.4175016834239558e-05,1.6576613007815714e-05,2.2154550469327207e-05,1.599604760718693e-05,2.0246175741368343e-05,3.887556601694293e-05,8.716269720048561e-06
[TG(37:0)]_FA18:0,0.5592783357198021,7.37546264999607,7.720320248306962,0.0054602709692775,0.8810147208929275,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,0.0002638743451700637,0.00017794434705341138,6.708269953507943e-05,0.00012056255118599709,5.664019785072705e-05,0.0004586309284153642,0.0003843599044693803,0.00025936794901739086,0.000146124923911635,4.766800371526849e-05,0.00010909386074523599,0.0002640530835451839,0.0003765160994412425,7.172260776407406e-06,0.0001816597277886783,0.00010888122039292329,1.0593952214393184e-05
FA(28:0),-0.5618995060085138,12.063934987422284,7.798647325442289,0.0052285361108841,0.8810147208929275,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,FA,0.004254714430031644,0.006980938448535551,0.008732096753821604,0.009071233089961495,0.001323953444514493,0.00019706360228412986,0.00030948324284010647,0.0002040579552267785,0.013274955822041903,0.002559114709249979,0.007954517577239124,0.01393656055712777,0.0002757228620625122,0.006426321756383531,0.00032708257170474797,0.00019177177544108036,0.000497232747605783
FA(16:5),0.5508089979000473,10.634708944314564,7.495202635554961,0.0061863569888004,0.9506368572790016,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,FA,0.0030197161503261578,0.006292308987112173,0.002159473077407702,0.0011400865330741712,0.0014953877088226457,1.5506428046878914e-05,1.2173012013948235e-05,1.2358868227372207e-05,0.0027121911237676915,0.0015787262067051837,0.001103646473906134,0.0031599731061921895,1.2173160726744165e-05,0.001868415635813746,1.1592036071265288e-05,1.2106067388319389e-05,0.0014937258663745131
[TG(37:0)]_FA14:0,0.0716487669328531,3.552649493806149,0.1260369487932067,0.7225769837555943,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1533511625007344e-05,1.2131483311998881e-05,1.3534947543930701e-05,1.3140446553369372e-05,5.343919822135694e-06,1.5782495715722386e-05,1.353224277809618e-05,1.4560861255482726e-05,1.2372630057502911e-05,1.5082868679568377e-05,1.294120591996155e-05,1.4375886609619903e-05,1.2137176151217764e-05,7.288914014016027e-06,1.0645258890574177e-05,1.1313720238061142e-05,9.20828716209725e-06
[TG(37:0)]_FA16:0,0.0736922429575696,3.6680586663616506,0.1334645895340829,0.7148665368732605,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.316073576501153e-05,1.26732902520185e-05,1.6915728463238326e-05,1.2638346933783356e-05,7.04167170274305e-06,1.7636901769057388e-05,1.576079036427431e-05,1.1696437373922808e-05,1.2573477316876087e-05,1.8130841748648564e-05,1.2758336283774946e-05,1.7823491910691724e-05,1.1898924821949394e-05,8.092760263459402e-06,1.1642160883140094e-05,1.2576210470970518e-05,8.874650165951447e-06
[TG(38:0)]_FA14:0,0.2877509289141567,4.012882141249415,2.035539351376024,0.1536596692222058,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.4567618859682842e-05,1.5899655016415698e-05,1.6024715931171366e-05,1.885115428535448e-05,9.173634171564605e-06,3.3738535026755695e-05,1.4314744941898527e-05,1.7506928645200636e-05,1.6540332466005383e-05,1.5340039532750858e-05,1.2770776258525164e-05,1.9231239094822353e-05,1.3122403081426304e-05,9.686737458477377e-06,1.6004138954232375e-05,1.2810117134138109e-05,2.1262713114949643e-05
[TG(38:0)]_FA16:0,-0.0339924407432322,3.996528181762056,0.028465926636727,0.8660180795630408,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,2.487321652525894e-05,1.790030061941735e-05,1.5440841923019892e-05,1.3166076896073104e-05,7.691038281607173e-06,2.3023953445103986e-05,1.381708769935584e-05,1.4982170248899515e-05,1.871324571010131e-05,2.4750503057935693e-05,1.543793762446736e-05,1.9436959248416547e-05,1.8242571887292265e-05,1.3255617302005552e-05,1.472864154959839e-05,1.1066534021659975e-05,1.0681742969266337e-05
[TG(38:0)]_FA18:0,0.3342871445875603,4.061982644385073,2.747802472606395,0.0973881952958192,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.5882227994988907e-05,2.99495623462365e-05,3.156831312530298e-05,1.6490082395045576e-05,5.87569876040711e-06,3.797824643953785e-05,1.2600513900266169e-05,1.2982024314339693e-05,1.6920280766782267e-05,1.617892035412803e-05,1.7478614447575425e-05,2.169031200165943e-05,1.3133692192898619e-05,7.587404598155066e-06,2.0328747353098585e-05,1.3054507634072855e-05,1.1317211352848087e-05
[TG(38:1)]_FA14:0,0.1095690760131839,3.6391988020525705,0.2948734445021648,0.5871143052013854,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1543273620558548e-05,1.2916865687425718e-05,1.4183571157665827e-05,1.5717326196161766e-05,6.225195583250189e-06,2.2340215764830444e-05,1.142241986123504e-05,1.1944224067576675e-05,1.2316676244906471e-05,1.4065901245814987e-05,1.1981823911437212e-05,1.437558747699031e-05,1.2747974349704848e-05,8.49828914070247e-06,1.1967748319678615e-05,1.2219293083135824e-05,1.1667887165221652e-05
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0.1241328432904822,4.637788309964873,0.3807076728288674,0.5372247449964402,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.940466513464818e-05,1.897108193890835e-05,1.5390731347025634e-05,1.7648319902450048e-05,6.298846076051258e-06,1.8685538977531217e-05,1.1701398904832657e-05,1.625442770367451e-05,1.909661451867876e-05,1.7905304670002753e-05,1.4138442954457516e-05,1.7066693201657485e-05,1.604703798559945e-05,9.120439363709012e-06,1.3954839475516584e-05,1.3924901287642306e-05,9.293968388452163e-06
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0.1241328432904822,4.637788309964873,0.3807076728288674,0.5372247449964402,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,DAG,2.8290131485679768e-05,2.356146940447212e-05,2.744009469954157e-05,2.8265710400712412e-05,1.653298243918304e-05,3.386714712141209e-05,2.3716502886614537e-05,2.9018180873425418e-05,2.299285551077617e-05,3.3053784195000843e-05,2.347151696250023e-05,2.8313122963990655e-05,2.468923403500007e-05,1.733055986978721e-05,2.521546987528185e-05,2.526494782984098e-05,1.6807619008621288e-05
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",0.021333512569569,4.545389074629263,0.011243415224492,0.9155546051767924,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,DAG,2.2237954738777187e-05,2.4605160714634857e-05,2.704315066454372e-05,2.6133261703112376e-05,1.0269749980840453e-05,3.591327532595154e-05,2.4546400677795313e-05,2.6522699629973077e-05,2.534242639000186e-05,3.066279759007702e-05,2.8612271312608952e-05,3.064302235986329e-05,2.260259470141852e-05,1.3936730340447631e-05,2.2068794960943332e-05,2.2994142716062018e-05,1.713557653348088e-05
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",0.021333512569569,4.545389074629263,0.011243415224492,0.9155546051767924,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.30886832278075e-05,1.4803209255706176e-05,1.7517619503141357e-05,1.5027099596167734e-05,6.7898485374211e-06,2.1804232307017684e-05,1.4070022385762583e-05,1.5908811574639934e-05,1.6426714750026565e-05,2.2063975127604445e-05,1.3246237644797305e-05,1.6024637225582777e-05,1.459918465431594e-05,7.290045060215407e-06,1.2491150025650512e-05,1.3332912558445873e-05,9.155872392022528e-06
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",0.0558656113131847,4.419221815927996,0.0770579270089424,0.7813247324413543,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1225777706748828e-05,1.242947717660113e-05,1.3579146267118534e-05,1.237230353947695e-05,5.0305632749019e-06,1.5026675352513637e-05,1.2046075259113199e-05,1.1842110264925733e-05,1.2646534833577818e-05,1.4228756655343816e-05,1.2005709055887356e-05,1.6285973577689012e-05,1.119052107710405e-05,6.7339277027461606e-06,1.1279427209553445e-05,1.1048594955794507e-05,7.791465243942308e-06
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",0.0558656113131847,4.419221815927996,0.0770579270089424,0.7813247324413543,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,DAG,2.120411786195202e-05,2.1052048142984107e-05,2.5145983354845923e-05,2.3336216748222043e-05,1.1657622289335847e-05,3.1545848733156574e-05,2.471158241974393e-05,2.245290411806393e-05,2.1213084979978046e-05,2.7716169965454126e-05,2.352675116032221e-05,2.8854334191923292e-05,2.1526112647250103e-05,1.2946521777561297e-05,2.2440703092073784e-05,2.0937208601090082e-05,1.384464231136106e-05
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",0.0732057489589624,4.713572273087285,0.1324710106226936,0.7158836433683152,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,DAG,2.506264486544901e-05,2.600839283902149e-05,3.422277068939194e-05,3.0043434425912297e-05,1.2894716817978873e-05,4.6489075311529624e-05,2.3853763340889674e-05,2.8089873271179454e-05,2.706746455501797e-05,3.365775497577575e-05,2.7648162141203598e-05,3.291012916867968e-05,2.631583447237335e-05,1.4788227810614428e-05,2.2812835341278633e-05,3.260528331284911e-05,1.8255435421213696e-05
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",0.0732057489589624,4.713572273087285,0.1324710106226936,0.7158836433683152,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.4236642071652313e-05,1.775082858839671e-05,1.74483654651085e-05,1.7316406409579565e-05,5.869271447967218e-06,1.613931924693719e-05,1.3415864764162731e-05,1.3536390585161908e-05,1.738086119497461e-05,1.658342283715096e-05,1.3024554714130222e-05,1.707984973338729e-05,1.377318410671855e-05,8.42985261994748e-06,1.1987216587388392e-05,1.74183577524479e-05,9.907529536889386e-06
[TG(39:0)]_FA14:0,-0.0661679605496774,3.5244571363672264,0.1074558515831505,0.7430594138853236,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1801035619283044e-05,1.142095590806303e-05,1.3534103016542268e-05,1.2304382815996762e-05,5.016865768277111e-06,1.5956869625458003e-05,1.1172770071689369e-05,1.1424609935950307e-05,1.1723174916207e-05,1.4071173439147787e-05,1.1934302667850274e-05,1.4376783665316922e-05,1.1859177059733372e-05,7.595605829303624e-06,1.3969384529407495e-05,1.1774311359809647e-05,1.0198812910316474e-05
[TG(39:0)]_FA16:0,-0.0196965774036768,3.795782727518368,0.0095442723298866,0.92217465137669,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.710154194497894e-05,1.4441529228138927e-05,1.6565235367652914e-05,1.4961485758499796e-05,6.406634776739836e-06,1.916200191996687e-05,1.222251938950699e-05,1.3784415538831608e-05,2.0458564114568256e-05,1.8958006479314684e-05,1.6225894597041653e-05,1.6836753285659262e-05,1.2782077556184714e-05,8.066884554324048e-06,1.3518261265215274e-05,1.18318560608642e-05,1.0403766097877499e-05
[TG(39:0)]_FA18:0,-0.0694428831880605,3.528115442655946,0.1183779764625185,0.7308004066570568,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1217642873006832e-05,1.2295451157012848e-05,1.3985098737448475e-05,1.2361538821939871e-05,5.033618839296494e-06,1.609385636537358e-05,1.1804403005904385e-05,1.1281555362712841e-05,1.1769355057103578e-05,1.5303133453146868e-05,1.2337611479250871e-05,1.5783633907814452e-05,1.1488276405252745e-05,8.273466617729407e-06,1.1478583797295634e-05,1.275047561240644e-05,8.511965770561932e-06
[TG(39:1)]_FA14:0,0.0015820374356461,3.482446233864166,6.14149623885396e-05,0.9937472262965212,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.191492497628708e-05,1.1415727918490065e-05,1.354001492304448e-05,1.2311303180116954e-05,5.016655032768227e-06,1.502129146862008e-05,1.180627998113974e-05,1.1343918559852541e-05,1.1715600585117866e-05,1.4071759486705922e-05,1.1932561153957433e-05,1.4371401331134812e-05,1.2295931956054094e-05,7.13592155493835e-06,1.0641007006633828e-05,1.1168809963995189e-05,9.299485735928605e-06
[TG(39:1)]_FA16:0,0.0361725091898609,3.619103785769153,0.0321487783606562,0.8577015154825915,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.3990501529979828e-05,1.674587182936051e-05,1.3506514173227726e-05,1.3271161315824235e-05,5.971897329656584e-06,1.422090570897512e-05,1.3012295486855358e-05,1.2310548660319721e-05,1.5247042451261736e-05,1.5112452069793218e-05,1.1964656678895408e-05,1.8692120996849428e-05,1.2584514606366151e-05,7.1292758426901115e-06,1.1395564760356137e-05,1.1840476279211501e-05,8.206402223693833e-06
[TG(39:1)]_FA16:1,0.118625487171703,3.6839545010610726,0.3458351900490868,0.5564802495877879,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.3455453763088436e-05,1.3639274819918024e-05,1.6396886232048054e-05,1.810556594566513e-05,5.441698887604952e-06,1.842382838945227e-05,1.4906724833115984e-05,1.2942987989474242e-05,1.3122020044701604e-05,1.5395398735957732e-05,1.4054596591670217e-05,1.566821530790291e-05,1.5671433347756797e-05,7.288913933107576e-06,1.1607476317022943e-05,1.2090225232003852e-05,8.510018458707876e-06
[TG(39:1)]_FA18:0,-0.0038191670147809,3.547825417809412,0.0003581805419408113,0.9849004108443946,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.133060249926047e-05,1.3413284427985721e-05,1.3980313153841725e-05,1.5236243538743725e-05,5.018867735514663e-06,1.4200866153091714e-05,1.1161976826359341e-05,1.3730383134017626e-05,1.3171376581131438e-05,1.4818375081139489e-05,1.282551279281795e-05,1.5949884352155307e-05,1.2328153434610186e-05,7.2030854936445085e-06,1.1826996150936515e-05,1.1547626856792324e-05,7.798118603291585e-06
[TG(39:1)]_FA18:1,0.1105717829800767,3.8969283862902655,0.3009321700833975,0.5832986232086271,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.401816022182823e-05,1.759707890121773e-05,1.70362194001609e-05,2.3325708487125468e-05,6.685536831951195e-06,2.3470207330239007e-05,1.557613370083494e-05,1.2979882153404658e-05,1.6502459785269545e-05,1.7129691285964396e-05,1.5861648077979607e-05,1.7125897508893678e-05,1.439668292570414e-05,9.888229301565338e-06,1.402197092685122e-05,1.5479308844924294e-05,1.0176743582313653e-05
[TG(40:0)]_FA14:0,0.338230539617957,4.235724789196077,2.811396942631152,0.0935968403331883,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1860537013016666e-05,1.6856846858614375e-05,1.4841203045645673e-05,1.4756442528009014e-05,8.154540482554061e-06,3.273147268154598e-05,2.9170085245209387e-05,1.9177644196347974e-05,1.4257955329219203e-05,1.52471884258509e-05,1.2254511398208596e-05,1.4783439618422592e-05,1.3584323526119732e-05,1.0947298561243288e-05,2.1801387910692564e-05,1.199983105132361e-05,4.812325948052682e-05
[TG(40:0)]_FA16:0,0.0202485620020104,4.121274162703167,0.0101076022176584,0.9199183500128556,0.9999948300046956,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Wakingup,TAG,2.383682248988215e-05,2.5973935536126524e-05,1.625162156100432e-05,1.6058210140321537e-05,6.708190356541419e-06,2.976801119103911e-05,1.2865649664123153e-05,1.6091854695603387e-05,2.1882331530336897e-05,3.3170068041995496e-05,1.6452553451171432e-05,1.9542510463788725e-05,1.7308382279368606e-05,1.1415466733913772e-05,1.4546267611284725e-05,1.2746049124286187e-05,1.3273272414221008e-05
