lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDM-P,NDM-Q,NDM-R,NDM-S,N2M-P,N2M-Q,N2M-R,N2M-S,Blank1
"[TG(50:8),TG(49:1)]_FA16:1",0.2049127162521157,4.140754951757362,1.3269805657659726,0.2493430893958003,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,3.100927119365791e-05,1.6811301127505075e-05,1.9827566573808186e-05,2.0563635174878683e-05,2.2288376891968153e-05,1.174226602661113e-05,1.63330855941803e-05,1.4496557224500872e-05,1.0755902541161097e-05
"[TG(50:8),TG(49:1)]_FA18:0",0.0563513694703572,3.79328996401748,0.0997196487148857,0.7521663262395145,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.6094837080485987e-05,1.3389454514732801e-05,1.8689354305132162e-05,1.8534525810943257e-05,1.7999664496190723e-05,1.0185305376671817e-05,1.3116735169128366e-05,1.221999803295636e-05,8.429205558415311e-06
"[TG(50:8),TG(49:1)]_FA18:1",0.1780865612787556,4.084229057850835,1.0017871614771252,0.3168784531812543,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.910657478203687e-05,2.1420077261000367e-05,2.416306447958761e-05,2.038765042763071e-05,2.0902275429510183e-05,1.1140532978290218e-05,1.7711560950898925e-05,1.38869346737321e-05,9.365856091358613e-06
"[TG(50:8),TG(49:1)]_FA18:2",0.0010745301166795,3.937244759517872,3.638373427050645e-05,0.9951872748138356,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.7619103892381072e-05,1.5206701608014873e-05,2.0126566623090828e-05,1.9668407915560873e-05,2.0397654205031654e-05,1.1530469793986117e-05,1.4808550470396612e-05,1.395181015568849e-05,8.864751328114041e-06
"[TG(50:8),TG(49:1)]_FA18:3",-0.0017680287962485,4.041986283235553,9.871295652075228e-05,0.9920727966997184,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.8919338439438776e-05,1.640295018052402e-05,2.158763932407822e-05,2.113421992481309e-05,2.1919077268785623e-05,1.2483339162182562e-05,1.6040139076462656e-05,1.4896879686113808e-05,9.497785502237408e-06
"[TG(50:8),TG(49:1)]_FA20:4",-0.0016952442380998,4.1441091381683925,9.092899024543132e-05,0.9923917519383536,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.028274460719394e-05,1.754808390588166e-05,2.322095391839378e-05,2.280370796321783e-05,2.3628363341026545e-05,1.3326880475668067e-05,1.7227633998350936e-05,1.603992194425368e-05,1.014802098781597e-05
"[TG(50:8),TG(49:1)]_FA22:5",0.0286362266931086,4.332683443597596,0.0260288158718813,0.8718299643426984,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.224400470166753e-05,1.9254347874897385e-05,3.055987136029143e-05,2.4965808450846716e-05,2.7108925860235445e-05,1.5076558629992673e-05,1.9377195727386038e-05,1.77336326207354e-05,1.1619204895045275e-05
"[TG(50:8),TG(49:1)]_FA22:6",-0.0737135181311548,4.444938459417759,0.1727642962327768,0.6776666849376806,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.4463813718419187e-05,2.1289608273722758e-05,2.791733925528209e-05,2.7262721059658756e-05,2.942262322294096e-05,1.8462728361672178e-05,2.0563037102608335e-05,1.9900264234196707e-05,1.2270251525847697e-05
"[TG(50:9),TG(49:2)]_FA14:0",0.0699813851192729,3.7993158553483535,0.153819822925373,0.6949114021032003,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.546767673243481e-05,1.362525881077273e-05,2.0322295788747963e-05,1.813191023639619e-05,1.8002688656058483e-05,1.0186377286086306e-05,1.3113703666907403e-05,1.2293626496114126e-05,8.327296877716799e-06
"[TG(50:9),TG(49:2)]_FA16:0",0.0869128104589911,3.922684156605533,0.2378685705450158,0.6257498014032312,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.677279544496465e-05,1.7929607002059785e-05,1.8811638048172382e-05,1.9334655971000115e-05,1.7964133177170297e-05,1.2502418053972697e-05,1.3784752936422673e-05,1.2820352608628208e-05,9.29007373379258e-06
