lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,G4F-J,G4F-L,G4F-M,G4F-N,G4M-P,G4M-Q,G4M-R,G4M-S,G2F-J,G2F-L,G2F-M,G2F-N,G2M-P,G2M-Q,G2M-R,G2M-S,Blank1
[TG(51:6)]_FA18:3,-0.0707674206181407,3.8030994777441296,0.1194263352271685,0.7296575099002903,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.4879353652465144e-05,1.5748504533093376e-05,1.3955342058262567e-05,1.8849554280433392e-05,5.934997283430131e-06,1.9874775604046974e-05,1.3228729588655562e-05,1.5507964913659356e-05,1.4374016731096556e-05,2.436679699487202e-05,1.5188388810579975e-05,1.7529563219310658e-05,1.3678401219535435e-05,8.186224222184955e-06,1.301298520987715e-05,1.3776263465681812e-05,9.500706454542757e-06
[TG(51:6)]_FA20:4,0.0037965719657894,3.8615038345603954,0.0003438964953746404,0.985204520486068,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.588522652075947e-05,1.6754467362154676e-05,1.4766349479765636e-05,2.0350851678325202e-05,6.389152919711347e-06,2.143776336350852e-05,1.4091625872795518e-05,1.6275523209164493e-05,1.5327918644340404e-05,1.8623508634124186e-05,1.5628520072523167e-05,1.9043759130766163e-05,1.4581074856687997e-05,8.807101836173179e-06,1.388524656665611e-05,1.4533897473458107e-05,1.0147858709248842e-05
[TG(51:6)]_FA22:5,0.2933631524425362,4.235777749777586,2.0543864406648247,0.1517683801281265,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.9945340423252582e-05,2.299469796485886e-05,4.244444503474186e-05,2.565494335647546e-05,7.049052941018235e-06,2.4934308966506556e-05,1.6137228496763724e-05,2.16695639504238e-05,1.8410997300078032e-05,2.0223943452472287e-05,1.7504738959268732e-05,2.6863215188675425e-05,1.679636526420305e-05,9.712047617543556e-06,1.7101067007326867e-05,1.5988125864645593e-05,1.155169852774243e-05
[TG(51:6)]_FA22:6,-0.0408066686379193,4.165738458441971,0.0398010216476567,0.8418701306916292,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.8677256781902085e-05,2.1332614076285344e-05,1.9128920915119858e-05,2.421445723741883e-05,7.652952700398418e-06,2.5586498479683792e-05,1.6976729665499308e-05,1.9536211099607742e-05,2.117399075921958e-05,2.412690756124698e-05,1.9343885780694975e-05,2.3551361122629344e-05,1.8168250879137414e-05,1.0896678216141444e-05,1.668932749035833e-05,1.741393139763686e-05,1.2531514169094499e-05
"[TG(51:7),TG(50:0)]_FA14:0",0.0021461419761107,3.517697995547962,0.00010960615352217928,0.9916468631505996,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1747474744520202e-05,1.2837252020716612e-05,1.1267881550290024e-05,1.546053407965968e-05,5.254789575653898e-06,1.720557299289362e-05,1.2568440077050626e-05,1.2412685667353211e-05,1.1843390141372916e-05,1.4065315365858633e-05,1.2883732592172823e-05,1.437857760561508e-05,1.2835937044188538e-05,6.757682450789952e-06,1.063876932573416e-05,1.1520368854535879e-05,7.819051981324514e-06
"[TG(51:7),TG(50:0)]_FA16:0",-0.1502342987224105,4.695983027852766,0.540561493421194,0.4622001185078,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.636448124225067e-05,2.1585441363973385e-05,3.0114876516666292e-05,2.5782357470355784e-05,1.3041383757475568e-05,4.8043929704470176e-05,3.247888121277474e-05,2.254982983378671e-05,2.68072425558109e-05,3.8811132054550615e-05,1.7731397671032667e-05,3.707386802262126e-05,2.4622674240515323e-05,2.0496597293294087e-05,3.510908036436012e-05,2.3819572326021194e-05,1.6926728784114688e-05
"[TG(51:7),TG(50:0)]_FA16:1",-0.0262930256163442,3.638262201031396,0.0164672610199527,0.8978919190568574,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.3505799789589888e-05,1.5002584741856538e-05,1.2311243037671488e-05,1.6807390449118126e-05,5.362995087320219e-06,1.86535090410318e-05,1.1870899991168367e-05,1.354289043788759e-05,1.3729692840844526e-05,1.5404185873825094e-05,1.3051922886366052e-05,1.7020346407585423e-05,1.3088535208693505e-05,7.291459043266276e-06,1.2413725105598125e-05,1.2514938177585011e-05,8.503365099358601e-06
"[TG(51:7),TG(50:0)]_FA18:0",0.0832331888449466,4.194111865940699,0.1656031366650197,0.6840493734946695,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,2.015457209900127e-05,1.6589568511160382e-05,1.5400213324163603e-05,2.0393001494241823e-05,1.2698715791287597e-05,3.374350159206655e-05,1.8923981393061145e-05,2.0001911861259146e-05,1.524093377246254e-05,2.7961038624500166e-05,1.416332318868964e-05,2.4826646218924677e-05,1.802995686361004e-05,9.05115443694181e-06,1.889370071384815e-05,2.2407046346263498e-05,1.1173760380363554e-05
"[TG(51:7),TG(50:0)]_FA18:1",-0.0260077502993857,3.680654827152493,0.0161155761257529,0.8989822368181235,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.3462097769007844e-05,1.435073972018487e-05,1.312577448144113e-05,1.808571360799012e-05,5.482687928510581e-06,1.909276652232802e-05,1.2270889725371612e-05,1.3501407850372749e-05,1.5135623516644464e-05,1.6475340527403612e-05,1.359480954226287e-05,1.762046298122054e-05,1.2949300351634071e-05,7.324404802503389e-06,1.158263762369017e-05,1.2406138926452427e-05,1.0044651923819201e-05
"[TG(51:7),TG(50:0)]_FA18:2",0.0075440172536116,3.667066289960759,0.0013559450176927,0.9706260085847792,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.3296812356503491e-05,1.4517242059881566e-05,1.2755746542083022e-05,1.846087704680755e-05,5.538688112186788e-06,1.9947584486162347e-05,1.223204915057494e-05,1.3999198801026638e-05,1.4506204269511587e-05,1.5916770331391816e-05,1.3476379763989169e-05,1.6307801305631574e-05,1.266259907036855e-05,7.6151185472863604e-06,1.204248809094105e-05,1.2521228506307152e-05,8.860532085368727e-06
"[TG(51:7),TG(50:0)]_FA18:3",0.0041295861788125,3.801594157116068,0.0004067099462474744,0.983910112026309,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.5972141797198395e-05,1.6768364892941325e-05,1.3791119985756784e-05,1.8872398561223343e-05,5.935510117627677e-06,2.0371730795094637e-05,1.414409476353381e-05,1.5190453664270293e-05,1.4792081871480688e-05,1.7255347815579208e-05,1.617265105333644e-05,1.8570124330684847e-05,1.3674873142294608e-05,8.499985898787926e-06,1.3117039036271689e-05,1.357543930665155e-05,9.532674620382985e-06
"[TG(51:7),TG(50:0)]_FA20:4",-0.0094925837061864,3.878110525812179,0.0021500679928539,0.9630162832975686,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.5345180103307115e-05,1.782403775787457e-05,1.4876535647965095e-05,2.0428394351384804e-05,6.390588816339228e-06,2.1428834090957447e-05,1.4087310200423229e-05,1.6271348865116897e-05,1.5859846312032145e-05,1.891817172620331e-05,1.5624539286297725e-05,1.873129151644122e-05,1.5231856106278517e-05,9.123408757782268e-06,1.3880771076813693e-05,1.4526675091125811e-05,1.0609368244949673e-05
"[TG(51:7),TG(50:0)]_FA22:6",0.0182615306519346,4.197143728622818,0.0079725309468194,0.9288522117341586,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,2.0254182545568457e-05,2.176103036054466e-05,2.2951369281842512e-05,2.4127905961058155e-05,7.648337231745752e-06,2.6704733357316125e-05,1.698127243747985e-05,1.9549255986959114e-05,1.9945450661204633e-05,2.5658802525454423e-05,1.9568056696821042e-05,2.530147663701301e-05,1.7533227570072788e-05,1.0549263802260664e-05,1.6674111021226846e-05,1.741043691869036e-05,1.256413132539735e-05
"[TG(51:8),TG(50:1)]_FA14:0",-0.0420925398988013,3.5089783316748973,0.0421565835218256,0.8373215843395666,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1745277491894775e-05,1.3100769352030424e-05,1.1272580246645453e-05,1.545442088624698e-05,4.901865101578619e-06,1.6954519616698706e-05,1.1090682001111136e-05,1.2477648902814209e-05,1.1720975995033157e-05,1.407380970341597e-05,1.2684441910278875e-05,1.4376484589719291e-05,1.3034910964717437e-05,6.819049164168535e-06,1.0993894764755069e-05,1.1735404487100649e-05,8.124940147229814e-06
"[TG(51:8),TG(50:1)]_FA16:0",-0.0094654060785478,5.268848427243155,0.0021505646753041,0.9630120148419598,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.7649655117781414e-05,4.4015421050478735e-05,5.492460807948851e-05,4.662870853498841e-05,1.7956992619922183e-05,6.026793036791265e-05,5.364880018311799e-05,3.2887864319951357e-05,4.603604549838255e-05,5.2564796323622576e-05,3.2643864822547795e-05,6.387339311228776e-05,2.905325492096646e-05,2.4361564200591024e-05,3.203199827352002e-05,4.339853806066406e-05,2.7130410237153814e-05
"[TG(51:8),TG(50:1)]_FA16:1",0.0045070462966385,3.9087089404741713,0.0004848468966720532,0.9824326085644436,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.4209178516449936e-05,1.7278829730522184e-05,1.3628777597923515e-05,2.110697072586437e-05,9.37234399443196e-06,1.9642611307941868e-05,1.2035120778030971e-05,2.005304760072327e-05,1.5043263141643112e-05,1.953327271773291e-05,1.4071515063630343e-05,2.9695753215956324e-05,1.573540604111174e-05,7.653578837724913e-06,1.3456500324865686e-05,1.3584292327328464e-05,8.798380910781088e-06
"[TG(51:8),TG(50:1)]_FA18:0",-0.1072001035051503,3.649733559494418,0.2736998538184277,0.6008606081650946,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.2247725720117913e-05,1.4712875837671843e-05,1.265754228260682e-05,1.5733702133136154e-05,5.532841880585259e-06,1.775335690504911e-05,1.1537461966123123e-05,1.4027375897039501e-05,1.5639451988883835e-05,1.8397678587566567e-05,1.2514509864916403e-05,1.7837844573716185e-05,1.2534183195603156e-05,7.029590428661396e-06,1.296666442992316e-05,1.2297572655395074e-05,8.530302722472298e-06
"[TG(51:8),TG(50:1)]_FA18:1",0.0032234313108377,4.330953099967844,0.0002485792864774794,0.9874207561063773,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.86352642271223e-05,2.714282510993024e-05,1.5400683211723522e-05,2.9686825314644158e-05,7.288130844629931e-06,1.9335577452779997e-05,3.535126469806215e-05,2.1080980792805192e-05,2.502796127483757e-05,1.7561140950811247e-05,2.106758852029098e-05,2.2201621772248498e-05,2.462831888597079e-05,1.250027035566401e-05,1.6058963032575768e-05,2.5934750482201035e-05,1.305355240322642e-05
"[TG(51:8),TG(50:1)]_FA18:2",0.0169690752992862,3.704497495991452,0.0068623808410377,0.9339791698021672,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.3697696848795748e-05,1.4533544874697426e-05,1.321129213528703e-05,1.7511707005231492e-05,6.6156152976896506e-06,1.9203697272802545e-05,1.3155364154757591e-05,1.4000242362157485e-05,1.3996511696781316e-05,1.592438576521373e-05,1.4416603980765506e-05,1.6998817641176576e-05,1.338511436156308e-05,7.610876679042205e-06,1.2727900232969062e-05,1.2513540163824384e-05,9.068081699052319e-06
"[TG(51:8),TG(50:1)]_FA18:3",0.0216613255894866,3.768762678625301,0.0111874520659219,0.9157642427814878,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.4849567968756075e-05,1.5746366361246276e-05,1.4499459350397236e-05,1.886499838941367e-05,5.9332536667210985e-06,2.066983524669412e-05,1.323009248956666e-05,1.5191757978838057e-05,1.4380369428954868e-05,1.7241581228821813e-05,1.4574842285667504e-05,1.7519995081464804e-05,1.3669463740866899e-05,8.187072547288712e-06,1.3024397561725763e-05,1.3573109550335602e-05,9.500868764061355e-06
"[TG(51:8),TG(50:1)]_FA20:4",-0.021215568585995,3.8901101922108094,0.010740843676487,0.917456597332699,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.5840792284424916e-05,1.699072416211307e-05,1.5275695988685062e-05,2.1487603654102998e-05,6.386999055206902e-06,2.1430207810079383e-05,1.4084130329353788e-05,1.627239237648564e-05,1.7236700690853086e-05,2.0022717514851257e-05,1.5624788094334683e-05,1.9860658860541855e-05,1.4579193308202841e-05,8.805970628156897e-06,1.3883456524370842e-05,1.4527607011426756e-05,1.0145099911704732e-05
"[TG(51:8),TG(50:1)]_FA22:6",0.0445867274809558,4.180866439661067,0.0475206740275169,0.8274350551749615,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.8693858623891264e-05,2.0799966846370064e-05,2.35622091735357e-05,2.726209824091839e-05,7.645670552606384e-06,2.5594740794415413e-05,1.6975594124134966e-05,1.954716876517321e-05,1.968620608975288e-05,2.259618402174868e-05,2.043662590734447e-05,2.2436047137827695e-05,1.758849802878695e-05,1.0550960641254573e-05,1.7567854421946e-05,1.7607067347493572e-05,1.2268141997329458e-05
"[TG(51:9),TG(50:2)]_FA14:0",-0.1229769668976229,3.621075539060158,0.359975717604339,0.5485197216288512,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1928385400898644e-05,1.2834044890384986e-05,1.1260833326513103e-05,1.545731666435196e-05,5.824945666465766e-06,1.7300361839499583e-05,1.103276185331313e-05,1.2751851593960509e-05,1.3611921115160745e-05,1.4485048828259916e-05,1.1943010901688415e-05,1.5808750782947458e-05,1.3951931437106595e-05,7.898055587560684e-06,1.36191822188434e-05,1.1779902703869674e-05,1.1788782004953453e-05
"[TG(51:9),TG(50:2)]_FA16:0",-0.0603579423308274,4.7409926253138766,0.087301971271767,0.7676355768004018,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,2.1125044170392087e-05,3.742882266586117e-05,2.906987015395945e-05,3.75475631264301e-05,1.1778712172897853e-05,2.9405876133532735e-05,3.148424445455295e-05,2.763444671293206e-05,3.7566986605194785e-05,3.572390949777555e-05,2.9014336178735342e-05,3.1505372398333617e-05,2.6135441106685832e-05,1.3012130332214547e-05,2.4140023951489605e-05,3.3106412167833275e-05,1.6567939074336233e-05
"[TG(51:9),TG(50:2)]_FA16:1",-0.1464516294541372,4.362144719287804,0.5130017698809226,0.4738422921742778,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,2.0410678947571097e-05,2.2020271959871563e-05,1.7226154663026158e-05,2.8652068662837886e-05,8.134082730778708e-06,3.1086662911550225e-05,2.9546986972646787e-05,1.4436983667961054e-05,2.7246565782838067e-05,2.5924760516504266e-05,1.601938881426298e-05,5.2681384386715294e-05,2.3650853573169244e-05,9.554813317191207e-06,1.908838189710998e-05,1.4760814778805044e-05,1.1392831431846994e-05
"[TG(51:9),TG(50:2)]_FA18:0",0.0021338673067907,3.560775827119317,0.0001083916520387973,0.9916932692502822,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.194694039255124e-05,1.5029043223007111e-05,1.1308055995633409e-05,1.7091176273820288e-05,5.117147987489783e-06,1.7335392561435336e-05,1.0794040134511295e-05,1.3846574241041883e-05,1.1781083444501772e-05,1.4928800463774171e-05,1.20034696886442e-05,1.5533660147139866e-05,1.4945860512236608e-05,6.732230890721739e-06,1.0712837724437049e-05,1.1221928088056674e-05,8.425148594237131e-06
"[TG(51:9),TG(50:2)]_FA18:1",-0.1658147883403653,4.175488277262014,0.6568754206219101,0.4176652093308335,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,2.5252053693332707e-05,2.435638275269509e-05,1.3714530105927487e-05,1.967999778792181e-05,5.993253918012919e-06,2.4643073176022416e-05,1.748824380631086e-05,1.8108062137019773e-05,3.0755528395149066e-05,2.864995188697226e-05,2.044185073375468e-05,1.914631987532181e-05,1.832371394047998e-05,9.60755470429306e-06,1.3218183681163933e-05,2.050084669618356e-05,1.2021484208463812e-05
"[TG(51:9),TG(50:2)]_FA18:2",0.0691108943561392,4.014152366320567,0.1140576082383191,0.7355710663844488,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.8832532622527912e-05,1.766501879025248e-05,1.7129595099631565e-05,2.236051873744964e-05,8.37172467907465e-06,2.1604674592950004e-05,1.9127269637713255e-05,1.525724321879396e-05,1.4214951537251783e-05,1.7052950118045474e-05,1.5818605236692022e-05,2.5975747932880327e-05,1.9388906614018147e-05,7.865251256295087e-06,1.3851457107043647e-05,1.8393823198128202e-05,1.0972214980809262e-05
"[TG(51:9),TG(50:2)]_FA18:3",0.0222217227602485,3.854599948288972,0.0117793783704847,0.913573028113059,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.8712901914601407e-05,1.6711973178370364e-05,1.4952890494392543e-05,1.96127514943629e-05,5.937458868015728e-06,1.9878210196627267e-05,1.3229183961164405e-05,1.5589886577320302e-05,1.7525998940435053e-05,1.7553232549077525e-05,1.521899148729622e-05,1.8434073791933633e-05,1.3675343495771154e-05,8.588925052417833e-06,1.3017908167609854e-05,1.3569381780259025e-05,1.2147733931396095e-05
"[TG(51:9),TG(50:2)]_FA20:4",0.0080795347378237,3.861165325774991,0.0015574552093976,0.9685199710066916,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.53578755994027e-05,1.713771676056471e-05,1.5245154014265328e-05,2.0130451396099334e-05,6.390486366875464e-06,2.1433985586793954e-05,1.4088446001726075e-05,1.6276566969343766e-05,1.5335737646946032e-05,1.8397971387876593e-05,1.5625285662953314e-05,1.8734879739229297e-05,1.4576606207073037e-05,8.936904989398301e-06,1.388882686463178e-05,1.452737412022433e-05,1.0150617228229706e-05
"[TG(51:9),TG(50:2)]_FA22:5",0.0555004239374641,4.076112009486652,0.0735841573063762,0.786187993123448,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.6908433959029855e-05,1.8763987889174886e-05,2.4403758166160004e-05,2.2577701481628922e-05,7.049258035572005e-06,2.473957931891853e-05,1.5605044695785322e-05,1.8257295210412964e-05,1.799610832220666e-05,2.0216035106605825e-05,1.726937177639025e-05,2.5054493119027112e-05,1.6194269210637433e-05,9.713603055535427e-06,1.528918906580814e-05,1.598369937652534e-05,1.2247857640710621e-05
"[TG(51:9),TG(50:2)]_FA22:6",0.2473753419487714,4.274984373476897,1.4617690742146623,0.2266488521970824,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,2.0769082260058693e-05,2.5649916212142787e-05,3.98913686047873e-05,2.5681970823353403e-05,7.648337270871e-06,2.5593710521450375e-05,1.7121643433167655e-05,1.954586425155702e-05,1.9169916427272392e-05,2.3619302496703032e-05,1.9649664024552152e-05,2.2609473856648818e-05,1.753581453662363e-05,1.0548839653193528e-05,1.7160142756205472e-05,1.740228266049353e-05,1.2714397873895343e-05
"[TG(52:10),TG(51:3)]_FA14:0",0.0099149854297668,3.474626061167848,0.0023384631320612,0.9614312034524528,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1740882893510398e-05,1.2831906820489104e-05,1.1267411707541046e-05,1.545088146551993e-05,5.144942994555428e-06,1.6384755478030003e-05,1.080562399077856e-05,1.2412685766877426e-05,1.1719021139522528e-05,1.4063265093281325e-05,1.1930570737117073e-05,1.4379175585714467e-05,1.1193813730878504e-05,6.7527336045051045e-06,1.0643692411509947e-05,1.1051623474590537e-05,7.816780174239148e-06
"[TG(52:10),TG(51:3)]_FA16:0",-0.0005269334747943093,3.563246184481529,6.609700439419441e-06,0.9979486938994232,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1685218151386415e-05,1.543126798537115e-05,1.2991624719849881e-05,1.6488533772692315e-05,5.110071051627265e-06,1.7523940243704853e-05,1.0762922289410775e-05,1.2353983848439397e-05,1.1958962899278757e-05,1.574922832915024e-05,1.2126626961985885e-05,1.706011496430856e-05,1.1142541523443101e-05,7.20732741582763e-06,1.1145164392246226e-05,1.1898253915904882e-05,8.460524640938503e-06
"[TG(52:10),TG(51:3)]_FA16:1",-0.0794752088385946,3.73607083544752,0.150548646748001,0.6980116022803051,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.3646670621751108e-05,1.4584056960774211e-05,1.3241834109706764e-05,1.6824765240486883e-05,5.708432397300192e-06,1.7728629567820308e-05,1.4973147357427966e-05,1.463474350334809e-05,1.6492686160173782e-05,1.5560890186285698e-05,1.3058889416490228e-05,2.4181677487790187e-05,1.2334503587850647e-05,7.294004207363942e-06,1.3666621796566197e-05,1.278798456022762e-05,9.057371499330749e-06
"[TG(52:10),TG(51:3)]_FA18:0",0.0145333956765904,3.483672634164768,0.0050247867443897,0.9434887004641616,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.2234542018098307e-05,1.293506890961175e-05,1.1426229893863966e-05,1.634889302650886e-05,4.872121383250169e-06,1.649637292430136e-05,1.079971857782543e-05,1.2362071534287145e-05,1.214075150582782e-05,1.4134733956132931e-05,1.2002972167480852e-05,1.4414458978016429e-05,1.1197106429512611e-05,6.730251222754278e-06,1.0611469302918633e-05,1.1040207984140873e-05,7.790816222528214e-06
"[TG(52:10),TG(51:3)]_FA18:1",0.0240588178921953,3.629262443915916,0.0137863320076943,0.9065310300240742,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.2775320837570213e-05,1.5091314566072236e-05,1.318168975674336e-05,1.7803214700315495e-05,5.288533263784836e-06,1.7713861776107616e-05,1.2637262825614228e-05,1.3504016827843023e-05,1.3330930372343624e-05,1.5285559177412144e-05,1.3022315441797625e-05,1.6558971254632774e-05,1.2409765661835828e-05,7.325394582548152e-06,1.1589127017806079e-05,1.2273110280732233e-05,8.750996497724067e-06
"[TG(52:10),TG(51:3)]_FA18:2",-0.0286663229697413,3.6966075536561287,0.019582936291675,0.8887081514186708,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.416742964553131e-05,1.453113964164382e-05,1.275386708146523e-05,1.8090539945744712e-05,5.542277873319113e-06,1.928852637737543e-05,1.3026122729474377e-05,1.3997633434449312e-05,1.4077876813456084e-05,1.591764895579093e-05,1.3480360787491011e-05,2.0378846457365118e-05,1.3350776135353732e-05,7.613845965237527e-06,1.2037341356582171e-05,1.264936448157459e-05,8.859396228253254e-06
"[TG(52:10),TG(51:3)]_FA18:3",0.0223023685939148,3.784995457824957,0.0118608668449127,0.9132757730876456,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.4842731921650737e-05,1.698644848110177e-05,1.415480475673257e-05,1.925303198041744e-05,5.935510078502429e-06,2.0586723307400078e-05,1.36237222650156e-05,1.5184974756844398e-05,1.4382324284465495e-05,1.802041653361566e-05,1.530034986462453e-05,1.75101274687976e-05,1.3674873321733225e-05,8.182265048066935e-06,1.303066330725858e-05,1.3570080809357543e-05,9.500544237878573e-06
"[TG(52:10),TG(51:3)]_FA20:4",-0.004086659870501,3.858378905666285,0.0003984480389487288,0.9840743536115084,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.535177204745044e-05,1.675313113856121e-05,1.4767994041414414e-05,2.0263335244878582e-05,6.39079396958087e-06,2.1438107071688047e-05,1.4073682014450861e-05,1.6269783448777468e-05,1.5823195311131228e-05,1.8403536772590243e-05,1.562080711828812e-05,1.8732188572138237e-05,1.458413231129435e-05,8.813040597350206e-06,1.3886589141051088e-05,1.4522481671953604e-05,1.0147858585442956e-05
"[TG(52:10),TG(51:3)]_FA22:5",-0.0276371525390189,4.033757288347847,0.018243295354777,0.8925583133300459,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.691502585660642e-05,1.8430715842721347e-05,1.7017529515625256e-05,2.3242764368147253e-05,7.0474119302739605e-06,2.486939914948287e-05,1.559618633807866e-05,1.7905867253910334e-05,1.9806665566998402e-05,2.1937439805988734e-05,1.792820032001234e-05,2.0638388584013397e-05,1.6326683336681588e-05,9.723218080948468e-06,1.5281804522506515e-05,1.5991620476901314e-05,1.1234126552615739e-05
"[TG(52:10),TG(51:3)]_FA22:6",0.0309914354440729,4.144092074248261,0.0229545093266381,0.8795754294266188,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.8418220185553755e-05,2.0971814590196697e-05,2.0548184205224103e-05,2.4939365693361504e-05,7.64813217631723e-06,2.558958923307325e-05,1.6976275466282805e-05,1.9536472151617297e-05,1.8566397174793452e-05,2.207715572267097e-05,1.8666148300817116e-05,2.244770857672914e-05,1.7536990487604478e-05,1.0921422798168967e-05,1.70444527159741e-05,1.741113572560685e-05,1.2434636123976936e-05
[TG(52:4)]_FA14:0,0.0081758704591919,3.485460808815644,0.0015901795802211,0.9681911433598384,0.9999880860790836,8,8,SampleType_Glia|SleepCondition_Goingtosleep,SampleType_Glia|SleepCondition_Wakingup,TAG,1.1745277398761254e-05,1.2833777523324835e-05,1.1743162017712198e-05,1.5458603642748935e-05,4.902377994464038e-06,1.71949264240524e-05,1.0797447148512075e-05,1.2405380540388865e-05,1.17234194013071e-05,1.4067951518392293e-05,1.1937537124875408e-05,1.4381268886770054e-05,1.118275972885498e-05,6.753016406509175e-06,1.1176044841080506e-05,1.105698210519376e-05,8.096704233676154e-06
