lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDF-J,GDF-L,GDF-M,GDF-N,GDM-P,GDM-Q,GDM-R,GDM-S,G4F-J,G4F-L,G4F-M,G4F-N,G4M-P,G4M-Q,G4M-R,G4M-S,Blank1
[TG(49:5)]_FA14:0,0.008998583980482,3.454945660244832,0.0018319112060951,0.9658603008872756,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1185800171121615e-05,1.1418104318591593e-05,1.3530724692205363e-05,1.2297462794079219e-05,5.021080377970566e-06,1.527014101267369e-05,1.1171831427437057e-05,1.1341776444317658e-05,1.1750160296203175e-05,1.2831906820489104e-05,1.1260833281702158e-05,1.5455064406130186e-05,4.900634299504508e-06,1.637582600896196e-05,1.0936001217364619e-05,1.2419990744555456e-05,7.81905207417893e-06
[TG(49:5)]_FA16:0,-0.0418150054149436,3.4720963897558312,0.0395613380268402,0.8423407177550983,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1139082442210007e-05,1.1430461236517954e-05,1.3513552026754868e-05,1.2293105576667411e-05,5.2716391704329025e-06,1.4213428320649818e-05,1.1130301319698634e-05,1.125203985904792e-05,1.214176724610237e-05,1.2867719580452443e-05,1.2104967104015468e-05,1.5478552268172772e-05,4.864839313708634e-06,1.7420565374187743e-05,1.1821611188114936e-05,1.2354766656133326e-05,7.816942452806274e-06
[TG(49:5)]_FA16:1,0.0194029340465621,3.595470091556508,0.0085266072106149,0.9264282029171076,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2284019705448015e-05,1.2590355701483113e-05,1.566014648418218e-05,1.4373011942176653e-05,5.441593539947354e-06,1.5456478937694292e-05,1.2881839241225301e-05,1.2360534549277906e-05,1.2896904695160136e-05,1.4946460139467692e-05,1.2314767104749004e-05,1.6825408576261784e-05,5.409046541878148e-06,1.773378112916247e-05,1.174461151063868e-05,1.3543151340610829e-05,8.508882508737985e-06
[TG(49:5)]_FA18:0,-0.0057638880375897,3.463774732879037,0.0007516494788655237,0.9781277561889554,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1920038318086281e-05,1.147846356673965e-05,1.3572952833588248e-05,1.2412030578000646e-05,5.02076431490093e-06,1.4206848132210014e-05,1.1151652992660975e-05,1.1282745527788123e-05,1.1772865736711376e-05,1.2935336021793863e-05,1.1306176400582782e-05,1.5487883061001485e-05,4.927506244139821e-06,1.7181532351461646e-05,1.1132475217399748e-05,1.2358680047695578e-05,7.969967644091017e-06
[TG(49:5)]_FA18:1,0.0448979722579394,3.732045466948988,0.045700693014437,0.830720802466778,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2502733677635682e-05,1.6000174429125216e-05,1.4865976887158413e-05,1.9697726381595848e-05,5.451919298526845e-06,1.7607889358593293e-05,1.4745297175896337e-05,1.233006695895292e-05,1.3774602180822062e-05,1.4969711745164674e-05,1.2318291127015578e-05,2.7764031844146908e-05,5.288943531142873e-06,1.8814238043132145e-05,1.1739387353187219e-05,1.3500103286994452e-05,8.861830221051333e-06
[TG(49:5)]_FA18:2,-0.0380761445627794,3.6658349837914073,0.032852220516979,0.8561699254047827,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2644514513831743e-05,1.2962016156224796e-05,1.593434758081601e-05,1.390269424672615e-05,5.681510430373184e-06,1.614290855991461e-05,1.3303709843815136e-05,1.3329306674479665e-05,1.3292906010609902e-05,1.560685718584485e-05,1.40805641354591e-05,1.7523933576165187e-05,5.543098349347314e-06,1.8549790463335166e-05,1.3413392676138262e-05,1.4944166867840984e-05,8.864913575729696e-06
[TG(49:5)]_FA18:3,-0.0272031752473188,3.752804900461314,0.0167785669602662,0.8969366205736866,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.3932859464751004e-05,1.398123099859378e-05,1.6548907175895068e-05,1.5038120623487041e-05,6.093910395839006e-06,1.7336906925369674e-05,1.3615068489144582e-05,1.3827022449723212e-05,1.5462369176245613e-05,1.662190682470755e-05,1.3780078031397147e-05,1.9353418811528124e-05,5.938381950008688e-06,1.9867906680909003e-05,1.3226685432242797e-05,1.5181061315520038e-05,9.899740289473163e-06
[TG(49:5)]_FA20:4,-0.0184251368176529,3.875343862154768,0.0077037250636662,0.9300587932813296,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.5442475457745554e-05,1.5438881597500643e-05,1.829011200226543e-05,1.690683261704855e-05,6.716935679191658e-06,1.8624822157607866e-05,1.4664114025160355e-05,1.481388472086798e-05,1.626194067537089e-05,1.6926047585994343e-05,1.6311539499162518e-05,2.1648158366904527e-05,6.391409370617927e-06,2.1427116925678612e-05,1.4836637704926693e-05,1.6271088012155764e-05,1.0204492567311514e-05
[TG(49:5)]_FA22:5,0.0175746320643658,4.012125474517102,0.0070146208980981,0.9332525519422984,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.700578193861971e-05,1.661707384467039e-05,1.9451947414020893e-05,2.1006157803815867e-05,7.2323830777519915e-06,2.0551610511974258e-05,1.615427031231176e-05,1.6875679662722018e-05,1.6909654613540193e-05,1.9295566058654422e-05,1.634396093420005e-05,2.422668350150536e-05,7.0510016522810375e-06,2.3607263279864675e-05,1.5603227725626977e-05,1.8546107807153217e-05,1.1235262533537102e-05
[TG(49:6)]_FA14:0,0.0512319874334255,3.4781699702358377,0.0593870950312045,0.8074672971481398,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1182313902467622e-05,1.1893848740869887e-05,1.3532976801038386e-05,1.3335493604581029e-05,5.198621004739551e-06,1.543404660157324e-05,1.1769677241069306e-05,1.1499350577471985e-05,1.174234774411627e-05,1.283778644898327e-05,1.1266236899019355e-05,1.544509003204883e-05,4.89930102840401e-06,1.637754310873514e-05,1.095417221864061e-05,1.2408772076742534e-05,8.112282697557129e-06
[TG(49:6)]_FA16:0,-0.1252988827266843,3.700982475022371,0.3557436293555609,0.5508796704868304,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.4240360950321917e-05,1.3870968708069583e-05,1.5601027311768463e-05,1.344467902973392e-05,5.241610043709652e-06,1.4497870178365427e-05,1.333069289001108e-05,1.3159830935972694e-05,1.280803617592427e-05,1.528641376266903e-05,1.6437231463918973e-05,1.736595306563534e-05,5.971099969744533e-06,2.395173171803796e-05,1.0958033561827145e-05,1.7488432252005317e-05,8.990838896285083e-06
[TG(49:6)]_FA16:1,-0.0078955342962682,3.5809644889585663,0.0014116847037293,0.9700286196961851,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.228634381066401e-05,1.25974847658121e-05,1.476491110038988e-05,1.3433401790404567e-05,5.441593499753665e-06,1.545378682460237e-05,1.2089013333230095e-05,1.2365532970193152e-05,1.2899590200276346e-05,1.4082946300054904e-05,1.2321345530587894e-05,1.6822191222323504e-05,5.3108923457322396e-06,1.7724164833286284e-05,1.2202066890161842e-05,1.354158607355772e-05,9.041793097352717e-06
[TG(49:6)]_FA18:0,0.0100622966285886,3.518677571939024,0.0022917530860271,0.9618180489416972,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1277841476139249e-05,1.2831554963414791e-05,1.3574923522784775e-05,1.2408442338821622e-05,6.0666207503438706e-06,1.4557689855451663e-05,1.155850721158218e-05,1.1552668928640953e-05,1.2573169684422966e-05,1.339822853656941e-05,1.1306176490204671e-05,1.6972771438304814e-05,5.14719936721151e-06,1.6323623437720884e-05,1.1308279860529618e-05,1.302240129864673e-05,8.37370752651664e-06
[TG(49:6)]_FA18:1,0.0221852726169175,3.621347657835087,0.0111491774329106,0.9159079247503532,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.30580029996843e-05,1.3202027263430913e-05,1.596081053080141e-05,1.37750548105693e-05,5.642841308560449e-06,1.665137467417999e-05,1.2110599331609865e-05,1.2330542934182719e-05,1.3292173562023585e-05,1.568863852503307e-05,1.2833511051190235e-05,1.6852435981770296e-05,5.287199953559089e-06,1.7711114272358086e-05,1.1752788482874419e-05,1.373047521635466e-05,9.01096088148238e-06
[TG(49:6)]_FA18:2,-0.0154880313300133,3.6324057912131753,0.0054343824491276,0.9412345657493348,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2646838663379738e-05,1.2957738817342838e-05,1.5288539344753222e-05,1.3889622790035101e-05,5.6816157177402485e-06,1.615576948984318e-05,1.2665037972762831e-05,1.2793268491815211e-05,1.351361229511003e-05,1.4530605060450339e-05,1.3343327492480524e-05,1.7675157250660267e-05,5.534688103259049e-06,1.86507613407653e-05,1.2230459106732508e-05,1.4007025832961675e-05,8.863939997181348e-06
[TG(49:6)]_FA18:3,-0.0177665212107861,3.760011969464343,0.0071571366891522,0.932579508602246,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.3667195064972113e-05,1.3980518033238125e-05,1.6558760460790337e-05,1.5695284092637057e-05,6.281144554563985e-06,1.734916981712188e-05,1.3611314135899089e-05,1.3820357616101955e-05,1.4373731340667685e-05,1.5887211913167995e-05,1.5006221567358987e-05,1.8865963485130176e-05,5.935407570350794e-06,2.1125234369836278e-05,1.322395980371294e-05,1.5186540023897507e-05,1.0168792149184716e-05
[TG(49:6)]_FA20:4,0.0035460938611662,3.8527375527112135,0.0002853110552409888,0.9865234505133552,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.5001560579736188e-05,1.5599284842362317e-05,1.86079489828141e-05,1.632604794753401e-05,6.551090672197287e-06,1.8627215166039035e-05,1.4542104727498811e-05,1.4817692976707944e-05,1.535177204745044e-05,1.6954644137040792e-05,1.4760710963479422e-05,2.1196417841699468e-05,6.3904862886249675e-06,2.233207671830697e-05,1.408503894440221e-05,1.6273175134417458e-05,1.0145586840260533e-05
[TG(49:6)]_FA22:5,0.0344967730437837,3.9999593920476793,0.0270239495256809,0.8694244287991857,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.6845407019399652e-05,1.6441224180449575e-05,2.0534394244299103e-05,1.9213824316573283e-05,7.677867714238814e-06,2.0828575152509706e-05,1.6148639162841928e-05,1.6313696607818946e-05,1.69167348101743e-05,1.843606109392446e-05,1.6184907759286223e-05,2.2617277279382157e-05,7.047617024827731e-06,2.466574016383811e-05,1.5598912053254686e-05,1.7892039608627136e-05,1.12300696503405e-05
[TG(49:6)]_FA22:6,0.0204174301323901,4.155358172966952,0.0094747037660782,0.922457908152208,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.8046591840404887e-05,1.9535226405329558e-05,2.251010582286888e-05,2.1367802644791845e-05,7.998283780439154e-06,2.3378085034372016e-05,1.775540819211899e-05,1.8603997886908404e-05,1.8424323690939255e-05,2.0670880857290324e-05,1.946676249765323e-05,2.4994063717414555e-05,7.855312360157659e-06,2.7682845936756357e-05,1.7253156201118052e-05,1.953881987802959e-05,1.2567214587221299e-05
"[TG(49:7),TG(48:0)]_FA14:0",0.105741728801526,3.701986328678733,0.2533555137752339,0.6147222048517805,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1187659676954418e-05,1.3503110221539157e-05,1.3793101975834764e-05,1.5107066390551776e-05,7.2983416842851105e-06,1.9283435673910338e-05,1.3170438112955668e-05,1.5885484974766622e-05,1.1969157534001897e-05,1.4246241458444368e-05,1.1677379238084468e-05,1.6077655716790295e-05,5.3000205150583776e-06,2.1035940858257658e-05,1.3455413208650545e-05,1.6091851722735467e-05,1.0547217132264975e-05
"[TG(49:7),TG(48:0)]_FA16:0",0.0885090777132876,5.548669498248828,0.1788541731375517,0.6723598007417336,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,6.316353648412032e-05,4.854375579550501e-05,3.0381140603195468e-05,4.128210600153442e-05,2.9203903150841435e-05,8.293594102981437e-05,5.714330575922627e-05,4.726370893928653e-05,2.0799112046729776e-05,6.263776220411238e-05,4.1219241049845137e-05,5.007918316626391e-05,2.664769259913492e-05,8.364062503205697e-05,5.46554753867313e-05,6.28406391373131e-05,1.890778046626197e-05
"[TG(49:7),TG(48:0)]_FA16:1",0.0236973677753025,3.6440980540564087,0.0127217720600576,0.9101963859907296,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2537830481479312e-05,1.3733853368349317e-05,1.476603720850218e-05,1.4148489705983457e-05,5.8744343473538076e-06,1.6346593927726694e-05,1.2092767283700806e-05,1.3565430113597028e-05,1.2910088397179743e-05,1.4086955276688946e-05,1.2412971364225208e-05,1.7789701273723694e-05,5.501354604235649e-06,1.8282251999137414e-05,1.3205561572859446e-05,1.3542890388125484e-05,1.0309322076509486e-05
"[TG(49:7),TG(48:0)]_FA18:0",0.091566478931113,3.6732756497980823,0.1899792996832641,0.6629338467654907,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.624295514739623e-05,1.4540622846112727e-05,1.547546899573211e-05,1.3370607213682873e-05,5.956619346908854e-06,1.67991291248343e-05,1.3886069951652593e-05,1.2901333165242708e-05,1.2864677562730104e-05,1.2928120169706233e-05,1.159491576375616e-05,2.0103423990590826e-05,6.4458710517014954e-06,1.8446415724829367e-05,1.2483036371053466e-05,1.3222509109256592e-05,8.485028116496762e-06
"[TG(49:7),TG(48:0)]_FA18:1",0.0548233331126908,3.821054060915104,0.0681763539164741,0.7940107490374925,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.4694756436560078e-05,1.6623252258308368e-05,1.932638925907191e-05,1.9387854552275238e-05,5.716597068631738e-06,1.551241002599721e-05,1.2683574070990257e-05,1.6361539927240695e-05,1.7351311052668652e-05,1.5675810054682164e-05,1.6577020055473044e-05,1.8883338276498937e-05,5.968741030248944e-06,1.9991201034492278e-05,1.3295053851620643e-05,1.380222177333353e-05,9.99450880607249e-06
"[TG(49:7),TG(48:0)]_FA18:2",-0.0127447569352301,3.651664220611345,0.003680328196518,0.951625441953707,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2643817215768942e-05,1.335672737467491e-05,1.5287132031787587e-05,1.5172423967323576e-05,5.684882098031105e-06,1.61533768237023e-05,1.2658937501166838e-05,1.2792078326739933e-05,1.3297544758523052e-05,1.4538355748609489e-05,1.3332285269255221e-05,1.7765248070486872e-05,5.538380372543011e-06,1.9605520040076038e-05,1.2230459193378676e-05,1.494860236342235e-05,8.86312860434571e-06
"[TG(49:7),TG(48:0)]_FA18:3",0.0066675183554483,3.7767430107220905,0.0010081249462885,0.9746706364941268,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.4155757358311486e-05,1.4128802090833992e-05,1.7550838887017407e-05,1.5403610013424273e-05,6.0935942925756805e-06,1.7336607877757297e-05,1.509020825836909e-05,1.3817977285951395e-05,1.4657914826245177e-05,1.657647292862737e-05,1.4296707618251565e-05,1.885438055681855e-05,5.936433238745885e-06,2.1417843879442357e-05,1.3226003960125707e-05,1.5179496048466929e-05,1.0279950367743294e-05
"[TG(49:7),TG(48:0)]_FA20:4",-0.0138696140070819,3.867483061305123,0.0043648482479459,0.947324485066379,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.4993425657330188e-05,1.5156333970956738e-05,1.795482115141293e-05,1.61243367930983e-05,6.651714526358568e-06,1.8616148521784694e-05,1.5499174091212348e-05,1.4811028415487619e-05,1.5444546633179334e-05,1.73336176505371e-05,1.5313051153479866e-05,2.130806596391904e-05,6.834590511572649e-06,2.1436389840903553e-05,1.4091171543609763e-05,1.626143481044438e-05,1.0936514593633933e-05
"[TG(49:7),TG(48:0)]_FA22:5",0.0381788984292388,4.003541390897798,0.033101339325622,0.8556315906282402,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.770073962635995e-05,1.7293619452357565e-05,1.943646391073885e-05,1.7696248805118992e-05,7.231961526346846e-06,2.1416601452132357e-05,1.6999419573375413e-05,1.7114897304034338e-05,1.691673476360754e-05,1.876933303842679e-05,1.7075559329758076e-05,2.2207364380566077e-05,7.046078580922965e-06,2.3616536260595275e-05,1.560368183819731e-05,1.7903779833076e-05,1.1235100224018504e-05
"[TG(49:7),TG(48:0)]_FA22:6",-0.0069380489719221,4.110649424052648,0.0010937749100485,0.9736169575854452,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.7528278695036696e-05,1.834016226134134e-05,2.127169683143797e-05,1.9706953044895176e-05,7.869000479878146e-06,2.2320475085414263e-05,1.750575840257332e-05,1.780612942590302e-05,1.909376651806843e-05,2.1072036763121045e-05,1.7650218506690588e-05,2.4127583955638817e-05,7.64874755779166e-06,2.559611471005432e-05,1.6976502565891055e-05,1.9543516127047875e-05,1.2906693611783684e-05
"[TG(49:8),TG(48:1)]_FA14:0",0.0358518790385908,3.876599086615508,0.0291450021514996,0.8644446642971586,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2794895049144997e-05,1.3057782814056457e-05,1.5409874701672653e-05,1.4978401910810378e-05,6.466166131123593e-06,2.161759499209443e-05,1.551207877145342e-05,1.4018396272212073e-05,1.2210615969646527e-05,1.611090776276246e-05,1.2171924557732056e-05,1.886403329369717e-05,5.331200110452082e-06,1.9579418590691362e-05,1.681114623766411e-05,1.7147179402184755e-05,2.339516710985597e-05
"[TG(49:8),TG(48:1)]_FA16:0",0.2051194093747531,4.681539286256949,0.9576318929549892,0.3277842426826746,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,2.9734668010762303e-05,3.303881222416541e-05,3.18836156645537e-05,3.627982203301806e-05,1.496978222676194e-05,4.437056560463612e-05,1.7837764402030218e-05,1.940162831489873e-05,1.7243399428989698e-05,3.247009925538544e-05,2.5349385819356516e-05,3.50916255838467e-05,1.1692250439955001e-05,3.586354657194247e-05,2.7830052935365875e-05,2.3342173191329985e-05,1.7431078932992974e-05
"[TG(49:8),TG(48:1)]_FA16:1",0.1667945130811349,4.445599431109164,0.6328209810890968,0.4263224437654928,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,3.0193944051456045e-05,1.724656781815207e-05,2.795133645271485e-05,3.511979006382143e-05,9.67696443913887e-06,2.5523513875491387e-05,2.6766501181746665e-05,2.0005504408649014e-05,2.037234844945585e-05,2.1479606521810165e-05,1.909180069410501e-05,2.7283333353783728e-05,1.053532288027113e-05,3.388980618310545e-05,2.769081730775007e-05,1.8449054283165527e-05,1.4382258978422482e-05
"[TG(49:8),TG(48:1)]_FA18:0",0.0521241092982401,3.5765019676378067,0.0615243059241887,0.804102733913701,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1917481691518683e-05,1.2118888663411973e-05,1.549742762065988e-05,1.3612558221751109e-05,5.4826859995311885e-06,1.542567178516891e-05,1.4583400241303286e-05,1.2291506382316488e-05,1.1759681988125006e-05,1.4239560187550212e-05,1.3561820233828816e-05,1.6313500169365877e-05,4.870275199701628e-06,1.7953238179484957e-05,1.166102490476912e-05,1.3375394621726689e-05,8.052727918140581e-06
"[TG(49:8),TG(48:1)]_FA18:1",0.132634628153953,4.004103036962493,0.3993363576820403,0.5274321885073069,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.4519273791634016e-05,1.9502670539792193e-05,1.878361771375734e-05,2.0301578491536196e-05,5.602064891949407e-06,2.3552459172301155e-05,1.742739087132501e-05,2.1043780903042772e-05,1.9537620349522605e-05,1.9257882340977316e-05,1.3185214003064654e-05,2.1637218651628937e-05,6.367511844765757e-06,1.871841879254983e-05,1.885765717341915e-05,1.5153406224002075e-05,1.2831235780400432e-05
"[TG(49:8),TG(48:1)]_FA18:2",0.0083162766758468,3.657482120241226,0.0015671173277695,0.9684225251483746,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2643584827413343e-05,1.3518318864912547e-05,1.528685034367214e-05,1.4246141533138676e-05,6.309593325745361e-06,1.6328648161516938e-05,1.2663630230148127e-05,1.3144597140810198e-05,1.3900824413791041e-05,1.4524992595113894e-05,1.3614211531675418e-05,1.7520716038118604e-05,5.68299634929276e-06,1.894405761167386e-05,1.2232957722300282e-05,1.3998155339420005e-05,8.861992623424347e-06
"[TG(49:8),TG(48:1)]_FA18:3",-0.0194832504570274,3.768791478697714,0.0086070647165588,0.9260828943563052,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.361908247394289e-05,1.398241910799415e-05,1.7292966304316162e-05,1.5039145764843771e-05,6.092224572058468e-06,1.7335112240356772e-05,1.3976403787406182e-05,1.381512079897041e-05,1.437153399490874e-05,1.5739684988400914e-05,1.426029191489999e-05,1.8864998328044237e-05,6.073561934024582e-06,2.0062979709148276e-05,1.4490252662764583e-05,1.5183148338257519e-05,1.1225850593304021e-05
"[TG(49:8),TG(48:1)]_FA20:4",0.0082809738722317,3.84303457967382,0.0015557924291758,0.9685367712309516,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.4678951545787281e-05,1.4906817807246886e-05,1.8110783473653e-05,1.6122798885518833e-05,6.547508188643106e-06,1.86284114135369e-05,1.4546328044848434e-05,1.5766709042662384e-05,1.5832735675942762e-05,1.6811660821076836e-05,1.4757421840181865e-05,2.0135921008259393e-05,6.391511937457435e-06,2.1424369356423424e-05,1.4091398729864182e-05,1.628074121386715e-05,1.0148345544950224e-05
"[TG(49:8),TG(48:1)]_FA22:5",-0.0705943164167856,4.029808436573592,0.1131805196589734,0.7365518127911411,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.605492153632777e-05,1.7557156014064845e-05,1.997332365694279e-05,1.771239588142461e-05,7.236281543988433e-06,2.137113862761713e-05,1.6147231420227223e-05,1.6316790855414052e-05,1.82180220889364e-05,1.85771738090039e-05,2.0317239712403578e-05,2.3336716061795336e-05,7.050591326235129e-06,2.6523741621509687e-05,1.5603909197744066e-05,1.8295907768447976e-05,1.1437943759255401e-05
"[TG(49:8),TG(48:1)]_FA22:6",0.0274282090645025,4.161161518761977,0.0170988515860521,0.8959631278387561,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.8546775324804255e-05,1.865217638796543e-05,2.32690857226906e-05,1.9247656474536167e-05,8.429649419186575e-06,2.2320475199511027e-05,2.0959561240238078e-05,1.7801368901802366e-05,1.8412116540467973e-05,2.0690390802437805e-05,2.149381114144551e-05,2.5474762269147167e-05,7.648234684468867e-06,2.5591306201835117e-05,1.6981272350833677e-05,1.9533602122137466e-05,1.2697521305283236e-05
[TG(50:3)]_FA14:0,0.0570667193178845,3.533219072704459,0.0737054684943512,0.7860161041132668,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1180454440966816e-05,1.142166878276829e-05,1.3527064948231959e-05,1.2296437506064208e-05,5.5231462726852164e-06,1.859820229918789e-05,1.162772405781288e-05,1.2481452369916254e-05,1.1749427940750382e-05,1.282843242504854e-05,1.1272815190425413e-05,1.5456994843040927e-05,5.355405375948028e-06,1.6380977439292806e-05,1.1591520727411511e-05,1.289769283242739e-05,1.0046436771397299e-05
[TG(50:3)]_FA16:0,-0.0895664697189237,3.699302198835868,0.1817755417836029,0.6698517874790969,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2945508061477855e-05,1.232420496368856e-05,1.5514600554589325e-05,1.419770020644964e-05,5.301984460710011e-06,1.8731300963755583e-05,1.2254898901733313e-05,1.2730905294675512e-05,1.244670320879169e-05,1.491732895625215e-05,1.6986987496394578e-05,1.88701465484793e-05,7.027616941063789e-06,1.7172259370731043e-05,1.3168765284444791e-05,1.3037272405536558e-05,1.1044102714667182e-05
[TG(50:3)]_FA16:1,-0.0232970104494368,4.329488400403482,0.012347173618739,0.9115229047412512,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.8484020183768246e-05,2.2798900062093163e-05,2.3207995538905612e-05,3.2657478302722654e-05,5.7597968431107224e-06,3.064975159286073e-05,2.5203139459207148e-05,1.4631079542119274e-05,1.615622658371792e-05,2.0668742685443227e-05,2.9297995366231384e-05,2.6841567018551716e-05,9.276035903584094e-06,3.497713287178661e-05,2.20069222600035e-05,2.1096112752656152e-05,1.1023818358048344e-05
[TG(50:3)]_FA18:0,0.0961701091274072,3.635866322693952,0.2095099713770665,0.6471517547590776,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,2.3999987044673438e-05,1.2120789783493195e-05,1.3568448508530618e-05,1.2356412479637008e-05,5.616183889688808e-06,1.589166634972012e-05,1.1817307775650962e-05,1.1275604673536907e-05,1.2771658641205393e-05,1.2933465318958132e-05,1.2252978414191543e-05,1.918095959458167e-05,5.05807081819092e-06,1.7500929875237914e-05,1.0899204842303796e-05,1.6673390855161392e-05,7.790329479681246e-06
[TG(50:3)]_FA18:1,-0.0276886273025581,3.805250713135461,0.0173890419333524,0.8950890822121002,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.256665124810171e-05,1.3231493763511092e-05,1.5262358029187478e-05,1.8712750131660553e-05,5.717018499455817e-06,2.085280223069204e-05,1.6012082535121385e-05,1.3523061099520016e-05,1.819214275112092e-05,1.7467514309626473e-05,1.4288719664165747e-05,1.9588941811009273e-05,5.733765702404495e-06,2.026629537964745e-05,1.3209422786076725e-05,1.574616367590617e-05,1.0043515880994893e-05
