lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,SDF-J,SDF-L,SDF-M,SDF-N,SDM-P,SDM-Q,SDM-R,SDM-S,S4F-J,S4F-L,S4F-M,S4F-N,S4M-P,S4M-Q,S4M-R,S4M-S,Blank1
"[TG(62:10),TG(61:3)]_FA14:0",-0.0073335695988197,3.854496558350192,0.0010497980803882,0.9741525938544804,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,1.6101536912232116e-05,1.6611522163949107e-05,1.384882299502616e-05,1.4554487235019675e-05,1.2555663203318747e-05,9.775087848775441e-06,1.3206624450688873e-05,2.531375593653218e-05,1.4959725292775451e-05,1.3960912985322169e-05,1.5462252997206164e-05,1.551999098529816e-05,1.2256328057077098e-05,1.1137067996200659e-05,1.8874144908260605e-05,2.2000547856606784e-05,8.152202265574823e-06
"[TG(62:10),TG(61:3)]_FA16:0",0.0196988269744939,3.868665826098183,0.0075752517913134,0.9306429584758764,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,1.6096092643781826e-05,1.6744586050575216e-05,1.3969093728002754e-05,1.4390401230206855e-05,1.2621915966048337e-05,9.79658452552596e-06,1.512439423086476e-05,2.536627000033029e-05,1.5118315142828444e-05,1.4563339682872978e-05,1.5630008721125528e-05,1.5628990368767864e-05,1.1449939314521462e-05,1.115413617497618e-05,1.895878920940548e-05,2.20403817048364e-05,8.158531067789844e-06
"[TG(62:10),TG(61:3)]_FA16:1",-0.0044383783136532,3.909892989536744,0.00038466684585997113,0.9843521527755908,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,1.678589766139459e-05,1.7215097358005986e-05,1.4478654139721474e-05,1.4948408245651689e-05,1.308467393372635e-05,1.0229476993136561e-05,1.3741840753307697e-05,2.6314579851560524e-05,1.5576762761935666e-05,1.4670666939029553e-05,1.6139145576912066e-05,1.6189468995330897e-05,1.1910042992519454e-05,1.1648443236319129e-05,2.027801942565193e-05,2.2823333499327256e-05,8.50953156110355e-06
"[TG(62:10),TG(61:3)]_FA18:0",0.0031278461186582,3.847215376710131,0.00019096059519169167,0.9889745044250972,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,1.6132280344523828e-05,1.656727759868792e-05,1.3868176758785011e-05,1.4365245210644733e-05,1.2513180394267134e-05,9.775087735926662e-06,1.3243140575871234e-05,2.5321404063242026e-05,1.500721257852337e-05,1.3957288810545729e-05,1.5495309870176373e-05,1.5532996743222342e-05,1.1352905909686609e-05,1.1135495879758089e-05,1.8943538152351733e-05,2.1973991929647566e-05,8.134676675548623e-06
"[TG(62:10),TG(61:3)]_FA18:1",-0.0022923593444841,3.9334891584291727,0.00010262590781895398,0.9919172129093924,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,1.6833934346884855e-05,1.8644791020908548e-05,1.4461235599406445e-05,1.5065898312007741e-05,1.3155225736447947e-05,1.0246240566400457e-05,1.3875111910677648e-05,2.6462434882565172e-05,1.6735574645259713e-05,1.4628014985300964e-05,1.6260251010168522e-05,1.629784893324508e-05,1.1980173864637065e-05,1.198419468039659e-05,1.9784261462888825e-05,2.2991077305339085e-05,9.05347693752558e-06
"[TG(62:10),TG(61:3)]_FA18:2",0.0034723265775335,4.032887858015131,0.00023562282522604505,0.9877529444886688,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,1.870768093421171e-05,1.8718421752448933e-05,1.5945127040616685e-05,1.6637865217907462e-05,1.4147753168090317e-05,1.1008486370774596e-05,1.4901565196159158e-05,2.8500281200650416e-05,1.6985854269782003e-05,1.5841231525265942e-05,1.8562488919832337e-05,1.747082821400853e-05,1.2858762915024787e-05,1.2556656545802462e-05,2.1320059045538877e-05,2.4775180581672214e-05,9.20520402407919e-06
"[TG(62:10),TG(61:3)]_FA18:3",0.0058566067124462,4.123493127860651,0.000670653785268982,0.9793395055840424,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,1.937474867450223e-05,2.000184439884342e-05,1.6736148687228434e-05,1.7270768550690278e-05,1.5255085316491772e-05,1.1912728815675818e-05,1.6006381897568194e-05,3.135591811228588e-05,1.8100464006177197e-05,1.6888578848202438e-05,1.8736732580029667e-05,1.8709454844013693e-05,1.3833235571660357e-05,1.3531122091698947e-05,2.2927156245321334e-05,2.6590708111283603e-05,9.837913641068304e-06
"[TG(62:10),TG(61:3)]_FA20:4",-0.0040469548169663,4.222570266783396,0.00032040625571005954,0.9857187124516212,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,2.067205619649725e-05,2.134172810487597e-05,1.7991110952381913e-05,1.848626295903464e-05,1.633586540778758e-05,1.27374926178894e-05,1.7222613218007736e-05,3.285383933953584e-05,1.931452853043825e-05,1.7979972230478777e-05,1.9956436787185464e-05,2.001899257486236e-05,1.4849326753189116e-05,1.449503204145969e-05,2.564416086157619e-05,2.8489001324821594e-05,1.0491232171810511e-05
"[TG(62:10),TG(61:3)]_FA22:5",0.0171784837222545,4.31604550582199,0.0057759077405898,0.939419581096644,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,2.212179963128301e-05,2.463332579694882e-05,1.91100429407372e-05,1.9770650564131705e-05,1.7282117278997692e-05,1.3529715496670677e-05,1.8219480273304507e-05,3.496765298476345e-05,2.0651941019667197e-05,1.9316684918671803e-05,2.1254921015304347e-05,2.136166390982775e-05,1.5670201633460065e-05,1.5331154338915566e-05,2.6087208894189692e-05,3.0426242837280445e-05,1.12355871525743e-05
"[TG(62:10),TG(61:3)]_FA22:6",-0.0046772535854989,4.480444136881771,0.0004285124047824773,0.9834845373210592,0.999959759909276,8,8,SampleType_Supernatant60Brain|SleepCondition_Deprived,SampleType_Supernatant60Brain|SleepCondition_Goingtosleep,TAG,2.4734668681727533e-05,2.552680162323644e-05,2.1327170806027445e-05,2.1986955302636407e-05,1.945606877527139e-05,1.5157746349114807e-05,2.053892905732972e-05,3.9277874461820484e-05,2.3064241200801663e-05,2.152679097429341e-05,2.381110968987254e-05,2.470069174030342e-05,1.767732095734021e-05,1.7300297628190228e-05,2.937041444873462e-05,3.405862571395579e-05,1.3169092081194488e-05
