lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDM-P,NDM-Q,NDM-R,NDM-S,NDF-J,NDF-L,NDF-M,NDF-N,Blank1
FA(14:0),-9.716675279317894,12.662220450894193,1514.1917360820255,0.0,0.0,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6979244179967578e-05,1.469442706376124e-05,1.950955295401745e-05,1.8966654151354915e-05,0.01170271593327461,0.009873148407069609,0.005460471163912128,0.018037223732999964,0.006300746408330687
FA(16:3),-12.94439455598322,16.14490771540598,2148.6231717082696,0.0,0.0,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6986407796564386e-05,1.4694427009897624e-05,1.9518127886943492e-05,1.8970297953224166e-05,0.10346444690031657,0.10353402068809019,0.09481423609140062,0.11312875459456387,0.1225598421053951
FA(15:1),-9.4936535102833,12.887992809258074,1470.428153040393,1.042e-321,1.12136e-318,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6977290178391783e-05,1.4699510173123925e-05,1.951439976653809e-05,1.8958274282702277e-05,0.028135144636186483,0.004354465462757248,0.0024551795877027762,0.0027142217077792278,0.016324810947497808
FA(15:0) | FA(16:7)_2,-8.978601557554045,12.415578232741716,1369.438039091809,9.197302451910816e-300,7.419923753079052e-297,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6974685153500857e-05,1.469725118696771e-05,1.9507689036033425e-05,1.8963374993756497e-05,0.01614175126006825,0.0034518269870038136,0.002398450555304108,0.004539150442949531,0.012273218136278708
FA(14:2),-8.873301917217988,14.788603196411149,1351.9764170494163,5.73041496062764e-296,3.69840981558908e-293,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,6.594464593727871e-05,4.056683008688861e-05,4.39772087390744e-05,6.478029521154647e-05,0.06097421273211077,0.008127495285058546,0.0027377583152811405,0.0035497556974348034,0.10344257331284291
FA(15:0) | FA(16:7),-8.297270850816142,11.96066847221106,1236.0825539139514,8.783134079023625e-271,4.723862278834874e-268,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.698445398131467e-05,1.4698380760841241e-05,1.9515145205734893e-05,1.8949893858083523e-05,0.006845784465373229,0.003335888704914154,0.0021903829733202,0.004258304577222004,0.010762694628226347
FA(16:6),-8.049351750294417,11.62021441987651,1187.6511142260551,2.9448830024671908e-260,1.357591064137375e-257,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6981849080641123e-05,1.470148707552754e-05,1.951290839037912e-05,1.895863857949428e-05,0.0037703855668986567,0.0036727373952407504,0.0028972018628848463,0.003606440073301761,0.007932185064304105
FA(14:1),-7.811904994406657,11.89800476708135,1141.3229045650028,3.449342704664057e-250,1.3913786134938639e-247,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6968498133985443e-05,1.4687649620520071e-05,1.9508807443711312e-05,1.8955723579696344e-05,0.007910754375527298,0.0016066484896983444,0.0010041591705021663,0.0012307164787375465,0.012910053216024644
FA(16:2),-7.592011739282746,11.969667622691937,1098.486278692278,7.045042875711904e-241,2.5260392622135906e-238,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6984454105532056e-05,1.4704311144870399e-05,1.950321519199387e-05,1.896337527173955e-05,0.0030998292896724697,0.004237184117566255,0.0010926725545200603,0.0017306063822680254,0.015035396679523368
FA(16:5),-7.221410283011377,10.258862695220463,1026.4520502624116,3.196082400373709e-225,1.0313757906005961e-222,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6979243931532808e-05,1.4717583947600146e-05,1.9519618978665108e-05,1.898013563450671e-05,0.0018561180572479483,0.0029861452611031902,0.0010663880190348437,0.0019929150020342864,0.0014937258663745131
FA(16:1),-7.158008643447157,10.723271794141256,1014.2531999079148,1.432701583185168e-222,4.203025462671398e-220,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.732213062005419e-05,1.574778090547505e-05,1.9540869720075664e-05,1.896410407381086e-05,0.002130604463321287,0.00221160376841319,0.0017698132531413478,0.0015330118471605328,0.004111807033596037
DG(28:2)_C18:1,-6.789207628367097,10.593166908369982,944.79275578776,1.79751752020858e-207,4.83382419809424e-205,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,3.0431932016518047e-05,2.6336387543662966e-05,3.484764835779471e-05,3.420629088588958e-05,0.002656662800181784,0.002420183008819117,0.0025539546088810114,0.002791580368223768,0.0015222316877198884
FA(15:6),-6.781571764111108,9.99318245084226,941.2895113664669,1.0380014456957839e-206,2.57663897327715e-204,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6970126251251514e-05,1.4691885562943512e-05,1.9515145205734893e-05,1.895754534163944e-05,0.0013249411314341223,0.0016194035368489513,0.0012030734189607828,0.0016569129462860298,0.0017208913542772829
FA(16:4),-6.738217192319976,9.895582201219502,932.9207217735388,6.8453026075667026e-205,1.5778422510441246e-202,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6968824018295164e-05,1.4704876012602586e-05,1.951439976653809e-05,1.8963739499035796e-05,0.0010984855962253841,0.0014783511141119863,0.0014890303499032283,0.001541161355562348,0.0014710601100081505
FA(30:1),-6.072711970282736,11.626294088531404,809.031070654601,5.868910205591779e-178,1.2625982155629779e-175,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0002036262157807864,7.049337549047768e-05,8.322037981756819e-05,0.00014363137221349835,0.004184752401502187,0.0025863218837821073,0.01437425701470968,0.0033350291067090745,0.0004117529935430478
CAR(22:5)_QUAL,5.90562339186769,13.33784908011286,777.648318051587,3.90665499928517e-171,7.879234801683276e-169,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,0.03959920241941867,0.012266733083066262,0.02291810188704647,0.03983786060551271,0.00013564619524682113,0.00021748079390314186,0.0006978126176681867,0.0003342386040956492,0.00010623973124092007
FA(28:1),-5.7498854009441525,12.527744627752828,747.9635297700734,1.1122548812784716e-164,1.9940258343809044e-162,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.000625235598054742,0.00018536203043888566,0.00020618200960507524,0.00012524258756649003,0.0053061632652327585,0.004218202687813357,0.0256937863735712,0.010778074034278082,0.0007770775305735613
FA(29:3),-5.749459529450644,13.21638354286926,747.9876054203064,1.0989283779566097e-164,1.9940258343809044e-162,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0004735122711635461,0.00021980981212838438,0.001155774947633792,0.00011635735510396104,0.0227957634266078,0.011336885853571817,0.017348091099087398,0.0255908679607937,0.000809904275851627
FA(15:5),-5.549791412828597,8.723755361630285,705.9637981375388,1.509540789343466e-155,2.5638358564270344e-153,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6976638968750572e-05,1.4700922261658969e-05,1.9515891000478383e-05,1.894625033419733e-05,0.0005157544811765235,0.0006697299981941507,0.0005382657777524316,0.0007498499122371447,0.0006526479252572852
FA(15:2),-5.309504521953168,8.448500781114957,660.887562103769,9.57879571768225e-146,1.545538689048031e-143,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.6976313270766927e-05,1.4696686319235526e-05,1.95147725928005e-05,1.8971391052087476e-05,0.0004491278314635071,0.0005369784512748408,0.0005299199349778996,0.0005679439053729973,0.0005007075350256577
FA(30:2),-5.278486202949248,11.54557509149487,659.0875394243594,2.359235678293295e-145,3.6253588256440298e-143,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0002712914790747528,9.465499700318583e-05,0.0003630089220503693,8.394662076818082e-05,0.004457676178259209,0.0032263456469121873,0.010825359806220547,0.004176745771066751,0.000710629048150088
DG(30:2)_C18:1,-5.142297642821041,8.965015574048405,631.6551902184532,2.1818926963422955e-139,3.2004398777711765e-137,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,3.042346554587796e-05,2.6344294506914048e-05,3.4861442787285126e-05,3.4214306735733264e-05,0.0008647517207796816,0.0007832528574052978,0.0008108376286979326,0.0008682362983018474,0.00047890736684128135
FA(15:3),-4.9917151366334735,8.223804431444936,601.8751988285725,6.545297914172461e-133,9.183337551754144e-131,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,1.698315143781486e-05,1.46834135703694e-05,1.952893942189729e-05,1.894406427546222e-05,0.0003462776656554339,0.00044066455141577747,0.0003965191701699195,0.0004930605947690624,0.000496073284669337
FA(28:0),-4.615141533392593,11.79033513385938,537.030793617474,8.344116550922117e-119,1.1219360045760698e-116,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0007796108176152322,0.0002091582275049876,0.0002659469354650036,0.00022617885979460192,0.006638809924935977,0.006030846881951495,0.0099502839459962,0.0045418093536414355,0.000497232747605783
FA(16:0),-4.33207916601585,15.273171385808707,486.324019849968,8.988135532607753e-108,1.1601885345490088e-105,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.004125619913129993,0.002236192787461166,0.008768696370458136,0.002823439480406247,0.04813708744718415,0.1029905471547187,0.0376491290968896,0.0769703082367306,0.034730020670695604
FA(34:5),-4.272320919034446,9.81416198507278,474.82842527346895,2.8515393222569596e-105,3.5391989972781565e-103,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,8.637359602152239e-05,8.37187554545707e-05,9.340836857179002e-05,5.3161651002743074e-05,0.0011997777979923497,0.001166774258611878,0.0010569866841303583,0.0012452032038302583,0.0016800748390986334
CE(20:0),4.174753340872989,9.77336761681826,457.914607885564,1.3668184218879377e-101,1.6336011286786576e-99,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CE,0.0023605252033378926,0.002066786961085937,0.001560646059711536,0.003020221900097893,7.751087066695065e-05,0.00010104683389436652,9.645768709545852e-05,0.00010212354779285568,6.45920491669322e-05
"LPC(18:2),LPC(P-19:1)",-3.833295401543456,7.794565767386497,397.5002093153579,1.928021504861379e-88,2.222044784352739e-86,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,3.64635476954067e-05,4.3331813844824034e-05,5.005935907186395e-05,2.7467125960378348e-05,0.00013384538586346006,0.0005429017208397765,0.0005727579164786346,0.00044600854389780745,1.5729302660286266e-05
FA(38:4),-3.688825046168996,8.730944709983495,373.5554684408881,3.148243248725553e-83,3.5032348150473656e-81,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,5.010249509114779e-05,6.48080894393839e-05,5.1907043149426296e-05,6.614809790157033e-05,0.000438373341580292,0.0006718069627014815,0.00060472752843287,0.000566152424502722,0.0006961395326027992
FA(29:0),-3.672743725594156,9.739910918797236,371.5251734586433,8.712010518801569e-83,9.37121931472422e-81,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00022129057560674282,0.0001301744835449018,0.00016195315451636964,7.648238117663521e-05,0.0007881553813499079,0.0010953048733849252,0.0016853526206897665,0.002201454037031205,0.0006077544137364268
FA(32:0),-3.668439468597963,8.239544499657054,369.9545044228733,1.914696328470627e-82,1.99313711354023e-80,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,6.704722354530507e-05,3.489199228440919e-05,5.3456100501733784e-05,4.92324132845273e-05,0.0003697338021073989,0.0004968802290069226,0.0006224490209508884,0.00044326480895336395,0.000269551693174042
FA(29:2),-3.651664631486004,9.596637299961651,367.94225415837104,5.2508847984152323e-82,5.295189138901861e-80,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0002232342516124037,0.00011904988131111617,0.00011214208813550864,7.743444922936661e-05,0.0013069968050511366,0.0010175020179779737,0.0012351520838959293,0.0015894793621761927,0.0005891369460363847
CAR(22:4)_QUAL,3.626566232067522,8.763920630868045,363.4926274660653,4.88747358843029e-81,4.7793567484438025e-79,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,0.001484940602017855,0.0005344852856831636,0.0009431554799301829,0.0014905024749323065,5.508337727288413e-05,6.16931217554015e-05,7.932138624749129e-05,6.965453430737704e-05,3.798432627817881e-05
FA(36:5),-3.621849113399699,10.567823918453405,363.21485347286034,5.617814328706909e-81,5.331966717275645e-79,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00045342002490959083,0.00023061642851711703,0.0003950805680656179,0.0001156545112292096,0.003080044091460247,0.0012582181037193462,0.003781631486250864,0.0029199071788136694,0.00039936883112948884
FA(31:0),-3.6124709427834207,9.666262346854516,361.41757000401685,1.383291893177417e-80,1.2753951255095786e-78,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0001820282576247217,0.00015047258261779306,0.00017671263700055485,6.243055261831687e-05,0.000874379584098977,0.0010364195599053886,0.0020905551931760693,0.0012855794844432293,0.0006342198227478699
FA(34:1),-3.571315738001577,8.29281230730909,353.6233633344734,6.888304525693526e-79,6.1745996401147244e-77,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,4.0615961657049094e-05,5.283120106837107e-05,3.447781309638803e-05,5.5048295441519914e-05,0.00034576544768497334,0.000329607221747931,0.00035825890313735773,0.0006487042510091776,0.0005243191709110464
FA(27:1),-3.539257931893406,9.271838743362002,349.0564883311736,6.801479897803518e-78,5.931993413570796e-76,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00016080541733895124,6.044500152144685e-05,9.489479580522932e-05,9.041579402722438e-05,0.000681881944092658,0.000913077365659359,0.0008847673363060395,0.0010777755794876616,0.0008397378648902503
FA(30:4),-3.478067698027046,8.89304035155742,338.5951345284232,1.2907054415647355e-75,1.0960806473498424e-73,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,9.238567317526171e-05,6.987294119107356e-05,4.20318465984787e-05,4.10219707859515e-05,0.0005205839219938302,0.0005553767415829245,0.0005125180232326567,0.0005326113815159279,0.0010660621530090193
FA(22:2),-3.4601384299678357,10.596181339179752,336.4551502704453,3.7747443593607404e-75,3.123358986578746e-73,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0002938949782051078,0.0005678811217951668,0.00017356642749476124,0.0001671124204961965,0.0022650387257705192,0.001150825311055633,0.002972330430284226,0.004329481197893074,0.0008428439539508924
"LPC(16:0),PC(O-16:0),LPC(O-17:0)",-3.4331979434269067,9.335850617638366,331.82244204862513,3.853543879801879e-74,3.108846525030166e-72,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,0.00017564789045769312,0.0001386038561564753,0.00019830661117117376,8.299564463288477e-05,0.0003366073804983744,0.0015683404963134965,0.0016729808820267393,0.0012607047875260711,4.009974173542063e-05
FA(22:3),-3.396887054604138,11.837411594620717,326.24726470113,6.311783471544092e-73,4.967835429920191e-71,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0012938852598878333,0.0006754127323929184,0.0007579880803770813,0.0005333092991613713,0.005726709239275564,0.0016321526337559642,0.0082572075968721,0.010715114204222661,0.0011813512645744513
"LPC(18:0),PC(O-18:0),LPC(O-19:0)",-3.389485827844292,8.7268569829903,324.5034817869217,1.5134443405394017e-72,1.1628297349811067e-70,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,0.00010502135904783721,9.619379705357781e-05,0.00014421933074014454,5.741188548259164e-05,0.00027265887131351185,0.0010189975207957258,0.0010134572607085465,0.0008705276532345955,2.4504965066893083e-05
FA(38:5),-3.339414933932692,9.187092182429325,316.5559664421555,8.148896914231282e-71,6.115462870284732e-69,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00017770520953297366,0.0001628244999643586,0.00014143773379927298,4.12493306238092e-05,0.000757201355557765,0.0008616364499971902,0.0012141673323148503,0.001284177237668435,0.00021541112022038306
FA(32:6),-3.233693391098591,8.914186646377908,299.5030985064325,4.2269758198706256e-67,3.100102493346025e-65,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,9.303823349421136e-05,0.00011801403519114686,0.0001234075218197729,7.775690602749373e-05,0.0006339010934715484,0.0007063675075500729,0.0008423795337803137,0.0007636357946694126,0.00048439208666887097
FA(30:3),-3.227329795642645,8.533611778319262,298.23142701301435,7.999955922109655e-67,5.736857280143968e-65,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,7.400753124995158e-05,7.215812671742569e-05,8.975661938274293e-05,4.8669480782602204e-05,0.0004449956498511801,0.0005876255839882855,0.00043868812893853537,0.0005560827747130787,0.0005498584793225464
FA(28:3),-3.17651440814314,9.712043782161382,290.6874706432782,3.5217886245379117e-65,2.4706112807356176e-63,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0002762367978214063,0.00010172545712582784,0.0001553964060224049,0.00016148454821638476,0.0011470131484624957,0.0010590666257160148,0.0012617622433704631,0.001236583537878174,0.0011339292111848507
FA(28:2),-3.1297735845858976,8.996321937332588,283.1629317731052,1.5358615621695995e-63,1.0545160130045317e-61,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00014127031891251926,5.9665575619174794e-05,0.00012511801088153218,0.000124649777515438,0.0006027317507679176,0.0008100894596869622,0.0006974048053420382,0.000812692969655928,0.0006490210749892898
FA(36:4),-3.0417496421847448,8.25966817537852,269.21000865467687,1.6868844697858743e-60,1.1340783716664617e-58,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00010383802566819202,6.26731392850284e-05,5.238275936273269e-05,5.79234446313011e-05,0.0002530050164783278,0.0005091006047910968,0.0005399458339114161,0.0004319542558319991,0.00038701078705358265
FA(25:1),-2.96649518625184,9.485144657453748,258.1596164740149,4.321964369950164e-58,2.7912350863227e-56,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,9.536875591355583e-05,0.00031576384639498046,0.00010010976938900871,0.00010558547465837127,0.0008874200566586484,0.0007012500028447362,0.000990969780811589,0.001311147175397389,0.001037433756654212
FA(32:1),-2.96937002294936,8.229586705896287,258.1583031897783,4.324814202545242e-58,2.7912350863227e-56,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,7.504107610207478e-05,7.277799480250724e-05,7.868430486697091e-05,5.883033126434879e-05,0.00031580383482530857,0.00044621617398262907,0.00042332359201835694,0.0005175643619554269,0.00037920520159340606
FA(35:0),-2.939930981820783,7.279594976021626,253.0636364902479,5.57898540281432e-57,3.5300756656631e-55,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,3.29050799057659e-05,3.619809473049284e-05,5.2567304024954944e-05,3.709054825992436e-05,0.00020097110501124832,0.00023191954259205516,0.00027383089683792415,0.0001986803028384572,0.00017017862279381242
FA(24:10),-2.920405856897939,11.825792909068657,251.4604140217789,1.2475555398782585e-56,7.742041783052191e-55,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0008720928982631745,0.0015316196896421445,0.0007619761215569752,0.00039700153463451674,0.004693359413751165,0.00610089435470861,0.005284553906334945,0.005294712039367714,0.0038895663619059944
FA(26:3),-2.9099747671356933,8.837505781295311,249.44264010326208,3.435181550206614e-56,2.0915718608522155e-54,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,9.566833445920841e-05,0.00016090841383748422,8.010697852510111e-05,8.388540723183515e-05,0.0005140863817439868,0.0006553435266928643,0.0006309759477256801,0.0006755414616930776,0.0006508695601554609
FA(33:0),-2.87309687408413,7.934999094682345,243.56011079694375,6.583635022795172e-55,3.93433152195556e-53,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,8.225439530429916e-05,5.345502398166855e-05,7.935015749645164e-05,3.9411508835242054e-05,0.0003017210765102639,0.00033257333148599416,0.00037927680957087166,0.000393686449301837,0.0002836636057474411
FA(32:4),-2.8577408033061427,8.543136826994312,241.49211294343112,1.8593554319710432e-54,1.0909345416310102e-52,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,6.402083135985963e-05,0.00013109369737851037,7.486814349165292e-05,6.145079411763008e-05,0.0004417102898964763,0.0004903060569739477,0.00044422732812036795,0.0005049627320424524,0.0006269273551219173
FA(32:5),-2.801326047934407,8.684513648620275,233.24729133220595,1.1673029504531457e-52,6.726583251986252e-51,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00011084066560182156,0.00010958776905585049,0.00011650480271399053,7.350375647835147e-05,0.0005619868650525698,0.0005379920475063576,0.0005066828881064605,0.0005762226162970809,0.0006038323961186025
FA(27:0) | FA(28:7)_2,-2.795692011965124,9.46950395024018,232.66170505288156,1.5663300884277698e-52,8.867626658520023e-51,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00031370230915463073,0.00015827954262710484,0.00014365339106910078,0.00016620626245673282,0.0008296166249017776,0.001033940074104859,0.0010237714408719745,0.0012641979189054043,0.0007579918942214954
FA(22:0),-2.770760863966589,13.607367691335314,229.25393485232144,8.67057854657726e-52,4.824130512035314e-50,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0025820834337465432,0.0047150651958112605,0.002131508327413565,0.0025362291595524434,0.011804172815580424,0.016057446492916162,0.02083070119486054,0.014872501310479269,0.019745879498876052
"LPC(18:1),PC(O-18:1),PC(P-18:0)",-2.739559380368896,7.684554508614724,224.00108183193316,1.2124964751227112e-50,6.631739195289812e-49,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,9.296203581742887e-05,6.491540062714115e-05,9.209120403482786e-05,4.0985535477593833e-05,0.00011729482489100926,0.00051179913754222,0.00045566325375925756,0.00038115442480346517,1.373088769763139e-05
FA(37:0),-2.702646182138926,7.991785334102985,218.6588960078891,1.773848590604921e-49,9.540349003136799e-48,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00011708491691101117,3.3718618350395496e-05,8.209111609028335e-05,6.34114035924051e-05,0.0002728721878278107,0.0004184827067451274,0.00036916268553262375,0.000370783989460815,0.0003024769368377304
FA(27:2),-2.658990641206238,8.800119526345824,212.70969258749983,3.5213183224594833e-48,1.862835119110943e-46,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00014988221519290665,0.00016750839472646546,0.00010770145727696249,8.754137579388316e-05,0.0005505802620552714,0.000477330947141933,0.0009286779374409222,0.0005269091669815484,0.0005165294937026838
"PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)",-2.5869032650199784,7.052233943495909,201.8984403785243,8.045615081501393e-46,4.1876128819362896e-44,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PE,4.520439168310169e-05,3.9733466937894255e-05,4.0681127626790496e-05,7.936664042705561e-05,0.00025149838735449886,0.00034660534687951675,0.00021247090296182294,9.677525827306462e-05,2.2304679992792294e-05
FA(29:1),-2.5708805203762006,8.26506507708981,200.09585239733747,1.9902827718359742e-45,1.0194670642404263e-43,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,8.385421013605285e-05,0.00010299541159205014,0.00010601445449200144,7.538420731569805e-05,0.000369964480708639,0.0004372695611396336,0.00038647775651101364,0.00047660272540809006,0.0003988610695093787
FA(24:2),-2.568987246834044,8.566880286683144,199.9343469162084,2.158533938710195e-45,1.0883732844090312e-43,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.00011802989191058183,0.00015543040628888672,6.552234679365953e-05,0.00010773773815967525,0.000445983116056226,0.00045753597212825476,0.0006286731841281307,0.0005255684520973441,0.0004804303177042787
FA(28:5),-2.525357883311493,9.565646893464532,194.0646791877596,4.12237406487424e-44,2.0466001703614108e-42,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0003150002607103683,0.0001303879782856329,0.0002790574442251961,0.00016898011934742024,0.0009401090548211015,0.0010693208207311535,0.0008293397372079805,0.0009995760775010495,0.0011748323703663398
