lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDM-P,NDM-Q,NDM-R,NDM-S,NDF-J,NDF-L,NDF-M,NDF-N,Blank1
"PC(28:1),PC(P-29:0)",-0.7063368557967412,4.607321822713391,16.52250836682778,4.8075966549759e-05,0.0005171371468535743,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,2.3731800978763513e-05,2.3990768926327428e-05,2.3883450684856793e-05,2.2448094875339924e-05,1.487352854253333e-05,3.274568252297096e-05,3.173550161193766e-05,3.752110391119146e-05,9.64707844123558e-06
FA(22:6),-0.6965382936015244,11.292629559250138,16.37943020352941,5.184482629961296e-05,0.0005558247656772458,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0014603582432391495,0.0028811475109933407,0.0016047865749577752,0.0023964760484552587,0.0025572478202551593,0.0021816073846718186,0.0031405718432423175,0.0024866338029257543,0.002608049971604867
"DG(38:7),DG(37:0)_C18:0",0.7008689982545723,5.23857052094492,16.37190917107491,5.205096369886261e-05,0.0005561869531663233,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,3.50643218298415e-05,4.5827951803135324e-05,3.5721160593329615e-05,0.0001161533144305377,2.626450391581445e-05,3.525502593825381e-05,1.9763017176565827e-05,2.5015238318030976e-05,2.311491846233324e-05
FA(17:0) | FA(18:7),0.6924855832644028,13.114336081744996,16.193782222071604,5.718149458886094e-05,0.0006089923532615652,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.015442369241876384,0.01839801176993536,0.013245620357705058,0.0058530567290358505,0.005516312567249346,0.008603047996005645,0.004166585861389848,0.007496903605379692,0.0045101908697267705
PS(P-37:2),-0.685294724544145,5.188534387092912,15.661445313670072,7.57527433299561e-05,0.0008041253379137116,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PS,3.0006335492693346e-05,2.813810241715016e-05,3.308123777439175e-05,5.4350185826662014e-05,4.6730953802906375e-05,5.1703040015810174e-05,3.061840013026121e-05,4.581788303120943e-05,1.373169902856408e-05
CE(17:1),0.6825247992561072,6.492141741316698,15.65332846759582,7.607856480874566e-05,0.0008049361594682697,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CE,0.0001282549503670744,0.000163486728389356,0.00012785188406975404,0.0001301078603868261,6.473406689258618e-05,6.383531200044943e-05,6.258593730026144e-05,7.152613823132423e-05,4.2706038313323584e-05
DG(34:3)_C18:2,0.6813358476509693,5.663964119367435,15.535830075853625,8.095616870458364e-05,0.0008537436483976844,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,4.6390981856257256e-05,8.101109933475022e-05,8.198411537962832e-05,0.00010664903643230489,3.0344101793772643e-05,3.5825795249753646e-05,3.306310191075942e-05,4.9748845449442096e-05,2.39551778477633e-05
CAR(18:2),0.6746726575529362,6.592156306776815,15.304207734703818,9.151244403296906e-05,0.0009619239638253784,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,0.0001568832251460093,9.703930375461006e-05,0.00024170557633256093,0.00011755317794859307,7.563490578116539e-05,6.271966083972443e-05,6.880247743206656e-05,7.64252737325533e-05,4.360601506625204e-05
"PE(35:6),PE(P-36:5)",-0.6777631726461865,4.524433887630765,15.201244345395024,9.663971949185498e-05,0.0010125206974032,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PE,1.9542265396898187e-05,1.7161195293406562e-05,3.135695591865685e-05,2.1883704282801878e-05,2.680028155210498e-05,3.3587273709613746e-05,2.6259759229356183e-05,1.9410137095267005e-05,1.1631537787583704e-05
"PC(37:7),PC(P-38:6),PC(36:0),PC(O-37:0)",-0.6708894822394676,5.062347511535363,15.002049310325106,0.00010739448871826228,0.0011215599193975,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,5.150074417330552e-05,2.3314984591438972e-05,3.261745235702911e-05,2.7180011719224404e-05,1.7466840108832024e-05,4.217096855352183e-05,4.829449434275072e-05,5.4050729931987926e-05,9.705010465932328e-06
DG(34:5)_C18:1,-0.6652190010414852,7.280917639953759,14.907218395135716,0.0001129300454190121,0.001175565343765,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,0.00011537699631012071,0.00015927867810788883,0.00015183115067739363,0.00014666209906706904,0.00016009550491655905,0.00016972658954989608,0.00016992447992608025,0.0001908512868056878,0.0001100595190255735
[TG(52:5)]_FA18:3,-0.670094151772168,4.373020757316855,14.827016027825586,0.0001178353253440596,0.0012187647271964,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,1.8914454087640562e-05,1.6412834315496794e-05,2.1576827646905747e-05,2.3324011346867702e-05,2.2369948029348864e-05,2.2226400234077438e-05,2.1818215296603286e-05,2.945335203786382e-05,1.0978056823517013e-05
"PE(37:7),PE(P-38:6),PE(36:0),PE(O-37:0)",-0.668751740769044,4.624427320565175,14.82929780364559,0.0001176928478994704,0.0012187647271964,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PE,1.954714993502247e-05,2.1254025754093357e-05,3.256749477561587e-05,2.4800025056211422e-05,2.6993756654579894e-05,4.2131389520345544e-05,2.6985041237308514e-05,1.9529641365697716e-05,1.0105504900821297e-05
"PC(29:0),PC(O-30:0)",-0.6609125676438103,4.355466389792078,14.42970737475572,0.00014548903078506322,0.0014999779627584,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,1.905121773914266e-05,1.6815537069928516e-05,2.4622748594735753e-05,2.0682780449132576e-05,1.9909836364995285e-05,2.599900398915958e-05,2.335214576318741e-05,2.6801597825160415e-05,8.85890933064893e-06
Cer(42:1),0.656543324025893,4.353005144602488,14.240986322729398,0.00016082923826150124,0.001652853349904,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,Cer,5.468245895710377e-05,2.0325493030289513e-05,2.5922391577332835e-05,2.537498241008638e-05,1.5311824309702266e-05,1.3447056948303078e-05,1.4740460337795192e-05,1.7190540777552783e-05,8.972339603904646e-06
"PC(39:7),PC(P-40:6),PC(38:0),PC(O-39:0)",-0.6550284821959188,4.531108658935576,14.213950031352343,0.0001631564812629333,0.0016714475080491,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,2.388875386818661e-05,2.1645432877517025e-05,2.6780990833480758e-05,1.8846051898420276e-05,1.782328120509902e-05,4.089128014227609e-05,2.0501499068357325e-05,2.9864467811480594e-05,9.685050635496274e-06
[TG(40:1)]_FA16:0,-0.655300638881714,4.306160725234185,14.173468479051891,0.00016670463995800363,0.0017023920036217,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,1.7845415546234425e-05,1.7289969892942073e-05,2.2520802197192938e-05,1.989503832588538e-05,1.3291745051740442e-05,2.0990770725510943e-05,1.6800984417568757e-05,4.243480665099141e-05,9.522938092064178e-06
"DG(O-38:9),DG(36:2)_C18:0",0.6428631222923267,7.665495690391464,13.944775322760051,0.00018826015601210253,0.0019164527553661,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,0.0003963953138096881,0.0003085389174895084,0.00042405595703661397,0.00021369339854205815,0.0001071386194972185,0.0003276584424313436,0.00011033345621414452,0.00010420664453981258,1.565952448589806e-05
Cer(42:0),0.6490306376682171,4.200857054080078,13.88235799663006,0.00019461674027964173,0.0019749315122088,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,Cer,3.1431936559847184e-05,1.9154095783224983e-05,4.28460810226962e-05,2.1431536074545823e-05,1.3353756276452064e-05,1.36083558466616e-05,1.2769091159724432e-05,1.4635901059881268e-05,8.720813488976654e-06
DG(42:4)_C16:0,0.6442100361298744,5.1550597696216895,13.84876935924956,0.0001981264460485148,0.0020042446438826,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,2.9902785458262582e-05,2.9957044329083252e-05,5.791313713801265e-05,0.00011080089583672205,3.559248847880302e-05,2.276655276770743e-05,2.1835814965047063e-05,2.5828298851163987e-05,1.6152028639842245e-05
"PC(33:3),PC(O-34:3),PC(P-34:2)",-0.6462597191087462,4.322389860614623,13.784559656425785,0.00020501424063650592,0.0020674404829187,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,1.9525332766161486e-05,1.7837827010688727e-05,1.962587240128054e-05,1.944760708785765e-05,1.8597181614998693e-05,2.3949411798792027e-05,2.6084228039682626e-05,2.1225361260596786e-05,1.1892637873700131e-05
CAR(22:6)_QUAL,-0.6379175889886349,7.04154132394252,13.70973040001332,0.00021334625562758992,0.0021447612676331,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,0.00012430116981732736,0.00010336112194672563,0.00013393179637832906,0.00012877066641085643,0.00012632714013289986,0.00015090738293728237,0.00013536079369615446,0.0001609571468343923,0.00010153327373155146
CAR(16:2),0.6383545822516483,6.092309633882915,13.685011480128413,0.0002161729434720269,0.0021664288465348,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,0.00010065598518641013,7.067354702091728e-05,0.00018813054816413266,6.486009226251765e-05,4.137491592434689e-05,5.654947700819165e-05,4.2994977615558495e-05,6.117458645851484e-05,3.5124069840161565e-05
DG(40:3)_C18:1,-0.6373457957368152,5.902421805610533,13.62403538757806,0.0002233081877689931,0.0022310078078344,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,4.732358169884063e-05,5.397690068486959e-05,6.624635989341984e-05,5.7599165723752065e-05,6.884243799697794e-05,6.0034330879997875e-05,6.056640087589243e-05,7.448515082172062e-05,4.232290731369958e-05
FA(23:1),-0.6342689757560335,11.09985307972859,13.603815895639856,0.00022572623275869043,0.0022482054108404,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0019548436096733547,0.0034593576226188932,0.0016400979979954223,0.0010995288955180412,0.001551684346770644,0.0032775217736958602,0.003040835792288849,0.002075372665331878,0.0011623188698610318
FA(8:0),0.6341815241475117,8.539802737051145,13.584035200422818,0.0002281173331275581,0.002265029643085,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0004336495005028935,0.0007092149384558643,0.0004474111306849734,0.00043031843208295135,0.00021069323187936857,0.00026704985806570757,0.00022916281982278365,0.00030711815365351097,0.00033900046581076285
"PC(21:0),LPC(22:0),PC(O-22:0)",-0.6400602197481234,4.197265401878852,13.502299234247346,0.0002382713278018665,0.002358593787781,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,1.8511977151959278e-05,1.4038693190298156e-05,2.20409858905308e-05,1.8138832917880803e-05,1.628490522623509e-05,2.5751330701878047e-05,2.1943032247324765e-05,2.0392068525991702e-05,8.872865008858632e-06
"DG(39:7),DG(38:0),DG(dO-40:0)_C16:0",0.6335965638734473,5.155383836451445,13.390346058904042,0.0002529227211175729,0.0024959682600807,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,3.1384720910696336e-05,5.259031360910484e-05,4.409762991520802e-05,8.044149554053302e-05,2.627566620025706e-05,2.415626295296728e-05,2.5478436581027883e-05,2.4771643729863967e-05,2.5361451751909386e-05
CAR(3:1),-0.6305559079360421,5.76262209510636,13.325614743120838,0.00026180506582720506,0.002575746790928,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,5.686156498009494e-05,4.8922496266112816e-05,5.052127950460249e-05,4.545693661084442e-05,6.375205666891856e-05,4.939357698508012e-05,5.7772720731557127e-05,6.644680242123003e-05,3.994298416804343e-05
DG(33:0)_C16:0,0.6285788306466337,6.679693860517666,13.306478386611955,0.0002644906627341162,0.002594259479158,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,0.00024466157762584095,8.887087041031854e-05,0.00024083019968127662,8.937664562852064e-05,8.021009811225932e-05,7.218029405571979e-05,8.399126033108029e-05,8.19815483262094e-05,2.681121550730732e-05
CAR(4:1),0.6257941359513565,6.633871495593676,13.184965917908922,0.0002822039469825652,0.0027596125360992,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,0.00026363432761548905,8.889289642755715e-05,0.00014928629606654294,0.00010300290555153945,8.486094337201195e-05,6.643152788972446e-05,6.678270969580077e-05,7.735352287373466e-05,4.935297941063124e-05
"[TG(55:11),TG(54:4)]_FA18:1",-0.6273202838136926,5.386101904441393,13.14572210376758,0.00028817643363966965,0.0028095025720701,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,2.669795065156008e-05,4.400957502825249e-05,4.931968812239457e-05,2.7243045627597895e-05,5.8248184082499266e-05,3.8728678854413695e-05,4.491864283365625e-05,2.95345500452589e-05,4.086210911096054e-05
PS(36:4),-0.6270667689759573,4.897340774422346,13.096772287831,0.00029580501222568645,0.0028751890796755,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PS,2.6061672685336297e-05,2.8734249935660157e-05,2.775740020195736e-05,3.7959542536437874e-05,2.8247624697882415e-05,3.8830734970556e-05,3.221879206564063e-05,4.14199641526437e-05,1.1026090319891071e-05
[TG(47:3)]_FA16:1,0.62929824441734,4.300442221644261,13.082086290867055,0.00029813321514953216,0.0028891167726352,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,2.382493060308709e-05,2.6331869032714387e-05,3.168242606369574e-05,4.059822335662894e-05,1.4974234929672476e-05,1.6108987924528648e-05,1.2254307306385723e-05,1.591160249387075e-05,8.703936889413075e-06
"PC(30:2),PC(P-31:1)",-0.6270385414932739,4.386842779482668,13.008495230211338,0.00031008101773141456,0.0029959025276026,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,2.3395426883523805e-05,1.7144251308258336e-05,2.4944490619369245e-05,1.8865362894697605e-05,1.6690954961633297e-05,2.4122410165162367e-05,2.7603801179568086e-05,2.9376200182626987e-05,8.413302630254497e-06
FA(8:6),0.6164391048893062,11.156709628709796,12.855048750516287,0.00033656993853509463,0.0032421229601574,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.003752150818011956,0.003185362025305593,0.0024112793641627114,0.002236130825599164,0.0015546080640381212,0.0013023711778057702,0.0014482961694054985,0.001505177353974051,0.0027731375511395565
DG(36:5)_C18:0,-0.6181906761742922,5.189024161116279,12.764826516632752,0.00035319835016772206,0.0033921758214024,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,2.966507698354673e-05,3.6181715936258484e-05,3.676877835573935e-05,4.287254546408642e-05,3.051351677628898e-05,7.784019393564791e-05,2.5803100120241016e-05,3.461982068864863e-05,1.657150917186156e-05
FA(24:6),-0.6132981642554572,11.371878536563704,12.725845127150931,0.0003606368492007863,0.0034533386123766,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0011327311062152632,0.004390266125271153,0.0012476912921694275,0.0018934332426498008,0.003318499457714424,0.0025839266197466293,0.002021216669128684,0.0027119031161576368,0.0029349966542938973
"PC(36:8),PC(35:1),PC(O-36:1),PC(P-36:0)",-0.6168072028938364,5.224708094564678,12.718677956785315,0.0003620216009253698,0.0034563423259945,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,4.8548596470479775e-05,2.9615056964841996e-05,4.668274826910266e-05,3.1447007882259636e-05,2.2120910548954034e-05,5.144814679767821e-05,5.604056480318513e-05,4.965955410867278e-05,9.152464634967272e-06
[TG(54:6)]_FA18:3,-0.6188148748904819,4.550567588076524,12.686284442524352,0.0003683474771224829,0.0034960509078654,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,2.0301956564837923e-05,1.9106087627805077e-05,2.2127479450129273e-05,2.777172922737923e-05,2.9636428903866093e-05,2.346078555073445e-05,1.904329274942784e-05,3.130391445787328e-05,1.6410207835556267e-05
SM(34:0),0.6196605480893245,4.313569706667916,12.687806050005769,0.0003680478538123338,0.0034960509078654,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SM,2.77665470849707e-05,2.51843999592381e-05,2.702907401404378e-05,4.192260047218056e-05,1.5296760240843654e-05,1.5088752481684683e-05,1.3042952272777571e-05,1.604175516090208e-05,9.624300252626176e-06
"DG(44:10),DG(43:3)_C18:2",0.6131901733048504,5.2706830392741,12.57012424361463,0.0003919625199064008,0.0037092758115482,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,6.523216942475075e-05,4.013617006937128e-05,6.301179355002778e-05,7.128153659567668e-05,2.690619667414142e-05,2.6545877419023482e-05,3.0550781130268856e-05,3.2444464901283794e-05,1.7287790362881458e-05
[TG(45:1)]_FA18:1,-0.6163350118766043,4.312323815997094,12.544798926524363,0.0003973106173384889,0.0037488928717874,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,1.882979056130491e-05,1.5455778814511773e-05,2.1959338645687597e-05,2.1312755305571226e-05,2.070308482921718e-05,2.7147263650825275e-05,1.8630400527812186e-05,2.2465723822471953e-05,1.1997467382898103e-05
"[TG(53:10),TG(52:3)]_FA18:2",-0.6115101423634749,4.879022072829934,12.448347278698977,0.0004183618488964277,0.0039360165783929,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,2.6538067101371096e-05,2.7664517030393916e-05,3.071347222493656e-05,2.9236812434560137e-05,3.114007862717046e-05,2.3808026570339333e-05,3.4270284645945285e-05,4.2879372769943894e-05,1.7539803499219666e-05
FA(7:0),0.5994497368268746,9.68373428067224,12.15628742711692,0.0004892266172411677,0.0045893438774338,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0012587623429784125,0.0011661762166834118,0.0009717834057754529,0.0009892435621334822,0.0004819561049942811,0.0006433469107951869,0.0005046371741717102,0.0005865563666057241,0.000830751237003619
[TG(44:3)]_FA16:0,0.6050378480256076,4.161098651242029,12.059615287282544,0.0005152592420259774,0.0048195407942545,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,1.707302501393237e-05,2.2607853787071785e-05,4.692470561579954e-05,2.0585860962466654e-05,1.4559999613638047e-05,1.2223126338019973e-05,1.2203824600174335e-05,1.3106084568746784e-05,1.1256358221088635e-05
"DG(41:7),DG(40:0)_C16:1",0.5993102401347505,5.190389107105262,12.003117935415474,0.0005311161955311445,0.0049535027831763,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,3.1138871042237123e-05,5.103598166209968e-05,4.496033004691442e-05,9.791974836270913e-05,3.395167004130728e-05,2.7015834663858392e-05,2.375809089836319e-05,2.5858242373507026e-05,1.6566802938657508e-05
DG(34:2)_C16:1,0.5962717634678965,5.3716316892557625,11.901588483827576,0.0005608609432027927,0.0052158451403902,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,3.969052512051908e-05,5.73284291021406e-05,4.537825882953164e-05,0.00011419234017250034,3.922808542198828e-05,3.410402858910906e-05,2.655918119461972e-05,2.6436340826654198e-05,1.720584163642489e-05
"[TG(53:10),TG(52:3)]_FA18:1",-0.5968659334489872,5.150061983741074,11.889743865578051,0.0005644388285164975,0.0052340347690308,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,3.598389692062237e-05,3.0025102622746836e-05,4.5625437237198336e-05,2.139837936782046e-05,6.0376162868620655e-05,2.662553138648626e-05,3.1688956066537305e-05,3.2504082127028417e-05,2.8315665499399155e-05
PC(40:4),-0.5960680260026198,4.666996970263178,11.813282939781397,0.0005880964321484487,0.0054377856347938,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,3.0248277295892278e-05,1.6852814085027248e-05,3.67139738195868e-05,2.2729379186393756e-05,1.4080528412941906e-05,3.6768448756268844e-05,4.3491235404478036e-05,2.347490125501271e-05,8.440727089069578e-06
PS(P-33:1),0.5908544369799515,6.745840758896063,11.771396846295296,0.0006014782560785072,0.0055456295210438,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PS,0.00024015943874652052,0.00010095168060110464,0.00028035261549703375,8.193827701634751e-05,8.835292346387679e-05,4.1092654449694794e-05,0.00012042395649248817,9.428590156728511e-05,1.6243713925569094e-05
"[TG(53:7),TG(52:0)]_FA18:0",0.5896899079904987,4.543464775585326,11.541510533709983,0.0006805932035520078,0.0062571916463314,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,3.2961413918393665e-05,4.070351224217497e-05,4.0905936600931396e-05,2.6026818548833703e-05,1.5517205659672588e-05,2.1069428950131723e-05,1.1837941519465741e-05,2.371903481217508e-05,9.889679420680404e-06
CE(17:0),0.5828819045027472,6.623434115414995,11.450855623537224,0.0007146108775629278,0.0065512764258396,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CE,0.00015125083134833494,0.00012217294752786615,0.00015895718759448594,0.00017204364229419974,6.405119879535369e-05,7.58535787649329e-05,7.979772970309193e-05,8.207650401244526e-05,4.317728447019764e-05
"[TG(51:7),TG(50:0)]_FA16:0",0.5836367077447193,4.809198604288923,11.338155919048749,0.0007593068588666275,0.0069413122763813,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,TAG,3.632678391968722e-05,5.0910877652482894e-05,4.003727210233855e-05,3.436041421183735e-05,1.8513094629140773e-05,2.314416145143153e-05,1.632556802047519e-05,2.5492446251646773e-05,1.6926728784114688e-05
"PC(35:6),PC(P-36:5)",-0.5827607321697984,4.344082566765704,11.23950785909298,0.000800743855709529,0.0072994362213973,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,1.908280386003485e-05,1.6630564837060504e-05,2.2254610361236827e-05,2.5283528626224325e-05,1.6819690564842363e-05,2.516164336835964e-05,2.3546897571333398e-05,2.7722562986886104e-05,8.930147950238343e-06
FA(10:4),-0.573758978845274,11.487575209173851,11.148393421208254,0.0008410448017084273,0.0076452157045439,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,0.0029491461492107286,0.0026681500654428324,0.002427791456045422,0.002084664318379372,0.003064185015404026,0.002699854251760544,0.0026560339042065242,0.0031159451708965623,0.00301404725308189
CAR(12:0),0.5765384303736043,4.864978645550621,11.077184406001178,0.0008739640330531203,0.0079221402659056,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,5.458086329690095e-05,3.561267872934932e-05,3.9621206882158654e-05,4.5036102860900286e-05,2.5523345260729518e-05,2.3333837335340535e-05,1.9486752151378957e-05,1.9963417556900957e-05,1.4337308774823842e-05
"PC(39:5),PC(O-40:5),PC(P-40:4)",-0.5712865441202482,4.238912557171626,10.784232219458165,0.0010236835602875,0.0092532964959329,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,PC,1.978713829562385e-05,1.5175637437743199e-05,2.4115716610901887e-05,1.8148670946642164e-05,1.748321127010447e-05,2.7264006226118554e-05,1.9891539269501097e-05,2.1047048963981365e-05,8.835704083627687e-06
"DG(38:9),DG(dO-40:9),DG(37:2)_C18:1",-0.565327836133121,5.975753488326259,10.746230590683028,0.0010449193399344,0.0094188679049394,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,DAG,5.049813367345507e-05,5.454000686138622e-05,9.545327482668326e-05,5.866964955370841e-05,5.373748400419017e-05,3.7553785243814055e-05,3.3951179217571855e-05,0.00016990485993152434,2.981605911539077e-05
FA(2:0),0.5633483736420444,5.670208870145398,10.63920832532804,0.0011071505801156,0.0099520192814295,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,FA,5.80556449025918e-05,7.754096162098761e-05,6.868757058105461e-05,6.043095553377569e-05,3.4402367826326486e-05,3.668157623479931e-05,2.689611786834639e-05,3.954809025539638e-05,5.5007123262149027e-05
CAR(5:0),0.5618601501045861,5.516723092202747,10.58498968791416,0.001140095325656,0.0102196878219227,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,CAR,7.587045017971111e-05,4.74599435563881e-05,8.043132990691543e-05,7.172605283390646e-05,3.4844632027254914e-05,2.978778750905281e-05,3.817875085621268e-05,3.5646262314305494e-05,2.412686448618972e-05
