lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDF-J,NDF-L,NDF-M,NDF-N,NDM-P,NDM-Q,NDM-R,NDM-S,N2F-J,N2F-L,N2F-M,N2F-N,N2M-P,N2M-Q,N2M-R,N2M-S,Blank1
"DG(40:7),DG(39:0)_C18:0",1.250292191957241,6.02044741616677,34.35445184511502,4.5934844773345604e-09,1.3205737883880329e-06,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,DAG,5.54569330203679e-05,0.0001223196272132799,3.73149883740242e-05,2.987040264477611e-05,3.472664550164544e-05,0.0001426351236829871,9.241965799882478e-05,0.0003215317049244678,4.631337882314029e-05,4.502639758040707e-05,2.5247238260541336e-05,3.2848690915955776e-05,8.350477584483203e-05,3.243164377428363e-05,3.2294407452624937e-05,3.3673410005001515e-05,2.4187230967956628e-05
FA(15:1),1.2462043796071045,12.311711023874876,34.224485417413234,4.9107175273183745e-09,1.3205737883880329e-06,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,FA,0.028135144636186476,0.004354465462757248,0.0024551795877027762,0.0027142217077792278,1.6977290178391783e-05,1.4699510173123925e-05,1.951439976653809e-05,1.8958274282702277e-05,0.0034478326636252234,0.009177903267164545,0.002319572086523379,0.0035180600450069916,1.9790974974907495e-05,1.1188337087961223e-05,1.4382496442194449e-05,1.3340900365696607e-05,0.016324810947497808
"DG(31:2),DG(P-14:0/18:1)_C18:0",1.1873949761444067,5.756685254293675,31.057836801036103,2.5045307268838353e-08,6.21701588896472e-06,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,DAG,4.7716933406550384e-05,0.00011077978200630072,2.149679396662892e-05,2.8927047141669846e-05,3.352768166211121e-05,6.976958343107825e-05,7.64022895000882e-05,0.0003002983761184571,4.914504683564133e-05,4.6909080245237234e-05,2.8517487631648143e-05,2.8324011226712473e-05,4.205327023635634e-05,3.2740977875812275e-05,2.4890270170673018e-05,2.1329839559990673e-05,2.624682334094197e-05
DG(37:6)_C16:1,1.1654288233195584,6.230873885003542,29.975288651607585,4.375875087979384e-08,1.008639207779248e-05,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,DAG,6.798196947852541e-05,3.988465468038162e-05,3.32539169114446e-05,2.5961830619376917e-05,3.9267859630112416e-05,5.33033755515918e-05,0.0001485097168815006,0.0006157106822546887,4.0534299881369176e-05,5.0666325644076414e-05,2.9668947833308037e-05,2.7837382709621784e-05,7.971085611791463e-05,3.414959506997606e-05,5.648221117738358e-05,7.034292957591529e-05,3.340931168445381e-05
"DG(38:8),DG(dO-40:8),DG(37:1)_C16:1",0.9852146372898248,6.447862291838996,21.588741939108218,3.378290116832268e-06,0.0007267828138011819,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,DAG,5.08931512610362e-05,8.832338174532242e-05,4.897415662708396e-05,4.119660192030743e-05,4.118646229448888e-05,0.0002727957753208338,0.00012611828191300562,0.00041377256903211957,3.7640124914059984e-05,3.45182197857076e-05,2.587861804120394e-05,3.0477774236754674e-05,0.000139838633796482,3.613550760957504e-05,3.618814547992692e-05,0.00016317392872328658,2.535999109004788e-05
[TG(37:0)]_FA18:0,0.9600597469457892,7.000250683470611,20.53254263480989,5.862601743717048e-06,0.0011824134891859,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,TAG,0.00016236709927660797,4.357387018308728e-05,8.398037679052984e-05,0.00031369520748256716,0.0005848667994302384,0.00023821046614047237,5.716340016389561e-05,2.0116567886164144e-05,2.9188787160455306e-05,2.8093503132184424e-05,0.00016270798773147053,7.35873172416512e-05,1.7994750687008738e-05,0.0003036849454750273,1.3892506274950013e-05,1.3129025748991392e-05,1.0593952214393184e-05
DG(42:4)_C16:1,0.9514060021422012,5.7276053982741,20.13299915498948,7.22394891675079e-06,0.0013712754796679,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,DAG,6.164888191849768e-05,3.323007692329673e-05,2.3843540790358548e-05,2.7225392825098348e-05,3.489108782986638e-05,4.1757713196964404e-05,7.922936576955444e-05,0.0003709229747524,5.094788689305596e-05,3.265863851012983e-05,2.7281655535147444e-05,2.6828060746119457e-05,4.333882562890956e-05,3.2982356902914866e-05,4.5687553883065665e-05,3.906064045084785e-05,2.2288777343194724e-05
DG(32:3)_C16:1,0.908954541144883,6.502348450606639,18.428764734006165,1.7637533347102987e-05,0.00316201778395,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,DAG,6.545637562924603e-05,7.104298519144771e-05,5.307876468114822e-05,3.662198904134034e-05,3.84046184898506e-05,0.0002580166233758788,0.00010677388743776794,0.0004860039777533942,4.367431628315647e-05,5.3071575499720714e-05,2.572577362898036e-05,3.116784154774255e-05,0.00012509765058127772,3.792462991237499e-05,5.437288538260859e-05,0.00016821876257076623,2.4594378174116902e-05
FA(15:0) | FA(16:7)_2,0.8108365136564238,11.927923434475067,14.738263964246473,0.00012351396067398566,0.0209778711102606,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,FA,0.016141751260068248,0.0034518269870038136,0.002398450555304108,0.004539150442949531,1.6974685153500857e-05,1.469725118696771e-05,1.9507689036033425e-05,1.89633749937565e-05,0.003998994541034769,0.007123812946392601,0.0028912484976351804,0.003289298244128887,1.9793242914567064e-05,1.119562563039363e-05,1.4381945207408826e-05,1.3337038746233587e-05,0.012273218136278708
FA(14:0),-0.7876101649686309,13.032373678033954,13.916586109136915,0.00019110463114762065,0.0308347322356685,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,FA,0.011702715933274606,0.009873148407069609,0.005460471163912128,0.018037223732999964,1.6979244179967578e-05,1.469442706376124e-05,1.950955295401745e-05,1.8966654151354918e-05,0.017004335725946656,0.012973641081866712,0.014199597729607705,0.01775558313135415,0.005948024844575231,0.005493500962943731,0.00038514220019815845,0.010017679771813493,0.006300746408330687
PS(O-29:0),-0.7640702773165022,8.07777900314376,13.099167311155668,0.00029542706614410784,0.0453972924974779,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,PS,0.0002656622608246123,0.00026186488806772125,7.934709062190956e-05,0.00027465291938261085,0.0002281929261501909,0.00015825808239327988,0.00027506307495414866,0.00024123558798847184,0.0006296446929783548,0.00043754034459267903,0.00026486225379362147,0.00036400925840927444,0.0002213733066150116,0.00013001211175476133,0.0006432499882526818,0.00023866054927103338,3.3157460548119485e-05
DG(37:6)_C18:0,0.748235744694947,5.183163411390075,12.519262103388542,0.0004027779291101856,0.0590801989653895,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,DAG,3.2219570956513884e-05,2.7794699511352425e-05,2.4066775895836312e-05,2.320918593859503e-05,3.094544805277577e-05,3.6620848808167774e-05,6.447845907160734e-05,0.00018823825964891204,3.290961293571228e-05,3.295863123730739e-05,2.2594263798253072e-05,2.7851859788835178e-05,4.277901756029667e-05,2.023663054026639e-05,2.4765154487025627e-05,2.3560831612409667e-05,1.673248570342082e-05
DG(30:2)_C16:0,0.740712496859938,6.964826433898533,12.309611675359534,0.00045063171583798514,0.063225589000399,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,DAG,9.528875981206503e-05,6.205977850227516e-05,4.185448761689592e-05,3.840403298899319e-05,7.807202520229142e-05,8.576389928814185e-05,0.00018422715006551822,0.0008997554116644372,7.059699280572752e-05,7.377513974335566e-05,4.4433026401251105e-05,4.3062554831629623e-05,7.281965949537013e-05,0.00011126256061589291,0.00011996207431199747,0.00018341633618356722,9.664636672684039e-05
FA(17:6),0.7101516433878489,10.820071001395313,11.338695877315333,0.0007590861163557042,0.1020654540616607,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Wakingup,FA,0.0020218198625905066,0.0028254212874653357,0.002472008568191874,0.002646880400924121,0.0016583227748249716,0.0019182381166217791,0.0021107159174763167,0.0012717955081586877,0.002237110496278384,0.002320239278697834,0.0026382677451433877,0.002762330634082043,9.549018908648958e-05,7.979878975237549e-05,6.784429800653623e-05,0.00010625711465143144,0.002296268539721191
