lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDF-J,NDF-L,NDF-M,NDF-N,NDM-P,NDM-Q,NDM-R,NDM-S,N4F-J,N4F-L,N4F-M,N4F-N,N4M-P,N4M-Q,N4M-R,N4M-S,Blank1
FA(22:2),-1.216778850596322,11.323813841465707,30.279989614609804,3.7396411700032776e-08,1.097074732327325e-05,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.002265038725770519,0.001150825311055633,0.002972330430284226,0.004329481197893074,0.0002938949782051078,0.0005678811217951668,0.00017356642749476124,0.00016711242049619653,0.0007430498888326215,0.01351932744054075,0.00921421714790833,0.0010071845578751941,0.00020135413576734528,0.0005672972404154727,0.0005657945761734854,0.0006887739790303721,0.0008428439539508924
DG(42:5)_C16:1,1.1777721253662037,7.054643955270462,28.38840766568444,9.92578846811649e-08,2.6692099488843255e-05,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,0.00014739162636402916,4.9654691969874733e-05,4.6242074836445304e-05,4.959993755181569e-05,5.425425740838813e-05,7.398243274520176e-05,0.00028639039445583375,0.0011473089818207522,0.00023216354748302928,3.8480285401073215e-05,4.2564338542951635e-05,2.7268372970079707e-05,4.965480226453719e-05,4.8410605082055796e-05,6.28875199529847e-05,0.00010395559045043764,4.023248198200857e-05
"DG(42:11),DG(41:4)_C16:0",1.0692845750365896,7.537670595488579,23.515414870982795,1.2391695756310565e-06,0.000307600016966263,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,0.00025532994506469506,6.375341729111991e-05,5.679201469272488e-05,6.030163975539483e-05,5.990130631104398e-05,8.041636492818397e-05,0.0003297684910173961,0.001548294765351934,0.0003914094766013333,4.2768414480404094e-05,4.5824187931630185e-05,2.934463992014187e-05,4.746173634470084e-05,9.42496789826896e-05,4.860587806986714e-05,0.00012034210865151194,0.0001002623373667571
DG(37:6)_C16:1,1.0556975419116537,6.266232467385293,22.90759714793988,1.699787058780618e-06,0.0003918009170489324,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,6.798196947852541e-05,3.988465468038162e-05,3.32539169114446e-05,2.5961830619376917e-05,3.9267859630112416e-05,5.33033755515918e-05,0.0001485097168815006,0.0006157106822546887,0.00010679537322204125,2.2385209815498532e-05,3.543946258809143e-05,2.5835840249874384e-05,4.106109144835032e-05,3.910834530347055e-05,5.209805094364784e-05,6.325730837309404e-05,3.340931168445381e-05
FA(15:0) | FA(16:7),-0.9888213424382272,12.054463441369167,20.18931817562043,7.014352759611524e-06,0.001509021090351,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.0068457844653732275,0.003335888704914154,0.0021903829733202,0.004258304577222004,1.698445398131467e-05,1.4698380760841241e-05,1.9515145205734893e-05,1.8949893858083523e-05,0.01662865476633346,0.002554189824896427,0.003655031398242203,0.004110213580196977,2.160372630652095e-05,1.3018468660357716e-05,2.3153900094501852e-05,1.658589014731871e-05,0.010762694628226347
DG(30:2)_C16:0,0.9696887858181128,6.891887898506812,19.404501059611007,1.0575751208385417e-05,0.0021329968218412,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,9.528875981206503e-05,6.205977850227516e-05,4.185448761689592e-05,3.840403298899319e-05,7.807202520229142e-05,8.576389928814185e-05,0.00018422715006551822,0.0008997554116644372,0.00015476491599072066,3.852638948659632e-05,5.233865049474264e-05,2.2126840118590493e-05,6.0197722114181445e-05,9.078393177444e-05,6.0760787118965195e-05,0.00011645069164563374,9.664636672684039e-05
"DG(37:7),DG(36:0)_C18:0",0.9464483786880196,6.916319787777308,18.503110179467512,1.696272675593644e-05,0.0032199246612592,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,0.00012644272809932624,0.00016784750691478358,3.6845592888239016e-05,4.922389011103135e-05,7.963048210412185e-05,0.00010692840522201988,0.00020596242531848035,0.0007524968638176377,0.0001811187030620286,2.9052125058599306e-05,4.798253916978354e-05,3.981691855821463e-05,5.921485120352967e-05,9.78253003138062e-05,6.604055182442548e-05,0.00011255639282550425,3.757409590304901e-05
DG(42:4)_C16:1,0.9329453557006654,5.735809320176495,17.958922488529254,2.2572382660965703e-05,0.0039649859344762,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,6.164888191849768e-05,3.323007692329673e-05,2.3843540790358548e-05,2.7225392825098348e-05,3.489108782986638e-05,4.1757713196964404e-05,7.922936576955444e-05,0.0003709229747524,6.242183314449567e-05,2.2654566229254694e-05,2.7673034329308047e-05,2.1944747136305737e-05,4.106894419935713e-05,2.7570167214335618e-05,4.543997310105012e-05,4.5377585378242085e-05,2.2288777343194724e-05
FA(30:1),-0.9299199510160202,12.242075593518305,17.894855649192323,2.3345129456166064e-05,0.0039649859344762,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.004184752401502187,0.0025863218837821073,0.01437425701470968,0.0033350291067090745,0.0002036262157807864,7.049337549047768e-05,8.322037981756819e-05,0.00014363137221349838,0.004438405907038408,0.020717722438419763,0.017713953763170403,0.0029729014644298978,8.25689796829404e-05,5.3135898985029056e-05,0.001002167483819578,8.308690010757484e-05,0.0004117529935430478
FA(16:2),-0.8858246552965405,11.714818733170333,16.262373639372527,5.514825713599119e-05,0.0088981712888921,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.0030998292896724693,0.004237184117566255,0.0010926725545200603,0.0017306063822680254,1.6984454105532056e-05,1.4704311144870399e-05,1.950321519199387e-05,1.8963375271739554e-05,0.011779012694582196,0.0011530790405894138,0.0009698718118923094,0.0010193797036597266,2.1595460070266222e-05,1.3019218050639858e-05,2.318719278624691e-05,1.6615012017782046e-05,0.015035396679523368
DG(33:5)_C18:1,-0.8596695637134594,8.194555417880462,15.32301797249437,9.060575456737868e-05,0.0139230842851871,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,0.00018206361855957424,0.0001792713571725856,0.0001765525229947194,0.0001977436893615437,0.0002569100971628577,0.00019664223883959919,0.00027114476401836595,0.0003526726483913,0.00011555745913881982,0.00017782846764126154,0.00022546838665854006,0.0012729438891647513,0.0002620168406082626,0.00018942279278312996,0.00026200440056786906,0.00023768788845868858,0.00014749616810836433
Cer(39:0),0.8570002053720778,4.661547480614454,15.147661956472987,9.942135260957717e-05,0.0145833047668684,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,Cer,1.4550077866887464e-05,1.6568988405626698e-05,1.527863253144491e-05,2.0543134614979506e-05,1.7621057645522097e-05,7.205222616388587e-05,3.398755758326914e-05,0.0001113623708734961,1.0853059371668647e-05,1.306515529837941e-05,1.6557467712436564e-05,1.2470215551965024e-05,2.7643957515736885e-05,2.162652960322871e-05,2.8105620994644836e-05,2.7370494897583062e-05,8.790267044327666e-06
"DG(31:2),DG(P-14:0/18:1)_C18:0",0.8108683876648463,5.878611360536745,13.626575799709444,0.0002230062317887884,0.0312887439122791,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,4.7716933406550384e-05,0.00011077978200630072,2.149679396662892e-05,2.8927047141669846e-05,3.352768166211121e-05,6.976958343107825e-05,7.64022895000882e-05,0.0003002983761184571,6.793948970136706e-05,2.8700326531559478e-05,2.7542133178226878e-05,2.267149165320345e-05,4.3068991421423346e-05,5.213855053777925e-05,4.46187551211333e-05,5.092413574264373e-05,2.624682334094197e-05
DG(43:6)_C16:1,0.785654261636529,5.511381986310452,12.793190604824872,0.00034788329058597,0.0467758074467052,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,3.693366793135932e-05,4.4356221341201214e-05,2.6558254931150665e-05,3.6734750050708924e-05,3.847690810137282e-05,0.0001068205272274403,6.665459554876115e-05,0.00016883218816349168,4.3206964197840086e-05,2.250399017313501e-05,2.7251119394073787e-05,1.995067659253625e-05,3.953305431021441e-05,2.706200406369024e-05,4.870087286363409e-05,5.15414507158616e-05,1.800115063254748e-05
FA(30:2),-0.7587396727777488,12.033920581334383,11.979997450580411,0.0005377465753342662,0.069412327944147,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.0044576761782592084,0.0032263456469121873,0.010825359806220547,0.004176745771066751,0.0002712914790747528,9.465499700318583e-05,0.0003630089220503693,8.394662076818084e-05,0.0046087282719068385,0.015805445157759574,0.013484305022915246,0.003003879706089832,0.0005929941634714204,0.00010998576025273191,0.000528780301043303,0.00031537319846996966,0.000710629048150088
FA(24:10),-0.7214304187354112,12.140921241692064,10.84248712133558,0.00099197404638188,0.1185592684323824,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.004693359413751164,0.00610089435470861,0.005284553906334945,0.005294712039367714,0.0008720928982631745,0.0015316196896421445,0.0007619761215569752,0.0003970015346345168,0.007955049477407545,0.007900976809374518,0.010013455584862031,0.006548243617283244,0.0014310896663523968,0.001968282954712115,0.0008789302195737443,0.0006079195411280739,0.0038895663619059944
FA(46:0),-0.7225804820703313,7.228881152422565,10.866052863449228,0.0009794305348236397,0.1185592684323824,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.00012814804025624305,0.0001378884645032733,0.00016347358634701657,0.00020950420348855636,8.151001038887345e-05,4.862654037034231e-05,5.1642342618519816e-05,5.9222745416787415e-05,9.733033905589677e-05,0.00032999810541723697,0.00039951085302619254,0.0001856795025022788,7.778068830709894e-05,7.153365669566082e-05,0.00016849345244614907,7.310041953047331e-05,0.00010460302604275629
"DG(36:4),DG(O-37:4)_C18:1",-0.6873807564301899,6.597334405910683,9.837682813255782,0.0017097273704202,0.197046079440935,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,7.632372690752387e-05,6.756211324650739e-05,6.568783875822559e-05,8.72602383999328e-05,7.440935598225257e-05,6.708960179036378e-05,7.59165069776968e-05,0.00012452407469044067,4.693423151563083e-05,6.120571134326902e-05,8.258726742986967e-05,0.00036030402023149875,7.807951799806341e-05,7.513649679248594e-05,9.387317311929776e-05,8.577473102013678e-05,4.3570314586222304e-05
"DG(38:7),DG(37:0)_C16:1",0.6840232718544377,5.531562428735511,9.7266419667952,0.0018161599904693,0.2020947685946428,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,3.5508152779827864e-05,4.5557500119325745e-05,3.1950400257856357e-05,2.7829388339712987e-05,4.1681743963923096e-05,8.108593544870029e-05,8.848866641912249e-05,0.0001752897058015766,5.031639519126407e-05,2.354485115827226e-05,2.6411974930876527e-05,2.1688392706663547e-05,3.9842216244658053e-05,3.198057512233722e-05,4.90440086469268e-05,4.993272083544591e-05,1.6695811582939784e-05
DG(32:5)_C18:1,0.679302421806263,7.564527754974502,9.61730311095964,0.0019275258084512,0.2069308613691804,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,0.00013130069172675876,0.001045012195070059,0.00010367183802713617,9.934959235517636e-05,0.00012492149100459154,0.00010373530386306632,0.00011934977613734845,0.00018671706312996933,0.0002166687158960743,0.00012618264167703973,0.00019952131898949725,0.00012019764196467948,0.00010797978023797437,8.983502583160753e-05,0.00014958502439374168,0.00015393151499980173,3.209050357567749e-05
FA(26:6),0.6770716492666218,10.17762510890276,9.56070262840734,0.0019878700658334,0.2069308613691804,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.0018039025791494988,0.001753338969877251,0.0017603919565104432,0.002142593672969444,0.0003171210724461781,0.0015359373190388856,0.0002647699502605679,0.00025817822841375484,0.0007325377671177134,0.0010581933080205629,0.0012022302907074168,0.0010310159600219451,0.0003022727892459807,0.0009129311703741886,0.0002881204557157745,0.00019848857181273508,0.0017488185139611096
"DG(31:2),DG(P-14:0/18:1)_C16:1",0.6757980833684409,5.753779047667169,9.500192626615643,0.0020545032798528,0.2071838151276595,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,4.314446968118661e-05,3.609338249180522e-05,2.983151998945613e-05,3.631230291060895e-05,3.724635826516378e-05,7.168792908274496e-05,8.330426345111113e-05,0.0002838068071192914,5.2305209601052214e-05,2.5912736017678267e-05,3.563622745936539e-05,2.9940358833630403e-05,4.6184996383547016e-05,4.09654513034972e-05,5.8790753043419056e-05,4.900818851976256e-05,2.6244226976722348e-05
FA(12:0),-0.6470884831926523,11.692189449333275,8.74036100810008,0.0031124289413602,0.3043578240536264,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.0015165619080106715,0.0019444640803657968,0.0015437833721335186,0.0016027780503897436,0.003887542266643742,0.004503959402505199,0.005492126769550541,0.0026212506883898736,0.0009306669573155606,0.0012193071383447011,0.0018152705222254546,0.0008715478503182094,0.008277892385734923,0.004120193557276099,0.02263860052781974,0.0033304956138015024,0.0014711478953155646
FA(14:4),0.6384235342508975,10.926850711840023,8.509409489629547,0.0035331469848765,0.3353372152999016,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.0015337586408957907,0.0013340975392761739,0.0010755413685050645,0.0020205504242567372,0.0035788305086301452,0.0022232766385117085,0.007585579872167942,0.0012006709982134685,0.0010159489451437437,0.0013196342920205842,0.0018729005761520562,0.001371290368986587,0.002852498221197773,0.001455004034008336,0.0017687253770214551,0.00039722675685023855,0.0019258271617201995
DG(37:6)_C18:0,0.6345345134854892,5.2268112901287065,8.374417154843968,0.003805395788383,0.3508574916889157,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,3.2219570956513884e-05,2.7794699511352425e-05,2.4066775895836312e-05,2.320918593859503e-05,3.094544805277577e-05,3.6620848808167774e-05,6.447845907160734e-05,0.00018823825964891204,3.0589007532191086e-05,2.077202296546138e-05,2.5812585563035373e-05,2.154719438942737e-05,3.6628667786941564e-05,2.606740236472891e-05,4.04793742231536e-05,4.2715355509048314e-05,1.673248570342082e-05
FA(21:2),-0.618967821518841,11.001303647936355,8.002536718054209,0.0046711863648672,0.41871995553963,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.0016786128002806374,0.0010485274387304379,0.002748291793035885,0.0021593811826626694,0.0009259987426757972,0.001137611131140706,0.0010800817615962163,0.0012294356186949454,0.0011636301176689023,0.0022218463595636536,0.002604964078016577,0.0015206696784404157,0.001121288341892776,0.0009950758344873145,0.01063801371828241,0.0012219527021646204,0.002571118194481819
FA(16:0),-0.5970306343471663,15.553938215640962,7.449819623085204,0.0063442806624754,0.5533241539948163,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.048137087447184146,0.1029905471547187,0.0376491290968896,0.0769703082367306,0.004125619913129993,0.002236192787461166,0.008768696370458136,0.0028234394804062474,0.03466084907551176,0.054411074707855236,0.055680655567069456,0.13945099749500156,0.03380717612223059,0.01438045877310414,0.030495275440489463,0.05071334324410139,0.034730020670695604
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",-0.5585729708871118,5.344709488973048,6.503204573072956,0.0107680240720242,0.9144319389584792,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,TAG,1.5045920039612669e-05,1.6926434875422758e-05,1.8233949515898887e-05,1.5067788878664563e-05,1.9094852014755952e-05,1.4786489677521046e-05,1.997035597460885e-05,2.3405991676743463e-05,1.0350243705119664e-05,1.6451189713128127e-05,1.8327801167432352e-05,1.268241994879033e-05,2.1677297117835332e-05,1.5019408679860059e-05,2.3873908264420126e-05,1.702079463460962e-05,9.685050759302162e-06
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",-0.5585729708871118,5.344709488973048,6.503204573072956,0.0107680240720242,0.9144319389584792,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,2.6098313735180735e-05,2.8174548841988528e-05,2.8947379445935724e-05,2.8572311178123376e-05,4.7750155316616266e-05,3.803059190595358e-05,4.1173993137074254e-05,4.946305234947917e-05,2.2556511067249568e-05,4.082000811352507e-05,3.4375443806079596e-05,2.0161253421895762e-05,5.8743668563100257e-05,3.309828439353202e-05,0.00022027544087930878,4.550783241987318e-05,1.6576701993155217e-05
DG(37:6)_C16:0,0.5559544320367843,6.340396024904743,6.454331737690893,0.0110682164532102,0.9158239613976804,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,7.293741502239037e-05,6.493254303431556e-05,7.152622333734026e-05,4.831830092436048e-05,0.00012508300372789436,6.087509731759537e-05,0.00020706820227120164,0.00024028060139165853,8.361124850261189e-05,3.4378844196680234e-05,6.17582918494864e-05,5.6832338015978855e-05,8.89369725676807e-05,4.553117894445667e-05,7.714075124048072e-05,9.089629816830044e-05,3.478864734645675e-05
"DG(42:10),DG(41:3)_C16:0",0.5518955410586448,5.284764512270405,6.348222809636255,0.0117498948824034,0.9277248819296946,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,DAG,4.906034517406267e-05,2.420654438194706e-05,2.4173298668229532e-05,2.5922175879068674e-05,2.8833747662160756e-05,2.5948651441066936e-05,7.482974295549961e-05,0.00017279968441141926,4.502322696798061e-05,2.21424254583773e-05,2.9360142212013165e-05,1.798122391377993e-05,3.7626417623281973e-05,2.4739435918112962e-05,3.924444021083367e-05,3.743665974761608e-05,2.2563021652782276e-05
FA(16:5),0.5496819453364473,9.971432020331031,6.320788269125842,0.0119330570313909,0.9277248819296946,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.001856118057247948,0.0029861452611031902,0.0010663880190348437,0.0019929150020342864,1.6979243931532808e-05,1.4717583947600146e-05,1.9519618978665108e-05,1.8980135634506713e-05,0.0009191809652388902,0.0010222909948105587,0.0012980942328655765,0.0015137847236946032,2.159008673289762e-05,1.3013224738274086e-05,2.3162778072255388e-05,1.6587490273567796e-05,0.0014937258663745131
FA(17:2),0.5478118121113356,13.223490869076755,6.279034311203759,0.0122174658968872,0.9277248819296946,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.005687258052793978,0.009287489238815854,0.02452617106365483,0.005814381279775274,0.014349054727474116,0.006187857199519853,0.016417439157387,0.013304089027126719,0.003941014556570287,0.007714441375741847,0.007126248184230862,0.004678553349733354,0.014447786871826192,0.007565519222870474,0.013893397408382809,0.009008643075923787,0.005029463036432863
FA(28:0),-0.5469008345541438,12.16727185850291,6.258196500832128,0.0123619987365902,0.9277248819296946,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,FA,0.006638809924935976,0.006030846881951495,0.0099502839459962,0.0045418093536414355,0.0007796108176152322,0.0002091582275049876,0.0002659469354650036,0.00022617885979460194,0.0034464949578799876,0.010119820277110793,0.015091869085984626,0.009517018278055452,0.0005644838869580686,0.00017735023021829758,0.00031679515654916825,0.0004974976459751414,0.000497232747605783
[TG(37:0)]_FA14:0,0.0555853867988698,3.792088886087048,0.0643435227455864,0.7997580452155151,0.9999949750130056,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,TAG,1.3322502589675436e-05,1.3318117437134614e-05,1.1124006161714001e-05,1.3409566047241202e-05,1.5819355279036454e-05,1.5116616058249528e-05,1.868599858433314e-05,1.853889820639652e-05,1.0233623800395504e-05,1.1104939239254222e-05,1.3266753054211014e-05,9.804944039660936e-06,1.96660906029599e-05,1.2327266909484822e-05,2.1099968083541464e-05,1.577016434126164e-05,9.20828716209725e-06
[TG(37:0)]_FA16:0,0.0939924933424086,4.11263531215202,0.1843712703590618,0.6676432441704883,0.9999949750130056,8,8,SampleType_Neuron|SleepCondition_Deprived,SampleType_Neuron|SleepCondition_Goingtosleep,TAG,1.2224902980256047e-05,1.3460249484588157e-05,1.2209613978742034e-05,1.5368842655573458e-05,2.3499302740155596e-05,2.4886825714506242e-05,3.7215040867659485e-05,1.866569461672752e-05,1.230405293719079e-05,1.16779462867697e-05,1.3226793713962866e-05,1.1525773670806428e-05,2.385755011920749e-05,2.5470841405028057e-05,2.2785017862454225e-05,1.9208117226516786e-05,8.874650165951447e-06
