lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,G4M-P,G4M-Q,G4M-R,G4M-S,G2M-P,G2M-Q,G2M-R,G2M-S,Blank1
FA(16:2),1.04792412984558,12.267336954439502,10.112367407909916,0.0014727765678035,0.4320590894819994,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,FA,0.008715748078918947,1.78138022495614e-05,1.1780272171042826e-05,1.3585938391979755e-05,1.2177629421218778e-05,0.005796098518389367,1.1605910008682819e-05,1.2106067432755793e-05,0.015035396679523368
DG(36:6)_C16:0,1.0225512759503936,6.253921904700558,9.622831722759202,0.00192173197271,0.4770330058411907,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,DAG,4.872695759507684e-05,0.00028190207782178406,3.7823432042707424e-05,5.217439688772769e-05,4.021578850827713e-05,3.5095069004599806e-05,5.5362192925053635e-05,3.5245819229800255e-05,0.00014683424738979665
"DG(42:11),DG(41:4)_C16:0",1.0273658240062165,5.876849633107986,9.707884742356612,0.0018347907987621,0.4770330058411907,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,DAG,3.065847746156241e-05,0.0002404538782118046,3.644811330596907e-05,4.55003969947154e-05,4.102367867507107e-05,3.260052997169474e-05,3.570296957352485e-05,2.0859162097778883e-05,0.0001002623373667571
FA(26:5),0.9890740751768164,10.378767876827864,9.028733526822634,0.0026576854836213,0.6125965039747313,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,FA,0.002846096121995415,0.0003146039241204374,0.0005358542978335583,0.0006989197407488619,0.001127878491265344,0.000903517939888591,0.0007039480495252304,0.0006154682866324476,0.0013545177019098332
[TG(45:2)]_FA16:0,0.9761987250092172,3.903671247783894,8.741067277243223,0.0031112236698739,0.6693279188455415,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,8.071621031839662e-06,6.068967294678059e-05,1.52479840658197e-05,1.9165215787196987e-05,1.1913506901213744e-05,7.180461845739062e-06,1.071731325696049e-05,1.208836125809275e-05,1.058210621945908e-05
FA(36:5),0.9660901191870108,10.046521058318287,8.621336488773522,0.0033224797977791,0.670102644214586,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,FA,0.0027235425699324934,0.0002893193142886219,0.00022315489143495378,0.0002583045067735671,0.000377962797995302,0.0016425144691029044,0.00025725333342920296,0.00015185248126077722,0.00039936883112948884
[TG(37:0)]_FA14:0,0.1300155179947942,3.4220227130982432,0.1575500205652922,0.6914222432325123,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.56514973077619e-06,1.7297614532267024e-05,1.3833143152198343e-05,1.3724213550996943e-05,1.2137176151217764e-05,7.288914014016027e-06,1.0645258890574177e-05,1.1313720238061142e-05,9.20828716209725e-06
[TG(37:0)]_FA16:0,0.5257710086024846,3.7035722993207063,2.567546563777153,0.1090767837466644,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.1597160838246515e-06,4.6484720442285416e-05,1.2958662795175706e-05,1.4483423208168995e-05,1.1898924821949394e-05,8.092760263459402e-06,1.1642160883140094e-05,1.2576210470970518e-05,8.874650165951447e-06
[TG(37:0)]_FA18:0,0.5797157635627463,7.380058826062418,3.139276377315696,0.0764277092847681,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,0.000167529057683942,0.00040391025220827645,0.00014609204669221404,0.0002422418599333877,0.0003765160994412425,7.172260776407406e-06,0.0001816597277886783,0.00010888122039292329,1.0593952214393184e-05
[TG(38:0)]_FA14:0,0.4053245585110374,4.011260399846732,1.5305678721459408,0.2160272372660467,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,8.303109126266046e-06,2.4902369128971577e-05,2.3469689119090274e-05,1.969196639274714e-05,1.3122403081426304e-05,9.686737458477377e-06,1.6004138954232375e-05,1.2810117134138109e-05,2.1262713114949643e-05
