lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,G4M-P,G4M-Q,G4M-R,G4M-S,G2M-P,G2M-Q,G2M-R,G2M-S,Blank1
[TG(43:4)]_FA14:0,-0.0067776090907994,3.295426426257116,0.00042796912913622975,0.9834950084457053,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.901249739666812e-06,1.6371361208922283e-05,1.0803579921011961e-05,1.29355227818169e-05,1.1188874727786994e-05,6.762207201946628e-06,1.0648167730628249e-05,1.1763361518455618e-05,7.813534633848074e-06
[TG(43:4)]_FA16:0,0.3532129021833398,3.586951124146734,1.1612974277864725,0.2811966277807788,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.8410482298909796e-06,3.193976423415097e-05,1.1257855342819512e-05,1.594444526697758e-05,1.3769891408084442e-05,7.145112458253736e-06,1.0606546387866958e-05,1.106583508143427e-05,1.0893024835236495e-05
[TG(43:4)]_FA16:1,0.0253103312642062,3.430472202374284,0.005973574013506,0.9383937212663338,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.638688472318615e-06,1.7731377071569837e-05,1.1756195583521366e-05,1.4544994857514215e-05,1.2848402196361014e-05,7.289620965087235e-06,1.1607700093649114e-05,1.2183880955991763e-05,8.511316687244896e-06
[TG(43:4)]_FA18:0,-0.0160780092396426,3.3411414667216803,0.0024090279323321,0.9608540681192228,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.870993167578192e-06,1.6756699084709904e-05,1.080085424915902e-05,1.4012243688378013e-05,1.1592937657496115e-05,6.7361900648397564e-06,1.0886932012944403e-05,1.2614651250219828e-05,8.270662926799712e-06
[TG(43:4)]_FA18:1,-0.0222102871377084,3.444589495971104,0.0046000595526871,0.9459259463949694,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.288122996426799e-06,1.810709858597562e-05,1.1735980295863356e-05,1.4478988011160266e-05,1.2162812097926674e-05,7.325394555578668e-06,1.23213074503594e-05,1.3071980739787854e-05,9.004956698304557e-06
[TG(43:4)]_FA18:2,0.0493444028264647,3.486528230489074,0.0227100498536294,0.880213525266632,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.544636832377328e-06,1.8553225055915463e-05,1.3858355411053396e-05,1.4005982072782404e-05,1.2657424643810665e-05,7.614128767241598e-06,1.2040697963293725e-05,1.2526120821268658e-05,9.389061369331325e-06
[TG(43:4)]_FA18:3,-0.0018629279617592,3.563811845290925,3.238703699159906e-05,0.9954592945998268,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.93663831373703e-06,1.9879927361906102e-05,1.3223732530812349e-05,1.5189931858823815e-05,1.3674873097434952e-05,8.184386009158495e-06,1.3025068976966333e-05,1.3566120281387759e-05,9.496974109401772e-06
[TG(43:4)]_FA20:4,0.0027058161447253,3.675110444468967,6.836648350194707e-05,0.9934028442998608,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.390486229937095e-06,2.143158166021264e-05,1.4091398729864182e-05,1.6920720914148907e-05,1.4818150279835172e-05,8.806253457130451e-06,1.3885022875391992e-05,1.4853072800087168e-05,1.014656041880888e-05
"[TG(44:0),TG(O-45:0)]_FA14:0",0.1803780289882441,4.303053195664758,0.3043255427196172,0.5811833155954979,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,9.823935479288069e-06,2.5204938642633364e-05,2.9920173754306277e-05,2.2311109116807092e-05,2.1729790685719994e-05,9.095129150703866e-06,2.3679278292371984e-05,1.8258231904889637e-05,2.3851159421886248e-05
"[TG(44:0),TG(O-45:0)]_FA16:0",0.1411481037944893,4.6396306270722985,0.1866498942149803,0.6657196317409279,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,1.8087556978784415e-05,5.311685759806011e-05,2.1538564279714747e-05,2.378621947481158e-05,3.477787226553525e-05,1.512192662396211e-05,2.221782660876763e-05,2.6696344884637897e-05,1.9177643502148855e-05
"[TG(44:0),TG(O-45:0)]_FA18:0",-0.0761403696436074,3.432706512119697,0.0540575159570906,0.8161475729215574,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.202789303092306e-06,1.696550956619117e-05,1.3132196052315303e-05,1.3181548426712436e-05,1.3610665294631221e-05,7.963522795150869e-06,1.3004258092180551e-05,1.1044401403313083e-05,8.026277068825322e-06
[TG(44:1)]_FA14:0,0.1369248735318299,4.26406212552411,0.1752113125144632,0.6755212785347402,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.310482117499451e-06,3.0841791435168166e-05,2.1646000156882092e-05,1.977493161753893e-05,1.4705257236146879e-05,1.1298389374207496e-05,2.0586756126498344e-05,1.161053009957729e-05,4.133189454407014e-05
[TG(44:1)]_FA16:0,0.0862218024275502,3.6454052303205455,0.0693938883993947,0.7922213300664239,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.6301795150232205e-06,1.7913742723015183e-05,1.7468028475329763e-05,1.5127577600833093e-05,1.4279321232400887e-05,1.0169610822939336e-05,1.2733270829316164e-05,1.1062573449253784e-05,1.054689254417925e-05
[TG(44:1)]_FA16:1,-0.1368762584850007,3.936770074710809,0.1751129913731404,0.6756071405085406,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.145869873492895e-06,2.1060667867958177e-05,2.0355630753632072e-05,2.094818439192758e-05,2.0830879876379817e-05,8.148329562724027e-06,2.5971370374123246e-05,1.3465009106119503e-05,1.079079159740373e-05
[TG(44:1)]_FA18:0,0.1075613070213303,3.3523575822346343,0.1078087970833756,0.7426527136250158,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.004330921491046e-06,1.632843129088352e-05,1.2707448475088926e-05,1.235815814272489e-05,1.1730290741772118e-05,6.730251330632212e-06,1.0598266695379618e-05,1.1526426114309966e-05,7.793574865314962e-06
[TG(44:1)]_FA18:1,-0.0522051895608091,3.6611695900402017,0.0254423829061494,0.8732696910240404,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.459303197730707e-06,1.947260919409961e-05,1.6567427331049814e-05,1.4921990882797338e-05,1.521280542225886e-05,7.538198236104092e-06,1.2360019867704567e-05,1.7621744914487776e-05,1.1509993926437808e-05
[TG(44:2)]_FA14:0,0.0499783262520893,3.4047585562224327,0.0232792435270443,0.8787331494542349,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.9009420782735335e-06,1.7047934678677075e-05,1.190247216545464e-05,1.4259313093452821e-05,1.1184170789284623e-05,7.519109532341078e-06,1.065107678408746e-05,1.145164142092487e-05,1.0808804177888672e-05
[TG(44:2)]_FA16:0,0.1547108712217831,3.3974037385255498,0.2230548503610752,0.6367220690891375,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.224430456288393e-06,2.0615228617860413e-05,1.4047561270516635e-05,1.2358940900656708e-05,1.2521953108019817e-05,7.020540926348045e-06,1.0597819227489328e-05,1.1062340424742146e-05,7.817591536123312e-06
[TG(44:2)]_FA16:1,0.2852757040589376,3.670563997684848,0.7587327783980591,0.3837253875534668,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.262896074669137e-06,2.6835583329834194e-05,1.7227716972624004e-05,1.671382983178328e-05,1.2777138553093206e-05,7.469054710338924e-06,1.4181072522853266e-05,1.3617374653720173e-05,8.978830468026493e-06
[TG(44:2)]_FA18:0,-0.0363327243711291,3.446507115392524,0.0123087844856613,0.9116599915203892,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.762073524105063e-06,1.709670291936048e-05,1.2612732038876266e-05,1.2361027973156295e-05,1.3488599662825594e-05,7.31535524625107e-06,1.23705372837726e-05,1.1596085779276754e-05,9.621763541890213e-06
[TG(44:2)]_FA18:1,-0.0401885495785277,3.501612739229315,0.015066432196781,0.902308714969596,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.870997081898445e-06,1.9520690738986187e-05,1.1905652079847169e-05,1.376673984892895e-05,1.3052785518317623e-05,8.470857993575247e-06,1.214408037444769e-05,1.2984615300085672e-05,9.153762801601346e-06
[TG(44:2)]_FA18:2,-0.0177858884133844,3.5076764636161784,0.0029512138757503,0.9566761713387604,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.952946069529135e-06,1.8751732218195433e-05,1.2862129302158529e-05,1.4000503264880722e-05,1.2664245509404913e-05,7.611442283050347e-06,1.2041816761062531e-05,1.4949291349339076e-05,8.861181230588711e-06
[TG(44:3)]_FA14:0,-0.000516049808155799,3.2856270959088425,2.48090569998638e-06,0.9987432612380124,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.902890750411086e-06,1.6680112491385608e-05,1.0808576935532091e-05,1.2416077303231093e-05,1.1192167381561448e-05,6.756268548647534e-06,1.0908190194896368e-05,1.1056982060757355e-05,7.814995110000747e-06
[TG(44:3)]_FA16:0,0.1047667289057837,3.563974996069994,0.1023870039392562,0.7489837245410128,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.5257649251601166e-06,2.7452398674918776e-05,1.1614007401059792e-05,1.3127021051370435e-05,1.4755118293433326e-05,7.002017853562653e-06,1.1190142427081128e-05,1.3153754968739227e-05,1.1256358221088635e-05
[TG(44:3)]_FA16:1,0.0269267415499784,3.439375600722574,0.0067605990018861,0.9344694939121784,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.311097440286009e-06,1.810057310899455e-05,1.287643900357107e-05,1.35520218341525e-05,1.2157638030246028e-05,7.2884897031319866e-06,1.2081424370274444e-05,1.2092787835085815e-05,9.356281841606932e-06
[TG(44:3)]_FA18:0,-0.0157744415134546,3.288791514179478,0.0023180708935656,0.9615996080876872,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.870890581176059e-06,1.6421846745895833e-05,1.0811075334484441e-05,1.2355549264778826e-05,1.1192637779897651e-05,6.732796467760394e-06,1.1125696295260556e-05,1.1040673899854939e-05,8.059056627501186e-06
[TG(44:3)]_FA18:1,-0.0073387738893235,3.471873055294733,0.0005022881914524824,0.9821194781381676,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.285866565082844e-06,1.8503769857412603e-05,1.2571393021804157e-05,1.419408875622016e-05,1.2271001382551215e-05,7.491678412183336e-06,1.1722942452585061e-05,1.3671191718007364e-05,9.65162214826073e-06
[TG(44:3)]_FA18:2,-0.0026471899946227,3.5187707864886604,6.538137994470394e-05,0.9935484752107328,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.74986836364283e-06,2.0017989507202065e-05,1.2456461167964231e-05,1.4836416531248954e-05,1.3990503248341763e-05,8.001982950742e-06,1.204920138972621e-05,1.3164238761069978e-05,8.85826021638042e-06
[TG(44:3)]_FA18:3,-0.0072943497387133,3.5818834215992013,0.0004965710492497166,0.9822215122155112,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.092638935795562e-06,1.9875119050203867e-05,1.3229865346635324e-05,1.518523560980553e-05,1.4201472191864863e-05,8.210827457149407e-06,1.3021712327573748e-05,1.3563557633869389e-05,9.935603048070035e-06
[TG(44:4)]_FA14:0,0.0161361642820933,3.3156875365447283,0.0024257196625496,0.9607187938366114,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.9027882422594515e-06,1.6373765332020568e-05,1.119130398024618e-05,1.2677495810700833e-05,1.1188874817506303e-05,6.864013577066906e-06,1.0648167730628249e-05,1.1054652260005001e-05,9.076195472651326e-06
[TG(44:4)]_FA16:0,0.1085548942542634,3.409685982820706,0.1098345100393327,0.7403326224503396,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.5045341175725625e-06,1.799891553576759e-05,1.209394941090815e-05,1.4456550974107062e-05,1.2050624741461993e-05,6.722757212371764e-06,1.0607441366328561e-05,1.2335780410132743e-05,9.127961035603124e-06
[TG(44:4)]_FA16:1,-0.0715190871012072,3.5030688144521243,0.0477077887151118,0.8271010059464303,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.394482344107203e-06,2.022096140401606e-05,1.1754832639287186e-05,1.3547325585134214e-05,1.2399417257316609e-05,7.53141112285382e-06,1.442543105009961e-05,1.2950135137678957e-05,9.805458639526694e-06
[TG(44:4)]_FA18:0,0.2154119980099641,3.6851879368676337,0.4329680428544691,0.5105361571239119,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.197459898259074e-06,3.356766095906267e-05,1.5174618675244812e-05,1.3573676163035988e-05,1.975392733415589e-05,6.734776054819405e-06,1.2133563129103768e-05,1.2268217832461508e-05,8.709291927370917e-06
[TG(44:4)]_FA18:1,-0.0767759629814686,3.431895557351865,0.0549600038795139,0.8146469010368627,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.287712787756635e-06,1.7711457587503672e-05,1.1797080444700059e-05,1.3509495635744705e-05,1.2153404400360552e-05,7.322849418450485e-06,1.2099773541448222e-05,1.4113377902612744e-05,8.509207034920769e-06
[TG(44:4)]_FA18:2,-0.1121494648055763,3.6384137127075498,0.1173845514327735,0.7318886505153092,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.540226516966305e-06,2.1955668573610017e-05,1.3284151294178132e-05,1.4804065389761129e-05,1.6314453249098247e-05,9.20047038905812e-06,1.4262972804704989e-05,1.2531712254201494e-05,1.0692777602316278e-05
[TG(44:4)]_FA18:3,-0.0290479029751556,3.599737305089612,0.0078756362401413,0.9292847424371958,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.1718187165726236e-06,1.987099749980412e-05,1.3225776860517455e-05,1.549231114836192e-05,1.3679577035937323e-05,8.77429755884655e-06,1.3032900945477219e-05,1.442859274570843e-05,9.797669423061943e-06
[TG(44:4)]_FA20:4,0.0019393450806578,3.6660757644951554,3.511760336516456e-05,0.9952717551925024,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.390999103259889e-06,2.1429177406103033e-05,1.4087991629217234e-05,1.6272131623048716e-05,1.4593305033990644e-05,8.80512233002262e-06,1.3885470300601255e-05,1.4525044319471975e-05,1.0365956058378046e-05
[TG(44:5)]_FA14:0,0.0415721922680964,3.306741410440579,0.0161009988906756,0.8990276898312187,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.90001897671795e-06,1.637445228984002e-05,1.2013542676108032e-05,1.2423121527472208e-05,1.1187228199031323e-05,6.754713164594631e-06,1.0643244858257601e-05,1.1055351244667112e-05,8.33427476324886e-06
[TG(44:5)]_FA16:0,0.1147819799911795,3.473737204949157,0.1228620781162845,0.7259508296945341,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.801868577516549e-06,2.0608016314071205e-05,1.0757470902381808e-05,1.7025601320785317e-05,1.3837627198409694e-05,7.03128724068582e-06,1.1384599876397813e-05,1.2160583437268692e-05,8.212244066401584e-06
[TG(44:5)]_FA16:1,0.0876436910815071,3.5168823906669657,0.0716586402306118,0.7889369353938032,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.603919096229958e-06,2.1252993588964887e-05,1.2588882550963056e-05,1.6161772259224308e-05,1.2908376728156507e-05,7.598292286525392e-06,1.2494058993747668e-05,1.2955959417377811e-05,8.508395703988076e-06
[TG(44:5)]_FA18:0,0.3915821081630373,3.5514808538052343,1.42642191973923,0.2323492718168567,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.977660313590246e-06,3.899810883433894e-05,1.0805624077424728e-05,1.3806657169390686e-05,1.1812373412193622e-05,6.726574958518263e-06,1.2270958776496368e-05,1.105628312053165e-05,9.10118581486244e-06
[TG(44:5)]_FA18:1,-0.0600813252349747,3.5899247592524914,0.0336893610724811,0.8543691439391623,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.113151775506551e-06,1.8336858889993746e-05,1.5252981340278333e-05,1.3501146897887404e-05,1.4255096166683003e-05,8.653543827026328e-06,1.1581966293811654e-05,1.5875133016595178e-05,9.603101878088234e-06
[TG(44:5)]_FA18:2,0.0176197668381249,3.4627036804080924,0.0028954693621614,0.9570868882265426,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.5403291229310625e-06,1.8555972625170647e-05,1.2759690049603547e-05,1.4002590486666627e-05,1.2662598980649241e-05,7.608755690981161e-06,1.2044054527324252e-05,1.2518199809765497e-05,8.864102213845532e-06
[TG(44:5)]_FA18:3,0.0228129942577432,3.612888988962212,0.0048577478522209,0.9444343954200476,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.006279613191225e-06,2.0072939516687013e-05,1.3434743635129866e-05,1.6843756302705275e-05,1.3676989934807519e-05,8.640818168354896e-06,1.3079221640069153e-05,1.3789543063351788e-05,1.0340965778069877e-05
[TG(44:5)]_FA20:4,-0.0751175455892623,3.756898225762648,0.0527067901436137,0.8184184647227436,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.389152939273971e-06,2.1575482128153243e-05,1.5029704864253378e-05,1.7842469335264547e-05,1.56549698097266e-05,9.101774835982618e-06,1.504930598572318e-05,1.754952264643902e-05,1.055565533919235e-05
[TG(44:5)]_FA22:5,0.013229717336755,3.818633025873012,0.0016355205824183,0.9677410892902788,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,7.049052901892988e-06,2.3624778706338208e-05,1.5602546253509884e-05,1.89698041260812e-05,1.6189330072966962e-05,9.725056159127507e-06,1.567161461300663e-05,1.5999774646225333e-05,1.1228122369437918e-05
[TG(45:0)]_FA14:0,0.2670796435284949,3.888791404737005,0.6656043763590631,0.4145883321237784,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,7.872338162076829e-06,2.1397924788410132e-05,2.1944459253578782e-05,1.790743242143923e-05,1.596660157477569e-05,7.769807764449494e-06,1.4534855344798167e-05,1.5149882794912533e-05,1.6009713524473188e-05
[TG(45:0)]_FA16:0,0.0119377026722843,4.146794383341377,0.0013336712429037,0.9708681591193364,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,9.474908486426268e-06,3.727233060976778e-05,1.821326762368461e-05,1.9900422791927982e-05,1.7818282277722983e-05,1.3335365525350593e-05,2.0459430128516285e-05,2.1627046828937885e-05,1.1746590629850392e-05
[TG(45:0)]_FA18:0,0.0176848548360776,3.339280835993688,0.00291462014812,0.9569453446963848,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.234584279960441e-06,1.8553568436566704e-05,1.0802898448894872e-05,1.2355810217264171e-05,1.2270295740187257e-05,6.731382457740043e-06,1.0755577950329206e-05,1.1569293692734372e-05,8.143601872934738e-06
[TG(45:1)]_FA14:0,0.0533063774402734,3.6311795704613,0.026527351955135,0.870619063521389,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.564435657657255e-06,2.1956011888755603e-05,1.68027419492047e-05,1.2411641956936047e-05,1.3484601321827528e-05,8.390261256340063e-06,1.540935425443371e-05,1.2770511498949028e-05,9.479773014606881e-06
[TG(45:1)]_FA16:0,0.376048121674187,3.6857828565062913,1.3167562804766677,0.251175027644216,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.83879567374203e-06,3.0068024799192147e-05,1.4736469881685066e-05,1.7491041428524015e-05,1.1903393516424007e-05,8.733433559251335e-06,1.1404068016064509e-05,1.3301926741676443e-05,1.0200273386469149e-05
[TG(45:1)]_FA16:1,0.1599684186398073,3.7283071028309753,0.2389315404435876,0.6249788797226127,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,8.552238247585032e-06,2.1638331530258167e-05,1.8251426596394937e-05,1.4217830306889554e-05,1.5575003931818012e-05,8.17137752151351e-06,1.4618545839659262e-05,1.4515725471953808e-05,8.691117130221792e-06
[TG(45:1)]_FA18:0,-0.0810209578674932,3.345668806248943,0.0611730816803866,0.8046513526756017,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.015301443809414e-06,1.632362330670957e-05,1.1125888332329525e-05,1.2986136715834543e-05,1.4082464014665594e-05,6.730392623756313e-06,1.060900776003074e-05,1.200821802297724e-05,7.792438977248014e-06
[TG(45:1)]_FA18:1,-0.233487827985758,3.9033848529381103,0.5090600960414253,0.4755460166086239,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.8981805435594175e-06,2.403862189258617e-05,1.2726073718904504e-05,2.012766393837144e-05,2.084146325576886e-05,1.058093692550998e-05,1.9324237125966927e-05,1.58618534633616e-05,1.1997467382898103e-05
[TG(45:2)]_FA14:0,0.0506546546051102,3.3115581627754604,0.0239051743444367,0.8771264345581352,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.9015574793105894e-06,1.6384755347018688e-05,1.109658754403352e-05,1.3788394227574546e-05,1.118722828875063e-05,6.755420142635323e-06,1.0635636538329805e-05,1.1064903205569734e-05,8.36754115762611e-06
[TG(45:2)]_FA16:1,0.0242312374915249,3.664994072659837,0.0054825311541577,0.9409752818739808,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.0625875560738345e-06,2.2607514378607727e-05,1.597005519837843e-05,1.496347342055007e-05,1.2354495247981324e-05,8.063208155240617e-06,1.8741088469280986e-05,1.281640750729665e-05,9.790853877999953e-06
[TG(45:2)]_FA18:0,-0.0213505911100366,3.297844814522956,0.0042470274418486,0.948039266635948,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.967608958944585e-06,1.63201889761519e-05,1.081720810698433e-05,1.264853630509089e-05,1.1196165587980552e-05,7.105803761802972e-06,1.1101305112499103e-05,1.1046498135117387e-05,7.790653913009614e-06
[TG(45:2)]_FA18:1,-0.0515037512812551,3.47023547223838,0.0247409724913438,0.8750142257663419,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.578688221026794e-06,1.7717639487316528e-05,1.3008178784483552e-05,1.351393088251554e-05,1.284087577812212e-05,7.965643621395011e-06,1.3143220303999436e-05,1.2381909620737632e-05,8.503202882694417e-06
[TG(45:2)]_FA18:2,0.0907785447319386,3.518021269504378,0.0768731727103962,0.781580381180293,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.841971351009186e-06,2.2388057197273925e-05,1.3042022388083183e-05,1.400624312479196e-05,1.3537049525103436e-05,7.6134218161703885e-06,1.2037117579956e-05,1.2529382497885548e-05,8.859234073492015e-06
[TG(45:3)]_FA14:0,0.0406792112753001,3.314116043969678,0.0154180482717087,0.9011811232643636,0.9999908530680616,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,4.9013523065063205e-06,1.6626879385156873e-05,1.2228414906996657e-05,1.2411381153737021e-05,1.1186993134442183e-05,6.755985719673981e-06,1.064234966639086e-05,1.1455368968819419e-05,8.151066408459348e-06
