lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,G2M-P,G2M-Q,G2M-R,G2M-S,G2F-J,G2F-L,G2F-M,G2F-N,Blank1
DG(28:2)_C18:1,-6.046525298912556,10.299508315568476,424.9245035240981,2.0681618094165485e-94,6.673958158987202e-91,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,DAG,3.940907357470957e-05,3.580686635714784e-05,2.075525612739447e-05,2.1716508956007967e-05,0.0026533782906664606,0.0026219927256960975,0.0025407550087189214,0.003156852682865157,0.0015222316877198882
CAR(22:5)_QUAL,5.5634599015202,12.842768351496217,376.850839402414,6.033793011292427e-84,9.735525023720332e-81,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,CAR,0.015385901525382942,0.007437923514696056,0.008665271250447422,0.029890456177330285,0.00026141319497501026,0.0004413509701299935,0.0003730846138963049,0.0006044199295214219,0.00010623973124092005
DG(30:2)_C18:1,-4.761087487840227,8.651544690595397,297.4975924887791,1.1560301973203029e-66,1.243503148917539e-63,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,DAG,2.198144787411394e-05,1.327046411055493e-05,2.30739765179535e-05,4.0328862443393066e-05,0.0008284643398165294,0.0008148032558917528,0.0008227058080579633,0.0009681566671974533,0.0004789073668412813
"LPC(18:2),LPC(P-19:1)",-4.198242196999396,7.553262764923213,243.92741150566823,5.474983576601783e-55,4.4169430004234894e-52,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,3.2190269918811655e-05,1.127986619354417e-05,1.8037327070717132e-05,1.9332711749597482e-05,0.00016044958079741077,0.000627188876956928,0.0007111134659320204,0.00041906465326149516,1.5729302660286266e-05
"LPC(16:0),PC(O-16:0),LPC(O-17:0)",-4.044278041992071,8.889989790376072,230.0549006984633,5.7992210656876744e-52,3.7428172757948245e-49,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,6.806296954932894e-05,4.0105499457771246e-05,5.882505768197609e-05,5.274828110082469e-05,0.00046543881354512573,0.0017152453140714511,0.001638470010833946,0.0010104019498729374,4.0099741735420626e-05
"LPC(18:0),PC(O-18:0),LPC(O-19:0)",-3.9577802084687472,8.402147937676933,222.0498947784544,3.230416168042309e-50,1.7374254957120883e-47,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,4.503820238973128e-05,3.0475604285149587e-05,5.554232926782968e-05,3.4416895185330984e-05,0.0003712214121194652,0.001147742642856033,0.0012097542170897496,0.0006930805126599555,2.450496506689308e-05
CE(20:0),3.605571373877674,8.922673842802656,190.5293015301773,2.4366703452233858e-43,1.1233050291479808e-40,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,CE,0.000547891251822416,0.0010051344280536246,0.0008932437711503189,0.0009339972080653475,9.483826071162764e-05,0.00010973904395902311,7.753452846871143e-05,0.00011225169964350335,6.45920491669322e-05
FA(16:3),-3.581546816674035,15.65132567181096,188.5598587688473,6.556754187796744e-43,2.6448307205025116e-40,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,1.2175512673565523e-05,0.0140694893973946,1.1600763103599835e-05,1.210723224425916e-05,0.0989397436214539,0.10983306482489398,0.0981809330941199,0.009722519019530904,0.12255984210539508
"LPC(18:1),PC(O-18:1),PC(P-18:0)",-3.350298382384149,7.27699439836342,168.12860473893886,1.8963165366318455e-38,6.799348293012184e-36,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,3.806235368758653e-05,2.3884912156584806e-05,2.4599203344948125e-05,2.3667439714059352e-05,0.00016688353485861909,0.0005178443808290594,0.0005096962776959968,0.00032701449273088944,1.3730887697631388e-05
CAR(22:4)_QUAL,3.1384551136303926,8.310214830440602,150.52932151306186,1.3282014841856211e-34,4.2861061894669983e-32,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,CAR,0.000612002966233304,0.0003071475008505816,0.0003585206840982233,0.001102656951361459,6.879213629739313e-05,0.0001427565081219781,5.822846008597517e-05,8.191875217912003e-05,3.798432627817881e-05
"PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)",-2.890014933731351,7.076634163690457,130.24686286877844,3.618568663206371e-30,1.0615564614697236e-27,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PE,2.5341426614178158e-05,1.7788264341337603e-05,3.5999019733158445e-05,5.272265378134926e-05,0.00013732966666905853,0.00046023106474295456,0.0003033147078808403,0.0003896347283488696,2.230467999279229e-05
DG(29:2)_C18:0,-2.864902283896284,6.3206584465165445,128.03133975205478,1.1048452564604605e-29,2.9711130354982554e-27,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,DAG,1.955518865765475e-05,1.3408185477168673e-05,1.8694991508634193e-05,1.9479485508774068e-05,0.00022016889255326903,0.00014832990978744647,0.00012837480174663797,0.00018577300736338624,5.1128752605247914e-05
SM(40:2),2.623515740628874,5.516752581186187,109.30044787496648,1.3946075998790529e-25,3.4618451729305415e-23,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,SM,6.306698352665874e-05,6.54749471846861e-05,7.221174055309665e-05,0.00010519742396134586,1.5175695118554142e-05,1.7001398883152225e-05,1.400234794792586e-05,2.1152090446095888e-05,1.0990389716055439e-05
"PE(36:3),PE(P-37:2)",-2.6161346913303447,6.589043185865509,109.1048252098883,1.5392640378653316e-25,3.548003607279589e-23,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PE,2.0310160671433125e-05,1.5563935961859367e-05,3.438383662308888e-05,4.061402392325713e-05,0.00011001835334630078,0.000325033854293699,0.00020524229119632894,0.00025968751240635344,1.336560693802225e-05
"PE(34:2),PE(O-35:2),PE(P-35:1)",-2.587416540162065,6.162148643535184,106.85918560706908,4.7795124236078565e-25,1.028232439398837e-22,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PE,1.8226578568159654e-05,1.2567434267400682e-05,2.7990013052587844e-05,2.307964471508997e-05,6.520425160184852e-05,0.0002473407096039947,0.00017158132251416278,0.0001715848988809088,1.7073587730314785e-05
"PE(35:3),PE(O-36:3),PE(P-36:2)",-2.5710229998455016,6.02221443084763,105.61218311206844,8.967467117905162e-25,1.8086260243424973e-22,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PE,1.993102822550758e-05,1.257747357672828e-05,1.9066004832027157e-05,2.3898550660760524e-05,6.911735171974293e-05,0.00024354495001857712,0.00012118018460165765,0.0001711875120470833,1.1439242111598307e-05
"PC(16:0),PC(O-17:0),LPC(O-18:0)",-2.5081894530900564,5.480675353554127,100.82742716641486,1.0035700823450573e-23,1.9050121504279405e-21,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,1.691349193777682e-05,9.261978557377705e-06,1.1808423160455533e-05,1.547628037056467e-05,5.4148367821240565e-05,0.00013586678665633597,0.0001349088507323146,7.43986066334863e-05,9.048608735269119e-06
"PE(34:1),PE(O-35:1),PE(P-35:0)",-2.480343129749721,6.736421686199532,99.16958126880864,2.3177992716383346e-23,4.155299027542725e-21,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PE,3.6917194866981843e-05,1.8080533578051415e-05,4.002153651565673e-05,3.6515299087148716e-05,0.00010026797749728404,0.0003301863561559776,0.00021693873618071187,0.0003270112003328773,2.4477378391413817e-05
"PE(dO-38:9),PE(35:2),PE(O-36:2),PE(P-36:1)",-2.446593127682877,6.230464629430014,96.64719853441092,8.284952411782733e-23,1.4071337596222568e-20,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PE,2.3086153245278984e-05,1.4793459512842316e-05,2.5732382101775778e-05,3.12200155575299e-05,8.412225395611558e-05,0.00024909726285484704,0.00016583846476826445,0.0001885597963485666,1.0730100806114347e-05
SM(38:1),2.437837710000908,5.987131748996163,95.95246355992796,1.176753250648915e-22,1.8986913699220247e-20,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,SM,0.00012840440690681584,7.035302098604741e-05,9.46892371218206e-05,0.00012957340243980995,2.4061457394725467e-05,2.4290637950897684e-05,2.6793576529805957e-05,2.6479688810730647e-05,1.9857171138273132e-05
FA(28:1),-2.3957661977479496,13.113062206289856,93.36588352375838,4.346791873654327e-22,6.679570179182149e-20,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.0002523055545343193,0.007507066367302915,0.0001254102892651838,0.00015992715443262153,0.022032148734175024,0.005446381171560131,0.022578856140372482,0.028528032387330524,0.0007770775305735611
FA(22:3),-2.267875883633909,13.493662565992624,84.47490976881818,3.891216943074899e-20,5.707707761501227e-18,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.0008650343398826462,0.009451918228035887,0.0007151281291745463,0.0008801760946439937,0.005312265658932793,0.047010128616417346,0.04249802130108555,0.00726922128854772,0.001181351264574451
FA(9:0) | FA(10:7),2.251044111688977,10.50331753333338,83.3150432537031,6.996515000669528e-20,9.816414742243725e-18,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.0026767552292069315,0.0010679373887626145,0.0025891401067308956,0.0026946124326136943,0.0005030277888494138,0.0006904072245164625,0.0005673305950095275,0.0006716407702318557,0.0010974649097413225
FA(9:0) | FA(10:7)_2,2.205713662678176,10.53031963026307,80.25981825034552,3.2827725667427633e-19,4.413961280366207e-17,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.002796611205067355,0.0010374828490464982,0.002431729385866583,0.0028968049211745726,0.0005251671689660869,0.0006387094306375821,0.0005757724484998961,0.00080251042782331,0.001138215365069708
LPC(O-20:4),-2.164465678237712,8.154648923083759,77.46490546280029,1.3510178766407181e-18,1.743893875167839e-16,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,0.00012567698386218903,7.798285292476518e-05,8.243228301643566e-05,0.000138895355165567,0.0005049829903022641,0.0007635957742050707,0.0006557104054219789,0.0005950889891936218,1.1705210554728555e-05
"PC(41:7),PC(P-42:6),PC(40:0),PC(O-41:0)",-2.161379379607272,6.685462617602355,77.13862522062033,1.5936985941084031e-18,1.9780251396876214e-16,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,5.222690064183155e-05,2.674736901836059e-05,4.600071198522132e-05,2.403274447347533e-05,0.00020432346457058945,0.00016792410714896715,0.0001633554196412788,0.0003568175892204614,2.3640202360662116e-05
"DG(39:7),DG(38:0),DG(dO-40:0)_C18:0",2.111893677067064,8.58627797630362,74.04190323223884,7.647627713318201e-18,9.140331344769568e-16,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,DAG,0.0011584896301115937,0.00048205613234088827,0.0005383604808891505,0.0003652715765744354,0.00028773322505079753,0.0001320405644976218,0.00012532771862311864,0.0002243141207060316,1.6854191966939728e-05
LPC(20:4),-2.112184706976516,5.470763402543641,73.69366014487866,9.123142924404836e-18,1.0514422220376577e-15,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,1.3828454610292364e-05,1.6037335782818772e-05,1.4329880607456529e-05,1.9423338732607336e-05,4.5122458973087014e-05,0.00012393587348084761,0.00011132288501504255,0.00010243663913276525,9.522289039698612e-06
FA(9:1),2.098854555633922,10.622258147123889,73.23160387191228,1.1529477740128846e-17,1.2829525747377858e-15,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.0028578911352213584,0.0013395255946462385,0.002801334342231695,0.00301211925397063,0.0006477668194707432,0.0007558311586531306,0.0006930795227183102,0.0009272796683273938,0.0007382928596495403
FA(12:6),2.096653099942749,11.289094464728027,73.09301579617517,1.2368141377903232e-17,1.3303997408831242e-15,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.004499828708388357,0.001705621553997504,0.004009641977541125,0.004324243087527331,0.001066181711309732,0.0010649166042597858,0.0009988593705639788,0.001194696637963617,0.002589331397176763
FA(14:1),2.092369895513999,12.403021683753824,72.81979607883113,1.4204490392720714e-17,1.4786416289454756e-15,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.005446182408659619,0.005079730042707446,0.007849026552003075,0.003720903273296717,0.0023883129691104534,0.002496289429095075,0.0010908522971164857,0.0010366524846323751,0.012910053216024642
SM(38:3),2.089262306840717,5.002566338306336,72.06731776826526,2.0797993285409218e-17,2.097347635375486e-15,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,SM,5.839567304225139e-05,3.373993362452127e-05,4.331841225486452e-05,7.136305318467644e-05,1.3199457286128152e-05,1.6592296720727575e-05,1.35228050206066e-05,2.0812212176551807e-05,8.708850380636993e-06
"PE(O-38:8),PE(36:1),PE(O-37:1),PE(P-37:0)",-2.0710118960148827,5.623836855144449,71.09591807605747,3.4027334490057176e-17,3.3274608605883183e-15,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PE,2.351350017487566e-05,9.588183144587005e-06,2.0911672361201424e-05,2.3571687347139944e-05,5.104452074812157e-05,0.0001504057318594651,0.00011452273081589494,0.00010701002344108571,1.1706021885661246e-05
FA(14:2),2.031803384230354,15.112815656559484,68.95898446138017,1.0053262809032494e-16,9.5417291425729e-15,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.030366887284207826,0.027941905619149682,0.05174012075007044,0.014744692249387847,0.01740343583602547,0.01610114480567666,0.004351023334375382,0.0030520861043571153,0.10344257331284291
DG(30:1)_C18:1,-1.99669849055064,6.131549595684452,66.47635969661462,3.541151196328175e-16,3.2649414030145773e-14,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,DAG,2.197556807435003e-05,1.327399905469736e-05,2.152749150900691e-05,3.648943847654322e-05,0.00014087723700194498,9.61722530491239e-05,7.275528393907937e-05,0.00017360203306968983,9.570079022272417e-05
CAR(7:0),1.9857300170576864,6.044514381668702,65.83465890033114,4.903825519137839e-16,4.3957347084049464e-14,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,CAR,9.083537526881797e-05,5.741230528072123e-05,0.00012590974290281975,0.00015256002455237792,2.6703154073035944e-05,5.4624507059978645e-05,2.543904621586534e-05,3.455588971304974e-05,1.6776137709433913e-05
DG(28:1)_C18:1,-1.9714290697657328,5.765822141578672,64.8637428870374,8.026035894102059e-16,7.000004818991173e-14,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,DAG,2.19802720128524e-05,1.3274281748823494e-05,2.0761745308105244e-05,2.1703462471722446e-05,9.57472047696631e-05,8.871283268513132e-05,0.0001097574192041454,0.00010315127650919941,5.261762472153674e-05
"PC(33:5),PC(P-34:4)",-1.936995614173713,9.27398330939197,63.05452283955764,2.0106316306393984e-15,1.7074495452824577e-13,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,0.0002951722205599085,0.00021343894697916166,0.0001943442225692636,0.00033515935327971393,0.0010731834949718596,0.001719629510713583,0.0013141096217360742,0.0012268508450615178,1.4654394038055037e-05
"PC(34:1),PC(O-35:1),PC(P-35:0)",-1.9312655159785557,8.689471007973612,62.693565420915085,2.415033893116124e-15,1.998285736688649e-13,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,0.00024299423735253271,0.00014235531952852177,0.00013452964722461807,0.00016067453482864876,0.0005855200517417863,0.001108782683884426,0.0008102726664885289,0.00102110685011197,5.8336840607093094e-05
"PE(34:3),PE(P-35:2)",-1.9267934332684955,5.385958893108711,62.09561136791338,3.271797536683361e-15,2.639522662719301e-13,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PE,1.463140622259134e-05,1.2963065452074056e-05,1.7578819433947397e-05,2.1992118297223785e-05,3.556071293263686e-05,0.00011541027707415764,9.543585937148859e-05,9.985616845237432e-05,1.4659262302214442e-05
FA(6:2),1.892151895858712,11.734588007149704,60.36559805607431,7.877781868466597e-15,6.200390753546758e-13,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.006883354392317414,0.003951268403583073,0.006446517905872685,0.0038691347993354795,0.0019973579129623272,0.0016956880359742079,0.0016207727238763485,0.0022428248834011196,0.0008194495943958895
SM(38:0),1.8800117125001163,5.878747633165276,59.40093897731254,1.286077036397796e-14,9.881358562989732e-13,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,SM,7.890140559138288e-05,5.8361649520378555e-05,9.680691608949778e-05,0.00012643936307996402,2.870185313488014e-05,3.734221155977018e-05,2.301123281902707e-05,4.080015218228875e-05,2.345650698446239e-05
FA(11:0),1.8276290309837029,10.666384529494392,56.54950334609976,5.4801225675622735e-14,4.112640819889176e-12,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.0028153001792336676,0.0012321980495164629,0.0026833689323877497,0.0029864913070531576,0.0007718576707252774,0.001029479752643976,0.0007894028652193825,0.0009338172643595126,0.0010146732502802301
"PC(O-38:8),PC(36:1),PC(O-37:1),PC(P-37:0)",-1.8141810302157244,7.025216991082447,55.67728179712185,8.53995056389454e-14,6.2632773794744724e-12,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,7.321089158787292e-05,4.9350651349845737e-05,5.048151228641495e-05,5.220475098305785e-05,0.00013635719880151863,0.00032715654648288964,0.0002777447911052113,0.0003460995095798832,2.5724947416328647e-05
SM(40:1),1.811405765209214,5.463509032084874,55.31611365494561,1.0262385855176508e-13,7.359270923256576e-12,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,SM,6.03295612388198e-05,5.185141345622298e-05,6.014307209072941e-05,8.912659056991937e-05,2.1818803386651323e-05,2.7883125752535793e-05,2.0515745012340186e-05,3.0048885815349868e-05,1.8530004442692857e-05
"PC(O-38:9),PC(36:2),PC(O-37:2),PC(P-37:1)",-1.8001170541925773,8.17236776187329,54.92043947517003,1.2550895168560121e-13,8.804725806292068e-12,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,0.0001721054152038435,8.924009463434991e-05,0.00011509755164280145,0.00014633843370640738,0.00042348933938435296,0.0006707781757614288,0.0005949911847871084,0.0007212859898528153,3.647322360767008e-05
"PC(34:2),PC(O-35:2),PC(P-35:1)",-1.784704251596225,8.696440967482532,54.04939541373415,1.955122609248805e-13,1.342378863839552e-11,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,0.0002699013514083183,0.00011485840297367536,0.00019389108471790144,0.0001847883533910668,0.0006540272831579517,0.0010732143181126504,0.000709980663630267,0.0010244229040685738,6.203183868069483e-05
FA(12:2),1.764853258349629,10.85018490630404,52.940928733640135,3.437318335461752e-13,2.3108804726114735e-11,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.003051689688575141,0.0013304077145516672,0.0026281206493626408,0.003147844745154496,0.0009085667257159434,0.0008885117171966877,0.0008755889932078105,0.0011699318957738136,0.0018997831640554946
FA(5:2),1.7597062122829916,14.43306308054426,52.65635826649668,3.9732251755872033e-13,2.616652579922429e-11,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.04206619037444673,0.016829509050138868,0.034062694862841573,0.044164277396111125,0.009113788719304343,0.013354880355214283,0.012867932634346338,0.01688995503660586,0.00811880248421998
LPC(20:3),-1.7453064673991407,4.892939496669552,51.43932237661743,7.384452502631399e-13,4.7659256451983045e-11,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,1.4877183925238953e-05,1.0535265534570916e-05,1.2110067010165972e-05,1.5142893437091879e-05,2.871260376829433e-05,7.713369737770942e-05,7.237386957055687e-05,5.961755927765301e-05,9.897468513339265e-06
FA(36:5),-1.705226181039007,10.70907281521762,49.60548368730088,1.879875295686576e-12,1.1666072267654958e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.000377962797995302,0.0016425144691029042,0.0002572533334292029,0.00015185248126077722,0.005397043630409319,0.0011192566896461994,0.0015432315155074084,0.005228325105130114,0.0003993688311294888
SM(40:3),1.71298179173762,4.8052881229347975,49.62942957981973,1.857070156038393e-12,1.1666072267654958e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,SM,3.9880229419335544e-05,3.296825061027407e-05,4.1870493024052326e-05,4.990472628170294e-05,1.3873892826327055e-05,1.7052283337045007e-05,1.614429904747395e-05,2.0401482029217712e-05,9.797436429140807e-06
FA(22:2),-1.6981664883876073,11.965088934618882,49.220518669637386,2.2874544957822037e-12,1.392757671299843e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.0006279620445300165,0.004039796377015317,0.0005521103536086777,0.000575962051594832,0.002594469935521589,0.014351169811678072,0.012199076848984292,0.0030114904938200017,0.0008428439539508923
FA(17:0) | FA(18:7),1.6813745550165402,13.149362912312773,48.3021438726646,3.653525585005238e-12,2.1833198264466487e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.01594294900150767,0.009582700970724615,0.016837152029612393,0.010046900807520175,0.006750280851648961,0.003936832611703892,0.004274111016484556,0.0065414925803468655,0.00451019086972677
"DG(36:8),DG(35:1)_C16:1",1.6815241835555943,5.856135764361426,48.11494588085715,4.019509526506425e-12,2.3583558621884057e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,DAG,8.34759244842203e-05,5.739477136768249e-05,9.958839604344791e-05,9.505719618956388e-05,3.556559993160114e-05,3.4747362808824404e-05,2.7699166649852626e-05,3.996022813702016e-05,2.9718206965549837e-05
DG(29:2)_C18:2,-1.6698717524668183,5.707017429757213,47.44110253739071,5.668163493911916e-12,3.231866724983983e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,DAG,2.4500373499260907e-05,1.4715407939704793e-05,2.3368907154240832e-05,2.4271077535890362e-05,8.502117892526912e-05,7.753204898713316e-05,7.450834550502796e-05,0.00012859388797012338,5.3858702851378245e-05
"PC(34:0),PC(O-35:0)",-1.6676952195744297,6.339169013512602,47.42716903327276,5.7085963224074056e-12,3.231866724983983e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,6.148389264754182e-05,2.620030081260142e-05,2.8563315623084266e-05,3.9851031773678064e-05,0.00011173093120655364,0.00021474825104090653,0.00013518651238670335,0.00019816704249214355,1.6339293927858466e-05
"PC(32:1),PC(O-33:1),PC(P-33:0)",-1.6651823641306551,7.224943063347846,47.35150234478374,5.933262665604659e-12,3.3011445899838336e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,7.807352268782656e-05,4.332484416905244e-05,9.303770659451724e-05,7.409925209515941e-05,0.0002181328129499679,0.0003811735686555677,0.00027738328180674273,0.00032734310922981536,3.5011775702584564e-05
FA(29:3),-1.657103166923068,13.27362406691474,46.985708649765,7.150622139943012e-12,3.9110267195925584e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.00030893199620564144,0.012865471214902342,0.00013062326901726713,0.00013463145812085412,0.03295596201440532,0.006415026066757071,0.01024736389984422,0.030026359885501067,0.0008099042758516269
FA(12:0),1.6511647744420752,11.441055096023144,46.66301829113127,8.430505820659336e-12,4.5342070472112796e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,FA,0.0069402439102470214,0.0018525127747841463,0.004105167530657768,0.003714200099793114,0.0018323440646245478,0.0016603999602686458,0.0013631515666624877,0.0018329778847487488,0.0014711478953155644
SM(34:1),1.6494841638284996,4.994772736359143,46.24246746236447,1.044874800439926e-11,5.5275589852781e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,SM,2.8316157595367235e-05,3.1480517716193595e-05,5.5649291464787e-05,7.23442533589224e-05,1.5400487703487016e-05,2.1758474569213395e-05,1.7999357900012464e-05,2.4312943843554552e-05,1.2293943732376206e-05
"LPC(16:1),LPC(P-17:0)",-1.6420535453149026,5.415612075565125,45.92446488582968,1.2290149456898524e-11,6.396824564098634e-10,4,4,SampleType_Glia|SleepCondition_Wakingup|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_Female,PC,2.902150393046588e-05,1.1939204071001463e-05,2.1998083296995073e-05,1.7099648297096497e-05,4.1010710097556394e-05,0.0001170622650827531,9.22932369989165e-05,7.772451405883137e-05,2.116469908891071e-05
