"type","sum_mean1","sum_mean2"
"CAR",47559.4518260956,105444.689262708
"CE",7860.88940620422,2064.54588476817
"Cer",3453.75400257111,2963.35387293498
"DAG",536324.952893575,195943.933183352
"PC",701448.804357529,845402.735230764
"PE",101456.615231514,157344.485618273
"PG",3313.13536516825,3998.15037250519
"PI",6190.59357802073,5913.09350045522
"PS",126689.479528427,133533.1780955
"SM",3905.89866828918,2162.8335202535
"TAG",134739.94413662,122153.806708336
