"type","sum_mean1","sum_mean2"
"CAR",49178.1670909473,36564.4987078848
"CE",121810.528397601,125346.924527332
"Cer",13682.2594977243,17599.4422982216
"DAG",299776.182178447,313437.384123185
"PC",1426867.77894906,1461443.47175748
"PE",1113634.55164047,1015094.60728779
"PG",10599.9362906002,9075.53365004403
"PI",7810.47477803003,6374.17613352821
"PS",125890.805979461,116293.437621062
"SM",129699.879480989,132989.155135759
"TAG",730570.884496534,896769.130396739
