"type","sum_mean1","sum_mean2"
"CAR",34083.7823734283,47559.4518260956
"CE",7222.38270060221,7860.88940620422
"Cer",3066.79062843323,3453.75400257111
"DAG",263434.332382202,539929.789835294
"PC",797097.279306412,701448.804357529
"PE",167306.509405136,101456.615231514
"PG",4090.16179529826,3313.13536516825
"PI",6421.04180781047,6190.59357802073
"PS",134718.448439916,126689.479528427
"SM",7510.32237943013,3905.89866828918
"TAG",130522.370735804,134739.94413662
