"type","sum_mean1","sum_mean2"
"CAR",72916.1433502833,73677.931690534
"CE",124107.759765307,93818.5990864436
"Cer",14714.3913005193,13607.6196740468
"DAG",339108.749040286,334718.459849993
"PC",156359.829183261,119127.156948407
"PE",20326.6746349335,19681.8810977936
"PG",5080.30865414937,6128.00534979502
"PI",7137.16514110565,6778.02690315247
"PS",150771.432484945,189901.023625374
"SM",55938.460720698,44394.7248741786
"TAG",105893.148674329,114256.427001953
