"type","sum_mean1","sum_mean2"
"CAR",65088.303498636,104729.752515321
"CE",82700.6820923033,100974.495036906
"Cer",9362.11125971022,8678.90718137196
"DAG",336370.15892626,278385.387636444
"PC",523998.721882075,529640.663244606
"PE",118268.688601639,101829.200061035
"PG",5227.87896090916,6120.27902824311
"PI",7173.2199763298,6124.55956378664
"PS",143726.992529115,142888.499369857
"SM",37538.6673680941,40549.4531698136
"TAG",140458.411030806,123284.601226829
