"type","sum_mean1","sum_mean2"
"CAR",15264.1926377614,33240.8974488576
"CE",28480.9154411952,2540.50212160746
"Cer",3441.74212837219,2569.85715579986
"DAG",371026.062374433,245692.086198807
"PC",1975832.04139264,2308960.51947435
"PE",1154118.4541235,1826286.60780017
"PG",9395.31219259898,10396.5305627187
"PI",9537.99729188284,8364.75697612763
"PS",84973.7696615855,98493.2258059184
"SM",21393.3917614619,5204.97047011058
"TAG",915023.471045176,962671.849009514
