"type","sum_mean1","sum_mean2"
"CAR",55269.4438861211,15292.1009778976
"CE",200318.427762032,3125.14214324951
"Cer",18618.1883945465,3457.2372194926
"DAG",317030.806581497,190093.101288478
"PC",149591.455617587,719178.091858228
"PE",18718.888001442,112304.206288656
"PG",6584.49898052216,4752.50986893972
"PI",8040.76386038462,4215.43165747325
"PS",143929.241401672,96339.9857702255
"SM",51341.9388071696,2240.41852442424
"TAG",108762.037300428,86610.4337968826
