"type","sum_mean1","sum_mean2"
"CAR",70111.8383423487,105444.689262708
"CE",107144.731112162,2064.54588476817
"Cer",12729.6277888616,2963.35387293498
"DAG",277103.372974714,195943.933183352
"PC",142910.271083196,845402.735230764
"PE",20735.1063241959,157344.485618273
"PG",6448.00863265991,3998.15037250519
"PI",6110.61024347941,5913.09350045522
"PS",151506.718793551,133533.1780955
"SM",48137.8700949351,2162.8335202535
"TAG",87992.1643365224,122153.806708336
