"type","sum_mean1","sum_mean2"
"CAR",70111.8383423487,70111.8383423487
"CE",107144.731112162,107144.731112162
"Cer",12729.6277888616,12729.6277888616
"DAG",277103.372974714,277103.372974714
"PC",142910.271083196,142910.271083196
"PE",20735.1063241959,20735.1063241959
"PG",6448.00863265991,6448.00863265991
"PI",6110.61024347941,6110.61024347941
"PS",151506.718793551,151506.718793551
"SM",48137.8700949351,48137.8700949351
"TAG",87966.7143433889,87966.7143433889
