"type","sum_mean1","sum_mean2"
"CAR",66035.1243658066,66035.1243658066
"CE",162100.590436618,162100.590436618
"Cer",14680.9014323552,14680.9014323552
"DAG",331001.061847051,331001.061847051
"PC",282217.513999621,282217.513999621
"PE",18924.2928450902,18924.2928450902
"PG",6280.90538342794,6280.90538342794
"PI",5247.53364912669,5247.53364912669
"PS",122376.942440351,122376.942440351
"SM",49439.4069172541,49439.4069172541
"TAG",114421.471312523,114421.471312523
