"type","sum_mean1","sum_mean2"
"CAR",61847.9392286936,55269.4438861211
"CE",170058.242045403,200318.427762032
"Cer",23682.3187774022,18618.1883945465
"DAG",1007823.72716395,317030.806581497
"PC",229152.396611532,149591.455617587
"PE",19329.419418335,18718.888001442
"PG",6533.52890618642,6584.49898052216
"PI",6686.54541333516,8040.76386038462
"PS",145345.717829704,143929.241401672
"SM",51997.9888569514,51341.9388071696
"TAG",107972.080340703,108762.037300428
