"type","sum_mean1","sum_mean2"
"CAR",72916.1433502833,72916.1433502833
"CE",124107.759765307,124107.759765307
"Cer",14714.3913005193,14714.3913005193
"DAG",339108.749040286,339108.749040286
"PC",156359.829183261,156359.829183261
"PE",20326.6746349335,20326.6746349335
"PG",5080.30865414937,5080.30865414937
"PI",7137.16514110565,7137.16514110565
"PS",150771.432484945,150771.432484945
"SM",55938.460720698,55938.460720698
"TAG",105875.2920084,105875.2920084
