"type","sum_mean1","sum_mean2"
"CAR",13732.9660695394,15292.1009778976
"CE",6075.38251495361,3125.14214324951
"Cer",3481.64888191223,3457.2372194926
"DAG",329629.866850853,190093.101288478
"PC",786135.338896433,719178.091858228
"PE",124243.311693509,112304.206288656
"PG",4428.97330093384,4752.50986893972
"PI",5657.92525577545,4215.43165747325
"PS",102214.374116898,96339.9857702255
"SM",7006.92559623718,2240.41852442424
"TAG",102614.165995598,86610.4337968826
