"type","sum_mean1","sum_mean2"
"CAR",66035.1243658066,55269.4438861211
"CE",162100.590436618,200318.427762032
"Cer",14680.9014323552,18618.1883945465
"DAG",331001.061847051,317030.806581497
"PC",282217.513999621,149591.455617587
"PE",18924.2928450902,18718.888001442
"PG",6280.90538342794,6584.49898052216
"PI",5247.53364912669,8040.76386038462
"PS",122376.942440351,143929.241401672
"SM",49439.4069172541,51341.9388071696
"TAG",114421.471312523,108762.037300428
