"type","sum_mean1","sum_mean2"
"CAR",61285.6074497768,49178.1670909473
"CE",114182.827288964,121810.528397601
"Cer",19170.4351411683,13682.2594977243
"DAG",452463.982994089,299737.882167448
"PC",1324594.83132499,1426867.77894906
"PE",804497.926399862,1113634.55164047
"PG",9349.0372429984,10599.9362906002
"PI",8521.86061597098,7810.47477803003
"PS",117725.816709727,125890.805979461
"SM",144779.068764028,129699.879480989
"TAG",658501.208811047,730570.884496534
